input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_wildcard_certificate,cdn_name,cdn,tls_expired,tls_subject_org_,tls_mismatched,final_url,csp_domains_,location,tls_self_signed
adsalesdocusignstage.gslb2.comcast.com,Microsoft Azure Web App - Error 404,404,2667,adsalesdocusignstage.gslb2.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-01T00:00:00Z,2024-04-30T23:59:59Z,"CN=adsalesdocusignstage.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",adsalesdocusignstage.comcast.com,adsalesdocusignstage.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,2770c86a4852430f60ffb55d4d607205,5b114889d27262a1abe28c78f3072a5eb99ed7a3c133717314636860af2bb281,ctls,adsalesdocusignstage.gslb2.comcast.com,443,https://adsalesdocusignstage.gslb2.comcast.com:443,https,,text/html,GET,68.87.127.199,/,387302845,68.87.127.199,,87,False,,,,,Comcast Corporation,True,,,,
advomsweb.comcast.com,403 - Forbidden: Access is denied.,403,1233,advomsweb.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-01T00:00:00Z,2024-02-29T23:59:59Z,"CN=advomsweb.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",advomsweb.comcast.com,advomsweb2.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,d145ffd105e00759a5af47da1a900f80,dea81336422148a35a4680d16f304cdca742b77f4c2d8beb85445a9ec5b5a3fe,ctls,advomsweb.comcast.com,443,https://advomsweb.comcast.com:443,https,,text/html,GET,96.99.224.104,/,1631801191,96.99.224.104,,30,False,,,,,Comcast Corporation,,,,,
aiportal.comcast.com,BRYTER | Portal,200,5650,comcast.bryter.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-25T03:49:53Z,2023-08-23T03:49:52Z,CN=*.bryter.io,*.bryter.io,*.bryter.io,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd4df59e4d6ea693ad259b9759d0cf4c,32c5144474ce06cafb78e42a0fe0c08866d1027a3404bf7d41cccee9cb300d85,ctls,comcast.bryter.io,80,http://aiportal.comcast.com:80,http,,text/html,GET,96.99.227.255,/,-1731813108,96.99.227.255,HSTS,140,False,True,,,,,,https://comcast.bryter.io/portal/applications/Vs3HrWuCSC2IG258vXRdhg,,,
alexa-service.dev.np.api-business.comcast.com,,404,,alexa-service.dev.np.api-business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-21T23:59:59Z,CN=alexa-service.dev.np.api-business.comcast.com,alexa-service.dev.np.api-business.comcast.com,alexa-service.dev.np.api-business.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,979d02882d06c96c23907eef46ada4cd,d6fcf9ed874030aad0bfc313494ab8ea0eaf6dbeb892f63746ca22de1dbbda86,ctls,alexa-service.dev.np.api-business.comcast.com,443,https://alexa-service.dev.np.api-business.comcast.com:443,https,,,GET,44.206.214.232,/,-1840324437,3.220.209.77,,1,False,,,,,,,,,,
alexa-service.qa.np.api-business.comcast.com,,404,,alexa-service.qa.np.api-business.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-12-27T23:59:59Z,CN=alexa-service.qa.np.api-business.comcast.com,alexa-service.qa.np.api-business.comcast.com,alexa-service.qa.np.api-business.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b40ea3aafc7ee1f92626b01486ec5e26,ef979475c921e24a3180f2497d227c569e94cc8b7d8665d0a822f694b6291205,ctls,alexa-service.qa.np.api-business.comcast.com,443,https://alexa-service.qa.np.api-business.comcast.com:443,https,,,GET,3.230.116.200,/,-1840324437,44.215.8.131,,1,False,,,,,,,,,,
ambassadors.comcast.com,Comcast Ambassadors,200,89820,ambassadors.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-10T00:00:00Z,2024-03-09T23:59:59Z,"CN=ambassadors.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",ambassadors.comcast.com,ambassadors.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,55095fe3da5f08dbcd7a796e4143b2ca,3285c8958256d9e15f3f5614b8db02216bfbc8cc6b77b574f559b94749f6583f,ctls,ambassadors.comcast.com,443,https://ambassadors.comcast.com:443,https,,text/html,GET,161.129.72.21,/,1158964358,161.129.72.21,HSTS,46,False,,,,,Comcast Corporation,,https://ambassadors.comcast.com/member/,reg.dynamicsignal.com,,
annual-reports.comcast.com,,403,93,annual-reports.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-17T00:00:00Z,2023-10-17T23:59:59Z,"CN=*.b1.app.cloud.comcast.net, O=Comcast Corporation, ST=Pennsylvania, C=US",*.b1.app.cloud.comcast.net,*.b1.app.cloud.comcast.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,5bf1dadd1e7f00c4acc092748793c144,f8efbce610e7584006badb7014393284c808d08320a7d63fed51250d28c73fa0,ctls,annual-reports.comcast.com,443,https://annual-reports.comcast.com:443,https,,text/html,GET,96.115.76.152,/,-1060002298,96.115.76.150,,4,False,True,,,,Comcast Corporation,True,,,,
api-eu.voicestorm.com,404 Not Found,404,2531,api-eu.voicestorm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-19T17:20:30Z,2023-11-20T17:20:30Z,CN=*.voicestorm.com,*.voicestorm.com,voicestorm.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",81a9248fdff056af2d3bf17a2537a970,c1c367905b54aeae8b8cb6bbd23d34b4324bc0e8f24c7e9d9ba6f8d47e2e7cce,ctls,api-eu.voicestorm.com,80,http://api-eu.voicestorm.com:80,http,,text/html,GET,161.129.72.21,/,-1960673374,161.129.72.21,HSTS,104,False,True,,,,,,https://api-eu.voicestorm.com/NoCommunity.htm,,,
api-hyang682.pravah.comcast.com,,500,55,api-hyang682.pravah.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-19T00:00:00Z,2024-01-17T23:59:59Z,CN=api-hyang682.pravah.comcast.com,api-hyang682.pravah.comcast.com,api-hyang682.pravah.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4dcbb6a82cd7b245db2c5c03932bbe41,af47b327b62fb33300ef569b93e0cefbfbf8a9341810736f289033791d5d37ba,ctls,api-hyang682.pravah.comcast.com,443,https://api-hyang682.pravah.comcast.com:443,https,,text/plain,GET,107.23.217.79,/,631524574,54.210.105.130,,1,False,,,,,,,,,,
api-p.gslb4.comcast.com,,200,142,api-p.gslb4.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=api.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",api.comcast.com,xapi.xfinity.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,8fb1b8f0fc58c6b02fcff9bf67f72161,1d81e22457196a08c865b3e012969b064409f8cbfacde41c9739bdcbc0cb7682,ctls,api-p.gslb4.comcast.com,443,https://api-p.gslb4.comcast.com:443,https,Microsoft-IIS/10.0,text/html,GET,68.87.41.24,/,1772087922,68.87.41.24,Windows Server,10,False,,,,,Comcast Corporation,True,,,,
api-tp-cs.comcast.com,,404,54,api-tp-cs.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-08T00:00:00Z,2024-05-07T23:59:59Z,"CN=api-tp-cs.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",api-tp-cs.comcast.com,www.api-tp-cs.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f2d5ea5e927ad3fd0c938efb6500c3e9,98a7aa2654bb699f76393fe408e4a96d443574a17948bc67ec03fb55f64990ea,ctls,api-tp-cs.comcast.com,443,https://api-tp-cs.comcast.com:443,https,,application/json,GET,13.67.239.96,/,-326256188,13.67.239.96,,1,False,,azure,True,,Comcast Corporation,,,,,
api.ch2.prd.cable.comcast.com,VIP HAS FAILED,404,82,api.ch2.prd.cable.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2017-02-08T00:00:00Z,2019-02-08T23:59:59Z,"CN=api.comcast.com, OU=Unified Communications, OU=Hosted by Comcast Corporation, OU=Comcast Corporation, O=Comcast Corporation, street=1 Comcast Center, L=Philadelphia, ST=PA, postalCode=19103, C=US",api.comcast.com,xapi.xfinity.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,d74f319e94761e14aaf52f6882457d05,edaa668c63ee8b5d43ea46dd17d1ecc7487b10eac8fab7a451cd7c493d79ef38,ctls,api.ch2.prd.cable.comcast.com,443,https://api.ch2.prd.cable.comcast.com:443,https,BigIP,,GET,162.150.57.25,/,1200495206,162.150.57.25,F5 BigIP,1,False,,,,True,Comcast Corporation,True,,,,
api.ch2.stg.comcast.com,Layout Not Found,500,2906,api.ch2.stg.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=api.stg.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",api.stg.comcast.com,xapi.wcdc.stg.xfinity.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f9179d0f5291b4b99c3715339ba0c7a8,6288ea7c0b0f2c7d60e44fc1a68a53c3936f6875e1dc703afcadff0ab4fd37e8,ctls,api.ch2.stg.comcast.com,443,https://api.ch2.stg.comcast.com:443,https,Microsoft-IIS/10.0,text/html,GET,96.114.21.17,/,1772087922,96.114.21.17,Windows Server,77,False,,,,,Comcast Corporation,True,https://api.ch2.stg.comcast.com/sitecore/service/nolayout.aspx?item=%2f&layout=%7b00000000-0000-0000-0000-000000000000%7d&device=Default,,,
api.comcast.com,,200,142,api.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=api.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",api.comcast.com,xapi.xfinity.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,8fb1b8f0fc58c6b02fcff9bf67f72161,1d81e22457196a08c865b3e012969b064409f8cbfacde41c9739bdcbc0cb7682,ctls,api.comcast.com,443,https://api.comcast.com:443,https,Microsoft-IIS/10.0,text/html,GET,68.87.41.24,/,1772087922,68.87.41.24,Windows Server,10,False,,,,,Comcast Corporation,,,,,
api.commerce.comcast.com,,503,,api.commerce.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-30T00:00:00Z,2024-07-28T23:59:59Z,CN=*.commerce.comcast.com,*.commerce.comcast.com,*.commerce.comcast.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,9f1a845b19b0264eaed35c6c58f5afd2,320eeb4ca05ece0c61c495e742150d640b7983540e69564613f80eaa1ad39b01,ctls,api.commerce.comcast.com,443,https://api.commerce.comcast.com:443,https,awselb/2.0,text/plain,GET,34.224.24.115,/,-1840324437,2600:1f18:465b:8403:c44a:dc47:d17e:b430,,1,False,True,,,,,,,,,
api.dynamicsignal.com,,404,178,api.dynamicsignal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-09T00:00:00Z,2024-02-12T23:59:59Z,CN=*.dynamicsignal.com,*.dynamicsignal.com,dynamicsignal.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,b005c6acb978d64d76cc7d0d0d42b91c,f1962a30487fc9f6f2824f870ba1bf20da6b26c6c6b96c0ada27e8ef08a94fc5,ctls,api.dynamicsignal.com,443,https://api.dynamicsignal.com:443,https,,text/html,GET,161.129.72.21,/,1186083643,161.129.72.21,HSTS,5,False,True,,,,,,,,,
api.pdc.prd.comcast.com,,200,142,api.pdc.prd.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=api.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",api.comcast.com,xapi.xfinity.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,8fb1b8f0fc58c6b02fcff9bf67f72161,1d81e22457196a08c865b3e012969b064409f8cbfacde41c9739bdcbc0cb7682,ctls,api.pdc.prd.comcast.com,443,https://api.pdc.prd.comcast.com:443,https,Microsoft-IIS/10.0,text/html,GET,96.114.14.165,/,1772087922,96.114.14.165,Windows Server,10,False,,,,,Comcast Corporation,True,,,,
api.pdc.stg.comcast.com,,200,142,api.pdc.stg.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=api.stg.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",api.stg.comcast.com,xapi.wcdc.stg.xfinity.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f9179d0f5291b4b99c3715339ba0c7a8,6288ea7c0b0f2c7d60e44fc1a68a53c3936f6875e1dc703afcadff0ab4fd37e8,ctls,api.pdc.stg.comcast.com,443,https://api.pdc.stg.comcast.com:443,https,Microsoft-IIS/10.0,text/html,GET,96.114.14.147,/,1772087922,96.114.14.147,Windows Server,10,False,,,,,Comcast Corporation,True,,,,
api.perf.comcast.com,,200,142,api.perf.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=api.stg.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",api.stg.comcast.com,xapi.wcdc.stg.xfinity.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f9179d0f5291b4b99c3715339ba0c7a8,6288ea7c0b0f2c7d60e44fc1a68a53c3936f6875e1dc703afcadff0ab4fd37e8,ctls,api.perf.comcast.com,443,https://api.perf.comcast.com:443,https,Microsoft-IIS/10.0,text/html,GET,68.87.41.18,/,1772087922,68.87.41.18,Windows Server,10,False,,,,,Comcast Corporation,,,,,
api.stg.comcast.com,,200,142,api.stg.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=api.stg.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",api.stg.comcast.com,xapi.wcdc.stg.xfinity.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f9179d0f5291b4b99c3715339ba0c7a8,6288ea7c0b0f2c7d60e44fc1a68a53c3936f6875e1dc703afcadff0ab4fd37e8,ctls,api.stg.comcast.com,443,https://api.stg.comcast.com:443,https,Microsoft-IIS/10.0,text/html,GET,68.87.41.18,/,1772087922,68.87.41.18,Windows Server,10,False,,,,,Comcast Corporation,,,,,
api.wcdc.prd.comcast.com,,200,142,api.wcdc.prd.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-03T00:00:00Z,2024-05-02T23:59:59Z,"CN=api.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",api.comcast.com,xapi.xfinity.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,8fb1b8f0fc58c6b02fcff9bf67f72161,1d81e22457196a08c865b3e012969b064409f8cbfacde41c9739bdcbc0cb7682,ctls,api.wcdc.prd.comcast.com,443,https://api.wcdc.prd.comcast.com:443,https,Microsoft-IIS/10.0,text/html,GET,68.87.41.24,/,1772087922,68.87.41.24,Windows Server,10,False,,,,,Comcast Corporation,True,,,,
api.wcdc.stg.comcast.com,,200,142,api.wcdc.stg.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=api.stg.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",api.stg.comcast.com,xapi.wcdc.stg.xfinity.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,f9179d0f5291b4b99c3715339ba0c7a8,6288ea7c0b0f2c7d60e44fc1a68a53c3936f6875e1dc703afcadff0ab4fd37e8,ctls,api.wcdc.stg.comcast.com,443,https://api.wcdc.stg.comcast.com:443,https,Microsoft-IIS/10.0,text/html,GET,68.87.41.18,/,1772087922,68.87.41.18,Windows Server,10,False,,,,,Comcast Corporation,True,,,,
apigateway-eu.voicestorm.com,404 Not Found,404,2531,apigateway-eu.voicestorm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-19T17:20:30Z,2023-11-20T17:20:30Z,CN=*.voicestorm.com,*.voicestorm.com,voicestorm.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",81a9248fdff056af2d3bf17a2537a970,c1c367905b54aeae8b8cb6bbd23d34b4324bc0e8f24c7e9d9ba6f8d47e2e7cce,ctls,apigateway-eu.voicestorm.com,80,http://apigateway-eu.voicestorm.com:80,http,,text/html,GET,161.129.72.21,/,-1960673374,161.129.72.21,HSTS,104,False,True,,,,,,https://apigateway-eu.voicestorm.com/NoCommunity.htm,,,
apigateway.voicestorm.com,404 Not Found,404,2531,apigateway.voicestorm.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-19T17:20:30Z,2023-11-20T17:20:30Z,CN=*.voicestorm.com,*.voicestorm.com,voicestorm.com,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",81a9248fdff056af2d3bf17a2537a970,c1c367905b54aeae8b8cb6bbd23d34b4324bc0e8f24c7e9d9ba6f8d47e2e7cce,ctls,apigateway.voicestorm.com,443,https://apigateway.voicestorm.com:443,https,,text/html,GET,161.129.72.21,/,-1960673374,161.129.72.21,HSTS,104,False,True,,,,,,https://apigateway.voicestorm.com/NoCommunity.htm,,,
appui-p.gslb4.comcast.com,401 Unauthorized,401,381,appui-p.gslb4.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-05T00:00:00Z,2024-01-05T23:59:59Z,"CN=apportal.comcast.net, O=Comcast Corporation, ST=Pennsylvania, C=US",apportal.comcast.net,www.apportal.comcast.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,0db7148d32989994efc011574029bf63,bd9a362f6d40ab6b3b1e05521a8b5cf620177c4d0d4fc3df3565c25312283be0,ctls,appui-p.gslb4.comcast.com,443,https://appui-p.gslb4.comcast.com:443,https,Apache/2.4.6 (CentOS) OpenSSL/1.0.2k-fips PHP/5.4.16,text/html,GET,96.118.213.169,/,-392200610,96.118.213.169,PHP:5.4.16,13,False,,,,,Comcast Corporation,True,,,,
asperafasp-cmc-1p.slb.comcast.com,Shares,200,2501,asperafasp-cmc-1p.slb.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-15T00:00:00Z,2024-02-15T23:59:59Z,"CN=asperafasp-cmc-1p.slb.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",asperafasp-cmc-1p.slb.comcast.com,fasp.cmc.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,ac398e9b60ed7acc75de456af631103d,f1bc61a599a3cc955b00be4e9ec9f2e38eb025d5691caee702a741f269145cc5,ctls,asperafasp-cmc-1p.slb.comcast.com,443,https://asperafasp-cmc-1p.slb.comcast.com:443,https,,text/html,GET,96.99.227.165,/,-1840324437,96.99.227.165,Stimulus,74,False,,,,,Comcast Corporation,,https://asperafasp-cmc-1p.slb.comcast.com/login,,,
assets.adobedtm.com,,404,11,assets.adobedtm.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-19T00:00:00Z,2023-08-19T23:59:59Z,"CN=assets.adobedtm.com, O=Adobe Inc., L=San Jose, ST=California, C=US",assets.adobedtm.com,cdn1-staging.adoberesources.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,63269213884753fadc9ea2864e908d27,d359100253372147962ddb0be11f4237d7fb547491fb584d5e98ce45a3033209,ctls,assets.adobedtm.com,443,https://assets.adobedtm.com:443,https,AkamaiNetStorage,,GET,2.18.232.23,/,1864250944,2a02:26f0:1700:483::1e80,,2,False,,,,,Adobe Inc.,,,,,
assets.comcast.com,Access Denied,403,268,assets.comcast.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-05T00:00:00Z,2024-04-04T23:59:59Z,"CN=t.xfinity.com, O=Comcast Corporation, ST=Pennsylvania, C=US",t.xfinity.com,xtv.comcast.net,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,4c2c1b72e5faa38ade3bfba850bdd60c,6bf9960fdca2efd19bc7a96ff3eb7a409eeead7fd4c372e756872d522f8787b6,ctls,assets.comcast.com,443,https://assets.comcast.com:443,https,AkamaiGHost,text/html,GET,2.16.33.97,/,1845401994,2a02:26f0:480:9b9::20b,,10,False,,,,,Comcast Corporation,,,,,
audioingest-xhi-uw2-alb-q1.mesa.comcast.com,,404,18,audioingest-xhi-uw2-alb-q1.mesa.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-06T00:00:00Z,2023-09-06T23:59:59Z,"CN=audioingest-xhi-uw2-alb-q1.mesa.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",audioingest-xhi-uw2-alb-q1.mesa.comcast.com,www.audioingest-xhi-uw2-alb-q1.mesa.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,4c011213883bf238952720981a04873c,18aef73f9c8247d930f12dba559386b8638765150199b2f27af0e587fc7917a3,ctls,audioingest-xhi-uw2-alb-q1.mesa.comcast.com,443,https://audioingest-xhi-uw2-alb-q1.mesa.comcast.com:443,https,,text/plain,GET,3.92.99.99,/,-429073533,54.211.123.222,,1,False,,,,,Comcast Corporation,,,,,
auth.555.comcast.com,,404,19,auth.555.comcast.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-02-28T23:59:59Z,"CN=*.555.comcast.com, O=Comcast Corporation, ST=Pennsylvania, C=US",*.555.comcast.com,*.555.comcast.com,"CN=COMODO RSA Organization Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Organization Validation Secure Server CA,COMODO CA Limited,a6879b62a98fd9456bad18e420b44278,5f19b9fad0568bcfd41615939aa68f5c204625f3578ae7ce67391ddfe6dfabab,ctls,auth.555.comcast.com,443,https://auth.555.comcast.com:443,https,,text/plain,GET,96.117.83.26,/,-138391155,2001:558:fc11:a:f816:3eff:fe53:6d1a,,2,False,True,,,,Comcast Corporation,,,,,
