new,host,a,soa,status_code,cdn,cdn-name,cname,ns,aaaa,has_internal_ips,internal_ips,caa,mx,txt
[x],b189e183-0bf0-4162-8abc-6c1fe0f46600.unifi-hosting.ui.com,137.184.234.129,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],b1b1bf38-7b78-493e-8b64-73169bdb6107.unifi-hosting.stg.ui.com,157.245.101.140,"ns-493.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],b37f0e92-ba7d-4791-9c2f-8d7b7bba5076.unifi-hosting.ui.com,64.225.56.97,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],b3f24791-b1c0-4d86-a413-1c60892db33d.unifi-hosting.ui.com,,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],b90e471c-e3e9-4e44-a669-dbc2675f5c45.unifi-hosting.ui.com,24.199.122.157,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],backbone.ui.com,"99.86.4.6, 99.86.4.104, 99.86.4.119, 99.86.4.125","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],bb63ceb3-4b85-4341-b6ee-f37672a89b27.unifi-hosting.ui.com,159.203.183.91,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bdd467bc-ab5e-44c7-9226-bd3083bd7456.unifi-hosting.stg.ui.com,164.92.151.169,"ns-493.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],bf05552e-5c2b-4f84-a4e4-8ae5ad0d22a2.unifi-hosting.stg.ui.com,128.199.54.233,"ns-493.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1457.awsdns-54.org, ns-1838.awsdns-37.co.uk, ns-493.awsdns-61.com, ns-949.awsdns-54.net",,,,,,
[x],bfa0718b-1abb-4380-8cc8-3f08759ef2c6.unifi-hosting.ui.com,24.199.124.118,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],blackhusky.ui.com,"18.155.129.39, 18.155.129.45, 18.155.129.52, 18.155.129.81","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],c1feb0e8-f34b-4c77-a1da-51d5f37e523a.unifi-hosting.ui.com,159.203.166.233,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1508.awsdns-60.org, ns-2014.awsdns-59.co.uk, ns-28.awsdns-03.com, ns-523.awsdns-01.net",,,,,,
[x],c35b9207-aa8b-4b75-b2cd-6c8ac3592816.unifi-hosting.ui.com,,,NOERROR,,,,,,,,,,
[x],c80935bf-ecc3-4f43-a119-bc97476b77b0.unifi-hosting.stg.ui.com,,,NOERROR,,,,,,,,,,
[x],c985459b-b5b4-4759-8431-d82ac1b5d5a0.unifi-hosting.ui.com,142.93.207.227,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],c9b0a38f-0ce6-499f-892e-523eec7beae1.unifi-hosting.ui.com,167.99.13.52,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],calvin.ui.com,"13.32.99.17, 13.32.99.83, 13.32.99.88, 13.32.99.113","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1469.awsdns-55.org, ns-1849.awsdns-39.co.uk, ns-277.awsdns-34.com, ns-656.awsdns-18.net",,,,,,
[x],cantina.ui.com,"18.66.97.84, 18.66.97.48, 18.66.97.25, 18.66.97.8","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],care.stg.svc.ui.com,,,NOERROR,,,,,,,,,,
[x],cdaa4b82-d5f3-4944-a136-0a24bcbdf657.unifi-hosting.ui.com,,,NOERROR,,,,,,,,,,
[x],cdn.ecomm.ui.com,"18.161.97.38, 18.161.97.106, 18.161.97.20, 18.161.97.37","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"2600:9000:23d0:2400:7:a551:d2c0:93a1, 2600:9000:23d0:dc00:7:a551:d2c0:93a1, 2600:9000:23d0:1200:7:a551:d2c0:93a1, 2600:9000:23d0:aa00:7:a551:d2c0:93a1, 2600:9000:23d0:f000:7:a551:d2c0:93a1, 2600:9000:23d0:4000:7:a551:d2c0:93a1, 2600:9000:23d0:4400:7:a551:d2c0:93a1, 2600:9000:23d0:c200:7:a551:d2c0:93a1",,,,,
[x],ce1aa3e4-2493-4765-9521-0334f73003d3.unifi-hosting.ui.com,157.245.149.0,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ce647aa7-1d22-4d23-8dd5-36ec72b152f9.unifi-hosting.ui.com,165.22.200.43,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],coastline.ui.com,"99.86.4.5, 99.86.4.97, 99.86.4.49, 99.86.4.27","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1469.awsdns-55.org, ns-1849.awsdns-39.co.uk, ns-277.awsdns-34.com, ns-656.awsdns-18.net",,,,,,
[x],condor.ui.com,,"ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],config-edge-dgw-shv-01-otp1.dev-go.ubnt.com,104.154.206.242,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],cp-acc-db2-corp.dev-go.ubnt.com,104.154.206.242,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],criterion.ui.com,"18.66.97.8, 18.66.97.25, 18.66.97.48, 18.66.97.84","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],crm.trunking.dev.ui.com,"35.160.0.68, 35.161.40.158, 54.190.241.56, 52.37.216.228","ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,"2600:1f14:58:f703:b5d1:80ce:f75e:525b, 2600:1f14:58:f701:b410:b760:7d51:26d4, 2600:1f14:58:f700:19b3:62d4:32a2:e471, 2600:1f14:58:f702:142a:72be:ccea:5075",,,,,
[x],crm.trunking.stg.ui.com,"15.254.18.64, 44.240.150.16, 44.239.94.164, 52.40.19.108","ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,"2600:1f14:cee:eb01:e754:1cd9:1680:8f2a, 2600:1f14:cee:eb02:3c52:2a35:6859:3200, 2600:1f14:cee:eb00:b4fe:7a15:d44d:301a, 2600:1f14:cee:eb03:8ce9:28a7:cb9:c1ef",,,,,
[x],d1bacf3d-1748-498f-86dd-74b33750ee05.unifi-hosting.ui.com,165.22.10.31,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],d48b25fe-5b63-4067-9f03-0a7640e38ea2.unifi-hosting.ui.com,165.232.138.183,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],d67390b0-80d2-438c-95b6-b63dd22b2a67.unifi-hosting.stg.ui.com,139.59.17.28,"ns-493.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],d7d7e06e-0f55-4f81-978f-7fd4b685779c.unifi-hosting.ui.com,,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],d97c55a5-28bc-494e-aeca-3f95e2fc8c16.unifi-hosting.dev.ui.com,,,NOERROR,,,,,,,,,,
[x],datasheets-generator.dev.svc.ui.com,,,NOERROR,,,,,,,,,,
[x],dcaf3df0-3c93-11ec-9f0c-0a58a9feac02.unifi-hosting.dev.ui.com,137.184.159.128,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],ddb2f3c5-176b-4aec-bf1d-74dd9c756678.unifi-hosting.stg.ui.com,138.197.44.76,"ns-493.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],delos.ui.com,"13.224.189.33, 13.224.189.111, 13.224.189.95, 13.224.189.15","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],dev.svc.ui.com,"205.251.193.219, 205.251.194.134, 205.251.196.7, 205.251.198.61","ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1031.awsdns-00.org, ns-1597.awsdns-07.co.uk, ns-475.awsdns-59.com, ns-646.awsdns-16.net",,,,,,
[x],drop.ui.com,"18.66.97.96, 18.66.97.58, 18.66.97.103, 18.66.97.68","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],e1bb7cc0-6730-4221-a276-2817c31ddcb9.unifi-hosting.ui.com,159.65.34.26,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1508.awsdns-60.org, ns-2014.awsdns-59.co.uk, ns-28.awsdns-03.com, ns-523.awsdns-01.net",,,,,,
[x],e2fa33a1-8154-485b-8c96-7d1485f75c50.unifi-hosting.ui.com,165.227.200.154,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],e4c0091c-d193-4d2a-95e1-fda7fd70c78c.unifi-hosting.ui.com,147.182.232.173,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1508.awsdns-60.org, ns-2014.awsdns-59.co.uk, ns-28.awsdns-03.com, ns-523.awsdns-01.net",,,,,,
[x],e5d060e0-b878-461f-8757-87cfee1e66df.unifi-hosting.ui.com,104.236.66.103,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],e83468bc-3c93-11ec-9f0c-0a58a9feac02.unifi-hosting.dev.ui.com,,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],e9de1549-a872-4a61-bf5c-c65f8cdba30f.unifi-hosting.stg.ui.com,164.92.241.7,"ns-493.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],eac0cda4-8440-417f-8d6d-8439c6c23e2f.unifi-hosting.ui.com,138.197.24.188,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],eden.ui.com,"18.154.227.119, 18.154.227.71, 18.154.227.85, 18.154.227.113","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],ee7f950e-6a7b-49f2-b012-2454d25f73c9.unifi-hosting.ui.com,157.245.218.120,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],egr44-pdb.blog.ui.com,"192.0.78.217, 192.0.78.128","ns1.wordpress.com, hostmaster.wordpress.com",NOERROR,,,blog.ui.com,"ns1.wordpress.com, ns2.wordpress.com, ns3.wordpress.com",,,,,,
[x],enterprise-ecs.go.ubnt.com,130.211.191.195,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],eq2build-6.blog.ui.com,"192.0.78.217, 192.0.78.128","ns1.wordpress.com, hostmaster.wordpress.com",NOERROR,,,blog.ui.com,"ns1.wordpress.com, ns2.wordpress.com, ns3.wordpress.com",,,,,,
[x],f435cda2-b2fd-4cde-9f28-fe19b04f30e9.unifi-hosting.dev.ui.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],f7659921-9f0b-4306-9a0b-f4598dd24ac7.unifi-hosting.ui.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],f7b49920-c8db-4a5a-add0-3e39e7918a11.unifi-hosting.ui.com,138.197.10.78,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],f830f9f4-423d-4ba5-bd50-bfdc799d5005.unifi-hosting.ui.com,54.144.128.85,,NOERROR,,,,,,,,,,
[x],fbc4fbe1-46cc-4477-9d61-8db9a57fd7c3.unifi-hosting.dev.ui.com,,,NOERROR,,,,,,,,,,
[x],fc34f981-8fa2-4bc8-ac42-7b679d0ddf62.unifi-hosting.ui.com,161.35.105.222,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fcca051a-31a9-11ec-8876-0a58a9feac02.unifi-hosting.dev.ui.com,134.122.7.137,"ns-1982.awsdns-55.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],fd0e9c42-8e48-452a-86bb-1944b91899fa.unifi-hosting.ui.com,159.65.201.38,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],harder.ui.com,"13.32.99.101, 13.32.99.50, 13.32.99.53, 13.32.99.14","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],home2.ui.com,"18.154.63.92, 18.154.63.38, 18.154.63.56, 18.154.63.16","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],identity.ui.com,"18.66.147.3, 18.66.147.22, 18.66.147.30, 18.66.147.92","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],ittech.ui.com,"3.160.196.57, 3.160.196.27, 3.160.196.86, 3.160.196.50","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],jouleworks.ui.com,"52.222.214.3, 52.222.214.112, 52.222.214.68, 52.222.214.69","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],kelly.ui.com,"18.66.97.48, 18.66.97.8, 18.66.97.25, 18.66.97.84","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],kompas.ui.com,"52.222.214.47, 52.222.214.85, 52.222.214.41, 52.222.214.32","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1469.awsdns-55.org, ns-1849.awsdns-39.co.uk, ns-277.awsdns-34.com, ns-656.awsdns-18.net",,,,,,
[x],leisinger.ui.com,"52.84.45.78, 52.84.45.50, 52.84.45.14, 52.84.45.27","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],lfnw.ui.com,"18.164.52.96, 18.164.52.83, 18.164.52.81, 18.164.52.111","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],miku.ui.com,"3.160.196.57, 3.160.196.50, 3.160.196.27, 3.160.196.86","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],mirai.ui.com,"18.161.97.43, 18.161.97.21, 18.161.97.61, 18.161.97.58","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],nathan.ui.com,"99.86.4.49, 99.86.4.5, 99.86.4.27, 99.86.4.97","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],nova.ui.com,"52.222.214.85, 52.222.214.32, 52.222.214.41, 52.222.214.47","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],onet.ui.com,"13.225.78.43, 13.225.78.71, 13.225.78.103, 13.225.78.27","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],panther.ui.com,"18.66.97.84, 18.66.97.25, 18.66.97.8, 18.66.97.48","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],paopao.ui.com,"54.230.112.119, 54.230.112.63, 54.230.112.18, 54.230.112.107","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],pkg.dev.svc.ui.com,,"ns-1606.awsdns-08.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1013.awsdns-62.net, ns-1263.awsdns-29.org, ns-1606.awsdns-08.co.uk, ns-393.awsdns-49.com",,,,,,
[x],qasync.go.ubnt.com,130.211.191.195,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],saber.ui.com,"99.86.4.5, 99.86.4.27, 99.86.4.49, 99.86.4.97","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],sampson.ui.com,"99.86.4.119, 99.86.4.125, 99.86.4.6, 99.86.4.104","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],server.dev.svc.ui.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],slack19-1.blog.ui.com,"192.0.78.128, 192.0.78.217","ns1.wordpress.com, hostmaster.wordpress.com",NOERROR,,,blog.ui.com,"ns3.wordpress.com, ns2.wordpress.com, ns1.wordpress.com",,,,,,
[x],smarthome.ui.com,"3.160.196.96, 3.160.196.45, 3.160.196.40, 3.160.196.19","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],sparc.ui.com,"18.66.147.112, 18.66.147.33, 18.66.147.78, 18.66.147.31","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],spilqa.blog.ui.com,"192.0.78.217, 192.0.78.128","ns1.wordpress.com, hostmaster.wordpress.com",NOERROR,,,blog.ui.com,"ns1.wordpress.com, ns2.wordpress.com, ns3.wordpress.com",,,,,,
[x],spud.ui.com,"99.84.108.83, 99.84.108.4, 99.84.108.15, 99.84.108.41","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],srd4-pdx.blog.ui.com,"192.0.78.217, 192.0.78.128","ns1.wordpress.com, hostmaster.wordpress.com",NOERROR,,,blog.ui.com,"ns1.wordpress.com, ns3.wordpress.com, ns2.wordpress.com",,,,,,
[x],status-startstorage.blog.ui.com,"192.0.78.128, 192.0.78.217","ns1.wordpress.com, hostmaster.wordpress.com",NOERROR,,,blog.ui.com,"ns2.wordpress.com, ns3.wordpress.com, ns1.wordpress.com",,,,,,
[x],stg.svc.ui.com,,"ns-648.awsdns-17.net, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-1958.awsdns-52.co.uk, ns-648.awsdns-17.net, ns-189.awsdns-23.com, ns-1166.awsdns-17.org",,,,,,
[x],svc.ui.com,"205.251.192.222, 205.251.198.121","ns-1657.awsdns-15.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-222.awsdns-27.com, ns-1136.awsdns-14.org, ns-854.awsdns-42.net, ns-1657.awsdns-15.co.uk",,,,,,
[x],tala.ui.com,"13.225.34.68, 13.225.34.20, 13.225.34.91, 13.225.34.16","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1469.awsdns-55.org, ns-1849.awsdns-39.co.uk, ns-277.awsdns-34.com, ns-656.awsdns-18.net",,,,,,
[x],technocore.ui.com,"108.156.2.105, 108.156.2.121, 108.156.2.65, 108.156.2.49","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-1469.awsdns-55.org, ns-1849.awsdns-39.co.uk, ns-277.awsdns-34.com, ns-656.awsdns-18.net",,,,,,
[x],theloop.ui.com,"54.230.112.18, 54.230.112.119, 54.230.112.107, 54.230.112.63","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],tor189-215-gra.go.ubnt.com,130.211.191.195,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],tor53-84-pda.go.ubnt.com,130.211.191.195,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
[x],ubnt.com,"52.88.77.199, 52.10.235.19, 52.88.53.246","ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",NOERROR,,,,"ns-159.awsdns-19.com, ns-1681.awsdns-18.co.uk, ns-864.awsdns-44.net, ns-1213.awsdns-23.org",,,,,"alt2.aspmx.l.google.com, aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com, alt1.aspmx.l.google.com","v=spf1 include:_netblocks.google.com include:_netblocks2.google.com include:mail.zendesk.com include:amazonses.com include:spf1.mcsv.net include:spf.mandrillapp.com include:shops.shopify.com include:mailsenders.netsuite.com ip4:208.74.204.0/22 -all, ZOOM_verify_FQOf3csGT_u5S3G9h-XDpg, apple-domain-verification=N1nYE7tzifmYd5Ga, atlassian-domain-verification=lAbFoCTHsRb93t2z/FwrfYtXYGp7fvE2B062vMTFkttMmh+7wI9GlRruCceCcUvQ, miro-verification=d941df6f08d6c13ec000ae219dd87ce1431c9c1f"
[x],ui.com,"13.32.27.81, 13.32.27.56, 13.32.27.73, 13.32.27.76","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,"ns-277.awsdns-34.com, ns-656.awsdns-18.net, ns-1469.awsdns-55.org, ns-1849.awsdns-39.co.uk","2600:9000:211e:ae00:1a:fcb:67c0:93a1, 2600:9000:211e:be00:1a:fcb:67c0:93a1, 2600:9000:211e:d400:1a:fcb:67c0:93a1, 2600:9000:211e:0:1a:fcb:67c0:93a1, 2600:9000:211e:400:1a:fcb:67c0:93a1, 2600:9000:211e:3000:1a:fcb:67c0:93a1, 2600:9000:211e:6e00:1a:fcb:67c0:93a1, 2600:9000:211e:a400:1a:fcb:67c0:93a1",,,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com, aspmx2.googlemail.com, aspmx3.googlemail.com","MS=ms52865930, 8f 89 8a 22 27 bd 7c a9 9e 94, ZOOM_verify_XRDIBHQhSMywYeoY27cjaw, apple-domain-verification=uyOWs9cUCcTU0jeH, docker-verification=99a15296-81f6-45a8-b375-3764882eb726, miro-verification=d941df6f08d6c13ec000ae219dd87ce1431c9c1f, facebook-domain-verification=6vwegmc13do3c4xtsd6q81h3wg7c20, teamviewer-sso-verification=8a374dd1a3e3400ba2cbaaba66911053, onetrust-domain-verification=ef8b17a80e3140198201846711440b42, slack-domain-verification=8EBuKYor1ScaV9ELrvX4K5nZuqbtogpBd46bsUY4, google-site-verification=nNgyKTT_jHbEdL0fm7ix1Jq-7lRGa10u7Bm3hH5AnYc, h1-domain-verification=XjxXt7rm2dbAPoU4DtJnBMPQj5Jn3NvtNNVcCHuxjPS9QVPB, stripe-verification=329824bab081048c274832f2e4f67bc207cf462009618b0ead129985cb7f708b, stripe-verification=4ca76301ce7d0aebc38ad3bdd06174739c5de9fc2865de17249e1600698a5b12, stripe-verification=b5087fe77e9f8d360da3e37a39ffb5a55ebcc5f65f093d9b9e70d322c57f3261, stripe-verification=d1a805b456513daefa7f162a7737b5a0c2282986b392af4fb02b36e567950c4c, atlassian-domain-verification=lAbFoCTHsRb93t2z/FwrfYtXYGp7fvE2B062vMTFkttMmh+7wI9GlRruCceCcUvQ, v=spf1 include:_spf.google.com include:mail.zendesk.com include:amazonses.com include:spf1.mcsv.net include:shops.shopify.com include:mailsenders.netsuite.com -all"
[x],uid1.dev.ui.com,,"ns-1044.awsdns-02.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,inbound-smtp.us-west-2.amazonaws.com,
[x],umt.df.ui.com,,"ns-1253.awsdns-28.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],umt.stg.ui.com,"18.154.63.96, 18.154.63.26, 18.154.63.84, 18.154.63.64","ns-162.awsdns-20.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],umt.ui.com,"18.66.147.105, 18.66.147.12, 18.66.147.96, 18.66.147.99","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],vero.ui.com,"52.222.144.108, 52.222.144.33, 52.222.144.99, 52.222.144.73","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],videovpnstoremiembrostunnel-mx.blog.ui.com,"192.0.78.217, 192.0.78.128","ns1.wordpress.com, hostmaster.wordpress.com",NOERROR,,,blog.ui.com,"ns2.wordpress.com, ns3.wordpress.com, ns1.wordpress.com",,,,,,
[x],vista.ui.com,"52.222.214.112, 52.222.214.3, 52.222.214.69, 52.222.214.68","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],vivid.ui.com,"18.66.147.54, 18.66.147.46, 18.66.147.98, 18.66.147.17","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
[x],wave-api.dev.svc.ui.com,,"ns-1031.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
[x],yyds.ui.com,"99.86.4.5, 99.86.4.27, 99.86.4.49, 99.86.4.97","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,0-0.go.ubnt.com,130.211.191.195,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
,0-2.go.ubnt.com,130.211.191.195,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
,0-226-104-36.go.ubnt.com,130.211.191.195,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
,0000.ui.com,"18.66.112.115, 18.66.112.92, 18.66.112.99, 18.66.112.26","ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,,,,,,
,001-z76m2wncfuhilxmi.go.ubnt.com,130.211.191.195,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
,003-zpwtubdl5hbgsiag.go.ubnt.com,130.211.191.195,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
,003-ztq3rtxzoabbsuhx.go.ubnt.com,130.211.191.195,"ns-cloud-b1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,True,google,,,,,,,,
,003702af-3726-48e8-818e-75322b828af0.unifi-hosting.ui.com,159.203.92.18,"ns-1508.awsdns-60.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
