new,host,a,soa,status_code,caa,cname,txt,has_internal_ips,internal_ips,aaaa,ns,cdn,cdn-name,mx
[x],file1.ra.roblox.com,208.185.173.38,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],file1.rp.roblox.com,64.125.149.58,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],file1.sm.roblox.com,50.232.73.157,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],file2.ra.roblox.com,208.185.116.30,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],file2.rp.roblox.com,64.125.149.59,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],file2.sm.roblox.com,172.17.252.86,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,172.17.252.86,,,,,
[x],file3.ra.roblox.com,208.185.116.32,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],file3.rp.roblox.com,64.125.149.34,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],file3.sm.roblox.com,172.17.252.20,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,172.17.252.20,,,,,
[x],file4.ra.roblox.com,208.185.116.40,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],file4.rp.roblox.com,64.125.149.228,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],file4.sm.roblox.com,172.17.252.24,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,172.17.252.24,,,,,
[x],file5.ra.roblox.com,10.61.200.23,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.200.23,,,,,
[x],file5.sm.roblox.com,172.16.0.64,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,172.16.0.64,,,,,
[x],file6.ra.roblox.com,208.185.173.31,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],file7.rp.roblox.com,64.125.149.47,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],files.api.roblox.com,10.128.240.190,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.190,,,,,
[x],filmesonlinemax.github.rbx.com,"10.102.105.177, 10.102.105.218","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.177, 10.102.105.218",,,,,
[x],followings.api.roblox.com,10.128.240.190,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.190,,,,,
[x],fraud.api.roblox.com,10.128.240.84,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.84,,,,,
[x],fw1.rp.roblox.com,8.42.100.1,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],gamecounters.api.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],gameinternationalization.roblox.com,128.116.123.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
[x],gamelocalization.api.roblox.com,10.2.255.208,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,rlb-private-bd1-chi3.roblox.com,,True,10.2.255.208,,,,,
[x],gamelocalizationresolution.api.roblox.com,10.128.240.190,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.190,,,,,
[x],gamepasses.roblox.com,128.116.121.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
[x],gamepersistence.api.roblox.com,10.128.240.190,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.190,,,,,
[x],gamesearchuitreatments.api.roblox.com,10.128.240.200,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.200,,,,,
[x],gameupdates.api.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,rlb-private-bd1-chi3.roblox.com,,,,,,,,
[x],h-135-207-231-71.artifactory-edge1.rbx.com,"13.56.67.11, 54.183.163.125","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,artifactory-lb-edge01-985143120.us-west-1.elb.amazonaws.com,,,,,,,,
[x],identities.api.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],ingamecontenttables.api.roblox.com,10.128.240.200,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.200,,,,,
[x],internalpaymentsstorage.github.rbx.com,"10.102.105.177, 10.102.105.218","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.177, 10.102.105.218",,,,,
[x],ip-155-96.artifactory-edge1.rbx.com,"13.56.67.11, 54.183.163.125","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,artifactory-lb-edge01-985143120.us-west-1.elb.amazonaws.com,,,,,,,,
[x],ipaddresses.api.roblox.com,10.128.240.200,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.200,,,,,
[x],itemtags.api.roblox.com,10.128.240.200,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.200,,,,,
[x],kvm1.ra.roblox.com,172.21.14.47,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,172.21.14.47,,,,,
[x],lapp18.p1t.roblox.com,208.185.173.127,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lapp33.p1t.roblox.com,208.185.173.136,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lapp78.p1t.roblox.com,208.185.173.138,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lapp79.p1t.roblox.com,208.185.173.140,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lapp86.p1t.roblox.com,208.185.173.120,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lapp87.p1t.roblox.com,208.185.173.97,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lapp88.p1t.roblox.com,208.185.173.98,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lapp90.p1t.roblox.com,208.185.173.66,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lapp93.p1t.roblox.com,208.185.173.81,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lapp94.p1t.roblox.com,208.185.173.82,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lapp96.p1t.roblox.com,208.185.173.55,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lapp97.p1t.roblox.com,208.185.173.56,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lb1.rp.roblox.com,8.42.96.11,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lb2.rp.roblox.com,8.42.96.12,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lb3.rp.roblox.com,8.42.96.13,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lb4.rp.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lb7.rp.roblox.com,8.42.96.17,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lb8.rp.roblox.com,8.42.96.18,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],ldb1.ra.roblox.com,208.185.173.104,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],ldb10.ra.roblox.com,10.61.201.121,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.201.121,,,,,
[x],ldb11.ra.roblox.com,10.61.201.122,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.201.122,,,,,
[x],ldb12.ra.roblox.com,10.61.201.123,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.201.123,,,,,
[x],ldb13.ra.roblox.com,10.61.201.124,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.201.124,,,,,
[x],ldb14.ra.roblox.com,10.61.201.125,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.201.125,,,,,
[x],ldb15.ra.roblox.com,10.61.201.115,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.201.115,,,,,
[x],ldb16.ra.roblox.com,10.61.200.45,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.200.45,,,,,
[x],ldb18.ra.roblox.com,10.61.201.243,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.201.243,,,,,
[x],ldb19.ra.roblox.com,10.61.202.152,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.152,,,,,
[x],ldb2.ra.roblox.com,208.185.173.231,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],ldb20.ra.roblox.com,10.61.202.235,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.235,,,,,
[x],ldb21.ra.roblox.com,10.61.202.236,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.236,,,,,
[x],ldb22.ra.roblox.com,10.61.202.237,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.237,,,,,
[x],ldb24.ra.roblox.com,10.61.202.239,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.239,,,,,
[x],ldb25.ra.roblox.com,10.61.202.240,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.240,,,,,
[x],ldb26.ra.roblox.com,10.61.202.241,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.241,,,,,
[x],ldb27.ra.roblox.com,10.61.202.242,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.242,,,,,
[x],ldb28.ra.roblox.com,208.185.116.57,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],ldb29.ra.roblox.com,10.61.200.94,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.200.94,,,,,
[x],ldb32.ra.roblox.com,10.61.203.217,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.203.217,,,,,
[x],ldb33.ra.roblox.com,10.61.203.219,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.203.219,,,,,
[x],ldb35.ra.roblox.com,10.61.203.220,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.203.220,,,,,
[x],ldb36.ra.roblox.com,10.61.203.221,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.203.221,,,,,
[x],ldb37.ra.roblox.com,10.61.203.224,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.203.224,,,,,
[x],ldb4.rp.roblox.com,216.200.230.118,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],ldb40.ra.roblox.com,10.61.203.225,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.203.225,,,,,
[x],ldb41.ra.roblox.com,10.61.203.213,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.203.213,,,,,
[x],ldb42.ra.roblox.com,10.61.203.227,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.203.227,,,,,
[x],ldb43.ra.roblox.com,10.61.203.218,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.203.218,,,,,
[x],ldb44.ra.roblox.com,10.61.203.228,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.203.228,,,,,
[x],ldb45.ra.roblox.com,10.61.204.10,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.204.10,,,,,
[x],ldb5.ra.roblox.com,208.185.116.34,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],ldb5.rp.roblox.com,216.200.230.119,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],ldb7.ra.roblox.com,10.61.201.118,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.201.118,,,,,
[x],ldb7.rp.roblox.com,10.60.84.132,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.84.132,,,,,
[x],ldb8.ra.roblox.com,10.61.201.119,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.201.119,,,,,
[x],ldb8.rp.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],ldb9.ra.roblox.com,10.61.201.120,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.201.120,,,,,
[x],leasedlocks.api.roblox.com,10.128.240.66,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.66,,,,,
[x],librarycatalogsearch.api.roblox.com,10.128.240.155,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.155,,,,,
[x],localization.api.roblox.com,128.116.124.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
[x],localizationtables.api.roblox.com,10.128.240.190,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.190,,,,,
[x],localizationtables.roblox.com,128.116.123.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
[x],lutil11.ra.roblox.com,10.61.200.214,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.200.214,,,,,
[x],lutil12.ra.roblox.com,10.61.202.80,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.80,,,,,
[x],lutil12.rp.roblox.com,10.60.200.196,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.200.196,,,,,
[x],lutil13.ra.roblox.com,10.61.202.81,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.81,,,,,
[x],lutil14.ra.roblox.com,10.61.202.82,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.82,,,,,
[x],lutil14.rp.roblox.com,10.60.200.198,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.200.198,,,,,
[x],lutil16.ra.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lutil18.ra.roblox.com,10.61.202.164,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.164,,,,,
[x],lutil19.ra.roblox.com,10.61.200.144,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.200.144,,,,,
[x],lutil19.rp.roblox.com,10.60.200.156,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.200.156,,,,,
[x],lutil20.rp.roblox.com,10.60.200.199,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.200.199,,,,,
[x],lutil21.rp.roblox.com,10.60.200.200,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.60.200.200,,,,,
[x],lutil25.ra.roblox.com,10.61.200.191,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.200.191,,,,,
[x],lutil3.ra.roblox.com,208.185.116.45,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lutil4.ra.roblox.com,208.185.116.46,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lutil48.ra.roblox.com,10.61.202.252,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.252,,,,,
[x],lutil49.ra.roblox.com,10.61.201.37,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.201.37,,,,,
[x],lutil50.ra.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lutil51.ra.roblox.com,10.61.203.1,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.203.1,,,,,
[x],lutil52.ra.roblox.com,10.61.203.8,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.203.8,,,,,
[x],lutil55.ra.roblox.com,10.61.200.89,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.200.89,,,,,
[x],lutil60.ra.roblox.com,10.61.203.187,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.203.187,,,,,
[x],lutil62.ra.roblox.com,10.61.203.211,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.203.211,,,,,
[x],lutil63.ra.roblox.com,10.61.204.52,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.204.52,,,,,
[x],lutil65.ra.roblox.com,10.61.204.72,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.204.72,,,,,
[x],lutil7.ra.roblox.com,208.185.116.56,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lutil7.rp.roblox.com,216.200.230.227,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lutil8.ra.roblox.com,10.61.200.139,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.200.139,,,,,
[x],lweb12.rp.roblox.com,216.200.230.48,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lweb14.rp.roblox.com,10.20.18.35,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.18.35,,,,,
[x],lweb15.ra.roblox.com,10.21.0.49,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.21.0.49,,,,,
[x],lweb15.rp.roblox.com,10.20.18.33,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.20.18.33,,,,,
[x],lweb16.ra.roblox.com,208.185.116.61,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lweb17.ra.roblox.com,208.185.173.150,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lweb19.ra.roblox.com,10.61.201.244,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.201.244,,,,,
[x],lweb21.ra.roblox.com,10.61.202.99,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.99,,,,,
[x],lweb22.ra.roblox.com,208.185.173.41,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lweb25.ra.roblox.com,10.61.202.95,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.202.95,,,,,
[x],lweb27.ra.roblox.com,208.185.116.42,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lweb32.ra.roblox.com,10.61.200.162,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.200.162,,,,,
[x],lweb33.ra.roblox.com,10.61.203.136,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.61.203.136,,,,,
[x],lweb35.ra.roblox.com,208.185.173.60,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lweb36.ra.roblox.com,208.185.173.46,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lweb7.rp.roblox.com,64.125.149.225,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lweb8.rp.roblox.com,216.200.230.116,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],lweb9.rp.roblox.com,216.200.230.117,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],machinelearningevaluator.api.roblox.com,10.128.240.141,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.141,,,,,
[x],mail-start-clients.github.rbx.com,,"ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,,,,,,,
[x],marketplace.api.roblox.com,10.128.240.190,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.190,,,,,
[x],messagerouter.api.roblox.com,128.116.121.3,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,"gold.roblox.com, us-central-bd1.roblox.com",,,,,,,,
[x],nasmiles.github.rbx.com,"10.102.105.218, 10.102.105.177","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.218, 10.102.105.177",,,,,
[x],nonce.api.roblox.com,10.128.240.200,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.200,,,,,
[x],ogle.artifactory-edge1.rbx.com,"54.183.163.125, 13.56.67.11","ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,artifactory-lb-edge01-985143120.us-west-1.elb.amazonaws.com,,,,,,,,
[x],opsmail.ra.roblox.com,208.185.173.27,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,app1.ra.roblox.com,v=spf1 a -all,,,,,,,
[x],packages.api.roblox.com,10.128.240.200,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.200,,,,,
[x],paypalservice.api.roblox.com,10.128.240.190,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.190,,,,,
[x],perforce.sm.roblox.com,208.185.173.32,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,util4.ra.roblox.com,,,,,,,,
[x],permissions.api.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,rlb-private-bd1-chi3.roblox.com,,,,,,,,
[x],personalrecommendations.api.roblox.com,10.2.255.208,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,rlb-private-bd1-chi3.roblox.com,,True,10.2.255.208,,,,,
[x],personalservermanagement.api.roblox.com,8.42.96.73,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],phonenumbers.api.roblox.com,10.128.240.200,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.200,,,,,
[x],platinum-origin.roblox.com,128.116.112.102,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],points.api.roblox.com,10.128.240.200,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.200,,,,,
[x],premiumfeatures.api.roblox.com,10.128.240.190,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,hap-private.roblox.com,,True,10.128.240.190,,,,,
[x],presence.api.roblox.com,10.128.242.30,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.242.30,,,,,
[x],prtg.rp.roblox.com,64.125.149.21,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,util7.rp.roblox.com,,,,,,,,
[x],requestcontext.api.roblox.com,10.2.255.208,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,rlb-private-bd1-chi3.roblox.com,,True,10.2.255.208,,,,,
[x],roles.api.roblox.com,10.128.240.200,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.200,,,,,
[x],scim-bridge.rbx.com,35.227.159.151,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,True,google,
[x],seravatar.api.roblox.com,10.128.240.66,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.66,,,,,
[x],server-assets-postmanbackups-www-test.github.rbx.com,"10.102.105.218, 10.102.105.177","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.218, 10.102.105.177",,,,,
[x],staging-lehighuniversity.github.rbx.com,"10.102.105.177, 10.102.105.218","ns-231.awsdns-28.com, awsdns-hostmaster.amazon.com",NOERROR,,nlb-ghe-prod1-ebbf0adba095bcd4.elb.us-west-1.amazonaws.com,,True,"10.102.105.177, 10.102.105.218",,"ns-1030.awsdns-00.org, ns-1793.awsdns-32.co.uk, ns-231.awsdns-28.com, ns-609.awsdns-12.net",,,
[x],staticcontent.api.roblox.com,10.128.240.200,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,True,10.128.240.200,,,,,
[x],studiosearch.api.roblox.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
[x],t.email.roblox.com,"167.89.123.124, 167.89.118.52, 167.89.123.54, 167.89.118.83","ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",NOERROR,"amazonaws.com, godaddy.com",sendgrid.net,"google-site-verification=1UEf8ey-RibUjY6gnpqIZFjWNqMknmeyeHz1zTmj0DE, mailru-verification: 2e3995fa8a7d00e0, p8bnb2lp424dkl3c4io1aemiei, v=spf1 ip4:167.89.0.0/17 ip4:208.117.48.0/20 ip4:50.31.32.0/19 ip4:198.37.144.0/20 ip4:198.21.0.0/21 ip4:192.254.112.0/20 ip4:168.245.0.0/17 ip4:149.72.0.0/16 ip4:159.183.0.0/16 include:ab.sendgrid.net ~all",,,,"ns10.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns13.dnsmadeeasy.com, ns12.dnsmadeeasy.com, ns15.dnsmadeeasy.com",,,"mx2.sendgrid.net, mx.sendgrid.net"
[x],t4.roblox.com,"52.217.171.8, 52.217.86.38, 52.217.46.110, 52.217.97.198, 54.231.131.0, 54.231.136.232, 52.216.245.222, 54.231.161.176","ns-1579.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,s3.amazonaws.com,7703efd3bf07ae13a5fb88055d75ed49,,,,"ns-63.awsdns-07.com, ns-771.awsdns-32.net, ns-1300.awsdns-34.org, ns-1579.awsdns-05.co.uk",,,
