new,host,a,aaaa,cname,soa,status_code,cdn,cdn-name,txt,mx,ns,has_internal_ips,internal_ips,caa,ptr
[x],apps.in.abb.com,,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],apwstg.in.abb.com,103.230.87.189,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],arcadia.abb.com,20.238.218.185,,"ui-components.azurewebsites.net, ssl.ui-components.azurewebsites.net","ns1-224.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],archive.pdc.abb.com,"23.53.43.66, 23.53.43.24",,"archive.pdc.waf.abb, archive.pdc.abb.com.edgekey.net, e95266.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],arcticupdate.abb.com,52.169.182.199,,"arcticupdate.waf.abb, toolupdate-p.fi.abb.com","nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],ascc.test.abb.com,138.225.1.43,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],asccenhancement.motion.abb.com,"95.101.74.138, 95.101.74.151",,"asccenhancement.motion.waf.abb, asccenhancement.motion.abb.com.edgekey.net, e103082.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],asia.automotive-summit.events.abb.com,,,"sslevents.bizzabo.com, sslevents.ext.prod.bizzabo.com","ns-1093.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],aspect.cylon.com,89.101.141.47,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,
[x],aspectdemo.cylon.com,34.200.146.35,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,
[x],aturb.stg.abb.com,,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],aubne-cvp01.ventyx.abb.com,203.19.232.240,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],auditservices.tnb.com,"199.120.203.110, 199.120.203.111",,tnbd34.tnb.com,"dns1.tnb.com, dns.admin.tnb.com",NOERROR,,,,,"dns2.tnb.com, dns1.tnb.com",,,,
[x],auth-aturb.abb.com,,,aturb.abb.com,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],auth-aturb.stg.abb.com,,,aturb.stg.abb.com,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],auth.library.abb.com,13.69.228.13,,"authentication-abblibrary.azurewebsites.net, waws-prod-db3-017a.sip.azurewebsites.windows.net, waws-prod-db3-017a.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],auth.library.stage.abb.com,,,"authentication-abblibrary-stage.azurewebsites.net, waws-prod-db3-017a.sip.azurewebsites.windows.net, waws-prod-db3-017a.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],auth.library.test.abb.com,13.69.228.13,,"authentication-abblibrary-test.azurewebsites.net, waws-prod-db3-017a.sip.azurewebsites.windows.net, waws-prod-db3-017a.cloudapp.net","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],auth.renewableinsights.enterprisesoftware.abb,13.91.123.57,,,"ns1-05.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,True,azure,,,,,,,
[x],auth.service.evcharging.abb.com.cn,,,"svc-prod-auth-tm.trafficmanager.cn, svc-prod-cnt-ssh-ca-app.chinacloudsites.cn, cnws-prod-bjs20-003.sip.chinacloudsites.chinacloudapi.cn, cnws-prod-bjs20-003-licn.chinanorth2.cloudapp.chinacloudapi.cn","ns1-02.azure-dns.cn, ns2.windowsazure.cn",NOERROR,,,,,,,,,
[x],auth.xecm.abb.com,"23.222.79.200, 23.222.79.195",,"auth.xecm.waf.abb, auth.xecm.abb.com.edgekey.net, e64218.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],autodiscover.a1.abb.com,213.26.24.42,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],autodiscover.a2.abb.com,,,stgmail.abb.com,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],autodiscover.aa.abb.com,"52.98.175.8, 52.98.152.200, 40.99.150.104, 52.98.171.248, 40.99.214.40, 40.99.149.216, 40.99.150.56, 40.99.150.40","2603:1026:c0d:c31::8, 2603:1026:c0d:c1d::8, 2603:1026:c0d:82a::8, 2603:1026:c0d:c28::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],autodiscover.baldor.abb.com,"40.99.214.40, 52.98.152.200, 52.98.241.200, 40.99.150.88","2603:1026:c0d:74::8, 2603:1026:c0d:2a::8, 2603:1026:c0d:73::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com, autod-fs.office.com, autod-g.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net, ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],autodiscover.cylon.com,"40.99.149.104, 40.99.149.184, 40.99.157.56","2603:1026:c0d:c1e::8, 2603:1026:c0d:c06::8, 2603:1026:c0d:c1c::8, 2603:1026:c0d:c03::8, 2603:1026:c0d:829::8, 2603:1026:c0d:c1d::8, 2603:1026:c0d:c28::8, 2603:1026:c0d:82a::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],autodiscover.de.abb.com,"52.97.135.104, 52.98.175.24, 40.99.150.72, 52.98.241.200","2603:1026:c0d:73::8, 2603:1026:c0d:71::8, 2603:1026:c0d:76::8, 2603:1026:c0d:70::8, 2603:1026:c0d:77::8, 2603:1026:c0d:2a::8, 2603:1026:c0d:74::8, 2603:1026:c0d:34::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],autodiscover.fi.abb.com,"52.97.189.104, 40.99.149.152, 40.99.149.184, 40.99.149.104, 52.97.189.72, 40.99.155.232, 40.99.157.56, 40.99.157.8","2603:1026:c0d:74::8, 2603:1026:c0d:2a::8, 2603:1026:c0d:73::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],autodiscover.in.abb.com,"52.98.241.168, 40.99.150.120, 52.98.175.24, 40.99.150.88, 52.98.175.8, 52.98.228.56, 40.99.150.8, 40.99.149.216","2603:1026:207:1::8, 2603:1026:204::8, 2603:1026:207:14::8, 2603:1026:c03:7078::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],autodiscover.it.abb.com,"52.97.189.72, 40.99.157.8, 40.99.157.24","2603:1026:c0d:c1d::8, 2603:1026:c0d:c1e::8, 2603:1026:c0d:c03::8, 2603:1026:c0d:c1c::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com, autod-fs.office.com, autod-g.trafficmanager.net","ns1-ms-acdc.office.com, hostmaster.microsoft.com, tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,,,,,,,,,
[x],autodiscover.nam.abb.com,"40.101.81.168, 40.101.81.152, 52.97.250.216, 40.99.204.136","2603:1026:c03:5819::8, 2603:1026:207:a6::8, 2603:1026:c03:7067::8, 2603:1026:207:3c::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com, ns1-34.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],autodiscover.us.abb.com,"40.99.149.104, 40.99.149.184, 40.99.157.56","2603:1026:c0d:81a::8, 2603:1026:c0d:c1f::8, 2603:1026:c0d:c1d::8, 2603:1026:c0d:c29::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],autodiscover.ventyx.abb.com,"52.98.241.184, 52.98.243.40, 40.99.150.104, 40.99.150.40","2603:1026:c0d:73::8, 2603:1026:c0d:6a::8, 2603:1026:c0d:71::8","autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,,,,,,,
[x],automatica.events.abb.com,"3.223.116.177, 3.220.54.114, 3.88.75.208, 52.203.156.114, 52.203.102.209",,"sslevents.bizzabo.com, sslevents.ext.prod.bizzabo.com","ns-1093.awsdns-08.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],automatisierung-mittelstand.de.abb.com,"35.158.7.98, 3.120.117.142, 18.159.170.220",,dualstack.dmc-cluster1-766086068.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],av.baldor.com,70.182.107.68,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],b2b.tnb.com,,,tnbs44.tnb.com,"dns1.tnb.com, dns.admin.tnb.com",NOERROR,,,,,,,,,
[x],b2bde3.tnb.com,199.120.203.245,,tnbd245.tnb.com,"dns1.tnb.com, dns.admin.tnb.com",NOERROR,,,,,,,,,
[x],b2bedi.us.abb.com,70.182.107.101,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],b2bmessage-test.abb.com,,,abb-b2bmessage-test.cloudapp.net,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],b2bmessage.abb.com,,,abb-b2bmessage.cloudapp.net,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],b2bse3.tnb.com,,,tnbd119.tnb.com,"dns1.tnb.com, dns.admin.tnb.com",NOERROR,,,,,,,,,
[x],backoffice.evcharging.abb.com.cn,121.37.190.106,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],backoffice.sitemanager.ability.abb.com.cn,"124.70.126.114, 124.70.125.108, 124.70.126.130, 124.70.125.123",,f1ad2f813192455d8381f72dcd06a841.vip1.huaweicloudwaf.com,"vip3.alidns.com, hostmaster.hichina.com",NOERROR,,,,,,,,,
[x],baldor.abb.com,"70.182.107.18, 202.50.181.46, 138.225.1.190, 192.125.0.60",,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,"v=spf1 include:spf.abb.com ip4:63.150.154.2 -all, nCvRlNkg2GALSkn5nkuQysfUw1+96NhiYjugKx54h2YnlM33j5pyqKARvre+56tIm8OH59U9Oyv397sAJrlNXg==",baldor-abb-com.mail.protection.outlook.com,"nse3.abb.com, nse1.abb.com, nse2.abb.com",,,,
[x],baldor.baldor.com,70.182.107.18,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],baldor.com,"70.182.107.18, 70.182.107.16",,,,NOERROR,,,,", mail1.baldor.com","nse3.abb.com, nse2.abb.com, nse1.abb.com",,,,
[x],baldorconfig.abb.com,"23.53.43.24, 23.53.43.8",,"baldorconfig.waf.abb, baldorconfig.abb.com.edgekey.net, e64218.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],bb.baldor.com,70.182.107.54,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],bbe.vpn.bje.facility.abb.com,91.50.244.63,,bjelab-bbe.dynv6.net,,NOERROR,,,,,"ns1.dynv6.com, ns2.dynv6.com, ns3.dynv6.com",,,,
[x],bd.abb.com,,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,"autodesk-domain-verification=pN4gCu_-DH_lxFiP5p1Y, Dynatrace-site-verification=9115240c-9f17-45bb-b598-bf34e9212677__6bng9cib2lkqpigc74guksjc49, v=spf1 include:spf.abb.com -all",bd-abb-com.mail.protection.outlook.com,,,,,
[x],bdsc.baldor.com,70.182.107.18,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],be.abb.com,52.30.171.72,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,"autodesk-domain-verification=o-0yyuRK-lCc9j_z8IJt, v=spf1 include:spf.abb.com -all, Dynatrace-site-verification=8c863865-a5dd-470d-ae35-f747ddc5dd2b__ivh3nleemp02t03b054vkdk1r9, teamviewer-sso-verification=40e1554c9e744aa78ee07f2051fa8571",be-abb-com.mail.protection.outlook.com,"nse2.abb.com, nse3.abb.com, nse1.abb.com",,,,
[x],benefits.abb.com,62.32.120.60,,www.darwinforward.com,"ns01.domaincontrol.com, dns.jomax.net",NOERROR,,,,,,,,,
[x],benner.br.abb.com,192.125.0.37,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],beta.admin.smartsensor.abb.com.cn,40.73.8.239,,smartsensor-ip-stage-02.chinanorth2.cloudapp.chinacloudapi.cn,"ns1-02.azure-dns.cn, ns2.windowsazure.cn",NOERROR,,,,,,,,,
[x],beta.api.smartsensor.abb.com,40.127.216.207,,smartsensor-ip-beta-02.northeurope.cloudapp.azure.com,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],beta.insideplus.abb.com,,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],beta.motor-inspection-service.motion.abb.com,52.19.59.253,,ec2-52-19-59-253.eu-west-1.compute.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],bimagicdesigner.abb.com,20.50.64.10,,"bimagicdesigner-ui.azurewebsites.net, waws-prod-db3-183.sip.azurewebsites.windows.net, waws-prod-db3-183-323c.northeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],biz.abb.com,,,u21706565.wl066.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,v=spf1 include:sendgrid.net ~all,mx.sendgrid.net,,,,,
[x],biz.ch.abb.com,,,u21882523.wl024.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,v=spf1 include:sendgrid.net ~all,mx.sendgrid.net,,,,,
[x],biz.fi.abb.com,,,u21882523.wl024.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,v=spf1 include:sendgrid.net ~all,mx.sendgrid.net,,,,,
[x],biz.in.abb.com,,,u21882523.wl024.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,v=spf1 include:sendgrid.net ~all,mx.sendgrid.net,,,,,
[x],biz.us.abb.com,,,u21882523.wl024.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,v=spf1 include:sendgrid.net ~all,mx.sendgrid.net,,,,,
[x],blsdns10.baldor.com,10.124.96.100,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,True,10.124.96.100,,
[x],boardpost.tnb.com,,,tnbs173.tnb.com,"dns1.tnb.com, dns.admin.tnb.com",NOERROR,,,,,,,,,
[x],bol.abb.com.cn,"95.101.111.148, 95.101.111.133",,"online.abb.com.cn, online-1.cn.waf.abb, online.abb.com.cn.edgekey.net, online.abb.com.cn.edgekey.net.globalredir.akadns.net, e40224.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],bolatlv02.it.abb.com,81.118.90.32,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],bolservices-stage.it.abb.com,"23.36.162.221, 23.36.162.214",,"bolservices-stage.it.waf.abb, bolservices-stage.it.abb.com.edgekey.net, e64218.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],brand.abb.com,"63.35.63.17, 18.200.110.5, 52.49.8.106",,xc-alb-9aag8556-prod-ext01-1017646772.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],bugzilla.cylon.com,192.186.200.224,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,
[x],bus.baldor.com,,,"bus.baldor.waf.abb, bus.baldor.com.edgekey.net, e116720.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],bushing.abb.com,52.177.12.60,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],businessapps.stage.abb.com,"23.36.162.221, 23.36.162.214",,"businessapps.stage.waf.abb, businessapps.stage.abb.com.edgekey.net, e64218.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],businessapps.test.abb.com,138.224.12.52,,de-s-uagsvcs.de.abb.com,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],buzz.inside.abb.com,"54.77.181.91, 54.220.158.156",,xc-alb-media-prod-ext-167049270.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],cam.tnb.com,10.1.60.200,,cas.tnb.com,"dns1.tnb.com, dns.admin.tnb.com",NOERROR,,,,,,True,10.1.60.200,,
[x],campaign-el.abb.com,"34.237.219.119, 52.54.96.194, 18.208.125.13, 3.92.120.28, 3.215.172.219",,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],campaign-ra.abb.com,"52.54.96.194, 3.92.120.28, 34.237.219.119, 3.215.172.219, 18.208.125.13",,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],campaigns.abb,52.72.49.79,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,custmx.cscdns.net,"dns2.cscdns.net, dns1.cscdns.net",,,,
[x],campaigns.abb.com,"34.237.219.119, 18.208.125.13, 3.92.120.28, 52.54.96.194, 3.215.172.219",,"go.pardot.com, pi.pardot.com, pi-ue1.pardot.com, pi-ue1-public-lb-f0209c6950285322.elb.us-east-1.amazonaws.com","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],careers.abb,"54.195.199.176, 52.211.185.85",,,"ns-729.awsdns-27.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1366.awsdns-42.org, ns-1753.awsdns-27.co.uk, ns-213.awsdns-26.com, ns-729.awsdns-27.net",,,,
[x],cases.cylon.com,192.186.200.224,,,"dns1.cscdns.net, hostmaster.cscdns.net",NOERROR,,,,,,,,,
[x],casestudies.abb.com,"23.36.162.215, 23.36.162.200",,"casestudies.waf.abb, casestudies.abb.com.edgekey.net, e95266.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],casestudies.in.abb.com,52.230.66.24,,xc-s-zw00265.xc.abb.com,"nse1.abb.com, dnsmaster.abb.com",NOERROR,True,azure,,,,,,,
[x],cat.turbocare.abb.com,20.52.134.77,,"cat-abb.msappproxy.net, 372ee9e0-9ce0-4033-a64a-c07073a91ecd.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,,,,
[x],catalog.industrialsolutions.abb.com,"96.16.54.112, 96.16.54.136",,"catalog.industrialsolutions.waf.abb, catalog.industrialsolutions.abb.com.edgekey.net, e103082.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cbol.abb.com.cn,"2.17.100.129, 2.17.100.243",,"cbol.cn.waf.abb, cbol.abb.com.cn.edgekey.net, cbol.abb.com.cn.edgekey.net.globalredir.akadns.net, e40224.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cbol2.abb.com.cn,"2.17.100.243, 2.17.100.129",,"online.abb.com.cn, online-1.cn.waf.abb, online.abb.com.cn.edgekey.net, online.abb.com.cn.edgekey.net.globalredir.akadns.net, e40224.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cc.test.abb.com,213.26.24.41,,claimstest.aa.abb.com,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],ccecluster.pl.abb.com,93.159.9.11,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],ccp.abb.com,"95.101.74.159, 95.101.74.163",,"ccp.waf.abb, ccp.abb.com.edgekey.net, e95246.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],ccrp.abb.com,"23.53.43.41, 23.53.43.82",,"ccrp.waf.abb, ccrp.abb.com.edgekey.net, e95246.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
[x],cdn.news.e.abb.com,"108.138.51.24, 108.138.51.37, 108.138.51.89, 108.138.51.111, 205.251.192.162",,d2xkif65zmv3u5.cloudfront.net,"ns-1325.awsdns-37.org, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1022.awsdns-63.net, ns-1581.awsdns-05.co.uk, ns-162.awsdns-20.com, ns-1325.awsdns-37.org",,,,
[x],cdn.news.stage.e.abb.com,"52.222.214.10, 52.222.214.59, 52.222.214.62, 52.222.214.90",,d3dgdz8j3iun44.cloudfront.net,,NOERROR,True,cloudfront,,,,,,,
[x],cdn.productimages.abb.com,"13.107.238.40, 13.107.237.40","2620:1ec:4f:1::40, 2620:1ec:4e:1::40","abb-images-cdn.azureedge.net, abb-images-cdn.afd.azureedge.net, star-azureedge-prod.trafficmanager.net, shed.dual-low.part-0012.t-0009.fdv2-t-msedge.net, part-0012.t-0009.fdv2-t-msedge.net","ns1.fdv2-t-msedge.net, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],cdno.news.stage.e.abb.com,"52.18.247.137, 34.240.93.139",,xc-elb-newsbank-stage-1462394090.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
[x],certdocs.tnb.com,206.208.208.175,,tnbs175.tnb.com,"dns1.tnb.com, dns.admin.tnb.com",NOERROR,,,,,,,,,
[x],channelpartner.drives.abb.com.cn,52.131.35.154,,shared-appg-ip-prd.chinanorth2.cloudapp.chinacloudapi.cn,"ns1-02.azure-dns.cn, ns2.windowsazure.cn",NOERROR,,,,,,,,,
[x],channelportalrequest.drives.abb.com,51.136.14.31,,"channel-portal-request-drives.azurewebsites.net, hosts.channel-portal-request-drives.azurewebsites.net","ns1-224.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],charge-magazine.abb.com,"143.204.89.22, 143.204.89.127, 143.204.89.53, 143.204.89.115",,d3d6bmjnjxnf8c.cloudfront.net,"ns-1583.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,"ns-1101.awsdns-09.org, ns-130.awsdns-16.com, ns-1583.awsdns-05.co.uk, ns-907.awsdns-49.net",,,,
[x],chargers.accept.evcharging.abb.com,20.31.96.132,,"eveconacc-chargers-tm.trafficmanager.net, accept-eve-we-applicationgateway-pubip.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],chargers.dev.evcharging.abb.com,52.178.89.129,,"evecondev-chargers-tm.trafficmanager.net, eveportaldevchargerportal-v2.azurewebsites.net, waws-prod-am2-191.sip.azurewebsites.windows.net, waws-prod-am2-191.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,,
[x],chargers.evcharging.abb.com,20.31.200.142,,"prod-eve-chargers-tm.trafficmanager.net, prod-eve-we-applicationgateway-pubip.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],chargers.evcharging.abb.com.cn,52.131.214.89,,"prod-eve-chargers-tm.trafficmanager.cn, prod-eve-cet-applicationgateway-pubip.chinaeast2.cloudapp.chinacloudapi.cn","ns1-04.azure-dns-1.cn, ns2.windowsazure.cn",NOERROR,,,,,,,,,
[x],chargers.testlab.evcharging.abb.com,,,"testlab-eve-chargers-tm.trafficmanager.net, testlab-eve-we-applicationgateway-pubip.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,,
[x],chbad-ise01-safe1.ch.abb.com,10.40.207.21,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,True,10.40.207.21,,
[x],checkout.eu.mybuildings.abb.com,51.144.5.60,,,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,True,azure,,,,,,,
[x],checkout.mybuildings.abb.com,51.144.5.60,,checkout.eu.mybuildings.abb.com,"ns1-05.azure-dns.com, de-bje-domain-admin.abb.com",NOERROR,True,azure,,,,,,,
[x],chp.e.abb.com,54.76.14.172,,ec2-54-76-14-172.eu-west-1.compute.amazonaws.com,"dns-external-master.amazon.com, root.amazon.com",NOERROR,,,,,,,,,
[x],ci-green.dev.apm.enterprisesoftware.abb,13.74.33.96,,apm-haproxy-secops.dev.apm.enterprisesoftware.abb,"ns1-03.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,True,azure,,,,,,,
[x],ci-pink.dev.apm.enterprisesoftware.abb,13.74.33.96,,apm-haproxy-secops.dev.apm.enterprisesoftware.abb,"ns1-03.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,True,azure,,,,,,,
[x],citrix.pe.abb.com,200.60.87.166,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],claimstest.aa.abb.com,213.26.24.41,,,"nse1.abb.com, dnsmaster.abb.com",NOERROR,,,,,,,,,
[x],claimstest.sg.abb.com,20.52.134.77,,"claimstest-abb.msappproxy.net, 372ee9e0-9ce0-4033-a64a-c07073a91ecd.tenant.runtime.msappproxy.net, cwap-eur1-runtime.routing.msappproxy.net, eur.proxy-3.appproxy.msidentity.com, www.tm.eur.proxy-3.appproxy.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,,,,
