input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_subject_org_,tls_wildcard_certificate,webserver,tech_,cdn_name,cdn,final_url,location,csp_domains_
p70.tickets.vtm.be,Tickoweb,200,239,p70.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,p70.tickets.vtm.be,443,https://p70.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
par01-prd-statsnode-01a.tickets.vtm.be,Tickoweb,200,239,par01-prd-statsnode-01a.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,par01-prd-statsnode-01a.tickets.vtm.be,443,https://par01-prd-statsnode-01a.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
partner.tickets.vtm.be,Tickoweb,200,239,partner.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,partner.tickets.vtm.be,443,https://partner.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
payment.tickets.vtm.be,Tickoweb,200,239,payment.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,payment.tickets.vtm.be,443,https://payment.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
pe-mm.tickets.vtm.be,Tickoweb,200,239,pe-mm.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,pe-mm.tickets.vtm.be,443,https://pe-mm.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
pg.vtmgo.be,,404,29,pg.vtmgo.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-03-24T08:09:05Z,2023-06-22T08:09:04Z,CN=pg.vtmgo.be,pg.vtmgo.be,pg.vtmgo.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3bb84df5f889c28eb3d75a876a8ea682,8738c4cd35bb156e3aabac5beafcde1cd45fd055303e8b83e5744f16070553e4,ctls,pg.vtmgo.be,443,https://pg.vtmgo.be:443,https,text/html,GET,95.101.111.182,/,-1929358011,2a02:26f0:480:23::1726:62b0,1,False,,,,,,,,,
pgg3go.tickets.vtm.be,Tickoweb,200,239,pgg3go.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,pgg3go.tickets.vtm.be,443,https://pgg3go.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
pkireg.tickets.vtm.be,Tickoweb,200,239,pkireg.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,pkireg.tickets.vtm.be,443,https://pkireg.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
po14.tickets.vtm.be,Tickoweb,200,239,po14.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,po14.tickets.vtm.be,443,https://po14.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
private.tickets.vtm.be,Tickoweb,200,239,private.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,private.tickets.vtm.be,443,https://private.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
production.koken.vtm.be,DPG Media Privacy Gate,200,8871,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,ctls,myprivacy.dpgmedia.be,443,https://production.koken.vtm.be:443,https,text/html,GET,2.16.187.106,/,-1280846966,2a02:26f0:ab00::5c7a:d712,278,False,DPG Media Services nv,True,,Google Tag Manager,,,https://myprivacy.dpgmedia.be/consent?siteKey=pu95p2wzzpcfoj9r&callbackUrl=https%3A%2F%2Fproduction.koken.vtm.be%2Fprivacygate-confirm%3FredirectUri%3D%252F,,
pv-stream.tickets.vtm.be,Tickoweb,200,239,pv-stream.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,pv-stream.tickets.vtm.be,443,https://pv-stream.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
qualifio.koken.vtm.be,-,404,194,qualifio.koken.vtm.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-11T23:46:10Z,2023-08-09T23:46:09Z,CN=qualifio.koken.vtm.be,qualifio.koken.vtm.be,qualifio.koken.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a8bee79c5dbe724f2e734748b06de0b1,6ea5aaa9b7cb7bafa9617c6578518ecb4522c0c3b57ca913be68af8635d3bea9,ctls,qualifio.koken.vtm.be,443,https://qualifio.koken.vtm.be:443,https,text/html,GET,51.89.19.54,/,-1840324437,178.33.129.44,21,False,,,NCSA/1.4.2,HSTS,,,,,
qualifio.nieuws.vtm.be,-,404,194,qualifio.nieuws.vtm.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-11T23:45:45Z,2023-08-09T23:45:44Z,CN=qualifio.nieuws.vtm.be,qualifio.nieuws.vtm.be,qualifio.nieuws.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cd086e3aced3bd3b4e98863e232487fd,61a7d833f3c675dfb6000bbfa3e611420297c9dc122324a81db384549e6f80db,ctls,qualifio.nieuws.vtm.be,443,https://qualifio.nieuws.vtm.be:443,https,text/html,GET,51.77.37.192,/,-1840324437,178.33.129.44,21,False,,,NCSA/1.4.2,HSTS,,,,,
qualifio.vtm.be,-,404,194,qualifio.vtm.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-11T23:45:07Z,2023-08-09T23:45:06Z,CN=qualifio.vtm.be,qualifio.vtm.be,qualifio.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4dca320e302ab602f2c519c25168749a,041d1692275efadf43281da4a279817d485699a750468203e64530278f5d0d85,ctls,qualifio.vtm.be,443,https://qualifio.vtm.be:443,https,text/html,GET,51.77.37.192,/,-1840324437,178.33.129.44,21,False,,,NCSA/1.4.2,HSTS,,,,,
rar-for-android.tickets.vtm.be,Tickoweb,200,239,rar-for-android.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,rar-for-android.tickets.vtm.be,443,https://rar-for-android.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
raw.tickets.vtm.be,Tickoweb,200,239,raw.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,raw.tickets.vtm.be,443,https://raw.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
realagentpros.tickets.vtm.be,Tickoweb,200,239,realagentpros.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,realagentpros.tickets.vtm.be,443,https://realagentpros.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
ret-1-3-2.tickets.vtm.be,Tickoweb,200,239,ret-1-3-2.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,ret-1-3-2.tickets.vtm.be,443,https://ret-1-3-2.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
s3.tickets.vtm.be,Tickoweb,200,239,s3.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,s3.tickets.vtm.be,443,https://s3.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
search.tickets.vtm.be,Tickoweb,200,239,search.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,search.tickets.vtm.be,443,https://search.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
secure3.tickets.vtm.be,Tickoweb,200,239,secure3.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,secure3.tickets.vtm.be,443,https://secure3.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
shop.vtm.be,DPG Media Privacy Gate,200,8800,myprivacy.dpgmedia.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-01-10T00:00:00Z,2024-01-12T23:59:59Z,"CN=*.dpgmedia.be, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.be,dpgmedia.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9ddc8be1048d6e44ff97fcb4627e7db9,587620209568fd2623e8b85cba1994a74830924cd2eeae4a8a2bc7b7be641328,ctls,myprivacy.dpgmedia.be,443,https://shop.vtm.be:443,https,text/html,GET,2.16.187.50,/,-474482399,2a02:26f0:ab00::5c7a:d712,278,False,DPG Media Services nv,True,,Google Tag Manager,,,https://myprivacy.dpgmedia.be/consent?siteKey=sfovdjnqujc3g9jl&callbackUrl=https%3A%2F%2Fshop.vtm.be%2Fprivacygate-confirm%3FredirectUri%3D%252F,,
silverbullet-ats-mr.tickets.vtm.be,Tickoweb,200,239,silverbullet-ats-mr.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,silverbullet-ats-mr.tickets.vtm.be,443,https://silverbullet-ats-mr.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
sng.tickets.vtm.be,Tickoweb,200,239,sng.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,sng.tickets.vtm.be,443,https://sng.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
sql-accept-archivecorp.tickets.vtm.be,Tickoweb,200,239,sql-accept-archivecorp.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,sql-accept-archivecorp.tickets.vtm.be,443,https://sql-accept-archivecorp.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
sqldatabasevpn.tickets.vtm.be,Tickoweb,200,239,sqldatabasevpn.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,sqldatabasevpn.tickets.vtm.be,443,https://sqldatabasevpn.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
staf.cvcunlocked.tickets.vtm.be,Tickoweb,200,239,staf.cvcunlocked.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,staf.cvcunlocked.tickets.vtm.be,443,https://staf.cvcunlocked.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
stafenmathias.cvcunlocked.tickets.vtm.be,Tickets Code van Coppens Unlocked,200,14346,stafenmathias.cvcunlocked.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-04T12:10:16Z,2023-07-03T12:10:15Z,CN=stafenmathias.cvcunlocked.tickets.vtm.be,stafenmathias.cvcunlocked.tickets.vtm.be,stafenmathias.cvcunlocked.tickets.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bfc3d0acd0cd593b414b164e26806865,34e190e13a1bdf5ea3f2b4d211b87903b4a6c9057f7511293bb6668974cab294,ctls,stafenmathias.cvcunlocked.tickets.vtm.be,443,https://stafenmathias.cvcunlocked.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,-51303940,2a00:6ec0:101:1:0:98:0:1,353,False,,,,Google Tag Manager,,,https://stafenmathias.cvcunlocked.tickets.vtm.be/closed,,
stag.api.vtm.be,Service Unavailable,503,267,stag.api.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-03T00:53:58Z,2023-08-01T00:53:57Z,CN=stag.api.vtm.be,stag.api.vtm.be,stag.api.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,12a5344da8a4a5f15b59b81655b60aed,f1efa560e1b7d540dda97d265dc0329c04391be12d9b19e796b29983b6b78ed0,ctls,stag.api.vtm.be,443,https://stag.api.vtm.be:443,https,text/html,GET,2.16.187.50,/,-377678283,2a02:26f0:ab00::5c7a:d712,9,False,,,,,,,,,
stag.cms.vtm.be,503 Service Temporarily Unavailable,503,162,stag.cms.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-20T00:13:05Z,2023-08-18T00:13:04Z,CN=stag.cms.vtm.be,stag.cms.vtm.be,stag.cms.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a222de063ea176f67140defc860147f3,6ca52a895223e42f04e1c7fbdb138be50dfb312e68c840ece8f03f90ae34f6cf,ctls,stag.cms.vtm.be,443,https://stag.cms.vtm.be:443,https,text/html,GET,95.101.111.136,/,1862162275,2a02:26f0:480:23::1726:6297,7,False,,,awselb/2.0,,,,,,
stag.sms-voting.vtm.be,Access Denied,401,278,stag.sms-voting.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-14T16:17:06Z,2023-07-13T16:17:05Z,CN=stag.sms-voting.vtm.be,stag.sms-voting.vtm.be,stag.sms-voting.vtm.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,270a083a37cfde903657c40bd9978c36,a8e4cf9af2ed1ea00ea53317bc54278507adfbcda7e65619aa0b1e4f19cc1b31,ctls,stag.sms-voting.vtm.be,443,https://stag.sms-voting.vtm.be:443,https,text/html,GET,2.16.187.50,/,-802984411,2a02:26f0:ab00::5c7a:d712,10,False,,,,,,,,,
stag.voting-admin.vtm.be,OneLogin,200,2608,persgroep.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,ctls,persgroep.onelogin.com,443,https://stag.voting-admin.vtm.be:443,https,text/html,GET,2.16.187.50,/,-1301046665,2a02:26f0:ab00::214:8e48,52,False,"OneLogin, Inc.",True,AmazonS3,HSTS,,,https://persgroep.onelogin.com/login2/?return=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1cmkiOiJodHRwczovL3BlcnNncm9lcC5vbmVsb2dpbi5jb20vbG9naW4iLCJpc3MiOiJNT05PUkFJTCIsImJyYW5kX2lkIjoibWFzdGVyIiwiYXVkIjoiQUNDRVNTIiwiZXhwIjoxNjg0NjQ1NDE5LCJwYXJhbXMiOnt9LCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJtZXRob2QiOiJnZXQifQ.WLyITyTek5qHMAb9iunpToTq_ozp1qhGUxAmSF4NIPY#app=,,
stag.vtm.be,,401,,stag.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=*.vtm.be, O=DPG Media Services N.V., L=Antwerpen, C=BE",*.vtm.be,vtm.be,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eb3142f456f41a6bc0c786936fcf894a,e7cbac56b12ac4977982255dc82978d6139eff41aee86e7e43e9624b67d8ae9f,ctls,stag.vtm.be,443,https://stag.vtm.be:443,https,text/html,GET,95.101.111.180,/,1654907677,2a02:26f0:480:23::1726:6299,1,False,DPG Media Services N.V.,True,,HSTS,,,,https://myprivacy.dpgmedia.be/consent?siteKey=SfOVdJNqUJc3G9JL&callbackUrl=https%3A%2F%2Fstag.vtm.be%2Fprivacygate-confirm%3FredirectUri%3D%252F,
staging-example-dockerintra-backups-www-test.tickets.vtm.be,Tickoweb,200,239,staging-example-dockerintra-backups-www-test.tickets.vtm.be,443,True,tls13,TLS_AES_256_GCM_SHA384,True,2023-04-17T10:00:10Z,2023-07-16T10:00:09Z,CN=01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,01062023.contiusfoundation.tickoweb.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,79259e02f0784340e2e57e57cee21c3a,058ba73c133e5e5976db90d35c2d7272b7a3fe4d613ec4c46366e491635ef1fe,ctls,staging-example-dockerintra-backups-www-test.tickets.vtm.be,443,https://staging-example-dockerintra-backups-www-test.tickets.vtm.be:443,https,text/html,GET,86.39.65.98,/,1210327255,2a00:6ec0:101:1:0:98:0:1,15,False,,,,,,,,,
staging.koken.vtm.be,401 Unauthorized,401,381,staging.koken.vtm.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-04T00:00:00Z,2024-06-02T23:59:59Z,CN=staging.koken.vtm.be,staging.koken.vtm.be,koken.vtm.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2f6e6310337ad477498b55068c960af0,1d16cd5a466fa8a516370f81a43c4b942c35b1dcf1f09a9103d09d7640df3730,ctls,staging.koken.vtm.be,443,https://staging.koken.vtm.be:443,https,text/html,GET,54.72.51.132,/,-392200610,52.51.106.244,13,False,,,Apache/2.4.56 (),Basic,,,,,
