new,host,soa,status_code,cdn,cdn-name,a,aaaa,txt,cname,mx,ns,caa
[x],chatw-34.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.241.83, 104.19.242.83","2606:4700::6813:f253, 2606:4700::6813:f153",,,,,
[x],chatw-35.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.242.83, 104.19.241.83","2606:4700::6813:f153, 2606:4700::6813:f253",,,,,
[x],chatw-36.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.242.83, 104.19.241.83","2606:4700::6813:f153, 2606:4700::6813:f253",,,,,
[x],chatw-38.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.241.83, 104.19.242.83","2606:4700::6813:f153, 2606:4700::6813:f253",,,,,
[x],chatw-40.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.241.83, 104.19.242.83","2606:4700::6813:f153, 2606:4700::6813:f253",,,,,
[x],chatw-41.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.242.83, 104.19.241.83","2606:4700::6813:f253, 2606:4700::6813:f153",,,,,
[x],chatw-42.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.241.83, 104.19.242.83","2606:4700::6813:f253, 2606:4700::6813:f153",,,,,
[x],chatw-43.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.241.83, 104.19.242.83","2606:4700::6813:f253, 2606:4700::6813:f153",,,,,
[x],chatw-44.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.241.83, 104.19.242.83","2606:4700::6813:f253, 2606:4700::6813:f153",,,,,
[x],chatw-45.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.241.83, 104.19.242.83","2606:4700::6813:f153, 2606:4700::6813:f253",,,,,
[x],chatw-46.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.242.83, 104.19.241.83","2606:4700::6813:f153, 2606:4700::6813:f253",,,,,
[x],chatw-47.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.241.83, 104.19.242.83","2606:4700::6813:f153, 2606:4700::6813:f253",,,,,
[x],chatw-49.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.242.83, 104.19.241.83","2606:4700::6813:f153, 2606:4700::6813:f253",,,,,
[x],chatw-5.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],chatw-51.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.241.83, 104.19.242.83","2606:4700::6813:f253, 2606:4700::6813:f153",,,,,
[x],chatw-52.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.241.83, 104.19.242.83","2606:4700::6813:f153, 2606:4700::6813:f253",,,,,
[x],chatw-53.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.241.83, 104.19.242.83","2606:4700::6813:f253, 2606:4700::6813:f153",,,,,
[x],chatw-54.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.242.83, 104.19.241.83","2606:4700::6813:f153, 2606:4700::6813:f253",,,,,
[x],chatw-59.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.241.83, 104.19.242.83",,,,,,
[x],chatw-60.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.242.83, 104.19.241.83","2606:4700::6813:f153, 2606:4700::6813:f253",,,,,
[x],chatw-62.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.242.83, 104.19.241.83","2606:4700::6813:f153, 2606:4700::6813:f253",,,,,
[x],chatw-64.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6813:f253, 2606:4700::6813:f153",,,,,
[x],chatw-7.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.241.83, 104.19.242.83","2606:4700::6813:f153, 2606:4700::6813:f253",,,,,
[x],chatw-9.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.19.241.83, 104.19.242.83","2606:4700::6813:f253, 2606:4700::6813:f153",,,,,
[x],chatws-01.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws-04.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws-05.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws-06.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws-07.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws-11.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws-16.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws-17.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws-20.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws-22.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws-23.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws-24.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws-26.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws-28.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws-30.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws-45.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws1.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws10.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws11.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws12.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws14.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws15.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws16.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws17.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws19.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws2.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws20.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws21.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws22.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws23.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws25.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws26.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws29.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws3.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws30.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws4.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws5.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],chatws6.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],cherrycrushcams.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],chi.live.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,google,35.207.3.65,,,,,,
[x],choosecams.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],chubbyporno.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],cim-api-qa.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],cim-api-uat.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],cim-dev.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],citrix.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],click.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],clopler.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],cloud.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],cms.static.mmcdn.com,"cody.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.202.4, 104.16.92.18","2606:4700::6810:5c12, 2606:4700::6812:ca04",,,,,
[x],cname.amateurstock.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.42.196, 104.16.41.196, 104.16.43.196, 104.16.44.196, 104.16.45.196","2606:4700::6810:2dc4, 2606:4700::6810:2ac4, 2606:4700::6810:29c4, 2606:4700::6810:2cc4, 2606:4700::6810:2bc4",,,,,
[x],cname.cb.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.45.196, 104.16.41.196, 104.16.42.196, 104.16.43.196, 104.16.44.196","2606:4700::6810:2ac4, 2606:4700::6810:2bc4, 2606:4700::6810:2cc4, 2606:4700::6810:2dc4, 2606:4700::6810:29c4",,,,,
[x],cname.cbtt.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],cname.fuckablecamgirls.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.43.196, 104.16.42.196, 104.16.44.196, 104.16.41.196, 104.16.45.196","2606:4700::6810:2dc4, 2606:4700::6810:2cc4, 2606:4700::6810:2ac4, 2606:4700::6810:2bc4, 2606:4700::6810:29c4",,,,,
[x],cname.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],cname.whitelabel.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6810:2cc4, 2606:4700::6810:2dc4, 2606:4700::6810:2ac4, 2606:4700::6810:2bc4, 2606:4700::6810:29c4",,,,,
[x],cns1.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,162.159.8.207,2400:cb00:2049:1::a29f:8cf,,,,,
[x],cns2.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,True,cloudflare,162.159.9.109,2400:cb00:2049:1::a29f:96d,,,,,
[x],code.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],codeweb-po-c1p.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],collab.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],comcdn-i.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],confluence-helpdesk.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],cp.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],cp.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],cpanel.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],crazycams.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],crazycamsstats.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],crm.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],cumseed.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,"2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],customerservice.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.123.143, 104.16.120.143, 104.16.122.143, 104.16.121.143, 104.16.119.143",,,,,,
[x],cw01host10.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],d.i40.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.45.196, 104.16.43.196, 104.16.42.196, 104.16.44.196, 104.16.41.196","2606:4700::6810:29c4, 2606:4700::6810:2bc4, 2606:4700::6810:2cc4, 2606:4700::6810:2ac4, 2606:4700::6810:2dc4",,,,,
[x],d.lb.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],d10.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],datagcpstatus-alerts.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],de.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],de.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],demo10.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],demo20.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,,,,,,,
[x],dev-w10v17.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6528, 2606:4700::6812:6428",,,,,
[x],devdymonnztst01.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],dmarc.mail.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],dn10.hdfs.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.45.196, 104.16.44.196, 104.16.43.196, 104.16.41.196, 104.16.42.196","2606:4700::6810:2bc4, 2606:4700::6810:2cc4, 2606:4700::6810:2dc4, 2606:4700::6810:2ac4, 2606:4700::6810:29c4",,,,,
[x],dn11.hdfs.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.41.196, 104.16.42.196, 104.16.43.196, 104.16.44.196, 104.16.45.196","2606:4700::6810:29c4, 2606:4700::6810:2ac4, 2606:4700::6810:2bc4, 2606:4700::6810:2cc4, 2606:4700::6810:2dc4",,,,,
[x],dn14.hdfs.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.44.196, 104.16.43.196, 104.16.45.196, 104.16.42.196, 104.16.41.196","2606:4700::6810:29c4, 2606:4700::6810:2bc4, 2606:4700::6810:2ac4, 2606:4700::6810:2cc4, 2606:4700::6810:2dc4",,,,,
[x],dn16.hdfs.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.41.196, 104.16.42.196, 104.16.43.196, 104.16.44.196, 104.16.45.196","2606:4700::6810:29c4, 2606:4700::6810:2ac4, 2606:4700::6810:2bc4, 2606:4700::6810:2cc4, 2606:4700::6810:2dc4",,,,,
[x],dn17.hdfs.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.44.196, 104.16.45.196, 104.16.41.196, 104.16.43.196, 104.16.42.196","2606:4700::6810:29c4, 2606:4700::6810:2cc4, 2606:4700::6810:2dc4, 2606:4700::6810:2ac4, 2606:4700::6810:2bc4",,,,,
[x],dn18.hdfs.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.43.196, 104.16.45.196, 104.16.44.196, 104.16.42.196, 104.16.41.196","2606:4700::6810:2ac4, 2606:4700::6810:2dc4, 2606:4700::6810:2bc4, 2606:4700::6810:29c4, 2606:4700::6810:2cc4",,,,,
[x],dn21.hdfs.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.41.196, 104.16.42.196, 104.16.43.196, 104.16.44.196, 104.16.45.196","2606:4700::6810:29c4, 2606:4700::6810:2ac4, 2606:4700::6810:2bc4, 2606:4700::6810:2cc4, 2606:4700::6810:2dc4",,,,,
[x],dn22.hdfs.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.41.196, 104.16.42.196, 104.16.45.196, 104.16.43.196, 104.16.44.196","2606:4700::6810:2ac4, 2606:4700::6810:2cc4, 2606:4700::6810:2bc4, 2606:4700::6810:2dc4, 2606:4700::6810:29c4",,,,,
[x],dn23.hdfs.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.41.196, 104.16.45.196, 104.16.42.196, 104.16.43.196, 104.16.44.196","2606:4700::6810:2ac4, 2606:4700::6810:2dc4, 2606:4700::6810:2cc4, 2606:4700::6810:29c4, 2606:4700::6810:2bc4",,,,,
[x],dn3.hdfs.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.45.196, 104.16.42.196, 104.16.43.196, 104.16.44.196, 104.16.41.196","2606:4700::6810:2dc4, 2606:4700::6810:2ac4, 2606:4700::6810:2bc4, 2606:4700::6810:29c4, 2606:4700::6810:2cc4",,,,,
[x],dn4.hdfs.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.41.196, 104.16.44.196, 104.16.42.196, 104.16.45.196, 104.16.43.196","2606:4700::6810:2cc4, 2606:4700::6810:2ac4, 2606:4700::6810:2bc4, 2606:4700::6810:2dc4, 2606:4700::6810:29c4",,,,,
[x],dn6.hdfs.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.41.196, 104.16.45.196, 104.16.42.196, 104.16.44.196, 104.16.43.196","2606:4700::6810:2ac4, 2606:4700::6810:29c4, 2606:4700::6810:2bc4, 2606:4700::6810:2cc4, 2606:4700::6810:2dc4",,,,,
[x],dn7.hdfs.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.16.44.196, 104.16.42.196, 104.16.43.196, 104.16.45.196, 104.16.41.196",,,,,,
[x],dnm.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],dns1.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],dns20.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.101.40, 104.18.100.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],dogfood-dev.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],download.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],dyn.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],dyn.securegatewayaccess.com,"ns1.securegatewayaccess.com, dns.cloudflare.com",NOERROR,,,,,v=spf1 ip4:206.225.164.0/22 ip4:209.188.13.0/24 ip4:64.38.255.0/24 ip4:207.5.72.0/24 ip4:209.188.23.32/27 a mx ?all,,,,
[x],e.lb.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge-onevc-sip-shv-01-gru1.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,True,cloudflare,"104.18.100.40, 104.18.101.40","2606:4700::6812:6428, 2606:4700::6812:6528",,,,,
[x],edge1-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.101,,,,,,
[x],edge1-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.101,,,,,,
[x],edge1.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.101,,,,,,
[x],edge1.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.101,,,,,,
[x],edge10-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.20,,,,,,
[x],edge10-b.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.20,,,,,,
[x],edge10.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.20,,,,,,
[x],edge100.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.115,,,,,,
[x],edge101.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.116,,,,,,
[x],edge102.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.117,,,,,,
[x],edge103.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,,,,,,,
[x],edge104.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.119,,,,,,
[x],edge105.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,134.19.181.178,,,,,,
[x],edge106.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,134.19.181.179,,,,,,
[x],edge108.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,134.19.181.181,,,,,,
[x],edge11-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.21,,,,,,
[x],edge11-a.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,64.38.207.21,,,,,,
[x],edge11.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.21,,,,,,
[x],edge110.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,134.19.181.183,,,,,,
[x],edge113.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,134.19.181.186,,,,,,
[x],edge115.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,134.19.181.188,,,,,,
[x],edge119.stream.highwebmedia.com,"cns1.highwebmedia.com, dns.cloudflare.com",NOERROR,,,131.153.81.32,,,,,,
[x],edge12-a.stream.chaturbate.com,"nsa.chaturbate.com, dns.cloudflare.com",NOERROR,,,64.38.207.22,,,,,,
