input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_mismatched,final_url,csp_domains_,tls_expired
nspupdate.trellix.com,Access Denied,401,270,nspupdate.trellix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-17T00:00:00Z,2024-05-16T23:59:59Z,"CN=nspupdate.trellix.com, O=Musarubra US LLC, ST=California, C=US",nspupdate.trellix.com,Musarubra US LLC,www.nspupdate.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,737c1cd451f713101862a72cabe02c66,7b23ff098c07477f87d61a862e8b493087b686d55b8ad04b716e50afcd5b9049,ctls,nspupdate.trellix.com,,443,https://nspupdate.trellix.com:443,https,AkamaiGHost,text/html,GET,104.126.37.179,/,404045112,2a02:26f0:1700:7::17d5:a1da,Basic,10,False,,,,,,
one-console.dev.design.trellix.com,XConsole,200,594,one-console.dev.design.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-02T00:00:00Z,2024-04-30T23:59:59Z,CN=dev.design.trellix.com,dev.design.trellix.com,,*.one-console.dev.design.trellix.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,efa566f5a5c039bf40be587dc3efa0fa,d7b53935a21a01bd477fe9f6e63f95ed7fb54f0b27721f2f45354eb40c8b0831,ctls,one-console.dev.design.trellix.com,cloudfront,443,https://one-console.dev.design.trellix.com:443,https,AmazonS3,text/html,GET,143.204.98.97,/,-705514219,143.204.98.114,Amazon Web Services,1,False,True,True,,,,
origin-trellix-uat.trellix.com,404 Not Found,404,315,origin-trellix-uat.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-28T00:00:00Z,2024-03-27T23:59:59Z,"CN=trellix-uat.trellix.com, O=Musarubra US LLC, ST=California, C=US",trellix-uat.trellix.com,Musarubra US LLC,trellix-uat.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,337a341ab6116fefc6fcdd0cd9d7fcb4,d9f9bc92cb820b1db24a900b9eaa48471f78d498dfa2470b0c5d780a78bc28d4,ctls,origin-trellix-uat.trellix.com,google,443,https://origin-trellix-uat.trellix.com:443,https,Apache,text/html,GET,34.117.65.188,/,-1812417198,34.117.65.188,HTTP/3,10,False,True,,True,https://origin-trellix-uat.trellix.com/en-us/index.html,,
packages.xconsole.trellix.com,,403,255,packages.xconsole.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-04-26T23:59:59Z,CN=packages.xconsole.trellix.com,packages.xconsole.trellix.com,,packages.xconsole.trellix.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,72e01e93bd79fef778b2dd7dcdfb4e46,8c4e44b3bb22765f51945dd6db63c4d2e2daed4c480467d8ad4ccc3e30267bf9,ctls,packages.xconsole.trellix.com,cloudfront,443,https://packages.xconsole.trellix.com:443,https,AmazonS3,application/xml,GET,52.222.236.42,/,1424177722,52.222.236.56,Amazon Web Services,2,False,True,,,,,
pages.trellix.com,,200,101,pages.trellix.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-04T23:59:59Z,"CN=pages.trellix.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",pages.trellix.com,"Cloudflare, Inc.",pages.trellix.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",584049bdf1d870fbc82fc20468157af4,2e1bc695bb0312325eab7af218f8ad0e929ccb19d3e5294190ea599aa518398a,ctls,pages.trellix.com,cloudflare,443,https://pages.trellix.com:443,https,cloudflare,text/html,GET,104.17.71.206,/,-1840324437,104.17.73.206,Cloudflare Bot Management,7,False,True,,,,,
partnernews.trellix.com,Partner Portal | SkyHigh Security,200,19194,550g.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-26T00:00:00Z,2024-04-25T23:59:59Z,"CN=550g.trellix.com, O=Musarubra US LLC, ST=California, C=US",550g.trellix.com,Musarubra US LLC,www.550g.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,970c354ecf0436e3044968f9402cc70a,12a8c89064f72f4dc98244c62e2b2238e0e51601b0f60282e70a7692857a0a88,ctls,550g.trellix.com,,80,http://partnernews.trellix.com:80,http,,text/html,GET,23.239.25.111,/,-1840324437,2600:3c00::f03c:92ff:feaa:1532,Oracle Dynamic Monitoring Service,296,False,,,,https://550g.trellix.com/McfIAM/shsPartnerLogin.jsp?env=PROD&bmctx=6B4B9BF89613D6DEDC611B8D6D7019C1A28E3C14095CCEDE4B741856CF5DD8012B0F2062E8CF7802B9C4A677970C41B2&password=secure_string&contextType=external&contextValue=%2Foam&ssoCookie=Secure%3Bhttponly&username=string&challenge_url=https%3A%2F%2F550g.trellix.com%2FMcfIAM%2FshsPartnerLogin.jsp%3Fenv%3DPROD&request_id=8008603401956983862&authn_try_count=0&locale=en_US&resource_url=%252Fuser%252Floginsso,,
partners-stg-login.skyhighsecurity.com,My Apps Dashboard | Trellix STG,200,10673,partners-stg-login.skyhighsecurity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T03:16:33Z,2023-10-01T03:16:32Z,CN=partners-stg-login.skyhighsecurity.com,partners-stg-login.skyhighsecurity.com,,partners-stg-login.skyhighsecurity.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,dd23264aa73912032e47f8f8330c66dd,6151b5e68d36867d93fd58cc99273ef52f8b14d23fb8ffe27f48d4b59f0455c4,ctls,partners-stg-login.skyhighsecurity.com,,443,https://partners-stg-login.skyhighsecurity.com:443,https,nginx,text/html,GET,99.83.239.254,/,-599803935,75.2.114.79,Nginx,185,False,,,,https://partners-stg-login.skyhighsecurity.com/app/UserHome?iss=https%3A%2F%2Fpartners-stg-login.skyhighsecurity.com&session_hint=AUTHENTICATED,https://oktacsp.report-uri.com/r/t/csp/enforce,
partners-stg-login.trellix.com,My Apps Dashboard | Trellix STG,200,10673,partners-stg-login.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-03T03:16:52Z,2023-10-01T03:16:51Z,CN=partners-stg-login.trellix.com,partners-stg-login.trellix.com,,partners-stg-login.trellix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0c0327968ad04fc2fc5fd222b387ade1,2f98f56af07523b42856dfa0ae3dc9d7cd3b4eba559a7e4d46885c390f42c863,ctls,partners-stg-login.trellix.com,,443,https://partners-stg-login.trellix.com:443,https,nginx,text/html,GET,99.83.239.254,/,-599803935,75.2.114.79,Nginx,185,False,,,,https://partners-stg-login.trellix.com/app/UserHome?iss=https%3A%2F%2Fpartners-stg-login.trellix.com&session_hint=AUTHENTICATED,cdn.pendo.io,
partners-uat.trellix.com,POST data,200,1741,partners-uat.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-30T00:00:00Z,2024-05-29T23:59:59Z,"CN=partners-uat.trellix.com, O=Musarubra US LLC, ST=California, C=US",partners-uat.trellix.com,Musarubra US LLC,www.partners-uat.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1259c42a57f86835527b380fac61888d,ad7ec4875ab3d0c23f9d7d423acaade48697606cf4cf0edde21cc87fdb695aba,ctls,partners-uat.trellix.com,google,443,https://partners-uat.trellix.com:443,https,Apache,text/html,GET,34.111.35.32,/,2116877167,34.111.35.32,Java,11,False,True,,,https://partners-uat.trellix.com/partner,,
partners.beta.manage.trellix.com,IIS Windows Server,200,703,partners.beta.manage.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=bps.beta.manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.beta.manage.trellix.com,Musarubra US LLC,saaspartner.api.beta.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0a68108dfac92b191c11e940dd551f0c,172045b3a0110ce08eacde82df7f7430a51e82d0f78da557e8ce94d5e28fd25c,ctls,partners.beta.manage.trellix.com,,443,https://partners.beta.manage.trellix.com:443,https,Microsoft-IIS/10.0,text/html,GET,52.89.116.19,/,1631801191,52.42.202.78,Windows Server,32,False,,,,,,
partners.manage.trellix.com,IIS Windows Server,200,703,partners.manage.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=bps.manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.manage.trellix.com,Musarubra US LLC,saaspartner.api.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,bc53bd5971b75cc2a98f1a2633c83a0e,2310ce7e5cc9776092db06aaa8309e8c4219e3fb75e4864ae883c1147bea383c,ctls,partners.manage.trellix.com,,443,https://partners.manage.trellix.com:443,https,Microsoft-IIS/10.0,text/html,GET,52.43.205.250,/,1631801191,35.82.239.177,Windows Server,32,False,,,,,,
partners.skyhighsecurity.com,,200,1161,partners.skyhighsecurity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-10T00:00:00Z,2024-01-10T23:59:59Z,"CN=partners.skyhighsecurity.com, O=Musarubra US LLC, ST=California, C=US",partners.skyhighsecurity.com,Musarubra US LLC,www.partners.skyhighsecurity.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c417c9ffa95e1de29beee7f2f6c5e727,5e8cb4d9e8200cf59ce95304e453a3111bc438247b84906bbc157f424ef691b7,ctls,partners.skyhighsecurity.com,,443,https://partners.skyhighsecurity.com:443,https,,text/html,GET,13.107.213.45,/,1631801191,2620:1ec:bdf::45,Microsoft ASP.NET,10,False,,,,https://partners.skyhighsecurity.com/skyhigh/sso.aspx,extremeportal.force.com,
partners.trellix.com,POST data,200,1730,partners.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=partners.trellix.com, O=Musarubra US LLC, ST=California, C=US",partners.trellix.com,Musarubra US LLC,www.partners.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,266632ca17daa625fb4e0168757a839b,aeb145c52126e7796f6ef14aa1baafe6b989a0d8e6a5d55251950e66c171b322,ctls,partners.trellix.com,google,443,https://partners.trellix.com:443,https,Apache,text/html,GET,35.190.63.45,/,2116877167,35.190.63.45,Java,10,False,True,,,https://partners.trellix.com:443/partner/,,
partnersso.skyhighsecurity.com,My Apps Dashboard | Trellix,200,10669,partnersso.skyhighsecurity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-24T01:18:54Z,2023-10-22T01:18:53Z,CN=partnersso.skyhighsecurity.com,partnersso.skyhighsecurity.com,,partnersso.skyhighsecurity.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,369391f440e3f58e4dddf4f431ad6070,73e1223265ac841e096e47dad833c0b41f8923c5cccc9b0ff0abfb90626da3e1,ctls,partnersso.skyhighsecurity.com,,443,https://partnersso.skyhighsecurity.com:443,https,nginx,text/html,GET,75.2.114.79,/,-599803935,99.83.239.254,Nginx,185,False,,,,https://partnersso.skyhighsecurity.com/app/UserHome?iss=https%3A%2F%2Fpartnersso.skyhighsecurity.com&session_hint=AUTHENTICATED,*.mapbox.com,
pdt.skyhighsecurity.com,Trellix | Revolutionary Threat Detection and Response,200,153274,www.trellix.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=www.trellix.com, O=Musarubra US LLC, ST=California, C=US",www.trellix.com,Musarubra US LLC,trellix.com,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,982e45f6df45ffe6c756a2976cacbca4,fd52800d82ce9d611711ecb8ee9db2107fed4c4e0208908fabbdeb3cc523977b,ctls,www.trellix.com,,443,https://pdt.skyhighsecurity.com:443,https,,text/html,GET,3.92.120.28,/,-1840324437,34.237.219.119,HSTS,1364,False,,,,https://www.trellix.com/en-us/index.html,,
pdt.trellix.com,Trellix | Revolutionary Threat Detection and Response,200,153274,www.trellix.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=www.trellix.com, O=Musarubra US LLC, ST=California, C=US",www.trellix.com,Musarubra US LLC,trellix.com,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,982e45f6df45ffe6c756a2976cacbca4,fd52800d82ce9d611711ecb8ee9db2107fed4c4e0208908fabbdeb3cc523977b,ctls,www.trellix.com,,443,https://pdt.trellix.com:443,https,,text/html,GET,18.208.125.13,/,-1840324437,34.237.219.119,HSTS,1364,False,,,,https://www.trellix.com/en-us/index.html,,
pdtqa.trellix.com,,200,,pdtqa.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-17T17:46:27Z,2023-07-16T17:46:26Z,CN=pdtqa.trellix.com,pdtqa.trellix.com,,pdtqa.trellix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bb891a03b156ceebfdae3699c229c246,fe54c1ef1055db4166e085ac7b04c355719c75553e8d5723ba648f8dbadb7ce7,ctls,pdtqa.trellix.com,,443,https://pdtqa.trellix.com:443,https,PardotServer,text/html,GET,54.81.98.132,/,-1840324437,174.129.247.16,Pardot,1,False,,,,,,True
preprod.auth.trellix.com,404 Not Found,404,146,preprod.auth.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-21T23:59:59Z,"CN=preprod.auth.trellix.com, O=Musarubra US LLC, ST=California, C=US",preprod.auth.trellix.com,Musarubra US LLC,www.preprod.auth.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0927c8508e9b1141378706b9330974e4,2ed43c6e6ee60a830b3018ed8652cc3e7acf225328e41efa45e35c2ce0db9ed4,ctls,preprod.auth.trellix.com,,443,https://preprod.auth.trellix.com:443,https,,text/html,GET,44.225.244.152,/,1494302000,100.21.32.163,,8,False,,,,,,
preprod.auth.ui.trellix.com,,200,5021,preprod.auth.ui.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-18T23:59:59Z,"CN=preprod.auth.ui.trellix.com, O=Musarubra US LLC, ST=California, C=US",preprod.auth.ui.trellix.com,Musarubra US LLC,www.preprod.auth.ui.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0d29e9782c483f9589aac58498e430f8,fce1aa49793192c0b6c26afb5dbc748330df0b048b788b4149ab9073783bc4ce,ctls,preprod.auth.ui.trellix.com,cloudfront,443,https://preprod.auth.ui.trellix.com:443,https,AmazonS3,text/html,GET,52.222.214.26,/,2116877167,52.222.214.96,Amazon Web Services,3,False,True,,,,,
preprod.uam.ui.trellix.com,,200,17012,preprod.uam.ui.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-18T23:59:59Z,"CN=preprod.uam.ui.trellix.com, O=Musarubra US LLC, ST=California, C=US",preprod.uam.ui.trellix.com,Musarubra US LLC,www.preprod.uam.ui.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e2459b3f9b5669e6046ffaacaac7c0fb,a6d5852dccc3f5afb69176f6875c0cd772026da4ef3e08291fc48757492a2c2c,ctls,preprod.uam.ui.trellix.com,cloudfront,443,https://preprod.uam.ui.trellix.com:443,https,AmazonS3,text/html,GET,108.138.17.68,/,1417536285,108.138.17.13,Amazon Web Services,223,False,True,,,,,
preview-login.trellix.com,My Apps Dashboard | Trellix Preview,200,10706,preview-login.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-18T23:59:59Z,"CN=preview-login.trellix.com, O=Musarubra US LLC, ST=California, C=US",preview-login.trellix.com,Musarubra US LLC,www.preview-login.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8d065c58d92cc5092363028db7aea9e0,c6ee17d1368e10644a657d3ad16f116df7580b0e1c00ca4c4c840294aaecbeeb,ctls,preview-login.trellix.com,,443,https://preview-login.trellix.com:443,https,nginx,text/html,GET,76.223.106.183,/,-599803935,13.248.236.251,Nginx,185,False,,,,https://preview-login.trellix.com/app/UserHome?iss=https%3A%2F%2Fpreview-login.trellix.com&session_hint=AUTHENTICATED,http://localhost:8769,
qa-login.trellix.com,My Apps Dashboard | Trellix QA,200,10735,qa-login.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,2023-09-20T23:59:59Z,"CN=qa-login.trellix.com, O=Musarubra US LLC, ST=California, C=US",qa-login.trellix.com,Musarubra US LLC,www.qa-login.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c602385d9fde7b30b3dc6d0507b1248a,48cd8f3a2c32e0c9d242ecbf2f9bea819f2b3fef053359c42c5bf5922414dc81,ctls,qa-login.trellix.com,,443,https://qa-login.trellix.com:443,https,nginx,text/html,GET,99.83.239.254,/,-599803935,75.2.114.79,Nginx,185,False,,,,https://qa-login.trellix.com/app/UserHome?iss=https%3A%2F%2Fqa-login.trellix.com&session_hint=AUTHENTICATED,*.mapbox.com,
qa.partnersso.skyhighsecurity.com,My Apps Dashboard | Trellix QA,200,10735,qa.partnersso.skyhighsecurity.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-14T05:20:34Z,2023-10-12T05:20:33Z,CN=qa.partnersso.skyhighsecurity.com,qa.partnersso.skyhighsecurity.com,,qa.partnersso.skyhighsecurity.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4ebdd18fccf2b343f1369da494cfb286,a540af86c703bb5c5e718f618e2271f5a8e7d42dbd8014cc03210a65957df02c,ctls,qa.partnersso.skyhighsecurity.com,,443,https://qa.partnersso.skyhighsecurity.com:443,https,nginx,text/html,GET,75.2.114.79,/,-599803935,99.83.239.254,Nginx,185,False,,,,https://qa.partnersso.skyhighsecurity.com/app/UserHome?iss=https%3A%2F%2Fqa.partnersso.skyhighsecurity.com&session_hint=AUTHENTICATED,qa-login-trellix-admin.okta.com,
qa.partnersso.trellix.com,My Apps Dashboard | Trellix QA,200,10735,qa.partnersso.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-14T05:19:39Z,2023-10-12T05:19:38Z,CN=qa.partnersso.trellix.com,qa.partnersso.trellix.com,,qa.partnersso.trellix.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cbbedf207061ebc6a83962d553fa7796,6f0d0ec97448798c49914764d01f3791354fd28c6e96f5a21ddfb2d7eddfe6d4,ctls,qa.partnersso.trellix.com,,443,https://qa.partnersso.trellix.com:443,https,nginx,text/html,GET,99.83.239.254,/,-599803935,75.2.114.79,Nginx,185,False,,,,https://qa.partnersso.trellix.com/app/UserHome?iss=https%3A%2F%2Fqa.partnersso.trellix.com&session_hint=AUTHENTICATED,*.authenticatorlocalprod.com:65131,
qa.telemetry.trellix.com,,403,42,qa.telemetry.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-19T00:00:00Z,2024-07-18T23:59:59Z,"CN=qa.telemetry.trellix.com, O=Musarubra US LLC, ST=California, C=US",qa.telemetry.trellix.com,Musarubra US LLC,www.qa.telemetry.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,430f6ab812ec2cac9ac771786b596be5,e7ee4cd62c2eb383bf6749ecae66e2b8511be3398a53cc4d4f464e4f04548949,ctls,qa.telemetry.trellix.com,,443,https://qa.telemetry.trellix.com:443,https,,application/json,GET,44.241.71.236,/,768769774,52.88.60.123,,1,False,,,,,,
rcsearch.trellix.com,RCRF - Reference Configuration Report Finder,200,14744,rcsearch.trellix.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-08-10T00:00:00Z,2023-08-10T23:59:59Z,"CN=rcsearch.trellix.com, O=Musarubra US LLC, ST=California, C=US",rcsearch.trellix.com,Musarubra US LLC,www.rcsearch.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ed7014bdd2c390310f9ce1077536435f,2edea6b83d94406c8f5dd2227955d70781df1f35b61b67f4a0d14785d2dbe982,ctls,rcsearch.trellix.com,,443,https://rcsearch.trellix.com:443,https,Apache,text/html,GET,136.179.56.45,/,-780928015,136.179.56.45,HSTS,226,False,,,,,,
rebates.trellix.com,Trellix Rebates Home | Trellix Rebates Home | Home,200,6962,rebates.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-04T00:00:00Z,2023-08-04T23:59:59Z,"CN=rebates.trellix.com, O=Musarubra US LLC, ST=California, C=US",rebates.trellix.com,Musarubra US LLC,www.rebates.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,85d0c3bfb96f4195de53f36376af7fab,2536080648f851ba91b7fa16d7a4db485cc0467c2c921220ddfbc8017ff53d27,ctls,rebates.trellix.com,,443,https://rebates.trellix.com:443,https,Lotus-Domino,text/html,GET,178.33.40.80,/,728788645,178.33.40.80,Java,175,False,,,,,,
resources.skyhighsecurity.com,Enterprise Cloud Data Protection - Skyhigh Security,200,247838,www.skyhighsecurity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-15T03:24:42Z,2023-09-13T03:24:41Z,CN=www.skyhighsecurity.com,www.skyhighsecurity.com,,www.skyhighsecurity.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6db635c47622192e39988e8c451e4547,26ef21038b1040625d4a728514b5d44cbb134d58a63fa64d11b7005a6cc2c1f3,ctls,www.skyhighsecurity.com,cloudflare,443,https://resources.skyhighsecurity.com:443,https,nginx,text/html,GET,104.17.73.206,/,908422503,104.17.72.206,Yoast SEO:20.3,1058,False,True,,,https://www.skyhighsecurity.com/,,
resources.trellix.com,Trellix | Revolutionary Threat Detection and Response,200,153274,www.trellix.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=www.trellix.com, O=Musarubra US LLC, ST=California, C=US",www.trellix.com,Musarubra US LLC,trellix.com,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,982e45f6df45ffe6c756a2976cacbca4,fd52800d82ce9d611711ecb8ee9db2107fed4c4e0208908fabbdeb3cc523977b,ctls,www.trellix.com,cloudflare,443,https://resources.trellix.com:443,https,,text/html,GET,104.17.72.206,/,908422503,104.17.70.206,HSTS,1364,False,True,,,https://www.trellix.com/en-us/index.html,,
s-download.trellix.com,Error,403,175,s-download.trellix.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=www.trellix.com, O=Musarubra US LLC, ST=California, C=US",www.trellix.com,Musarubra US LLC,trellix.com,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,982e45f6df45ffe6c756a2976cacbca4,fd52800d82ce9d611711ecb8ee9db2107fed4c4e0208908fabbdeb3cc523977b,ctls,s-download.trellix.com,,443,https://s-download.trellix.com:443,https,AkamaiGHost,text/html,GET,104.126.37.176,/,371483134,2a02:26f0:1700:7::17d5:a1c9,,5,False,,,,,,
saaspartner.api.beta.manage.trellix.com,403 Forbidden,403,118,saaspartner.api.beta.manage.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-01T23:59:59Z,"CN=bps.beta.manage.trellix.com, O=Musarubra US LLC, ST=California, C=US",bps.beta.manage.trellix.com,Musarubra US LLC,saaspartner.api.beta.manage.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0a68108dfac92b191c11e940dd551f0c,172045b3a0110ce08eacde82df7f7430a51e82d0f78da557e8ce94d5e28fd25c,ctls,saaspartner.api.beta.manage.trellix.com,,443,https://saaspartner.api.beta.manage.trellix.com:443,https,awselb/2.0,text/html,GET,52.42.202.78,/,1344368402,52.89.116.19,,7,False,,,,,,
