new,host,a,soa,status_code,cdn,cdn-name,cname,txt,aaaa,ns,mx,caa,has_internal_ips,internal_ips,ptr
[x],acau-node2.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],acau-stg.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],acau-stg1.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],acau.dtic.mil,,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,v=spf1 mx a:ba1.mgt.dtic.mil a:ba2.mgt.dtic.mil a:dmg03.mgt.dtic.mil include:_spf.eemsg.mail.mil ~all,,,,,,,
[x],acc-cs-geoweb01.acc.af.mil,,,NOERROR,,,acc-cs-geoweb01.acc.af.mil.edgekey.akamai.csd.disa.mil,,,,,,,,
[x],acc.usaf.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],access-s1.dtra.mil,214.38.148.210,"ns1.dtra.mil, hostmaster.dtra.mil",NOERROR,,,,,,,,,,,
[x],access.afpc.af.mil,34.205.40.150,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],access.cheetas.osd.mil,140.32.117.100,"cheetas.osd.mil, admin.cheetas.osd.mil",NOERROR,,,,,2001:480:1860::100,,,,,,
[x],access.emh.housing.navy.mil,,"nrfkns2.cnic.navy.mil, postmaster.cnic.navy.mil",NOERROR,,,,,,,,,,,
[x],access.osd.mil,140.185.55.7,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],access.pfpa.mil,134.152.190.197,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],access.preprod.pfpa.mil,140.185.138.145,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],access.rcen.marines.usmc.mil,"204.223.156.227, 204.223.156.229","ns1-east.usmc.mil, mccog_nic_admins.usmc.mil",NOERROR,,,,,,,,,,,
[x],access1.osd.mil,"140.185.55.6, 140.185.55.7","dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],accesscm.nmci.navy.mil,138.162.170.14,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],accesstst.nmci.navy.mil,138.162.170.1,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],accinmeta1.nswc.navy.mil,199.10.8.135,"ons1.nswc.navy.mil, hostmaster.nswc.navy.mil",NOERROR,,,,,2001:480:501:5211::135,,,,,,
[x],accisrpex.us.af.mil,131.6.12.201,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],ace-c.dc3n.navy.mil,164.190.80.23,"ns1.chs.navy.mil, DC2HS_CEDC_HOSTMASTER.navy.mil",NOERROR,,,,,,,,,,,
[x],ace.hq.af.mil,134.205.252.191,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],ace2.ncdoc.navy.mil,205.57.48.166,"ns1.csd.disa.mil, hostmaster.navy.mil",NOERROR,,,,,,,,,,,
[x],aces.nmci.navy.mil,138.163.17.118,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],acesfos.csd.disa.mil,158.15.127.38,"ns1.csd.disa.mil, root.csd.disa.mil",NOERROR,,,,,,,,,,,
[x],acms-portal.afpc.randolph.af.mil,,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],acpins.tinker.af.mil,132.26.124.101,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],acq.osd.mil,,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,v=spf1 mx include:_spf.eemsg.mail.mil ~all,,"dns-pub-f1-u.pentagon.mil, dns-pub-f3-u.pentagon.mil, dns-pub-f2-u.pentagon.mil","sec-jeemsg.eemsg.mail.mil, pri-jeemsg.eemsg.mail.mil",,,,
[x],acqnow.eval.atrrs.army.pentagon.mil,199.114.46.136,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],acsc.maxwell.af.mil,"23.216.77.20, 23.216.77.21","n0dscb.akamai.net, hostmaster.akamai.com",NOERROR,,,"acsc.maxwell.af.mil.edgesuite.net, a540.dscb.akamai.net",,"2a02:26f0:3100::1735:2862, 2a02:26f0:3100::1735:2883",,,,,,
[x],acsrma.nmci.navy.mil,205.85.82.25,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],activesync-blue.esd.disa.mil,,"cols-gtm.csd.disa.mil, hostmaster.csd.disa.mil",NOERROR,,,,,,"satx-gtm.csd.disa.mil, cols-gtm.csd.disa.mil, ogdn-gtm.csd.disa.mil",,,,,
[x],activesync-euro.esd.disa.mil,,"cols-gtm.csd.disa.mil, hostmaster.csd.disa.mil",NOERROR,,,,,,,,,,,
[x],activesync-walk.esd.disa.mil,156.112.180.26,"cols-gtm.csd.disa.mil, hostmaster.csd.disa.mil",NOERROR,,,,,,,,,,,
[x],activesync.esd.disa.mil,,"cols-gtm.csd.disa.mil, hostmaster.csd.disa.mil",NOERROR,,,,,,"ogdn-gtm.csd.disa.mil, cols-gtm.csd.disa.mil, satx-gtm.csd.disa.mil",,,,,
[x],activesync.soccent.centcom.mil,214.27.232.46,"localhost, root.localhost.mil",NOERROR,,,,,,,,,,,
[x],acts-training.hq.af.mil,214.48.248.96,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"acts-training.hq.af.mil.apps.gcds.disa.mil, gcdsaf.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1073.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],acts.hq.af.mil,137.9.117.8,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],acts.navair.navy.mil,205.85.86.222,"ns1-pax.navair.navy.mil, hostmaster.navair.navy.mil",NOERROR,,,,,,,,,,,
[x],acv2.dcaa.mil,214.37.44.70,"ns1.csd.disa.mil, disa\.meade\.esd\.list\.es312-ccc-hostmaster.mail.mil",NOERROR,,,,,,,,,,,
[x],ad.med.navy.mil,192.101.121.199,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],adab-vpn01-n.adab.afcent.af.mil,153.24.71.18,"ns1.afcent.af.mil, nest.systems.nosc.afcent.af.mil",NOERROR,,,,,,,,,,,
[x],adab.afcent.af.mil,,"ns1.afcent.af.mil, nest.systems.nosc.afcent.af.mil",NOERROR,,,,v=spf1 ip4:153.23.0.0/16 ip4:153.24.0.0/16 ip4:153.25.0.0/16 ip4:153.26.0.0/16 ip4:153.29.0.0/16 include:_spf.eemsg.mail.mil -all,,,"auab-extmg01-n.afcent.af.mil, azab-extmg01-n.afcent.af.mil, moab-extmg02-n.afcent.af.mil, nosc-extmg02-n.afcent.af.mil, moab-extmg01-n.afcent.af.mil, azab-extmg03-n.afcent.af.mil, auab-extmg02-n.afcent.af.mil, pri-jeemsg.eemsg.mail.mil, sec-jeemsg.eemsg.mail.mil, nosc-extmg03-n.afcent.af.mil, auab-extmg03-n.afcent.af.mil, nosc-extmg01-n.afcent.af.mil, azab-extmg02-n.afcent.af.mil",,,,
[x],adapts2.test.cce.af.mil,"23.206.121.141, 23.206.121.150","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"letsencrypt.test.cce.af.mil.apps.gcds.disa.mil, letsencrypt.test.cce.af.mil.edgekey.net, e110754.dsca.akamaiedge.net",,"2600:1408:7400::17de:4f9a, 2600:1408:7400::17de:4fe0",,,,,,
[x],adepaladin.pica.hpc.mil,131.92.210.117,"ns01.army.mil, usarmy\.huachuca\.netcom\.mesg\.epdns-global.army.mil",NOERROR,,,,,,,,,,,
[x],adfs.acq.osd.mil,156.112.170.248,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,INC3193898 - adfs.acq.osd.mil,,"dns-pub-f2-u.pentagon.mil, dns-pub-f3-u.pentagon.mil, dns-pub-f1-u.pentagon.mil",,,,,
[x],adfs.dtic.mil,131.84.144.55,"nsgm1.mgt.dtic.mil, dtic\.belvoir\.its\.list\.unix-admin.mail.mil",NOERROR,,,,,,"ns1.dtic.mil, ns2.dtic.mil",,,,,
[x],adfs.med.navy.mil,205.74.185.140,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],adfs.pentagon.mil,199.114.46.153,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],adlhub.golearn-coop.csd.disa.mil,164.235.108.111,"cols-gtm.csd.disa.mil, hostmaster.csd.disa.mil",NOERROR,,,,,,,,,,,
[x],adlhub2.adls.af.mil,156.112.75.47,"sdns3.csd.disa.mil, disa.tinker.ie.list.dci-ii-dns.mail.mil",NOERROR,,,"adlhub2.adls.af.mil.svapps.csd.disa.mil, origin-golearn2.adls.af.mil.svapps.csd.disa.mil",,,,,,,,
[x],adlk.hmms.dla.mil,131.78.200.226,,NOERROR,,,,,,,,,,,
[x],adm-smtp-1.cloud.dsca.mil,140.17.105.51,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],adm-smtp-2.cloud.dsca.mil,140.17.105.74,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],adm.csd.disa.mil,156.112.108.68,"ns1.csd.disa.mil, root.csd.disa.mil",NOERROR,,,,,,,,,,,
[x],adm.info.health.mil,,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],admin-21.c3pki.chamb.disa.mil,209.22.74.168,"ns1.csd.disa.mil, root.csd.disa.mil",NOERROR,,,,,,,,,,,
[x],admin.health.mil,,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],admin.med.navy.mil,214.2.152.90,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],admin.motar.af.mil,138.141.209.10,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],admin.move.mil,"138.141.71.70, 138.141.71.134, 138.141.71.6","ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],admin.navsup.navy.mil,156.112.102.75,"ns1.csd.disa.mil, disa\.tinker\.ie\.list\.dci-ii-dns.mail.mil",NOERROR,,,,,,,,,,,
[x],admin.nolastage.navyreserve.navy.mil,205.85.28.224,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],admin.od.apps.mil,52.127.72.32,"ns1-05.azuregov-dns.us, msnhst.microsoft.com",NOERROR,,,"odwebp.usgovtrafficmanager.net, usdodeast1-odwebg.usgovcloudapp.net",,,,,,,,
[x],admin.seat.nmci.navy.mil,138.163.146.15,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],admin.stg.move.mil,"138.141.2.102, 138.141.2.86, 138.141.2.70","ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,,
[x],admin1.nrl.navy.mil,132.250.167.185,"ns1.nrl.navy.mil, hostmaster.nrl.navy.mil",NOERROR,,,,,,,,,,,
[x],adminer.services.cybercom.mil,,"n0dscna.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"wildcard.apps.cybercom.mil.apps.gcds.disa.mil, wildcard.apps.cybercom.mil.edgekey.net, e9722.dscna.akamaiedge.net",,,,,,,,
[x],admintest.navsup.navy.mil,156.112.98.87,"ns1.csd.disa.mil, disa\.tinker\.ie\.list\.dci-ii-dns.mail.mil",NOERROR,,,,,,,,,,,
[x],adminvpn.chs.spawar.navy.mil,,"nsm.niwc.navy.mil, hostmmaster.niwc.navy.mil",NOERROR,,,,,,,,,,,
[x],admite.csd.disa.mil,156.112.108.70,"ns1.csd.disa.mil, root.csd.disa.mil",NOERROR,,,,,,,,,,,
[x],adns3.ustranscom.mil,214.4.156.232,"tcblads02.ustranscom.mil, hostmaster.ustranscom.mil",NOERROR,,,,,,,,,,,
[x],adr.dmdc.osd.mil,214.3.117.140,"d118001.dmdc.osd.mil, admin.d118001.dmdc.osd.mil",NOERROR,,,adr-e.dmdc.osd.mil,,,,,,,,
[x],adrtracker.law.navy.mil,140.19.36.60,"ns1.chs.navy.mil, DC2HS_CEDC_HOSTMASTER.navy.mil",NOERROR,,,,,,,,,,,
[x],ads.csd.disa.mil,164.235.108.131,"cols-gtm.csd.disa.mil, hostmaster.csd.disa.mil",NOERROR,,,,,,"cols-gtm.csd.disa.mil, satx-gtm.csd.disa.mil, ogdn-gtm.csd.disa.mil",,,,,
[x],ads.disa.mil,214.38.210.4,"ns1.csd.disa.mil, disa.tinker.ie.list.dci-ii-dns.mail.mil",NOERROR,,,,,,,,,,,
[x],adslite.disa.mil,158.15.127.205,"ns1.csd.disa.mil, disa.tinker.ie.list.dci-ii-dns.mail.mil",NOERROR,,,,,,,,,,,
[x],adss.navy.mil,205.85.30.15,"ns1.csd.disa.mil, hostmaster.navy.mil",NOERROR,,,,,,,,,,,
[x],adss.us.af.mil,131.44.170.222,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],adsstest.dc3n.navy.mil,164.190.36.155,"ns1.chs.navy.mil, DC2HS_CEDC_HOSTMASTER.navy.mil",NOERROR,,,,,,,,,,,
[x],adsstest.navy.mil,205.85.31.49,"ns1.csd.disa.mil, hostmaster.navy.mil",NOERROR,,,,,,,,,,,
[x],adty.hmms.dla.mil,,,NOERROR,,,,,,,,,,,
[x],advancedreporting.ndcsd.nmci.navy.mil,205.85.61.20,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],advancedreportingqa.ndcsd.nmci.navy.mil,205.85.80.48,"nmcinrfkdn01.nmci.navy.mil, hostmaster",NOERROR,,,,,,,,,,,
[x],advent.afrl.hpc.mil,"140.31.154.202, 140.31.150.13, 140.31.150.14","ns1.afrl.hpc.mil, hostmaster.afrl.hpc.mil",NOERROR,,,,,"2001:480:90:150::13, 2001:480:90:150::14","ns2.afrl.hpc.mil, ns1.afrl.hpc.mil, auth-west.dren.mil, auth-east.dren.mil, ns1.arl.hpc.mil",,,,,
[x],aedc.aedc.hpc.mil,132.45.112.55,"ns2.aedc.hpc.mil, hostmaster.aedc.hpc.mil",NOERROR,,,,,"2001:480:371:112::6, 2001:480:371:112::55",,,,,,
[x],aef.cloud.disa.mil,156.112.171.159,"uguniftr07.clob.disa.mil, disa\.tinker\.ie\.list\.dci-ii-dns.mail.mil",NOERROR,,,,,,,,,,,
[x],aefonline.afpc.randolph.af.mil,156.112.171.159,"uguniftr07.clob.disa.mil, disa\.tinker\.ie\.list\.dci-ii-dns.mail.mil",NOERROR,,,aef.cloud.disa.mil,,,,,,,,
[x],aemevals.arpc.afrc.af.mil,214.48.252.109,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"aemevals.arpc.afrc.af.mil.apps.gcds.disa.mil, gcdsaf8.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1086.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],aeon.nrl.navy.mil,132.250.146.246,"ns1.nrl.navy.mil, hostmaster.nrl.navy.mil",NOERROR,,,,,,,,,,,
[x],aeris.nrl.navy.mil,132.250.123.66,"ns1.nrl.navy.mil, hostmaster.nrl.navy.mil",NOERROR,,,,,,,,,,,
[x],aero.geo.nga.mil,214.37.41.19,"NDWQSDNSLVATH01.nga.mil, please_set_email.absolutely.nowhere",NOERROR,,,,v=spf1 mx include:_spf.eemsg.mail.mil -all,,,,,,,
[x],aero.geoint.nga.mil,214.37.41.19,"NDWQSDNSLVATH01.nga.mil, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,,
[x],aero.geointel.nga.mil,214.37.41.19,"NDWQSDNSLVATH01.nga.mil, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,,
[x],aerodata-w.nga.mil,,,NOERROR,,,opengeo.geo.nga.mil,,,,,,,,
[x],aerodata.geo.nga.mil,164.214.15.240,"NDWQSDNSLVATH01.nga.mil, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,,
[x],aerodata.nga.mil,164.214.15.240,"NDWQSDNSLVATH01.nga.mil, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,,
[x],aerohelp.nga.mil,"214.28.170.149, 214.28.171.149","NDWQSDNSLVATH01.nga.mil, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,,
[x],aeronautical.nga.mil,"214.28.171.149, 214.28.170.149","NDWQSDNSLVATH01.nga.mil, please_set_email.absolutely.nowhere",NOERROR,,,,,,,,,,,
[x],aetc.usaf.afpims.mil,,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],aetc2.adls.af.mil,156.112.75.47,"sdns3.csd.disa.mil, disa.tinker.ie.list.dci-ii-dns.mail.mil",NOERROR,,,"aetc2.adls.af.mil.svapps.csd.disa.mil, origin-golearn2.adls.af.mil.svapps.csd.disa.mil",,,,,,,,
[x],aetcgeobase.randolph.af.mil,"131.44.171.63, 131.44.171.64","gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],aetcuft.randolph.af.mil,131.44.170.11,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],aetna-staging.vulcano.disa.mil,,"ns1.csd.disa.mil, disa.tinker.ie.list.dci-ii-dns.mail.mil",NOERROR,,,,,,,,,,,
[x],aetna.vulcano.disa.mil,214.16.51.235,"ns1.csd.disa.mil, disa.tinker.ie.list.dci-ii-dns.mail.mil",NOERROR,,,,,,,,,,,
[x],af-aqweb.csd.disa.mil,,"ns1.csd.disa.mil, root.csd.disa.mil",NOERROR,,,,,,,,,,,
[x],af-aqweb.deps.mil,,"ns1.csd.disa.mil, root.csd.disa.mil",NOERROR,,,,,,,,,,,
[x],af.ataaps.csd.disa.mil,156.112.107.34,"cols-gtm.csd.disa.mil, hostmaster.csd.disa.mil",NOERROR,,,,,,"ogdn-gtm.csd.disa.mil, cols-gtm.csd.disa.mil, satx-gtm.csd.disa.mil",,,,,
[x],af.gsc.health.mil,192.138.35.166,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],af.kx.health.mil,,"ns01-nsoc.mhsi.health.mil, usn\.jbcharleston\.niwcatlanticsc\.list\.hsse-dnsad.health.mil",NOERROR,,,,,,,,,,,
[x],af.mil,,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,"v=spf1 mx include:_spf.eemsg.mail.mil -all, identrust_validation=P6GYbtErWX9t6c1VhUx0yfEWeypJGSZqTq8OCGsw8Ouw, tqjuins0baoi1g7o9pbek5voct, google-site-verification=-p8dPDWcbHi_CLgyC9FgmvHgerc1tah_HIFIsKvqN-k, smartsheet-gov-site-validation=zf9qEwM_dzagq7JhTmddVhaBJOdurnTZ",,"lackland-ns2.afnoc.af.mil, gunter-ns2.afnoc.af.mil, yokota-ns10.afnoc.af.mil, ramstein-ns2.afnoc.af.mil, osan-ns10.afnoc.af.mil, hickam-ns2.afnoc.af.mil",,,,,
[x],afa.usaf.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],afaaddn.us.af.mil,137.9.43.213,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],afaateammate.hq.af.mil,134.205.253.72,"dns-mas-a1-t.pentagon.mil, sysadmin.pentagon.mil",NOERROR,,,,,,,,,,,
[x],afagaml01.usafa.af.mil,128.236.5.29,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],afagaml02.usafa.af.mil,128.236.5.30,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],afagisweb.usafa.af.mil,128.236.224.10,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],afagisweb1.usafa.af.mil,,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],afas.afpc.randolph.af.mil.apps.gcds.disa.mil,214.48.248.96,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"gcdsaf.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1073.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],afaxqpz06.usafa.af.mil,128.236.5.26,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],afbeat.dev.cce.af.mil,214.48.252.112,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"afbeat.cce.af.mil.apps.gcds.disa.mil, gcss.cce3.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1089.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],afbeat.prod.cce.af.mil,,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"afbeat.cce.af.mil.apps.gcds.disa.mil, gcss.cce3.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1089.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],afbeat.test.cce.af.mil,,"n0d.akamaiedge.akamai.csd.disa.mil, hostmaster.akamai.com",NOERROR,,,"afbeat.cce.af.mil.apps.gcds.disa.mil, gcss.cce3.af.mil.edgekey.dmz.akamai.csd.disa.mil, e1089.d.akamaiedge.akamai.csd.disa.mil",,,,,,,,
[x],afbpap--c.vf.crmforce.mil,"140.17.239.84, 140.17.239.83","ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,"afbpap.vf.crmforce.mil, na218.salesforce.mil, na218-hio.salesforce.mil",,,,,,,,
[x],afbrac.hq.af.mil,23.4.239.152,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"afbrac.hq.af.mil.apps.gcds.disa.mil, gcsspw3.edgekey.net, e4582.dscb.akamaiedge.net",,"2600:1408:7400:29f::11e6, 2600:1408:7400:290::11e6",,,,,,
[x],afcca.law.af.mil,23.221.251.16,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"afloa.edgekey.net, e12602.dscb.akamaiedge.net",,"2a02:26f0:c900:29e::313a, 2a02:26f0:c900:281::313a",,,,,,
[x],afcec-cloud.af.mil,140.16.56.10,"yokota-ns10.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,"amazonses:XHU2RSnlkfU6qS+aXkZfiiljzHj0lhsd1MefDDtIphU=, v=spf1 ip4:140.16.56.10/32 include:_spf.eemsg.mail.mil -all",,"yokota-ns10.afnoc.af.mil, ramstein-ns2.afnoc.af.mil, osan-ns10.afnoc.af.mil, lackland-ns2.afnoc.af.mil, hickam-ns2.afnoc.af.mil, gunter-ns2.afnoc.af.mil",,,,,
[x],afcec.usaf.afpims.mil,,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],afcec2.adls.af.mil,,"sdns3.csd.disa.mil, disa.tinker.ie.list.dci-ii-dns.mail.mil",NOERROR,,,"afcec2.adls.af.mil.svapps.csd.disa.mil, origin-golearn2.adls.af.mil.svapps.csd.disa.mil",,,,,,,,
[x],afcee-eim.lackland.af.mil,137.242.3.64,"yokota-ns10.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,,,,,,,,
[x],afcent-vpn01-n.nosc.afcent.af.mil,153.23.0.38,"ns1.afcent.af.mil, nest.systems.nosc.afcent.af.mil",NOERROR,,,,,,,,,,,
[x],afcent.af.mil,"153.23.0.42, 153.23.252.42, 153.26.176.42, 153.29.32.42","ns1.afcent.af.mil, nest.systems.nosc.afcent.af.mil",NOERROR,,,,"MS=ms26662434, apple-domain-verification=IaRZzSgCAmstZKCu, NnFeE7cc6UTBMWuGfDKnDaO/4a6AaryjYLC7An6cIEhi6OPIubK0c8n3wkbF0cfNGPS7xYwP1DQXQSduC5y1zw==, v=spf1 ip4:153.23.0.0/16 ip4:153.24.0.0/16 ip4:153.25.0.0/16 ip4:153.26.0.0/16 ip4:153.29.0.0/16 include:spf.protection.office365.us include:_spf.eemsg.mail.mil -all",,"ns4.afcent.af.mil, ns1.afcent.af.mil, ns2.afcent.af.mil, ns3.afcent.af.mil","moab-extmg01-n.afcent.af.mil, nosc-extmg03-n.afcent.af.mil, azab-extmg02-n.afcent.af.mil, pri-jeemsg.eemsg.mail.mil, auab-extmg03-n.afcent.af.mil, nosc-extmg01-n.afcent.af.mil, auab-extmg02-n.afcent.af.mil, auab-extmg01-n.afcent.af.mil, azab-extmg03-n.afcent.af.mil, sec-jeemsg.eemsg.mail.mil, moab-extmg02-n.afcent.af.mil, nosc-extmg02-n.afcent.af.mil, azab-extmg01-n.afcent.af.mil",,,,
[x],afcent.usaf.afpims.mil,155.7.216.55,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
[x],afcesa-coop.csd.disa.mil,,"cols-gtm.csd.disa.mil, hostmaster.csd.disa.mil",NOERROR,,,,,,,,,,,
[x],afcommission.whs.mil,140.185.104.246,,NOERROR,,,,,,,,,,,
[x],afcs.experience.crmforce.mil,,"ns1.salesforce.mil, hostmaster.salesforce.com",NOERROR,,,"na218.salesforce.mil, na218-hio.salesforce.mil",,,,,,,,
[x],afdatalab.af.mil,140.16.116.8,"gunter-ns2.afnoc.af.mil, dnsman.us.af.mil",NOERROR,,,,v=spf1 mx include:_spf.eemsg.mail.mil -all,,,,,,,
[x],afdoctrine.af.mil,88.221.62.68,"n0dscb.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"www.doctrine.af.mil, www.afpw.af.mil.edgekey.net, e11218.dscb.akamaiedge.net",,"2a02:26f0:480:390::2bd2, 2a02:26f0:480:387::2bd2",,,,,,
[x],afds.jsf.mil,209.22.51.15,"dns1.nipr.mil, hostmaster\@nic.mil",NOERROR,,,,,,,,,,,
