input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,csp_domains_,tls_expired,final_url,tls_self_signed,location,tls_emails_
adams.harvard.edu,Web Site Not Found,404,970,adams.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-03-08T23:59:59Z,"CN=*.devcloud.acquia-sites.com, O=Acquia Inc, L=Boston, ST=Massachusetts, C=US",*.devcloud.acquia-sites.com,Acquia Inc,devcloud.acquia-sites.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3abf9545c6a9c023bff5a88e62f520b9,f9055b3e2828b67c4b036045332b5dba0840d0aa3fb07cae8999559522862567,True,ctls,adams.harvard.edu,443,https://adams.harvard.edu:443,https,nginx,text/html,GET,54.221.225.67,/,-1883206912,54.221.225.67,Nginx,27,False,True,,,,,,,,
adfs01.meei.harvard.edu,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://adfs01.meei.harvard.edu:80,http,Microsoft-HTTPAPI/2.0,text/html,GET,205.166.145.47,/,225052475,205.166.145.47,Microsoft HTTPAPI:2.0,7,False,,,,,,,,,
adfsdev.harvard.edu,Not Found,404,315,adfsdev.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-04T00:00:00Z,2024-04-03T23:59:59Z,"CN=adfsdev.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",adfsdev.harvard.edu,President and Fellows of Harvard College,p1-uni-adfs01.huitdev.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,82f379390a8276335a4a1f216a89e962,cb90fc133cb118aac853289f334dd96ff38a0d97930be201d1d9a25048311275,,ctls,adfsdev.harvard.edu,443,https://adfsdev.harvard.edu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,20.185.4.73,/,225052475,20.185.4.73,Microsoft HTTPAPI:2.0,7,False,,azure,True,,,,,,
admin-hms.hms.harvard.edu,Sign In,200,27322,sso.med.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-11T00:00:00Z,2023-10-11T23:59:59Z,"CN=sso.med.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",sso.med.harvard.edu,President and Fellows of Harvard College,itwvfspp04.med.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,d677caddec24e19dd2d23c55a9a48c1d,51cdb15c55d8918dc073f5fd86076db57fc9ef33e427d030d6af68f9918571cf,,ctls,sso.med.harvard.edu,443,https://admin-hms.hms.harvard.edu:443,https,Microsoft-HTTPAPI/2.0 Microsoft-HTTPAPI/2.0,text/html,GET,134.174.145.216,/,2133315258,134.174.145.216,Microsoft HTTPAPI:2.0,672,False,,,,api-2f8a17a9.duosecurity.com,,https://sso.med.harvard.edu/adfs/ls?SAMLRequest=fZHLbsIwEEX3fEWVPYlDHhYWINFStUgUEKRddIOceCCWEif1OKifXxO3aumC2c3jXM2dmSCvq5bNO1OqHXx0gGZwZ%2BOzrhSyvjn1Oq1Yw1EiU7wGZKZg%2B%2FnLio18wlrdmKZoKu8fdpviiKCNbJTDloupt1k%2FrjZPy%2FUhihJKaZQUkFOaQiHCnKZxMk7ifExgzEkYxSlJuUPfQKPVmXpW1hs4NcQOlgoNV8bWySgaknQ4CjMSM0JZFL47dGHNSsVNj5fGtMiCALHxaxB%2ByfWZa%2BGD6AIujhhU6Kjtt%2BF7qYRUp9s%2BczeE7DnLtsPtZp85kfmP%2F4dGYVeD3oM%2BywJed6vfVcoar9a4nDXgBXqzXmNyyVlvVs%2Fs7LHiJyxle7AvEZPgb3fg0us%2Fz74A&RelayState=https%3A%2F%2Fhms.harvard.edu%2Fuser%2Flogin&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=Tk3UO%2B2fyWx%2FUaL4g4CUUtPheKo0LhY82Z4BCT8CP6uEwAYBO8kVKb%2F6BTfNC2yxIDHVTETUDEiE08QuImkLfEHh0UCAqqjOGvj9RRUyb3d%2BFQfV5iJRwIxrGZNtx9pw4tRFjb%2FXF05J840DAOJL8dnu3XokOt6TOLi9lELvEdH%2B9zFZfqZaWZRAEtAne27So%2FM7zwPClS%2BN94YL35qaLWZsZLJJb%2BoS9Au4X9MxbutD8j3YE522S2MeHRVNtz%2Bt6NZMXjztb%2BF3kZ5F1HOXnt2g7Pmtv104P3c0bY6VWGhjnT9ua7WVA%2FjC4X2%2BuJ0XbXNbKiwDcn%2B5Qfs1vRyDxw%3D%3D,,,
admin.gsd.harvard.edu,Harvard University Graduate School of Design,200,3611,admin.gsd.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-29T00:00:00Z,2024-05-28T23:59:59Z,"CN=services.gsd.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",services.gsd.harvard.edu,President and Fellows of Harvard College,services.gsd.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,dab317eaef6057905491d0d2015550a2,f37e1686190abd19ec6dd1e9dc5e179dee5d65ba2cd4e6faf1e9f34a7f7a1e84,,ctls,admin.gsd.harvard.edu,443,https://admin.gsd.harvard.edu:443,https,Apache/2.4.52 (Unix) OpenSSL/1.1.1k,text/html,GET,3.223.122.239,/,364426871,52.200.245.196,UNIX,105,False,True,,,,,,,,
admin.hmdc.harvard.edu,HMDC Account Self Service,200,2381,admin.hmdc.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-17T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.hmdc.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.hmdc.harvard.edu,President and Fellows of Harvard College,*.hmdc.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,1a7a5b741864caa39b7c7b659d48293f,f23e50d3b166ad45a374bf371b65f9b2410254a7cbc9ce1f337ac5f8ac65df8d,True,ctls,admin.hmdc.harvard.edu,443,https://admin.hmdc.harvard.edu:443,https,nginx/1.10.3,text/html,GET,140.247.115.104,/,-1292046302,140.247.115.104,PHP,91,False,,,,,,,,,
admissions.gradeducation.hms.harvard.edu,Application Management,200,37121,apply.masters.hms.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-28T05:09:20Z,2023-08-26T05:09:19Z,CN=apply.masters.hms.harvard.edu,apply.masters.hms.harvard.edu,,apply.masters.hms.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,44860cb1743fb0972cfaef2f899824b6,6cc36b55f8f3b5a24e3948ab601074471893fd1f3737328a613e46cb0ebd9a57,,ctls,apply.masters.hms.harvard.edu,443,https://admissions.gradeducation.hms.harvard.edu:443,https,,text/html,GET,45.60.80.9,/,827429991,45.60.80.9,HSTS,18,False,,incapsula,True,,,https://apply.masters.hms.harvard.edu/apply/,,,
admissions.hks.harvard.edu,Admissions & Financial Aid | Harvard Kennedy School,200,85610,www.hks.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-27T14:09:29Z,2023-08-25T14:09:28Z,CN=www.hks.harvard.edu,www.hks.harvard.edu,,www.hks.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,bfa8c96af93532971ecf23089f7ccde5,fba61e654177f79834c50f4fae102d5b40d93ac0f75971a1510d00439d6dff01,,ctls,www.hks.harvard.edu,443,https://admissions.hks.harvard.edu:443,https,nginx,text/html,GET,34.198.122.35,/,-322218875,34.198.122.35,ZURB Foundation,1120,False,,,,https://canvas.harvard.edu,,https://www.hks.harvard.edu/admissions-financial-aid,,,
admissions.sph.harvard.edu,Privacy Notice,200,2581,admissions.sph.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-20T00:00:00Z,2023-09-20T23:59:59Z,"CN=admissions.sph.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",admissions.sph.harvard.edu,President and Fellows of Harvard College,admissions.sph.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,2cfc64da974d4d33552093448ff1c0b4,1763a5b999cbdb85ee9a23c0b224b9613fe3485bc71934944efb128b6878de5f,,ctls,admissions.sph.harvard.edu,443,https://admissions.sph.harvard.edu:443,https,Apache,text/html,GET,54.175.238.207,/,1696207907,18.232.19.9,HSTS,46,False,,,,,,https://admissions.sph.harvard.edu/inquiryform,,,
ads.cfa.harvard.edu,Astrophysics Data System,200,3588,ads.cfa.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-22T00:00:00Z,2024-01-22T23:59:59Z,"CN=*.adsabs.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.adsabs.harvard.edu,President and Fellows of Harvard College,adsabs.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,7680b2dd85c36346a8afb2a98b89c681,732f44c67ba001fc668809328e466a9186bc8b1b34671faf31aae94027fba416,True,ctls,ads.cfa.harvard.edu,443,https://ads.cfa.harvard.edu:443,https,nginx/1.14.1,text/html,GET,131.142.198.210,/,-382149667,131.142.198.210,Nginx:1.14.1,189,False,True,,,,,,,,
ads.gse.harvard.edu,HarvardKey - Harvard University Authentication Service,200,23086,www.pin1.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=hk20-key-auth.iam.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",hk20-key-auth.iam.harvard.edu,President and Fellows of Harvard College,www.pin1.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,3f63fcc5862e2a9dd4d7542171e1ea37,b508bb39e104348c89db50434ab75b8c2612830c2f562692eb86751850babe16,,ctls,www.pin1.harvard.edu,443,https://ads.gse.harvard.edu:443,https,Apereo CAS,text/html,GET,23.32.238.11,/,1853563491,23.32.238.83,HSTS,357,False,,,,,,https://www.pin1.harvard.edu/cas/login?service=https%3A%2F%2Fwww.pin1.harvard.edu%2Fpin%2Fauthenticate%2FFAS_IQSS_SCHOLARSWEB_PROJECTS_ACQUIA,,,
ads.harvard.edu,Astrophysics Data System,200,3588,ads.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-22T00:00:00Z,2024-01-22T23:59:59Z,"CN=*.adsabs.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.adsabs.harvard.edu,President and Fellows of Harvard College,adsabs.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,7680b2dd85c36346a8afb2a98b89c681,732f44c67ba001fc668809328e466a9186bc8b1b34671faf31aae94027fba416,True,ctls,ads.harvard.edu,443,https://ads.harvard.edu:443,https,nginx/1.14.1,text/html,GET,131.142.198.210,/,-382149667,131.142.198.210,Nginx:1.14.1,189,False,,,,,,,,,
adsabs.harvard.edu,NASA/ADS,200,5137,ui.adsabs.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-22T00:00:00Z,2024-01-22T23:59:59Z,"CN=*.adsabs.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.adsabs.harvard.edu,President and Fellows of Harvard College,adsabs.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,7680b2dd85c36346a8afb2a98b89c681,732f44c67ba001fc668809328e466a9186bc8b1b34671faf31aae94027fba416,True,ctls,ui.adsabs.harvard.edu,443,https://adsabs.harvard.edu:443,https,,text/html,GET,131.142.198.210,/,-382149667,131.142.198.210,,83,False,,,,,,https://ui.adsabs.harvard.edu,,,
adsabs0.cfa.harvard.edu,SAO/NASA ADS: ADS Home Page,200,15433,adsabs0.cfa.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-22T00:00:00Z,2024-01-22T23:59:59Z,"CN=*.adsabs.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.adsabs.harvard.edu,President and Fellows of Harvard College,adsabs.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,7680b2dd85c36346a8afb2a98b89c681,732f44c67ba001fc668809328e466a9186bc8b1b34671faf31aae94027fba416,True,ctls,adsabs0.cfa.harvard.edu,443,https://adsabs0.cfa.harvard.edu:443,https,nginx/1.14.1,text/html,GET,131.142.198.210,/,-382149667,131.142.198.210,Nginx:1.14.1,440,False,True,,,,,,,,
adswww.harvard.edu,SAO/NASA ADS: ADS Home Page,200,15428,adswww.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-22T00:00:00Z,2024-01-22T23:59:59Z,"CN=*.adsabs.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.adsabs.harvard.edu,President and Fellows of Harvard College,adsabs.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,7680b2dd85c36346a8afb2a98b89c681,732f44c67ba001fc668809328e466a9186bc8b1b34671faf31aae94027fba416,True,ctls,adswww.harvard.edu,443,https://adswww.harvard.edu:443,https,nginx/1.14.1,text/html,GET,131.142.198.210,/,-382149667,131.142.198.210,Nginx:1.14.1,440,False,True,,,,,,,,
advancedleadership.harvard.edu,Harvard Advanced Leadership Initiative,200,317758,www.advancedleadership.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-14T22:07:23Z,2023-09-12T22:07:22Z,CN=www.advancedleadership.harvard.edu,www.advancedleadership.harvard.edu,,www.advancedleadership.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ed230cbca66415ca916ed403ba9c1327,4ae94957949608c62871185522d85ef726e98ba60645321fa6ce9e9bfd89c2b7,,ctls,www.advancedleadership.harvard.edu,443,https://advancedleadership.harvard.edu:443,https,Squarespace,text/html,GET,198.185.159.145,/,-251543459,198.49.23.145,Stimulus,3554,False,,,,,,https://www.advancedleadership.harvard.edu/,,,
advising.college.harvard.edu,Advising Programs Office,200,84106,advising.college.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-08T15:37:50Z,2023-09-06T15:37:49Z,CN=advising.college.harvard.edu,advising.college.harvard.edu,,www.advising.college.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b8be17a1e00ecceffc7918fba26b498b,7c399cc127378a78e530a707117af4b57f2ca9f91d2dfe0f03ef58318eed0c95,,ctls,advising.college.harvard.edu,443,https://advising.college.harvard.edu:443,https,openresty,text/html,GET,3.215.150.64,/,-1179026472,52.202.246.166,WordPress,1295,False,,,,,,,,,
aeon.hul.harvard.edu,,200,98,aeon.hul.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-16T00:00:00Z,2024-03-18T23:59:59Z,"CN=aeon.hul.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",aeon.hul.harvard.edu,President and Fellows of Harvard College,aeon.hul.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,206f98ec748aa61cda2c2b0b5b458dd0,0432db61cc4e3d7978d3efe9d2fb6cff65ab9b73c2e2a2b23c933bfce69ea286,,ctls,aeon.hul.harvard.edu,443,https://aeon.hul.harvard.edu:443,https,,text/html,GET,52.232.176.177,/,1631801191,52.232.176.177,HSTS,3,False,,azure,True,url=https://aeon.hul.harvard.edu/logon,,,,,
aeontest.hul.harvard.edu,,200,102,aeontest.hul.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2022-06-29T00:00:00Z,2023-07-30T23:59:59Z,"CN=aeontest.hul.harvard.edu, OU=HUIT LTS, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",aeontest.hul.harvard.edu,President and Fellows of Harvard College,aeontest.hul.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,055a3b0cd07b98d8a0e2d573596ad30b,d479506505d453d88988f58686f96931fdaeccc954b500b01a4c714c689e24f9,,ctls,aeontest.hul.harvard.edu,443,https://aeontest.hul.harvard.edu:443,https,,text/html,GET,40.123.43.131,/,1631801191,40.123.43.131,HSTS,3,False,,azure,True,url=https://aeontest.hul.harvard.edu/logon,,,,,
affinity.med.harvard.edu,,403,93,affinity.med.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-23T00:00:00Z,2023-06-23T23:59:59Z,"CN=*.med.harvard.edu, OU=Harvard Medical School, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.med.harvard.edu,President and Fellows of Harvard College,*.med.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,cc689a550856606abe1c28a3e5699895,fbc74862976e549ab3b8ff0a1ac65fef7b159bdf2ff0b73e4e9c61ceb1e1911c,True,ctls,affinity.med.harvard.edu,443,https://affinity.med.harvard.edu:443,https,,text/html,GET,134.174.159.103,/,-1060002298,134.174.159.103,,4,False,,,,,,,,,
africa.harvard.edu,Harvard University Center for African Studies,200,91292,africa.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-27T20:47:32Z,2023-08-25T20:47:31Z,CN=africa.harvard.edu,africa.harvard.edu,,africa.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4e0a3c130bab69d2f0ea8210b41b377c,87a64cc909aaed86cc74905300934e696841fdeeebdf0ac4540015c7479d8123,,ctls,africa.harvard.edu,443,https://africa.harvard.edu:443,https,,text/html,GET,23.32.238.211,/,-508758716,23.32.238.203,Red Hat Gluster,2122,False,,,,,,,,,
agile.seas.harvard.edu,Harvard Agile Robotics Laboratory,200,65733,agile.seas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-03T17:22:47Z,2023-09-01T17:22:46Z,CN=agile.seas.harvard.edu,agile.seas.harvard.edu,,agile.seas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ecda218793904e5680511b7af8ec1231,075af50bb7e2e8b2a38db9bb95ef9ab6b330365608a5faf8a26bf87ff013a1f1,,ctls,agile.seas.harvard.edu,443,https://agile.seas.harvard.edu:443,https,,text/html,GET,23.32.238.11,/,947344388,23.32.238.83,Red Hat Gluster,464,False,,,,,,,,,
ags.bwh.harvard.edu,,200,887,ags.bwh.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-13T00:00:00Z,2023-10-13T23:59:59Z,"CN=*.partners.org, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",*.partners.org,President and Fellows of Harvard College,*.partners.org,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,c51c05ff3176aa9e6d94d2ab9fd8d977,fbb1fba743f0ac0b49805becdadd13c9b4434f420eec4c22e200cf5c60393978,True,ctls,ags.bwh.harvard.edu,443,https://ags.bwh.harvard.edu:443,https,Apache,text/html,GET,170.223.178.101,/,-1533868578,170.223.178.101,PHP:8.0.28,28,False,True,,,,,,,,
ai.harvard.edu,AI @ Harvard,200,273409,www.ai.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-08T02:35:23Z,2023-09-06T02:35:22Z,CN=www.ai.harvard.edu,www.ai.harvard.edu,,www.ai.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f982daa3abd1fd36092474c54d239e68,35e420c3f62a5e4eee85d3080cc2aaa571aca42747e419995498ee8c5e52c5a0,,ctls,www.ai.harvard.edu,443,https://ai.harvard.edu:443,https,Squarespace,text/html,GET,198.185.159.144,/,-1103473249,198.185.159.145,Stimulus,1909,False,,,,,,https://www.ai.harvard.edu/,,,
aia.cfa.harvard.edu,AIA at SAO,200,14897,aia.cfa.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-12T00:00:00Z,2024-05-11T23:59:59Z,"CN=kurasuta.cfa.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",kurasuta.cfa.harvard.edu,President and Fellows of Harvard College,xrt.cfa.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,09b7c2cf2f73399e93c9d39aa5c30f5f,3f1d2e355c1b3c5fffc594a9560df04dbf04167ed869f85670ef6754ab4d07d0,,ctls,aia.cfa.harvard.edu,443,https://aia.cfa.harvard.edu:443,https,Apache,text/html,GET,131.142.18.202,/,-366337701,131.142.18.202,Apache,288,False,,,,,,,,,
aiawww.cfa.harvard.edu,High Energy Astrophysics,200,33075,aiawww.cfa.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-01T00:00:00Z,2023-09-01T23:59:59Z,"CN=hea-www.cfa.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",hea-www.cfa.harvard.edu,President and Fellows of Harvard College,vo.cfa.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e9e343e2a777bf86a5510a8448fc59c2,9d9f0547f383b8b139ea13ca05c067b90aa3247e3bab5f53fa07ab35143209fc,,ctls,aiawww.cfa.harvard.edu,443,https://aiawww.cfa.harvard.edu:443,https,Apache/2.4.46 (Unix) OpenSSL/1.0.2k-fips PHP/8.1.4,text/html,GET,131.142.18.11,/,-1376273205,131.142.18.11,UNIX,487,False,,,,,,,,,
aids.harvard.edu,Harvard AIDS Initiative,200,155773,aids.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-20T17:00:22Z,2023-09-18T17:00:21Z,CN=asiandiabetesprevention.org,asiandiabetesprevention.org,,www.mhtf.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4a5bf28f6d4cef1177e529a58cf9d6e5,63580e998a7a8c92c22d9781d50780fbe595a60bba049465e8b0e33304d200e5,,ctls,aids.harvard.edu,443,https://aids.harvard.edu:443,https,nginx,text/html,GET,23.185.0.3,/,1581664651,2620:12a:8001::3,WordPress:6.2.2,989,False,,,,,,,,,
aikawalabs.bwh.harvard.edu,Aikawa-Aikawa Laboratories :: Home,200,9186,aikawalabs.bwh.harvard.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-09T00:00:00Z,2023-11-09T23:59:59Z,"CN=aikawalabs.bwh.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",aikawalabs.bwh.harvard.edu,President and Fellows of Harvard College,aikawalabs.bwh.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,0c4ba56ddef7d4701e4f46853a084755,cc015293b4b6ff991bbd51498542cf64e81fa9314abceedcc9568e9dbb532816,,ctls,aikawalabs.bwh.harvard.edu,443,https://aikawalabs.bwh.harvard.edu:443,https,,text/html,GET,170.223.156.228,/,-1840324437,170.223.156.228,Ruby on Rails,199,False,,,,,,,,,
airflow.fas.harvard.edu,,200,215,,,,,,,,,,,,,,,,,,,,80,http://airflow.fas.harvard.edu:80,http,lighttpd/1.4.45,text/html,GET,140.247.231.250,/,109196134,140.247.231.250,lighttpd:1.4.45,9,False,,,,url=home.html,,,,,
aizenberglab.seas.harvard.edu,Aizenberg,200,42857,aizenberglab.seas.harvard.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-12T21:47:01Z,2023-08-10T21:47:00Z,CN=aizenberglab.seas.harvard.edu,aizenberglab.seas.harvard.edu,,aizenberglab.seas.harvard.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,409a47217721b005673cc22d619176f1,b1b42f1ed35e29593ef0561505fa1ffa0a81f8b3c173441a6fc1a9df9c3069fb,,ctls,aizenberglab.seas.harvard.edu,443,https://aizenberglab.seas.harvard.edu:443,https,,text/html,GET,2.19.126.83,/,629943298,2.19.126.90,Red Hat Gluster,818,False,,,,,,,,,
alma.bwh.harvard.edu,HarvardKey - Harvard University Authentication Service,200,23086,www.pin1.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-13T00:00:00Z,2023-09-13T23:59:59Z,"CN=hk20-key-auth.iam.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",hk20-key-auth.iam.harvard.edu,President and Fellows of Harvard College,www.pin1.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,3f63fcc5862e2a9dd4d7542171e1ea37,b508bb39e104348c89db50434ab75b8c2612830c2f562692eb86751850babe16,,ctls,www.pin1.harvard.edu,443,https://alma.bwh.harvard.edu:443,https,Apereo CAS,text/html,GET,170.223.178.101,/,2009157181,170.223.178.101,HSTS,357,False,,,,,,https://www.pin1.harvard.edu/cas/login?service=https%3A%2F%2Fwww.pin1.harvard.edu%2Fpin%2Fauthenticate%2FFAS_IQSS_SCHOLARSWEB_PROJECTS_ACQUIA,,,
almaapi-prod.lib.harvard.edu,,404,,almaapi-prod.lib.harvard.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-02T00:00:00Z,2023-09-02T23:59:59Z,"CN=almaapi-prod.lib.harvard.edu, O=President and Fellows of Harvard College, ST=Massachusetts, C=US",almaapi-prod.lib.harvard.edu,President and Fellows of Harvard College,primoapi-prod.lib.harvard.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,b1e732b621cc650f5e01824e15c782f1,1dca9dd8b2edd4a6f0d958af5fdef61e8dbf9af59a759210d98c03f276f6b1e4,,ctls,almaapi-prod.lib.harvard.edu,443,https://almaapi-prod.lib.harvard.edu:443,https,,,GET,35.172.81.155,/,-1840324437,34.234.138.147,,1,False,,,,,,,,,
