input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_expired,webserver,final_url,csp_domains_,tls_wildcard_certificate,tls_mismatched,tls_self_signed
api.graduate-search-qat.monash.edu,,403,42,api.graduate-search-qat.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-07T00:00:00Z,2023-12-07T23:59:59Z,"CN=api.graduate-search-qat.monash.edu, O=Monash University, ST=Victoria, C=AU",api.graduate-search-qat.monash.edu,Monash University,api.graduate-search-qat.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2a6644da7128074ada2dc00c94f3d7a9,75a43fd98a5298c62ed1c8bcab6ce77e00293ca0f06eb86450ea012f705bf658,ctls,api.graduate-search-qat.monash.edu,incapsula,443,https://api.graduate-search-qat.monash.edu:443,https,application/json,GET,45.60.34.202,/,768769774,45.60.34.202,Imperva,1,False,True,,,,,,,
appdev.med.monash.edu,,200,397,appdev.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-20T00:00:00Z,2023-10-20T23:59:59Z,"CN=appdev.med.monash.edu, O=Monash University, ST=Victoria, C=AU",appdev.med.monash.edu,Monash University,med-web08-v20.ocio.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,05c64035c69355f9f50ca9545e5fe426,2e6e8c04ea77fcd93b71988f9def3c021da61d488e1e80da0c039fa1959bc86b,ctls,appdev.med.monash.edu,,443,https://appdev.med.monash.edu:443,https,text/html,GET,3.24.130.21,/,-366337701,54.253.10.236,Red Hat,26,False,,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,,,,,
apple.monash.edu,,200,207,apple.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-04T23:59:59Z,"CN=apple.monash.edu, O=Monash University, ST=Victoria, C=AU",apple.monash.edu,Monash University,www.apple.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,841c7d21b63ab97acd406a8efc09878c,82d6dd783a272ff5d56c3d0f6941d90fc5d6fdd866417ceb49d5ff663e68effe,ctls,apple.monash.edu,cloudfront,443,https://apple.monash.edu:443,https,text/html,GET,52.222.214.88,/,1629518721,52.222.214.84,Windows Server,14,False,True,,Microsoft-IIS/10.0,,,,,
applex.monash.edu,APPLEx,200,15971,applex.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-04T00:00:00Z,2023-10-04T23:59:59Z,"CN=eng-web89-v01.ocio.monash.edu, O=Monash University, ST=Victoria, C=AU",eng-web89-v01.ocio.monash.edu,Monash University,www.smapex.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2889baf2b5816da5cebc803a3680f9ea,e3b2e1e906b871c9cf297c3b3575ec7a249d9ee66d0c1e9f8357e4722a093fb8,ctls,applex.monash.edu,,443,https://applex.monash.edu:443,https,text/html,GET,130.194.20.102,/,-780928015,2001:388:608c:8c1:250:56ff:fe93:2138,HSTS,268,False,,,Apache,,applex.monash.edu,,,
applicant-qat.connect.monash.edu,Sign in to your account,200,41235,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,azure,443,https://applicant-qat.connect.monash.edu:443,https,text/html,GET,13.70.151.195,/,185469648,13.70.151.195,HSTS,95,False,True,,,https://login.microsoftonline.com/ef7a487a-77ca-410a-803d-e426b62a587f/oauth2/authorize?response_type=code&client_id=4b9e16b2-017c-406d-92c8-ba98c53ba04d&scope=openid&nonce=b0ffc426-8f6f-43ee-88e9-bb0ed3ede3ae&redirect_uri=https%3a%2f%2fapplicant-qat.connect.monash.edu%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fapplicant-qat.connect.monash.edu%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%22693fde7e-1faa-46eb-a7ea-ce7daeeecc25%22%7d%23EndOfStateParam%23&client-request-id=693fde7e-1faa-46eb-a7ea-ce7daeeecc25,,,,
applicant-rel.connect.monash.edu,Sign in to your account,200,41332,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,azure,443,https://applicant-rel.connect.monash.edu:443,https,text/html,GET,13.70.151.195,/,1634441081,13.70.151.195,HSTS,95,False,True,,,https://login.microsoftonline.com/ef7a487a-77ca-410a-803d-e426b62a587f/oauth2/authorize?response_type=code&client_id=fe7ecc5a-824f-4658-9d9b-4ff28120b7a3&scope=openid&nonce=639a2ee4-3734-4bf9-a61f-db3fff542951&redirect_uri=https%3a%2f%2fapplicant-rel.connect.monash.edu%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fapplicant-rel.connect.monash.edu%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%22e19a3afd-f0fe-42ab-beb1-60c66172f7ae%22%7d%23EndOfStateParam%23&client-request-id=e19a3afd-f0fe-42ab-beb1-60c66172f7ae,,,,
applicant.connect.monash.edu,Sign in to your account,200,41154,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,ctls,login.microsoftonline.com,azure,443,https://applicant.connect.monash.edu:443,https,text/html,GET,13.70.151.195,/,-1753128723,13.70.151.195,HSTS,95,False,True,,,https://login.microsoftonline.com/ef7a487a-77ca-410a-803d-e426b62a587f/oauth2/authorize?response_type=code&client_id=0911f4af-84da-4934-b8e6-9fe0d130a0fb&scope=openid&nonce=722681d2-27b5-4981-8f57-21e372219c55&redirect_uri=https%3a%2f%2fapplicant.connect.monash.edu%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2fapplicant.connect.monash.edu%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%229c0388c1-377f-47bb-bb14-9634cc832d79%22%7d%23EndOfStateParam%23&client-request-id=9c0388c1-377f-47bb-bb14-9634cc832d79,,,,
applications.mannix.monash.edu,IIS Windows Server,200,701,applications.mannix.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-02T00:00:00Z,2024-07-01T23:59:59Z,"CN=applications.mannix.monash.edu, O=Monash University, ST=Victoria, C=AU",applications.mannix.monash.edu,Monash University,mnx-penny-v02.mannix.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,675e4b7e5aa50e1198a6f8e6436f8a44,862554454240108234c75117fe6320c5533e8f8788dc4e56a7d1135f9081116a,ctls,applications.mannix.monash.edu,,443,https://applications.mannix.monash.edu:443,https,text/html,GET,130.194.20.31,/,1631801191,2001:388:608c:8c1:250:56ff:feb5:73f3,Windows Server,32,False,,,Microsoft-IIS/10.0,,,,,
apps-review.erc.monash.edu,,200,4810,apps-review.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-07-16T23:59:59Z,"CN=apps-review.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",apps-review.erc.monash.edu,Monash University,www.apps-review.erc.monash.edu,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,cc030590856bce4c6d092c5f8b9f1d13,f6d353b5b01a0295de482461fee1438c9fe551683ce37ed011bf7e4698d84db6,ctls,apps-review.erc.monash.edu,,443,https://apps-review.erc.monash.edu:443,https,text/html,GET,118.138.234.135,/,163078286,118.138.234.135,Nginx:1.20.2,35,False,,,nginx/1.20.2,,,,,
apps.connect.monash.edu,Error 404--Not Found,404,1164,apps.connect.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-06T00:00:00Z,2024-03-05T23:59:59Z,"CN=callista.connect.monash.edu, O=Monash University, ST=Victoria, C=AU",callista.connect.monash.edu,Monash University,contentservlet.connect.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a5eef5744252b2b48a1de628de6abd5a,84da798ef4b9bac14ebad355ab331aab594519936bdeb812e95bfc9111e575cd,ctls,apps.connect.monash.edu,,443,https://apps.connect.monash.edu:443,https,text/html,GET,130.194.11.36,/,-2113408924,130.194.11.36,Oracle HTTP Server,20,False,,,Oracle-HTTP-Server,,,,,
apps.eng.monash.edu,,200,,apps.eng.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-07-09T00:08:50Z,2022-07-09T00:18:00Z,"CN=tnt.eng.monash.edu, O=Monash University, L=Clayton, ST=Victoria, C=AU",tnt.eng.monash.edu,Monash University,is-web02-v20.ocio.monash.edu.au,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,d82d8576c4624dce23ce3b7be7b24863,164aa40246cbaef4370a20b60e0f096b371447e7f77a02c9299248e88a1cd85c,ctls,apps.eng.monash.edu,cloudfront,443,https://apps.eng.monash.edu:443,https,text/html,GET,52.222.236.11,/,-366337701,52.222.236.25,Red Hat,1,False,True,True,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,,,,,
arts-app14-v01.ocio.monash.edu,Monash Jacktrip Server Mixer,200,445,arts-app14-v01.ocio.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-04T00:00:00Z,2024-07-03T23:59:59Z,"CN=jacktrip.arts.monash.edu, O=Monash University, ST=Victoria, C=AU",jacktrip.arts.monash.edu,Monash University,jacktrip.arts.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1b29286f2cf6e680a329c0b1cc3e670a,490ae33eb255e092b3191fc06342fdbb812205e6210d42e0892c8926890ade97,ctls,arts-app14-v01.ocio.monash.edu,,443,https://arts-app14-v01.ocio.monash.edu:443,https,text/html,GET,130.194.20.21,/,269933435,130.194.20.21,Ubuntu,16,False,,,Apache/2.4.41 (Ubuntu),,,,,
arts-web28-v02.ocio.monash.edu,Jim Breen's Home Page,200,4102,arts-web28-v02.ocio.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2020-07-13T04:20:34Z,2021-07-18T06:00:34Z,"emailAddress=root@arts-web28-v02.ocio.monash.edu, CN=arts-web28-v02.ocio.monash.edu, O=Unspecified, C=US, emailAddress=root@arts-web28-v02.ocio.monash.edu",arts-web28-v02.ocio.monash.edu,Unspecified,arts-web28-v02.ocio.monash.edu,"emailAddress=root@arts-web28-v02.ocio.monash.edu, CN=arts-web28-v02.ocio.monash.edu, OU=ca-6572664242140698995, O=Unspecified, C=US, emailAddress=root@arts-web28-v02.ocio.monash.edu",arts-web28-v02.ocio.monash.edu,Unspecified,59741e0bb7f4ae232b526b4af268f549,13aaefa6de2f0243fab58a4c6994960333db70a2bc9cd660cabd14c16439ecaa,ctls,arts-web28-v02.ocio.monash.edu,,443,https://arts-web28-v02.ocio.monash.edu:443,https,text/html,GET,130.194.20.46,/,-304191642,130.194.20.46,Red Hat,93,False,,True,Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k,,,,,
arts.monash.edu,Home - Arts,200,365848,www.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-09T00:00:00Z,2023-09-09T23:59:59Z,"CN=monash.edu, O=Monash University, ST=Victoria, C=AU",monash.edu,Monash University,www.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,dc0450457de4cefab8378429bf621b90,3c472e141b60d6820dba1472cfcb620d6b4415701bbf81a8940d03ea2eabb431,ctls,www.monash.edu,,443,https://arts.monash.edu:443,https,text/html,GET,43.245.43.30,/,164554678,43.245.43.30,Squiz Matrix,5564,False,,,openresty,https://www.monash.edu/arts,,,,
aspera-shares.erc.monash.edu,Shares,200,2690,aspera-shares.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-09T00:00:00Z,2023-11-09T23:59:59Z,"CN=shares.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",shares.erc.monash.edu,Monash University,shares.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,07192932b2c730d1a7d88ecda3535ccf,309c26cfd1dc21b8227343a9203974c8b1524743899b973e6f529a5d7e432ff7,ctls,aspera-shares.erc.monash.edu,,443,https://aspera-shares.erc.monash.edu:443,https,text/html,GET,118.138.245.158,/,,118.138.245.158,Stimulus,83,False,,,nginx + Phusion Passenger 4.0.5,https://aspera-shares.erc.monash.edu/login,,,,
aspera.erc.monash.edu,Shares,200,2690,aspera.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-09T00:00:00Z,2023-11-09T23:59:59Z,"CN=shares.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",shares.erc.monash.edu,Monash University,shares.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,07192932b2c730d1a7d88ecda3535ccf,309c26cfd1dc21b8227343a9203974c8b1524743899b973e6f529a5d7e432ff7,ctls,aspera.erc.monash.edu,,443,https://aspera.erc.monash.edu:443,https,text/html,GET,118.138.245.158,/,,118.138.245.158,Stimulus,83,False,,,nginx + Phusion Passenger 4.0.5,https://aspera.erc.monash.edu/login,,,,
aspree-igv.erc.monash.edu,401 Unauthorized,401,381,aspree-igv.erc.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-08T00:00:00Z,2024-06-07T23:59:59Z,"CN=aspree-igv.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",aspree-igv.erc.monash.edu,Monash University,aspree-igv.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9d08e792eb24eaeb259946d280fbf401,bc8f7557c9e043f5ac71295bd6f5c94f06747eab7b3fd476f76d28583d37bb99,ctls,aspree-igv.erc.monash.edu,,443,https://aspree-igv.erc.monash.edu:443,https,text/html,GET,118.138.242.246,/,-392200610,118.138.242.246,HSTS,13,False,,,Apache,,,,,
assets.arts.monash.edu,,200,1301,assets.arts.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2017-04-20T04:32:20Z,2020-04-20T04:32:16Z,"CN=assets.arts.monash.edu, OU=eSolutions, O=Monash University, L=Clayton, ST=Victoria, C=AU",assets.arts.monash.edu,Monash University,assets.arts.monash.edu.au,"CN=QuoVadis Global SSL ICA G2, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G2,QuoVadis Limited,e4e34d8c7af6f5fde6d6d2d5140eff86,0f7b3d7ff57b7b9b6eb733b43dddda2fa230045a691beaf0ba360278b68d10b2,ctls,assets.arts.monash.edu,cloudfront,443,https://assets.arts.monash.edu:443,https,text/html,GET,18.66.147.92,/,-60751743,18.66.147.109,Amazon Web Services,47,False,True,True,,,,,,
assets.monash.edu,,200,61,assets.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-07-11T23:59:59Z,"CN=assets.monash.edu, O=Monash University, ST=Victoria, C=AU",assets.monash.edu,Monash University,www.assets.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,4e877fe2a69891b83c80bccab88b8d61,5d4d086c60c4b9ba7b84865e57df8dc1c47a8c922cb81524e4a7805c55a2aab4,ctls,assets.monash.edu,,443,https://assets.monash.edu:443,https,text/html,GET,130.194.11.126,/,-521555956,2001:388:608c:88b::7e,HSTS,2,False,,,Apache,,url=//monash.edu/,,,
astro.monash.edu,Astro,200,488,astro.monash.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=astro.monash.edu, O=Monash University, ST=Victoria, C=AU",astro.monash.edu,Monash University,astro.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,7bbd1012b987c4e9db08cb862a10ea75,aa95a9abd778908f24af6c9b8901cb9f38625afd2b3516384a544d525341b114,ctls,astro.monash.edu,,443,https://astro.monash.edu:443,https,text/html,GET,52.63.97.197,/,1850033177,2406:da1c:804:db00:ab5b:301f:2d1a:d6b4,Ubuntu,20,False,,,nginx/1.18.0 (Ubuntu),,,,,
atlas-dha.med.monash.edu,"Faculty of Medicine, Nursing and Health Sciences, Undergraduate Student Software",200,7542,atlas-dha.med.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=ilearn.med.monash.edu, O=Monash University, ST=Victoria, C=AU",ilearn.med.monash.edu,Monash University,tsg-dha.med.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3b873a87d84079285877c6402ba810bc,5fc6b4eece9d6122762f07a73debd7dce0650d9071823b5f9ffe361a208f5dfb,ctls,atlas-dha.med.monash.edu,,443,https://atlas-dha.med.monash.edu:443,https,text/html,GET,130.194.20.213,/,-366337701,130.194.20.213,Red Hat,139,False,,,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips PHP/5.6.40,,,,,
au-east-1.erc.monash.edu,,404,237,au-east-1.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=au-east.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",au-east.erc.monash.edu,Monash University,objects.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2d5f955d9268c08ed1dac8cc222d44f2,7a0d869137804b79f201a7b8b20574e07539862bc1a11dbeb53d849646872756,ctls,au-east-1.erc.monash.edu,,443,https://au-east-1.erc.monash.edu:443,https,application/xml,GET,130.194.249.42,/,446650016,130.194.249.42,Amazon Web Services,1,False,,,,,,,,
au-east-2.erc.monash.edu,,404,237,au-east-2.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=au-east.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",au-east.erc.monash.edu,Monash University,objects.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2d5f955d9268c08ed1dac8cc222d44f2,7a0d869137804b79f201a7b8b20574e07539862bc1a11dbeb53d849646872756,ctls,au-east-2.erc.monash.edu,,443,https://au-east-2.erc.monash.edu:443,https,application/xml,GET,130.194.249.43,/,-595780375,130.194.249.43,Amazon Web Services,1,False,,,,,,,,
au-east-test.erc.monash.edu,,404,255,au-east-test.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-03-15T03:03:13Z,2022-03-15T03:13:00Z,"CN=au-east-test.erc.monash.edu, O=Monash University, L=Mulgrave, ST=Victoria, C=AU",au-east-test.erc.monash.edu,Monash University,au-east-test.erc.monash.edu.au,"CN=QuoVadis Global SSL ICA G3, O=QuoVadis Limited, C=BM",QuoVadis Global SSL ICA G3,QuoVadis Limited,9d185ee8b67dd378a65a4e4dd3071c27,2d19a62c10b22ce61c37d1cc6c64b3248d55bbed2ae94d4dae389841dd03fcc9,ctls,au-east-test.erc.monash.edu,,443,https://au-east-test.erc.monash.edu:443,https,application/xml,GET,130.194.249.65,/,12065830,130.194.249.65,Amazon Web Services,1,False,,True,,,,,,
au-east.erc.monash.edu,,404,235,au-east.erc.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=au-east.erc.monash.edu, O=Monash University, ST=Victoria, C=AU",au-east.erc.monash.edu,Monash University,objects.erc.monash.edu.au,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2d5f955d9268c08ed1dac8cc222d44f2,7a0d869137804b79f201a7b8b20574e07539862bc1a11dbeb53d849646872756,ctls,au-east.erc.monash.edu,,443,https://au-east.erc.monash.edu:443,https,application/xml,GET,130.194.249.43,/,-729505800,130.194.249.42,Amazon Web Services,1,False,,,,,,,,
aue.erc.monash.edu,Jupyter Server,200,3688,aue.erc.monash.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-18T23:51:37Z,2023-10-16T23:51:36Z,CN=spatial05.fennell-crc-sc.cloud.edu.au,spatial05.fennell-crc-sc.cloud.edu.au,,spatial05.fennell-crc-sc.cloud.edu.au,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5bad21b98d20c88c4b6df21ba9fd2cd0,f9ed0bcfbf842d5238fff3462badfbfbe403eeddd54f4cd27440a52f8278bab1,ctls,aue.erc.monash.edu,,443,https://aue.erc.monash.edu:443,https,text/html,GET,118.138.243.209,/,-895963602,118.138.243.209,Ubuntu,118,False,,,nginx/1.18.0 (Ubuntu),https://aue.erc.monash.edu/login?next=%2Flab%3F,,,True,
auth-test.evigilation-uat.monash.edu,,200,1087,auth-test.evigilation-uat.monash.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-08T00:00:00Z,2024-08-05T23:59:59Z,CN=evigilation-uat.monash.edu,evigilation-uat.monash.edu,,*.evigilation-uat.monash.edu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,15bd75d17cb33c9f2e9048d1459cbbeb,359c4b48f3ffcbe6fecda421d631b2d928d34aad646f0e40ffd401dbb2b9369b,ctls,auth-test.evigilation-uat.monash.edu,,443,https://auth-test.evigilation-uat.monash.edu:443,https,text/html,GET,13.238.9.172,/,-1463124301,13.237.108.141,Amazon Web Services,31,False,,,,,,True,,
