new,host,a,aaaa,soa,status_code,mx,ns,cname,has_internal_ips,internal_ips,cdn,cdn-name,caa,txt
,adcaemvip-4.uat.telenet.be,213.224.233.132,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adcaemvip.edp.telenet.be,213.224.233.18,2a02:1800:1e0:6003::27,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adcaemvip.int.telenet.be,213.224.233.19,2a02:1800:1e0:6003::28,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adcaemvip.lat.telenet.be,,2a02:1800:1e0:6001::9,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,adcaemvip.mre.telenet.be,213.224.233.20,2a02:1800:1e0:6003::29,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adcaemvip.prd.telenet.be,213.224.232.4,2a02:1800:100:6000::b,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adcaemvip.uat.telenet.be,213.224.233.132,2a02:1800:1e0:6002::c,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adcbasevip-4.int.telenet.be,213.224.233.38,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adcbasevip-4.uat.telenet.be,213.224.233.138,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adcbasevip.prd.telenet.be,213.224.232.10,2a02:1800:100:6000::15,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccussafvip.edp.telenet.be,213.224.233.7,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccussafvip.mre.telenet.be,213.224.233.6,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccussafvip.prd.telenet.be,213.224.232.2,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccussafvip.sup.telenet.be,213.224.233.9,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccussafvip.trg.telenet.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip-4.dvp.telenet.be,213.224.233.3,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip-4.edp.telenet.be,213.224.233.2,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip-4.int.telenet.be,213.224.233.5,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip-4.lat.telenet.be,213.224.233.161,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip-4.prd.telenet.be,213.224.232.1,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip-4.trg.telenet.be,213.224.233.193,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip-4.uat.telenet.be,213.224.233.129,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip-6.edp.telenet.be,,2a02:1800:1e0:6003::8,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip-6.int.telenet.be,,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip-6.trg.telenet.be,,2a02:1800:1e0:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip-6.uat.telenet.be,,2a02:1800:1e0:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip.edp.telenet.be,213.224.233.2,2a02:1800:1e0:6003::8,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip.int.telenet.be,213.224.233.5,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip.lat.telenet.be,213.224.233.161,2a02:1800:1e0:6001::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip.mre.telenet.be,213.224.233.1,2a02:1800:1e0:6003::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip.sup.telenet.be,213.224.233.4,2a02:1800:1e0:6003::16,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adccusvip.uat.telenet.be,213.224.233.129,2a02:1800:1e0:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adcospvip-4.prd.telenet.be,213.224.232.12,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,adelavino.be.apache53.cloud.telenet.be,85.255.199.22,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,admin.base.be,195.78.51.150,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,
,admin.prd.digitalsecurity.telenet.be,"18.197.27.188, 18.198.148.114","2a05:d014:e42:c302:8953:8ef9:34e:3c3, 2a05:d014:e42:c303:c69b:f7e6:752d:54af","ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,dualstack.awseb-awseb-13uu5yzu23fhl-19797464.eu-central-1.elb.amazonaws.com,,,,,,
,admin.voiceweb.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,admin.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,adt.connect.telenet.be,212.123.29.183,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,oagdvip.prd.connect.telenet.be,,,,,,
,adt.dvp.telenet.be,195.130.147.102,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.dvp.connect.telenet.be, apawgdvip.dvp.connect.telenet.be",,,,,,
,adt.prd.connect.telenet.be,212.123.29.183,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,oagdvip.prd.connect.telenet.be,,,,,,
,advice.base.be,62.213.211.79,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,
,advies.base.be,62.213.211.79,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,
,aec-target.base.be,"18.200.61.30, 52.209.143.30",,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,,"telenetgroup.tt.omtrdc.net, mboxedge37-02.tt.omtrdc.net, mboxedge37-alb02.tt.omtrdc.net",,,,,,"heritage=external-dns,external-dns/owner=edge37-external-dns,external-dns/resource=ingress/ingress-nginx/alb-alb02"
,aec-target.telenet.be,,,"ns-75.awsdns-09.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be","telenetgroup.tt.omtrdc.net, mboxedge37-02.tt.omtrdc.net, mboxedge37-alb02.tt.omtrdc.net",,,,,,
,aem-modules-dev.awscloud.external.telenet.be,,,"ns-1587.awsdns-06.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1144.awsdns-15.org, ns-1587.awsdns-06.co.uk, ns-429.awsdns-53.com, ns-569.awsdns-07.net",,,,,,amazontrust.com,
,aem-modules-prod.awscloud.external.telenet.be,,,"ns-758.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1092.awsdns-08.org, ns-148.awsdns-18.com, ns-1953.awsdns-52.co.uk, ns-758.awsdns-30.net",,,,,,,
,aem-modules-stage.awscloud.external.telenet.be,,,"ns-292.awsdns-36.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-292.awsdns-36.com, ns-771.awsdns-32.net, ns-1034.awsdns-01.org, ns-1542.awsdns-00.co.uk",,,,,,amazontrust.com,
,agent-gateway.lab.digitalsecurity.telenet.be,,,"ns-336.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-1381.awsdns-44.org, ns-1739.awsdns-25.co.uk, ns-336.awsdns-42.com, ns-577.awsdns-08.net",,,,,,,"heritage=external-dns,external-dns/dualstack=true,external-dns/owner=isp-tln-lab,external-dns/resource=ingress/isp/isp-tln-lab-gateway-gateway-service"
,agent.voiceweb.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,agent.voiceweb.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,agentservice.connect.telenet.be,212.123.29.184,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.prd.connect.telenet.be, apawgdvip.prd.connect.telenet.be",,,,,,
,agentservice.uat.connect.telenet.be,195.130.147.98,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.uat.connect.telenet.be, apawgdvip.uat.connect.telenet.be",,,,,,
,alain.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,alarm.voiceweb.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,alexandervervaet.be.apache52.cloud.telenet.be,85.255.199.142,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,algosec.eng.lab.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,alpha.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,alphabru.be.apache51.cloud.telenet.be,85.255.199.141,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,alpi.be.apache52.cloud.telenet.be,85.255.199.142,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,antivirus-mail499.na2.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,antivirus.www-dev.admin.alumni.dev.yelo.be,213.224.149.248,,,NOERROR,,,,,,,,,
,antivirus.www-test.alumni.dev.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,antivirus.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,antivirusadmin.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,apache37.cloud.telenet.be,"85.255.199.63, 85.255.200.200, 195.130.154.74, 185.35.52.200","2a01:498:8301:1c0::200, 2a01:498:8101:4c0::200, 2a01:498:8501:4090::6:1",,NOERROR,,"ns1.cloud.telenet.be, ns2.cloud.telenet.be, ns3.cloud.telenet.be",,,,,,,
,apache38.cloud.telenet.be,85.255.199.80,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,apache41.cloud.telenet.be,85.255.199.41,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,apache51.cloud.telenet.be,85.255.199.141,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,apache52.cloud.telenet.be,85.255.199.142,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,apache53.cloud.telenet.be,,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,apache54.cloud.telenet.be,85.255.199.23,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,apache55.cloud.telenet.be,85.255.199.24,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,apaexpaamvip.prd.connect.telenet.be,212.123.29.165,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,apaexpcamvip.dvp.connect.telenet.be,195.130.147.102,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,apawgdvip.dvp.connect.telenet.be,,,,,,
,apaexpcamvip.edp.connect.telenet.be,195.130.147.103,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,apawgdvip.edp.connect.telenet.be,,,,,,
,apaexpcamvip.lat.connect.telenet.be,195.130.147.99,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,apawgdvip.lat.connect.telenet.be,,,,,,
,apaexpcamvip.mre.connect.telenet.be,195.130.147.96,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,apawgdvip.mre.connect.telenet.be,,,,,,
,apaexpcamvip.prd.connect.telenet.be,212.123.29.184,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,apawgdvip.prd.connect.telenet.be,,,,,,
,apaexpcamvip.rel.connect.telenet.be,212.123.29.168,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,apawgdvip.rel.connect.telenet.be,,,,,,
,apaexpcamvip.trg.connect.telenet.be,195.130.147.97,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,apawgdvip.trg.connect.telenet.be,,,,,,
,apaexpcamvip.uat.connect.telenet.be,195.130.147.98,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,apawgdvip.uat.connect.telenet.be,,,,,,
,apawgdvip.dvp.connect.telenet.be,195.130.147.102,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,apawgdvip.lat.connect.telenet.be,195.130.147.99,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,apawgdvip.mre.connect.telenet.be,195.130.147.96,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,apawgdvip.sup.connect.telenet.be,195.130.147.101,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,apawgdvip.trg.connect.telenet.be,195.130.147.97,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,apgdmzvip.dvp.connect.telenet.be,195.130.147.109,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,apgdmzvip.edp.connect.telenet.be,195.130.147.110,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,apgdmzvip.int.connect.telenet.be,195.130.147.107,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,apgdmzvip.lat.connect.telenet.be,195.130.147.106,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,apgdmzvip.sup.connect.telenet.be,195.130.147.108,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,apgdmzvip.trg.connect.telenet.be,195.130.147.104,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,apgdmzvip.uat.connect.telenet.be,195.130.147.105,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,api-iot.telenet.be,213.224.232.7,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,api-iot.prd.telenet.be,,,,,,
,api-iot.uat.telenet.be,213.224.233.135,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,api.base.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.prd.telenet.be,,,,,,"v=spf1, include:_spf.telenet-ops.be, ~all"
,api.centrex.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be","ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,
,api.centrex.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,api.cloud.telenet.be,85.255.196.73,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,api.dvp.base.be,,2a02:1800:1e0:6003::f,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,"ns2.telenet-ops.be, ns.telenet-ops.be",adccusvip.dvp.telenet.be,,,,,,
,api.edp.base.be,,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.edp.telenet.be,,,,,,
,api.edp.yeloplay.be,213.224.225.23,2a02:1800:1e0:4081::6:1a9d,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,api.fut.yeloplay.be,213.224.185.249,2a02:1800:100:4041::6:1,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,api.int.telenet.be,213.224.233.5,2a02:1800:1e0:6003::1d,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.int.telenet.be,,,,,,
,api.prd.base.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.prd.telenet.be,,,,,,"v=spf1, include:_spf.telenet-ops.be, ~all"
,api.prd.telenet.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.prd.telenet.be,,,,,,"v=spf1, include:_spf.telenet-ops.be, ~all"
,api.sup.base.be,213.224.233.4,2a02:1800:1e0:6003::16,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.sup.telenet.be,,,,,,
,api.sup.telenet.be,213.224.233.4,2a02:1800:1e0:6003::16,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.sup.telenet.be,,,,,,
,api.sup.yeloplay.be,213.224.234.23,2a02:1800:1e0:40c1::6:16b5,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,api.trg.telenet.be,213.224.233.193,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusVip.trg.telenet.be,,,,,,
,api.uat.base.be,213.224.233.129,2a02:1800:1e0:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.uat.telenet.be,,,,,,
,api.uat.telenet.be,213.224.233.129,2a02:1800:1e0:6002::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.uat.telenet.be,,,,,,
,api.uat.yeloplay.be,213.224.187.23,2a02:1800:1e0:4001::6:ee5,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,api.yeloplay.be,213.224.149.249,2a02:1800:100:4001::6:1,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,apicore.cloud.telenet.be,85.255.196.73,,,NOERROR,,,,,,,,,
,apigateway.ybelt.fut.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,apigateway.ybelt.prd.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be",,,,,,,,
,apigateway.ybelt.sup.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,apio.centrex.int.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,apio.int.centrex.telenet.be,195.162.220.73,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,apm.prd.telenet.be,213.224.232.1,2a02:1800:100:6000::1,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,adccusvip.prd.telenet.be,,,,,,"v=spf1, include:_spf.telenet-ops.be, ~all"
,apm.uat.cloud-infra-prod.awscloud.external.telenet.be,"10.10.241.29, 10.10.241.44",,"ns-1390.awsdns-45.org, awsdns-hostmaster.amazon.com",NOERROR,,,apm-uat-12c27ac9e551f44e.elb.eu-central-1.amazonaws.com,True,"10.10.241.29, 10.10.241.44",,,,
,apotheekschiettecatte.be.apache51.cloud.telenet.be,85.255.199.141,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,app.base.be,62.213.211.39,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,
,appledvp.telenet.be,195.130.147.102,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,appleedp.telenet.be,195.130.147.103,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,appleint.telenet.be,195.130.147.100,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,applelat.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,applemre.telenet.be,195.130.147.96,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,appletrg.telenet.be,195.130.147.97,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,apps.services.telenet.be,195.162.197.113,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,apps.servicesdvp.telenet.be,195.162.204.65,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,apps.servicesedp.telenet.be,195.162.204.66,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,apps.serviceslat.telenet.be,195.162.204.69,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,appsupport.telenet.be,85.255.203.26,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,aqua-antwerpen.be.apache53.cloud.telenet.be,85.255.199.22,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,arbor.ipbb.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be",,,,,,,,
,archive.base.be,85.255.194.238,,"ns.be.hostbasket.com, postmaster.base.hostbasket.com",NOERROR,,,archive.base.hostbasket.com,,,,,,
,arta-api.pdt.base.be,217.72.233.81,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,
,arta-api.prd.base.be,217.72.233.98,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,
,artemis.ipbb.inet.telenet.be,,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,"mx2.telenet-ops.be, mx1.telenet-ops.be","ns2.telenet-ops.be, ns.telenet-ops.be",,,,,,,
,artois.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,assets.frictionless-selfcare-dev.awscloud.external.telenet.be,"108.138.64.94, 108.138.64.56, 108.138.64.37, 108.138.64.119, 205.251.192.116, 205.251.194.60, 205.251.196.71, 205.251.198.200","2600:9000:2508:e000:6:c0e6:4980:93a1, 2600:9000:2508:0:6:c0e6:4980:93a1, 2600:9000:2508:6200:6:c0e6:4980:93a1, 2600:9000:2508:a600:6:c0e6:4980:93a1, 2600:9000:2508:2800:6:c0e6:4980:93a1, 2600:9000:2508:de00:6:c0e6:4980:93a1, 2600:9000:2508:6600:6:c0e6:4980:93a1, 2600:9000:2508:2a00:6:c0e6:4980:93a1","ns-116.awsdns-14.com, awsdns-hostmaster.amazon.com",NOERROR,,"ns-572.awsdns-07.net, ns-1095.awsdns-08.org, ns-1736.awsdns-25.co.uk, ns-116.awsdns-14.com",d25t2oxbpq4mjq.cloudfront.net,,,True,cloudfront,,
,atelier-adiante.be.apache54.cloud.telenet.be,85.255.199.23,,"ns1.cloud.telenet.be, postmaster.cloud.telenet.be",NOERROR,,,,,,,,,
,audittracking.connect.telenet.be,212.123.29.184,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.prd.connect.telenet.be, apawgdvip.prd.connect.telenet.be",,,,,,
,audittracking.prd.connect.telenet.be,212.123.29.184,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,"apaexpcamvip.prd.connect.telenet.be, apawgdvip.prd.connect.telenet.be",,,,,,
,autodiscover.9lives.be,"40.99.157.40, 52.97.189.72, 40.99.149.104","2603:1026:c0d:81a::8, 2603:1026:c0d:82e::8, 2603:1026:c0d:c06::8, 2603:1026:c0d:c2c::8","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,,,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com",,,,,,
,autodiscover.staff.telenet.be,212.123.29.179,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,,,,,,,
,avk.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,awvpn.connect.telenet.be,212.123.29.187,,"ns.telenet-ops.be, hostmaster.staff.telenet.be",NOERROR,,,awvpnvip.prd.connect.telenet.be,,,,,,
,b2b.sixdots.base.be,217.72.233.240,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,,,,,,,,,
,bacom.telenet.be,195.130.132.84,,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,smtp.telenet-ops.be,,,,,,,,
,baidu.yelo.be,213.224.149.248,2a02:1800:100:4001::6:2,"ns.telenet-ops.be, systemgroup.telenet-ops.be",NOERROR,,,,,,,,,
,base.be,213.224.232.10,,"ib-dmz-dns.netw.telenet.be, phs_network_security_engineering.staff.telenet.be",NOERROR,"mx1.telenet-ops.be, mx2.telenet-ops.be","ns.telenet-ops.be, ns2.telenet-ops.be",,,,,,,"google-site-verification=B_gbykzLM4jtTXY8GNWXgz9WpKx9SXzpTSIHbaEUkUg, v=spf1 include:basecompany.be include:telenet.be ~all, google-site-verification=Iv0ZlUbcogCs6IZw9shE2pAfvAPSDIhpQDy3ugrh_SI"
,basecloud.base.be,,,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,"basebe-prod.funambol.com, d2qbznlbejdr8c.cloudfront.net",,,,,,
