input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,final_url,csp_domains_,tls_expired,tls_mismatched,tls_self_signed
br1068.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1068.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1068.hostgator.com.br,,443,https://br1068.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.31,/,-1783708853,69.49.241.31,Bootstrap,44,False,,,,,,,
br1070.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1070.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1070.hostgator.com.br,,443,https://br1070.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.36,/,-1783708853,69.49.241.36,Bootstrap,44,False,,,,,,,
br1074.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1074.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1074.hostgator.com.br,,443,https://br1074.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.46,/,-1783708853,69.49.241.46,Bootstrap,44,False,,,,,,,
br1078.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1078.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1078.hostgator.com.br,,80,http://br1078.hostgator.com.br:80,http,Apache,text/html,GET,69.49.241.76,/,-1783708853,69.49.241.76,Bootstrap,44,False,,,https://br1078.hostgator.com.br/,,,,
br108.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br108.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br108.hostgator.com.br,,443,https://br108.hostgator.com.br:443,https,Apache,text/html,GET,192.185.176.114,/,-1783708853,192.185.176.114,Bootstrap,44,False,,,,,,,
br1080.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1080.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1080.hostgator.com.br,,443,https://br1080.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.81,/,-1783708853,69.49.241.81,Bootstrap,44,False,,,,,,,
br1082.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1082.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1082.hostgator.com.br,,443,https://br1082.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.86,/,-1783708853,69.49.241.86,Bootstrap,44,False,,,,,,,
br1086.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1086.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1086.hostgator.com.br,,443,https://br1086.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.106,/,-1783708853,69.49.241.106,Bootstrap,44,False,,,,,,,
br1090.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1090.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1090.hostgator.com.br,,443,https://br1090.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.116,/,-1783708853,69.49.241.116,Bootstrap,44,False,,,,,,,
br1094.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1094.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1094.hostgator.com.br,,443,https://br1094.hostgator.com.br:443,https,Apache,text/html,GET,162.241.203.122,/,-1783708853,162.241.203.122,Bootstrap,44,False,,,,,,,
br1096.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1096.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1096.hostgator.com.br,,443,https://br1096.hostgator.com.br:443,https,Apache,text/html,GET,162.241.63.53,/,-1783708853,162.241.63.53,Bootstrap,44,False,,,,,,,
br1098.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1098.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1098.hostgator.com.br,,80,http://br1098.hostgator.com.br:80,http,Apache,text/html,GET,162.241.63.58,/,-1783708853,162.241.63.58,Bootstrap,44,False,,,https://br1098.hostgator.com.br/,,,,
br1100.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1100.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1100.hostgator.com.br,,80,http://br1100.hostgator.com.br:80,http,Apache,text/html,GET,162.241.63.63,/,-1783708853,162.241.63.63,Bootstrap,44,False,,,https://br1100.hostgator.com.br/,,,,
br1102.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1102.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1102.hostgator.com.br,,443,https://br1102.hostgator.com.br:443,https,Apache,text/html,GET,162.241.63.68,/,-1783708853,162.241.63.68,Bootstrap,44,False,,,,,,,
br1104.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1104.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1104.hostgator.com.br,,443,https://br1104.hostgator.com.br:443,https,Apache,text/html,GET,162.241.63.73,/,-1783708853,162.241.63.73,Bootstrap,44,False,,,,,,,
br1108.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1108.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1108.hostgator.com.br,,443,https://br1108.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.31,/,-1783708853,50.6.138.31,Bootstrap,44,False,,,,,,,
br1112.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1112.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1112.hostgator.com.br,,443,https://br1112.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.41,/,-1783708853,50.6.138.41,Bootstrap,44,False,,,,,,,
br1114.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1114.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1114.hostgator.com.br,,443,https://br1114.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.46,/,-1783708853,50.6.138.46,Bootstrap,44,False,,,,,,,
br1118.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1118.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1118.hostgator.com.br,,80,http://br1118.hostgator.com.br:80,http,Apache,text/html,GET,50.6.138.76,/,-1783708853,50.6.138.76,Bootstrap,44,False,,,https://br1118.hostgator.com.br/,,,,
br112.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br112.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br112.hostgator.com.br,,443,https://br112.hostgator.com.br:443,https,Apache,text/html,GET,192.185.176.136,/,-1783708853,192.185.176.136,Bootstrap,44,False,,,,,,,
br1122.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1122.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1122.hostgator.com.br,,443,https://br1122.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.86,/,-1783708853,50.6.138.86,Bootstrap,44,False,,,,,,,
br1124.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1124.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1124.hostgator.com.br,,80,http://br1124.hostgator.com.br:80,http,Apache,text/html,GET,50.6.138.91,/,-1783708853,50.6.138.91,Bootstrap,44,False,,,https://br1124.hostgator.com.br/,,,,
br1126.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1126.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1126.hostgator.com.br,,80,http://br1126.hostgator.com.br:80,http,Apache,text/html,GET,50.6.138.96,/,-1783708853,50.6.138.96,Bootstrap,44,False,,,https://br1126.hostgator.com.br/,,,,
br1130.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1130.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1130.hostgator.com.br,,443,https://br1130.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.111,/,-1783708853,50.6.138.111,Bootstrap,44,False,,,,,,,
br1132.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1132.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1132.hostgator.com.br,,443,https://br1132.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.116,/,-1783708853,50.6.138.116,Bootstrap,44,False,,,,,,,
br1134.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1134.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1134.hostgator.com.br,,443,https://br1134.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.121,/,-1783708853,50.6.138.121,Bootstrap,44,False,,,,,,,
br1136.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1136.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1136.hostgator.com.br,,443,https://br1136.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.126,/,-1783708853,50.6.138.126,Bootstrap,44,False,,,,,,,
br114.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br114.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br114.hostgator.com.br,,80,http://br114.hostgator.com.br:80,http,Apache,text/html,GET,192.185.176.158,/,-1783708853,192.185.176.158,Bootstrap,44,False,,,https://br114.hostgator.com.br/,,,,
br1140.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1140.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1140.hostgator.com.br,,443,https://br1140.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.136,/,-1783708853,50.6.138.136,Bootstrap,44,False,,,,,,,
br1142.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1142.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1142.hostgator.com.br,,80,http://br1142.hostgator.com.br:80,http,Apache,text/html,GET,50.6.138.141,/,-1783708853,50.6.138.141,Bootstrap,44,False,,,https://br1142.hostgator.com.br/,,,,
br1144.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1144.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1144.hostgator.com.br,,443,https://br1144.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.146,/,-1783708853,50.6.138.146,Bootstrap,44,False,,,,,,,
