input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,method,host,path,favicon,a_,lines,failed,content_type,tech_,webserver,csp_domains_,final_url,location,tls_expired,tls_mismatched,cdn_name,cdn
axosclearing-admin-phx2.fisglobal.com,400 Bad Request,400,174,axosclearing-admin-phx2.fisglobal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services, ST=Florida, C=US",*.fisglobal.com,Fidelity National Information Services,*.fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0ddf116fcf0a721e302989018c0e108d,ed2160b5e35726270a3255327ce2b5cc59eda4c180616bf4e88293d11a524847,True,ctls,axosclearing-admin-phx2.fisglobal.com,443,https://axosclearing-admin-phx2.fisglobal.com:443,https,GET,84.53.164.191,/,1115952436,84.53.164.191,1,False,text/html,HSTS,,,,,,,,
bdcbpyrp05.fisglobal.com,400 Bad Request,400,171,bdcbpyrp05.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-12-12T00:00:00Z,2022-12-12T23:59:59Z,"CN=*.efunds.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.efunds.com,"Fidelity National Information Services, Inc.",efunds.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a01d8fa2b726c9e96c7e8431ed12c38f,5701cd685496342bb3f665cb3b2d41f085768a0755a97e67e4363610b2c01ea1,True,ctls,bdcbpyrp05.fisglobal.com,443,https://bdcbpyrp05.fisglobal.com:443,https,GET,156.55.137.160,/,386594154,156.55.137.160,1,False,text/html,HSTS,Apache,,,,True,True,,
bdcbpyrp06.fisglobal.com,400 Bad Request,400,171,bdcbpyrp06.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c7b6b5b2b235a11d101afb12629fbdeb,13433b1eff434c69e2176b9bf1a7fe3fd255d9e288119000eeefd5bbadc9919a,True,ctls,bdcbpyrp06.fisglobal.com,443,https://bdcbpyrp06.fisglobal.com:443,https,GET,156.55.137.161,/,386594154,156.55.137.161,1,False,text/html,HSTS,Apache,,,,,,,
bdccrprp01.fisglobal.com,400 Bad Request,400,171,bdccrprp01.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-08T00:00:00Z,2023-08-07T23:59:59Z,"CN=*.fnfis.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fnfis.com,"Fidelity National Information Services, Inc.",fnfis.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0f4d66b7345b71e14548c7ef1aa4b324,2326f6252622ba0b517890eccf6425c656404baf99b90a224bd16c2eba006576,True,ctls,bdccrprp01.fisglobal.com,443,https://bdccrprp01.fisglobal.com:443,https,GET,156.55.137.67,/,386594154,156.55.137.67,1,False,text/html,Apache,Apache,,,,,True,,
bdccrprp02.fisglobal.com,400 Bad Request,400,171,bdccrprp02.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-11T00:00:00Z,2023-08-10T23:59:59Z,"CN=*.fnis.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fnis.com,"Fidelity National Information Services, Inc.",fnis.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e4c24d192f88dfb2e48f00ed1bd3475,6c68c0bb032c3352f89a739f51a2db663ea6f3f7be69151033a91649cf721c16,True,ctls,bdccrprp02.fisglobal.com,443,https://bdccrprp02.fisglobal.com:443,https,GET,156.55.137.68,/,386594154,156.55.137.68,1,False,text/html,Apache,Apache,,,,,True,,
bdccrprp03.fisglobal.com,400 Bad Request,400,171,bdccrprp03.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c7b6b5b2b235a11d101afb12629fbdeb,13433b1eff434c69e2176b9bf1a7fe3fd255d9e288119000eeefd5bbadc9919a,True,ctls,bdccrprp03.fisglobal.com,443,https://bdccrprp03.fisglobal.com:443,https,GET,156.55.137.69,/,386594154,156.55.137.69,1,False,text/html,Apache,Apache,,,,,,,
bdccrprp06.fisglobal.com,400 Bad Request,400,171,bdccrprp06.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-01-11T00:00:00Z,2023-01-11T23:59:59Z,"CN=fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",fisglobal.com,"Fidelity National Information Services, Inc.",www.wherepaymentsmeetlife.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0afd977b7700a304098f0d00c34b72e4,03baddcb0ad655f6dec76603c9e1e87ffd8464d3a98879a78f5c9f8300022399,,ctls,bdccrprp06.fisglobal.com,443,https://bdccrprp06.fisglobal.com:443,https,GET,156.55.137.71,/,386594154,156.55.137.71,1,False,text/html,Apache,Apache,,,,True,True,,
bdccrtrp02.fisglobal.com,400 Bad Request,400,171,bdccrtrp02.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2022-07-11T00:00:00Z,2023-08-10T23:59:59Z,"CN=*.fnis.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fnis.com,"Fidelity National Information Services, Inc.",fnis.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1e4c24d192f88dfb2e48f00ed1bd3475,6c68c0bb032c3352f89a739f51a2db663ea6f3f7be69151033a91649cf721c16,True,ctls,bdccrtrp02.fisglobal.com,443,https://bdccrtrp02.fisglobal.com:443,https,GET,156.55.137.53,/,386594154,156.55.137.53,1,False,text/html,HSTS,Apache,,,,,True,,
bdccrtrp04.fisglobal.com,400 Bad Request,400,171,bdccrtrp04.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-02-10T00:00:00Z,2022-02-10T12:00:00Z,"CN=www.bbtcreditcardconnection.com, OU=ITSM-ADS-Bankcards, O=Branch Banking and Trust Company, L=Winston Salem, ST=North Carolina, C=US",www.bbtcreditcardconnection.com,Branch Banking and Trust Company,www.bbtcreditcardconnection.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,6734fb1df17fbe73da6a847a680c0d8c,2af60fb87c2ff1031274861c537f730880472801233028666f6d34c0d61d4b3e,,ctls,bdccrtrp04.fisglobal.com,443,https://bdccrtrp04.fisglobal.com:443,https,GET,156.55.137.177,/,386594154,156.55.137.177,1,False,text/html,HSTS,Apache,,,,True,True,,
bdccrtrp05.fisglobal.com,400 Bad Request,400,171,bdccrtrp05.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=www.ezcardinfo.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",www.ezcardinfo.com,"Fidelity National Information Services, Inc.",ezcardinfo.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b5331016245e0ea9fcd6a3848734761d,a3eead22bcd8f7d54ac8e2abea63ecac75af741045fe7845b18c38999311633d,,ctls,bdccrtrp05.fisglobal.com,443,https://bdccrtrp05.fisglobal.com:443,https,GET,156.55.137.178,/,386594154,156.55.137.178,1,False,text/html,Apache,Apache,,,,,True,,
bdccrtrp06.fisglobal.com,400 Bad Request,400,171,bdccrtrp06.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-11T00:00:00Z,2023-08-10T23:59:59Z,"CN=mycardstatement.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",mycardstatement.com,"Fidelity National Information Services, Inc.",www.mycardstatement.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ec02903a2f440e8fb6042bebff886202,88483e75188f1672bd463b6b54635ace4b126cd32854417985c27b308e5cd750,,ctls,bdccrtrp06.fisglobal.com,443,https://bdccrtrp06.fisglobal.com:443,https,GET,156.55.137.179,/,386594154,156.55.137.179,1,False,text/html,Apache,Apache,,,,,True,,
bdccrtrp07.fisglobal.com,400 Bad Request,400,171,bdccrtrp07.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-02-26T18:31:57Z,2022-05-25T19:01:56Z,"CN=totalfunds.haslerinc.com, O=Neopost USA Inc., L=Milford, ST=Connecticut, C=US",totalfunds.haslerinc.com,Neopost USA Inc.,totalfunds.haslerinc.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",58134b82c99dc7dcd03fb02d5dba5033,c3fa355b890990dfcb5ee4f0bc70c055c05eae030121a36a908c3e52dc3fbc8f,,ctls,bdccrtrp07.fisglobal.com,443,https://bdccrtrp07.fisglobal.com:443,https,GET,156.55.137.180,/,386594154,156.55.137.180,1,False,text/html,Apache,Apache,,,,True,True,,
bdccrtrp09.fisglobal.com,400 Bad Request,400,171,bdccrtrp09.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-03-04T15:12:13Z,2022-05-19T15:42:12Z,"CN=neofunds.neopostinc.com, O=Neopost USA Inc., L=Milford, ST=Connecticut, C=US",neofunds.neopostinc.com,Neopost USA Inc.,neofunds.neopostinc.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",7653e3bac3da721a6f06b5fb61aa2d35,2c8ba0500357dc6d2523c50494413e84788157f8a634a784821b190f8149a5df,,ctls,bdccrtrp09.fisglobal.com,443,https://bdccrtrp09.fisglobal.com:443,https,GET,156.55.137.182,/,386594154,156.55.137.182,1,False,text/html,Apache,Apache,,,,True,True,,
bdccrtrp12.fisglobal.com,400 Bad Request,400,171,bdccrtrp12.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-16T00:00:00Z,2023-09-15T23:59:59Z,"CN=www.ezbusinesscardmanagement.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",www.ezbusinesscardmanagement.com,"Fidelity National Information Services, Inc.",ezbusinesscardmanagement.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a3d59385b84158c8195d6b6e2ce56acc,f51b70988ae6b276952da7132f11d60f3d2d747bb294fc459cd95ecb8b7a18d2,,ctls,bdccrtrp12.fisglobal.com,443,https://bdccrtrp12.fisglobal.com:443,https,GET,156.55.137.185,/,386594154,156.55.137.185,1,False,text/html,Apache,Apache,,,,,True,,
bdccrtrp13.fisglobal.com,400 Bad Request,400,171,bdccrtrp13.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-05-20T00:00:00Z,2022-05-20T23:59:59Z,"CN=globalbusiness.prelimsite1.com, OU=FIS, O=Fidelity National Information Services\, Inc., street=601 Riverside Ave, L=Jacksonville, ST=Florida, postalCode=32204, C=US",globalbusiness.prelimsite1.com,"Fidelity National Information Services, Inc.",www.globalbusiness.prelimsite1.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fe252256433586b20683a047964c0076,1e6f2a958d048c145541236290a26a088429f759aaf4ad8f45d3101ff7903853,,ctls,bdccrtrp13.fisglobal.com,443,https://bdccrtrp13.fisglobal.com:443,https,GET,156.55.137.186,/,386594154,156.55.137.186,1,False,text/html,Apache,Apache,,,,True,True,,
bdccrtrp14.fisglobal.com,400 Bad Request,400,171,bdccrtrp14.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-05-20T00:00:00Z,2022-05-20T23:59:59Z,"CN=globalclient.prelimsite1.com, OU=FIS, O=Fidelity National Information Services\, Inc., street=601 Riverside Ave, L=Jacksonville, ST=Florida, postalCode=32204, C=US",globalclient.prelimsite1.com,"Fidelity National Information Services, Inc.",www.globalclient.prelimsite1.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a0c4ae24545bcfa3b459e25c40362122,47a6b56433d1b586f061b753657a77e6801aed2d5c583bb89fd5bb29e67f2408,,ctls,bdccrtrp14.fisglobal.com,443,https://bdccrtrp14.fisglobal.com:443,https,GET,156.55.137.187,/,386594154,156.55.137.187,1,False,text/html,Apache,Apache,,,,True,True,,
bdcdbtrp01.fisglobal.com,400 Bad Request,400,171,bdcdbtrp01.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c7b6b5b2b235a11d101afb12629fbdeb,13433b1eff434c69e2176b9bf1a7fe3fd255d9e288119000eeefd5bbadc9919a,True,ctls,bdcdbtrp01.fisglobal.com,443,https://bdcdbtrp01.fisglobal.com:443,https,GET,156.55.137.121,/,386594154,156.55.137.121,1,False,text/html,HSTS,Apache,,,,,,,
bdcdbtrp02.fisglobal.com,400 Bad Request,400,171,bdcdbtrp02.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-22T00:00:00Z,2023-08-21T23:59:59Z,"CN=*.efunds.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.efunds.com,"Fidelity National Information Services, Inc.",efunds.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3f1441873e19cf198a30ac125aa9b6d5,1bae9af48d6cd305fde8ee5d169fda51e16ef492217047d648f94aca3ac962a7,True,ctls,bdcdbtrp02.fisglobal.com,443,https://bdcdbtrp02.fisglobal.com:443,https,GET,156.55.137.122,/,386594154,156.55.137.122,1,False,text/html,Apache,Apache,,,,,True,,
bdcdbtrp05.fisglobal.com,400 Bad Request,400,171,bdcdbtrp05.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-17T00:00:00Z,2023-08-16T23:59:59Z,"CN=cardnav-coop.efunds.com, O=Fidelity National Information Services, ST=Florida, C=US",cardnav-coop.efunds.com,Fidelity National Information Services,cardnav-coop.efunds.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fa214d3fd5197c83ddc9f7b0c38fc8a6,1a159a682afe734d6bd33ee3d0a98c8ae1100d17b41a42129e2d7f0656c17a79,,ctls,bdcdbtrp05.fisglobal.com,443,https://bdcdbtrp05.fisglobal.com:443,https,GET,156.55.137.66,/,386594154,156.55.137.66,1,False,text/html,Apache,Apache,,,,,True,,
bdcitbrp02.fisglobal.com,400 Bad Request,400,171,bdcitbrp02.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-02T00:00:00Z,2023-12-02T23:59:59Z,"CN=wings.ebanking-services.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",wings.ebanking-services.com,"Fidelity National Information Services, Inc.",wingstestingsite-phxci.ebanking-services.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ed5643df93c0ee7eafa95bc32629c5b8,eb51fb7ffe54f94f72fb577279a7f8c4048d290066c61c99abfc4c29834f60dd,,ctls,bdcitbrp02.fisglobal.com,443,https://bdcitbrp02.fisglobal.com:443,https,GET,156.55.137.27,/,386594154,156.55.137.27,1,False,text/html,Apache,Apache,,,,,True,,
bdcitbrp03.fisglobal.com,400 Bad Request,400,171,bdcitbrp03.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-05T00:00:00Z,2023-08-04T23:59:59Z,"CN=*.fisglobal.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.fisglobal.com,"Fidelity National Information Services, Inc.",fisglobal.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c7b6b5b2b235a11d101afb12629fbdeb,13433b1eff434c69e2176b9bf1a7fe3fd255d9e288119000eeefd5bbadc9919a,True,ctls,bdcitbrp03.fisglobal.com,443,https://bdcitbrp03.fisglobal.com:443,https,GET,156.55.137.28,/,386594154,156.55.137.28,1,False,text/html,Apache,Apache,,,,,,,
bdcitbrp04.fisglobal.com,400 Bad Request,400,171,bdcitbrp04.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-24T00:00:00Z,2023-09-23T23:59:59Z,"CN=ce.solutions-corporate.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",ce.solutions-corporate.com,"Fidelity National Information Services, Inc.",pnccashconready.solutions-corporate.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,85e49437e8ec9cd8363d702912c4a678,a8b1c47f2980edf9ba0f4a7d249e0987262dbcb24c11c4e25171b734c70e81d4,,ctls,bdcitbrp04.fisglobal.com,443,https://bdcitbrp04.fisglobal.com:443,https,GET,156.55.137.76,/,386594154,156.55.137.76,1,False,text/html,Apache,Apache,,,,,True,,
bdcitbrp05.fisglobal.com,400 Bad Request,400,171,bdcitbrp05.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-08-14T00:00:00Z,2022-08-14T23:59:59Z,"CN=*.ibanking-services.com, OU=Corporate Account, O=Fidelity National Information Services\, Inc., street=601 Riverside Ave, L=Jacksonville, ST=Florida, postalCode=32204, C=US",*.ibanking-services.com,"Fidelity National Information Services, Inc.",ibanking-services.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d3caf05dd4e36876c884c325a7d6dc37,3bb0898f0d976c104f44b4e960fb71755f2ce3c2af69c0cd01fdc54e5700695e,True,ctls,bdcitbrp05.fisglobal.com,443,https://bdcitbrp05.fisglobal.com:443,https,GET,156.55.137.77,/,386594154,156.55.137.77,1,False,text/html,HSTS,Apache,,,,True,True,,
bdcitbrp06.fisglobal.com,400 Bad Request,400,171,bdcitbrp06.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2021-10-26T00:00:00Z,2022-10-26T23:59:59Z,"CN=*.ntrsclp-online-535.com, O=Fidelity National Information Services\, Inc., ST=Florida, C=US",*.ntrsclp-online-535.com,"Fidelity National Information Services, Inc.",ntrsclp-online-535.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,728e660f70cb8461f6e9d2fc7de6e878,1b6982207886e0b2b1b63a49a3a61c5b127fdd59f17240e9b007b9ae0c38f870,True,ctls,bdcitbrp06.fisglobal.com,443,https://bdcitbrp06.fisglobal.com:443,https,GET,156.55.137.78,/,386594154,156.55.137.78,1,False,text/html,Apache,Apache,,,,True,True,,
bdcitbrp09.fisglobal.com,400 Bad Request,400,171,bdcitbrp09.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-07-01T00:00:00Z,2022-07-06T12:00:00Z,"CN=online.pmbank.com, O=Pacific Mercantile Bank, L=Costa Mesa, ST=California, C=US, serialNumber=C2125962, jurisdictionStateOrProvince=California, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=California, jurisdictionCountry=US, businessCategory=Private Organization",online.pmbank.com,Pacific Mercantile Bank,online.pmbank.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,e9c1d8aa9c601c4750864b5accb552f1,b122e71ec6dd3c2f4e24122333d8f6b58ca09d8fe23c7dca8f99e1d96aaf77ee,,ctls,bdcitbrp09.fisglobal.com,443,https://bdcitbrp09.fisglobal.com:443,https,GET,156.55.137.151,/,386594154,156.55.137.151,1,False,text/html,HSTS,Apache,,,,True,True,,
bdcitbrp12.fisglobal.com,400 Bad Request,400,171,bdcitbrp12.fisglobal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-12-09T00:00:00Z,2022-01-08T23:59:59Z,"CN=cibng.ntrsclp-online-521.com, O=Fidelity National Information Services\, Inc., street=601 Riverside Ave, L=Jacksonville, ST=Florida, postalCode=32204, C=US",cibng.ntrsclp-online-521.com,"Fidelity National Information Services, Inc.",www.cibng.ntrsclp-online-521.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,84d8395b6d12affbf1b1f0cbdb9c9d02,c2fedffeecfe8a6bc1c1ef7e9135c33c6f90874db4a8a81becd69146cbb95bdc,,ctls,bdcitbrp12.fisglobal.com,443,https://bdcitbrp12.fisglobal.com:443,https,GET,156.55.137.154,/,386594154,156.55.137.154,1,False,text/html,Apache,Apache,,,,True,True,,
