input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_expired,tls_self_signed,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,tls_issuer_org_,webserver,tech_,final_url,cdn_name,cdn,tls_subject_org_,csp_domains_
api-6-2.next.nos.nl,,503,2503,api-6-2.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,api-6-2.next.nos.nl,443,https://api-6-2.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,3.67.232.176,94,False,,,,,,,,
api-aicall.next.nos.nl,,503,2503,api-aicall.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,api-aicall.next.nos.nl,443,https://api-aicall.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.68.44.35,94,False,,,,,,,,
api-pinterest-com.next.nos.nl,,503,2503,api-pinterest-com.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,api-pinterest-com.next.nos.nl,443,https://api-pinterest-com.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,52.57.112.111,94,False,,,,,,,,
api.nos.nl,403 Forbidden,403,150,api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2023-01-23T15:04:57Z,2024-02-24T15:04:56Z,CN=*.nos.nl,*.nos.nl,nos.nl,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,e114a1ad5d2faf20cdf4c1c3e69ca3cd,ef0b174234a0a3d0611d020d4505143aabd07b527984607c83946216f8cb4e79,True,ctls,api.nos.nl,443,https://api.nos.nl:443,https,text/html,GET,3.67.232.176,/,29599957,52.57.112.111,8,False,GlobalSign nv-sa,openresty,OpenResty,,,,,
app-apac.next.nos.nl,,503,2503,app-apac.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,app-apac.next.nos.nl,443,https://app-apac.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.120.103.242,94,False,,,,,,,,
app.nos.nl,"NOS.nl - Nieuws, Sport en Evenementen | Nederlandse Omroep Stichting",200,717564,nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,,,,2023-06-05T00:00:00Z,2024-06-05T23:59:59Z,"CN=nos.nl, O=Nederlandse Omroep Stichting, ST=Noord-Holland, C=NL, businessCategory=Private Organization, jurisdictionCountry=NL, serialNumber=32142157, businessCategory=Private Organization, jurisdictionCountry=NL",nos.nl,www.nos.nl,"CN=Sectigo RSA Extended Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Extended Validation Secure Server CA,e5781915b4c90f15c6ee93c8f1d603a5,50eb594c7e5bdc3d66775bfff63882aa042c85b09b2c5a21148ecc0d7e012687,,ctls,nos.nl,443,https://app.nos.nl:443,https,text/html,GET,99.86.4.50,/,-1276788472,2600:9000:2057:3a00:11:d7fa:ed00:93a1,687,False,Sectigo Limited,nginx,webpack,https://nos.nl/,cloudfront,True,Nederlandse Omroep Stichting,
ash2-socialcharts-a8.next.nos.nl,,503,2503,ash2-socialcharts-a8.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,ash2-socialcharts-a8.next.nos.nl,443,https://ash2-socialcharts-a8.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,52.57.112.111,94,False,,,,,,,,
ash2accesspoint-a5.next.nos.nl,,503,2503,ash2accesspoint-a5.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,ash2accesspoint-a5.next.nos.nl,443,https://ash2accesspoint-a5.next.nos.nl:443,https,text/html,GET,52.57.112.111,/,1539244717,3.67.232.176,94,False,,,,,,,,
asm-attachments.next.nos.nl,,503,2503,asm-attachments.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,asm-attachments.next.nos.nl,443,https://asm-attachments.next.nos.nl:443,https,text/html,GET,52.57.112.111,/,1539244717,3.120.103.242,94,False,,,,,,,,
asset.api.nos.nl,,503,2503,asset.api.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,asset.api.nos.nl,443,https://asset.api.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,52.57.112.111,94,False,,,,,,,,
athena-dmaap.next.nos.nl,,503,2503,athena-dmaap.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,athena-dmaap.next.nos.nl,443,https://athena-dmaap.next.nos.nl:443,https,text/html,GET,52.57.112.111,/,1539244717,3.67.232.176,94,False,,,,,,,,
atinternettracking.next.nos.nl,,503,2503,atinternettracking.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,atinternettracking.next.nos.nl,443,https://atinternettracking.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,52.57.112.111,94,False,,,,,,,,
atl-dev-resdemo-01a.next.nos.nl,,503,2503,atl-dev-resdemo-01a.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,atl-dev-resdemo-01a.next.nos.nl,443,https://atl-dev-resdemo-01a.next.nos.nl:443,https,text/html,GET,3.121.124.228,/,1539244717,52.57.112.111,94,False,,,,,,,,
atl-prd-esxy-01f.next.nos.nl,,503,2503,atl-prd-esxy-01f.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,atl-prd-esxy-01f.next.nos.nl,443,https://atl-prd-esxy-01f.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,52.57.112.111,94,False,,,,,,,,
authm.next.nos.nl,,503,2503,authm.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,authm.next.nos.nl,443,https://authm.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.68.44.35,94,False,,,,,,,,
autodiscover.rtv.nos.nl,Sign in to Outlook,200,39050,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,,,2023-06-01T00:00:00Z,2024-06-01T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,3e5363ca089bb6cd32f00c16e8c60c1d,722ffa737efee47ce8a79dd30a184c0967708de86a0c20d85e015d7c21075dee,,ctls,login.microsoftonline.com,80,http://autodiscover.rtv.nos.nl:80,http,text/html,GET,52.97.189.72,/,-1249852061,2603:1026:c0d:2a::8,95,False,DigiCert Inc,,HSTS,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=c8511fd2-0fd1-698f-e66c-c054ea6fd9ef&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=rtv.nos.nl&nonce=638260171607425562.d3b1608f-b045-42af-bafc-43cc2d2c59c8&state=DYtLDoQgEAVB7-IOxOY7CzNnaRtNJlFJUJnr24t6qbcoKYTomY6RhkfEYBMEM8UpmOjA-wA624Vf2tRinFcOkA03Us4SQQbyH0qS22Esfxy_dcX9mOvd9Fkufe5DyzM-d8m_i0pb6ws,,,Microsoft Corporation,
aws-oath-video-intelligence-dev.next.nos.nl,,503,2503,aws-oath-video-intelligence-dev.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,aws-oath-video-intelligence-dev.next.nos.nl,443,https://aws-oath-video-intelligence-dev.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.121.124.228,94,False,,,,,,,,
ba9.next.nos.nl,,503,2503,ba9.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,ba9.next.nos.nl,443,https://ba9.next.nos.nl:443,https,text/html,GET,52.57.112.111,/,1539244717,3.120.103.242,94,False,,,,,,,,
bas3-2-yst.next.nos.nl,,503,2503,bas3-2-yst.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bas3-2-yst.next.nos.nl,443,https://bas3-2-yst.next.nos.nl:443,https,text/html,GET,3.68.44.35,/,1539244717,52.57.112.111,94,False,,,,,,,,
bestball.next.nos.nl,,503,2503,bestball.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bestball.next.nos.nl,443,https://bestball.next.nos.nl:443,https,text/html,GET,3.121.124.228,/,1539244717,35.158.83.254,94,False,,,,,,,,
bhs29.next.nos.nl,,503,2503,bhs29.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bhs29.next.nos.nl,443,https://bhs29.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.120.103.242,94,False,,,,,,,,
bid457k.next.nos.nl,,503,2503,bid457k.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bid457k.next.nos.nl,443,https://bid457k.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,3.68.44.35,94,False,,,,,,,,
bijlagen-test.nos.nl,,403,232,bijlagen-test.nos.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,,,2023-06-15T07:00:20Z,2023-09-13T07:00:19Z,CN=bijlagen-test.nos.nl,bijlagen-test.nos.nl,bijlagen-test.nos.nl,"CN=R3, O=Let's Encrypt, C=US",R3,51411696dc292f532661f10f4ceeb8bb,a0cf899e7470d5a615b0e37801956f1d44f5996cf7ab71f8667d5c226347458c,,ctls,bijlagen-test.nos.nl,443,https://bijlagen-test.nos.nl:443,https,application/xml,GET,185.173.162.74,/,887883508,185.173.162.77,1,False,Let's Encrypt,nginx,Nginx,,,,,
branch2.next.nos.nl,,503,2503,branch2.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,branch2.next.nos.nl,443,https://branch2.next.nos.nl:443,https,text/html,GET,35.158.83.254,/,1539244717,3.121.124.228,94,False,,,,,,,,
brasilmail2.next.nos.nl,,503,2503,brasilmail2.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,brasilmail2.next.nos.nl,443,https://brasilmail2.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.68.44.35,94,False,,,,,,,,
bringerofashes.next.nos.nl,,503,2503,bringerofashes.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bringerofashes.next.nos.nl,443,https://bringerofashes.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,52.57.112.111,94,False,,,,,,,,
bsd0.next.nos.nl,,503,2503,bsd0.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bsd0.next.nos.nl,443,https://bsd0.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,52.57.112.111,94,False,,,,,,,,
bufixavatarfix.next.nos.nl,,503,2503,bufixavatarfix.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bufixavatarfix.next.nos.nl,443,https://bufixavatarfix.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,35.158.83.254,94,False,,,,,,,,
bufixweb3437removesliders.next.nos.nl,,503,2503,bufixweb3437removesliders.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bufixweb3437removesliders.next.nos.nl,443,https://bufixweb3437removesliders.next.nos.nl:443,https,text/html,GET,52.57.112.111,/,1539244717,35.158.83.254,94,False,,,,,,,,
bugfix2534.next.nos.nl,,503,2503,bugfix2534.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfix2534.next.nos.nl,443,https://bugfix2534.next.nos.nl:443,https,text/html,GET,3.121.124.228,/,1539244717,3.120.103.242,94,False,,,,,,,,
bugfix404redirectfix.next.nos.nl,,503,2503,bugfix404redirectfix.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfix404redirectfix.next.nos.nl,443,https://bugfix404redirectfix.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.120.103.242,94,False,,,,,,,,
bugfix500ifnoimagesbyratio.next.nos.nl,,503,2503,bugfix500ifnoimagesbyratio.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfix500ifnoimagesbyratio.next.nos.nl,443,https://bugfix500ifnoimagesbyratio.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,3.68.44.35,94,False,,,,,,,,
bugfixallowanymergecommitmessa.next.nos.nl,,503,2503,bugfixallowanymergecommitmessa.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixallowanymergecommitmessa.next.nos.nl,443,https://bugfixallowanymergecommitmessa.next.nos.nl:443,https,text/html,GET,3.120.103.242,/,1539244717,52.57.112.111,94,False,,,,,,,,
bugfixallowmultiplewidgets.next.nos.nl,,503,2503,bugfixallowmultiplewidgets.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixallowmultiplewidgets.next.nos.nl,443,https://bugfixallowmultiplewidgets.next.nos.nl:443,https,text/html,GET,3.121.124.228,/,1539244717,35.158.83.254,94,False,,,,,,,,
bugfixapicallnieuwsuuraboutpage.next.nos.nl,,503,2503,bugfixapicallnieuwsuuraboutpage.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixapicallnieuwsuuraboutpage.next.nos.nl,443,https://bugfixapicallnieuwsuuraboutpage.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,35.158.83.254,94,False,,,,,,,,
bugfixawaitonnormalize.next.nos.nl,,503,2503,bugfixawaitonnormalize.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixawaitonnormalize.next.nos.nl,443,https://bugfixawaitonnormalize.next.nos.nl:443,https,text/html,GET,3.67.232.176,/,1539244717,3.121.124.228,94,False,,,,,,,,
bugfixbabeldepsfailing.next.nos.nl,,503,2503,bugfixbabeldepsfailing.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixbabeldepsfailing.next.nos.nl,443,https://bugfixbabeldepsfailing.next.nos.nl:443,https,text/html,GET,52.57.112.111,/,1539244717,3.120.103.242,94,False,,,,,,,,
bugfixbaseitemwithsystemtag.next.nos.nl,,503,2503,bugfixbaseitemwithsystemtag.next.nos.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,True,True,True,2020-06-16T08:15:46Z,2022-06-16T08:15:47Z,CN=*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,*.apps.nos.cluster.chp4.io,CN=ingress-operator@1591789653,ingress-operator@1591789653,cd00c995b038a5592304aadd7883cbbe,38074418a281f46e71324a5f56455dc66cad3062df5faa9a9224bf884eb71fbf,True,ctls,bugfixbaseitemwithsystemtag.next.nos.nl,443,https://bugfixbaseitemwithsystemtag.next.nos.nl:443,https,text/html,GET,3.121.124.228,/,1539244717,3.68.44.35,94,False,,,,,,,,
