input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_mismatched,tls_expired,final_url,csp_domains_,location
supportm-uat.trellix.com,Trellix,200,736,supportm-uat.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T00:00:00Z,2024-05-09T23:59:59Z,"CN=supportm-uat.trellix.com, O=Musarubra US LLC, ST=California, C=US",supportm-uat.trellix.com,uat.communitym.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e2a3984af9223848f9cb933ef6559e70,0f6c2d2f5347d7688648e8b091d26d867929555c2ded68ef5b636566906681a7,,ctls,supportm-uat.trellix.com,cloudfront,443,https://supportm-uat.trellix.com:443,https,,text/html,GET,108.138.17.22,/,1283798503,2600:9000:2491:ec00:1b:21a1:8500:93a1,HTTP/3,15,False,True,Musarubra US LLC,,,,url=https://supportm-uat.trellix.com/webcenter/portal/supportportal/pages_home,
supportm.trellix.com,Trellix,200,725,supportm.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-05T00:00:00Z,2023-07-05T23:59:59Z,"CN=supportm.trellix.com, OU=IT, O=Musarubra US LLC, ST=California, C=US",supportm.trellix.com,kcm.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ab486aebab6e21a21755ccf6ec3ba862,eb9f2c5d77ceffab1e581b50707046c7cddbb4495da398186d8cb59acba3ca59,,ctls,supportm.trellix.com,,443,https://supportm.trellix.com:443,https,,text/html,GET,161.69.38.124,/,1283798503,161.69.38.124,HSTS,16,False,,Musarubra US LLC,,,,url=https://supportm.trellix.com/webcenter/portal/supportportal/pages_home,
sw-usw002.manage.trellix.com,403 Forbidden,403,303,,,,,,,,,,,,,,,,,,,,80,http://sw-usw002.manage.trellix.com:80,http,AmazonS3,text/html,GET,52.92.164.83,/,13631335,52.92.250.3,Amazon Web Services,14,False,,,,,,,
telemetry.nai.trellix.com,,403,23,telemetry.nai.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-23T00:00:00Z,2024-06-20T23:59:59Z,CN=*.execute-api.us-east-1.amazonaws.com,*.execute-api.us-east-1.amazonaws.com,*.execute-api.us-east-1.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c54632fc25030b320b2d605d9adfdfc1,bf228fb49c087c9e9158d985570588747a52310352027a6d81a7efe9e7cf4f84,True,ctls,telemetry.nai.trellix.com,,443,https://telemetry.nai.trellix.com:443,https,,application/json,GET,44.213.223.203,/,968070783,3.230.43.141,,1,False,,,True,,,,
telemetry.trellix.com,,403,42,telemetry.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-22T00:00:00Z,2023-07-22T23:59:59Z,"CN=telemetry.trellix.com, O=Musarubra US LLC, ST=California, C=US",telemetry.trellix.com,www.telemetry.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fdccd5f72d267971e3f654cdf7480894,69b25d543ec8280bb079ae84aa126888101313a38bf670790a19c28f535cc996,,ctls,telemetry.trellix.com,,443,https://telemetry.trellix.com:443,https,,application/json,GET,34.196.156.43,/,768769774,18.232.246.99,,1,False,,Musarubra US LLC,,,,,
training-api.trellix.com,,500,65,training-api.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-29T00:00:00Z,2023-06-29T23:59:59Z,"CN=training.trellix.com, OU=Engineering, O=Musarubra US LLC, ST=California, C=US",training.trellix.com,training-jobs.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,332991cb78cd50a6cbeed50c52360047,88c6532d1233d02f36ca8aa4d198e397b8db3f207d109b89cd59c53a5051f875,,ctls,training-api.trellix.com,,443,https://training-api.trellix.com:443,https,Cornerstone SBX API,application/json,GET,104.193.136.176,/,2066953301,104.193.136.176,,1,False,,Musarubra US LLC,,,,,
trellix-uat.trellix.com,Living Security | Trellix,200,317636,trellix-uat.trellix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-24T00:00:00Z,2024-01-24T23:59:59Z,"CN=trellix-uat.trellix.com, O=Musarubra US LLC, ST=California, C=US",trellix-uat.trellix.com,uat.s-download.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,34c04b3196c83f33e581eea8e1c312e6,910bfc143dd868386ba58009b25de8f4e2d115f72b7e6925831ae64044a4f12e,,ctls,trellix-uat.trellix.com,,443,https://trellix-uat.trellix.com:443,https,,text/html,GET,23.53.42.233,/,2116877167,2a02:26f0:ab00::5c7a:d76a,Java,1081,False,,Musarubra US LLC,,,https://trellix-uat.trellix.com/en-us/index.html,,
trellix.com,Living Security | Trellix,200,141511,www.trellix.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=www.trellix.com, O=Musarubra US LLC, ST=California, C=US",www.trellix.com,trellix.com,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,982e45f6df45ffe6c756a2976cacbca4,fd52800d82ce9d611711ecb8ee9db2107fed4c4e0208908fabbdeb3cc523977b,,ctls,www.trellix.com,google,443,https://trellix.com:443,https,,text/html,GET,34.149.146.46,/,2116877167,34.149.146.46,HSTS,1129,False,True,Musarubra US LLC,,,https://www.trellix.com/en-us/index.html,,
trellixpartners.trellix.com,,200,28783,trellixpartners.trellix.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-09T00:00:00Z,2024-05-08T23:59:59Z,"CN=trellixpartners.trellix.com, O=Musarubra US LLC, ST=California, C=US",trellixpartners.trellix.com,www.trellixpartners.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b84d35431cd25b3a409c5a556fea583e,4f2525258f549839e6551c4a44a58e755d13004e142f600ddc286a2da3e738a4,,ctls,trellixpartners.trellix.com,,443,https://trellixpartners.trellix.com:443,https,,text/html,GET,209.170.205.126,/,1283798503,209.170.205.126,HSTS,32,False,,Musarubra US LLC,,,https://trellixpartners.trellix.com/prm/auth/c5f7198b-98a8-4a56-9a85-f01c26a660e7/saml2/login?ReturnUrl=%2FEnglish%2F,,
trust.skyhighsecurity.com,Skyhigh Security Status,200,12441,status.skyhighsecurity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-13T00:00:00Z,2024-02-13T23:59:59Z,"CN=status.skyhighsecurity.com, O=Musarubra US LLC, ST=California, C=US",status.skyhighsecurity.com,trust.skyhighsecurity.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d9f54920b3cec48863696674def53f73,0cf32c5d9c7ab41c9fc448298f82510c9581e09575760de8cf10623b1673b16d,,ctls,status.skyhighsecurity.com,,443,https://trust.skyhighsecurity.com:443,https,Apache,text/html,GET,3.11.206.231,/,-2017946799,3.11.206.231,Font Awesome,172,False,,Musarubra US LLC,,,https://status.skyhighsecurity.com/,,
uam.api.trellix.com,,403,23,uam.api.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-18T23:59:59Z,"CN=uam.api.trellix.com, O=Musarubra US LLC, ST=California, C=US",uam.api.trellix.com,www.uam.api.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d66269b30e55d71dfa229459c3571d95,4c5096626095fe835d6dfa6e456fd0de528359060dc76723ecb6a33c2b30ed34,,ctls,uam.api.trellix.com,cloudfront,443,https://uam.api.trellix.com:443,https,,application/json,GET,13.32.27.101,/,968070783,13.32.27.117,Amazon Web Services,1,False,True,Musarubra US LLC,,,,,
uam.ui.trellix.com,,200,17261,uam.ui.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-18T23:59:59Z,"CN=uam.ui.trellix.com, O=Musarubra US LLC, ST=California, C=US",uam.ui.trellix.com,www.uam.ui.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,37397289423adc44b6b0169f49e5bb01,bd50867cbe6e0908d48493c9581a3eecba1a4071d86a33ec9d169203b85ccbc0,,ctls,uam.ui.trellix.com,cloudfront,443,https://uam.ui.trellix.com:443,https,AmazonS3,text/html,GET,108.138.7.72,/,-2007756544,108.138.7.30,Amazon Web Services,225,False,True,Musarubra US LLC,,,,,
uat-epo.trellix.com,403 - Forbidden: Access is denied.,403,1233,uat-epo.trellix.com,443,True,tls12,TLS_RSA_WITH_AES_128_GCM_SHA256,2022-08-11T00:00:00Z,2023-08-11T23:59:59Z,"CN=uat-lc.trellix.com, O=Musarubra US LLC, ST=California, C=US",uat-lc.trellix.com,uat-epo.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c8b6c4fb2a64dae6fe3f5d8fded5879a,de9b918ae7ab7e0c2ab01ff02034e39a8abaf0d03ebfa013b8faeddbced2e19e,,ctls,uat-epo.trellix.com,,443,https://uat-epo.trellix.com:443,https,Microsoft-IIS/10.0,text/html,GET,136.179.57.120,/,1631801191,136.179.57.120,Windows Server,30,False,,Musarubra US LLC,,,,,
uat-lc.trellix.com,403 - Forbidden: Access is denied.,403,1233,uat-lc.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-11T00:00:00Z,2023-08-11T23:59:59Z,"CN=uat-lc.trellix.com, O=Musarubra US LLC, ST=California, C=US",uat-lc.trellix.com,uat-epo.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c8b6c4fb2a64dae6fe3f5d8fded5879a,de9b918ae7ab7e0c2ab01ff02034e39a8abaf0d03ebfa013b8faeddbced2e19e,,ctls,uat-lc.trellix.com,,443,https://uat-lc.trellix.com:443,https,Microsoft-IIS/10.0,text/html,GET,136.179.57.119,/,1631801191,136.179.57.119,Windows Server,30,False,,Musarubra US LLC,,,,,
uat.communitym.trellix.com,401 Authorization Required,401,167,uat.communitym.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-31T00:00:00Z,2024-04-19T23:59:59Z,"CN=secure06.stage.lithium.com, O=Khoros\, LLC, L=Austin, ST=Texas, C=US",secure06.stage.lithium.com,forums.stage.cox.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,019cec72a08a007cd8ad3199c2406bf7,12663bb23e36bb198460e2f1289a128cad4c1b6486a04c5e1ead5585fcf16e1a,True,ctls,uat.communitym.trellix.com,cloudfront,443,https://uat.communitym.trellix.com:443,https,Apache,text/html,GET,13.32.121.24,/,-1840324437,2600:9000:236e:1000:16:46f0:6bc0:93a1,HSTS,7,False,True,"Khoros, LLC",True,,,,
ui-inteks.soc.trellix.com,Trellix EDR,200,1341,ui-inteks.soc.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-10-31T23:59:59Z,"CN=ui-inteks.soc.trellix.com, O=Musarubra US LLC, ST=California, C=US",ui-inteks.soc.trellix.com,supportgw-inteks.soc.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9eded1ae05ad5c4edba16b4c452fd931,0f0aac57b5b6abd59166c7c5e3d9d5456d97d27f80c1ee29d0c3863783ab9331,,ctls,ui-inteks.soc.trellix.com,,443,https://ui-inteks.soc.trellix.com:443,https,,text/html,GET,44.237.185.57,/,31714824,44.234.247.26,HSTS,21,False,,Musarubra US LLC,,,https://ui-inteks.soc.trellix.com/monitoring/,*.trellix.com,
vpn.trellix.com,,200,315,vpn.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-04T00:00:00Z,2024-03-03T23:59:59Z,"CN=vpn.trellix.com, O=Musarubra US LLC, ST=California, C=US",vpn.trellix.com,pavvpn1.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0d47b25df02120995236d76e1308a7ce,8b2b78c2ccd91423d7f15092a92f464befd6122194d9a8eb90113560d5537dcb,,ctls,vpn.trellix.com,,443,https://vpn.trellix.com:443,https,,text/html,GET,161.69.153.188,/,-1840324437,161.69.153.188,HSTS,9,False,,Musarubra US LLC,,,,,
www.securefiles.trellix.com,Trellix - Sign In,200,11172,login.trellix.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-21T00:00:00Z,2023-10-21T23:59:59Z,"CN=login.trellix.com, O=Musarubra US LLC, ST=California, C=US",login.trellix.com,login.trellix.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,9481bfaac834fd1baca29433a9b80ebb,1d53d7431895348e5d22a2119dd58bc2b9a9157e8e32cb119d32b7b2f265d697,,ctls,login.trellix.com,,443,https://www.securefiles.trellix.com:443,https,nginx,text/html,GET,34.218.180.214,/,1632568631,44.237.4.95,Nginx,216,False,,Musarubra US LLC,,,https://login.trellix.com/login/login.htm?fromURI=%2Fhome%2Fidp-fireeye_crushftp_1%2F0oa1ou43hz41X1uAy0h8%2Faln1ou4ao1sFJL20p0h8,,
www.skyhighsecurity.com,Enterprise Cloud Data Protection - Skyhigh Security,200,118380,www.skyhighsecurity.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-08T03:25:21Z,2023-07-07T03:25:20Z,CN=www.skyhighsecurity.com,www.skyhighsecurity.com,www.skyhighsecurity.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,16aad485a8ef409493b0399c374b9254,e479fcf718b0bebec3dc88499780ff28d7fbf7f39a6e8680283f6f75eb08703a,,ctls,www.skyhighsecurity.com,,443,https://www.skyhighsecurity.com:443,https,nginx,text/html,GET,54.164.225.56,/,-1840324437,35.153.248.71,Yoast SEO:20.3,962,False,,,,,,,
www.trellix.com,Living Security | Trellix,200,141511,www.trellix.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-09-14T00:00:00Z,2023-09-14T23:59:59Z,"CN=www.trellix.com, O=Musarubra US LLC, ST=California, C=US",www.trellix.com,trellix.com,"CN=Sectigo ECC Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Organization Validation Secure Server CA,Sectigo Limited,982e45f6df45ffe6c756a2976cacbca4,fd52800d82ce9d611711ecb8ee9db2107fed4c4e0208908fabbdeb3cc523977b,,ctls,www.trellix.com,,443,https://www.trellix.com:443,https,,text/html,GET,23.53.43.10,/,2116877167,2a02:26f0:ab00::214:8e71,HSTS,1129,False,,Musarubra US LLC,,,https://www.trellix.com/en-us/index.html,,
xconsole.trellix.com,XConsole,200,1652,xconsole.trellix.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-27T00:00:00Z,2024-04-24T23:59:59Z,CN=xconsole.trellix.com,xconsole.trellix.com,*.xconsole.trellix.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fdbd493e6c5ab656e503a09b2b8c9c0d,28af77c8a87afacc10090a1b7400eaeb6ef1c4989203b1dfed1df82db1fa85fc,True,ctls,xconsole.trellix.com,cloudfront,443,https://xconsole.trellix.com:443,https,AmazonS3,text/html,GET,143.204.98.4,/,2116877167,143.204.98.71,Amazon Web Services,1,False,True,,,,,,
