input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tech_,tls_wildcard_certificate,tls_mismatched,cdn_name,cdn,final_url,tls_expired,tls_self_signed,location
ids.easo.europa.eu,Microsoft Azure Web App - Error 404,404,2667,ids.easo.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-21T05:09:05Z,2024-05-15T05:09:05Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,Microsoft Corporation,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,be4f197bf7af8dcd1550e05f30ee268d,5f51bfbc6474cd76458811a7c58629c51da65f2fad722c9a8ea0e3aa18d4f208,ctls,ids.easo.europa.eu,443,https://ids.easo.europa.eu:443,https,,text/html,GET,52.169.73.236,/,387302845,52.169.73.236,87,False,,,True,True,azure,True,,,,
ids.euaa.europa.eu,EUAA Information and Documentation System (IDS),200,4124,ids.euaa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-27T11:19:24Z,2023-07-27T11:29:00Z,"CN=*.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",*.euaa.europa.eu,European Union Agency for Asylum,easo.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,3c5b908c734162f4461379593fd6aa5d,e79d0073b14601c8494d4fe568e20da2531991a6f928a10666ad21ab1b51b4a7,ctls,ids.euaa.europa.eu,443,https://ids.euaa.europa.eu:443,https,Apache,text/html,GET,20.107.162.48,/,-780928015,20.107.162.48,68,False,,Bootstrap,True,,,,,,,
idstore.myworkplace.services.ec.europa.eu,,404,96,idstore.myworkplace.services.ec.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-25T00:00:00Z,2024-06-22T23:59:59Z,CN=idstore.myworkplace.services.ec.europa.eu,idstore.myworkplace.services.ec.europa.eu,,idstore.myworkplace.services.ec.europa.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b8ca39a13b86127e675ca263707f8321,2688fcda94136873e4bcfbc8a177e64d0143a8455d9cb2036e04547f6acdc1af,ctls,idstore.myworkplace.services.ec.europa.eu,443,https://idstore.myworkplace.services.ec.europa.eu:443,https,,text/plain,GET,3.125.171.19,/,-248667488,35.157.159.75,1,False,,HSTS,,,,,,,,
ihi.europa.eu,Innovative Health Initiative | IHI Innovative Health Initiative,200,47854,www.ihi.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-07T14:38:06Z,2024-01-08T14:38:05Z,CN=*.ihi.europa.eu,*.ihi.europa.eu,,ihi.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,ccf20e68826efb3454000706642dab8a,fcf2d3a022ad331d78e8a1232929183d31f5afd512a7ab23a7607cbb2fb9dc9e,ctls,www.ihi.europa.eu,443,https://ihi.europa.eu:443,https,nginx/1.20.1,text/html,GET,195.82.70.10,/,-1298480087,195.82.70.10,1000,False,https://app.gdpr-central.eu,PHP:7.4.33,True,,,,https://www.ihi.europa.eu/,,,
image-acc.nsl.consilium.europa.eu,,200,,image-acc.nsl.consilium.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=image-acc.nsl.consilium.europa.eu, O=Council of the European Union, L=Bruxelles, C=BE",image-acc.nsl.consilium.europa.eu,Council of the European Union,www.image-acc.nsl.consilium.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2b6d3e44d42eb1a330ada0a8cd6e6fd6,492f20be36df9c68333fe6db1c164cf7f031eecdff77d6d9d42105b5ef24daba,ctls,image-acc.nsl.consilium.europa.eu,443,https://image-acc.nsl.consilium.europa.eu:443,https,AmazonS3,text/html,GET,99.86.4.66,/,-669025024,2600:9000:2057:f400:10:625c:3c0:93a1,1,False,,Amazon Web Services,,,cloudfront,True,,,,
image.nsl.consilium.europa.eu,,403,243,image.nsl.consilium.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-05T23:59:59Z,"CN=image.nsl.consilium.europa.eu, O=Council of the European Union, L=Bruxelles, C=BE",image.nsl.consilium.europa.eu,Council of the European Union,www.image.nsl.consilium.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2bedda2568724abd530a9ca3df73e8c8,e11badeceb79d0e4e9e52da9e922d7dc6ee7fbaa347e1e40c35cc86b0e4f8014,ctls,image.nsl.consilium.europa.eu,443,https://image.nsl.consilium.europa.eu:443,https,AmazonS3,application/xml,GET,52.222.214.38,/,683496495,2600:9000:223d:2000:17:3cda:5580:93a1,2,False,,HSTS,,,cloudfront,True,,,,
imas.ecb.europa.eu,,200,4176,id.ecb.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-18T06:28:59Z,2023-09-17T06:28:59Z,"CN=id.ecb.europa.eu, O=European Central Bank, L=Frankfurt am Main, C=DE",id.ecb.europa.eu,European Central Bank,www.id.ecb.europa.eu,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",4c24076939fbc8b484616e83bc14fff7,f05ea4851cca227e8563b0b06676a8795d87e93420da79299d5512d99950a30c,ctls,id.ecb.europa.eu,80,http://imas.ecb.europa.eu:80,http,nginx,text/html,GET,3.69.237.211,/,1645450506,52.59.117.130,47,False,https://ecbconnect.ecb.europa.eu,Nginx,,,,,https://id.ecb.europa.eu/login/?sessionOnly=true&goto=https%3A%2F%2Fid.ecb.europa.eu%2Fauth%2Foauth2.0%2Fv1%2Fauthorize%3Fresponse_type%3Dcode%26client_id%3DSSMEXT%26scope%3Dopenid%2520email%2520profile%2520ssmext%26state%3DzR4RJ_bmcGnNeIlqLH5dBvkzpiRR9cPvD1Yq-ZzkJr4%253D%26redirect_uri%3Dhttps%3A%2F%2Fimas.ecb.europa.eu%2Foauth2%2Fcode%2Fiwelcome%26nonce%3DotNNHNNz6JCWtCv3H-QToL6d9xa52qMCSStc7SwCei0,,,
img.news.eda.europa.eu,Brevo (formerly Sendinblue) | CRM Suite,200,248125,www.brevo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T18:07:27Z,2023-08-03T18:07:26Z,CN=brevo.com,brevo.com,,*.brevo.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,651fb245b1c459f83de512238316b2ef,cb02a43b8b0975dde513ffc611382767515a5f8e19158b68ff883daf2ecc6c25,ctls,www.brevo.com,443,https://img.news.eda.europa.eu:443,https,cloudflare,text/html,GET,104.17.201.242,/,-1840324437,104.17.202.242,21,False,,webpack,True,,cloudflare,True,https://www.brevo.com/,,,
imi.europa.eu,Homepage | IMI Innovative Medicines Initiative,200,49864,www.imi.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-28T14:34:55Z,2024-03-31T14:34:54Z,CN=*.imi.europa.eu,*.imi.europa.eu,,imi.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,abe31548aad3877af8600caf3f4daba6,c740fe31fd220b9121962eccb83bfb59440a8fc01c2bdb305f86b81618a0b334,ctls,www.imi.europa.eu,443,https://imi.europa.eu:443,https,nginx/1.20.1,text/html,GET,195.82.70.10,/,-1298480087,195.82.70.10,982,False,player.vimeo.com,YouTube,True,,,,https://www.imi.europa.eu/,,,
industry.eea.europa.eu,European Industrial Emissions Portal,200,106777,industry.eea.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-06-14T23:59:59Z,CN=*.eea.europa.eu,*.eea.europa.eu,,eea.europa.eu,"CN=GoGetSSL RSA DV CA, O=GoGetSSL, L=Riga, C=LV",GoGetSSL RSA DV CA,GoGetSSL,59ec2572a5c235ce7e3bec4b5e6d6b9e,c920f0abfd5f8e8f6f768b8bd424ef791117ba0dabfe1a491e6f41c699ca9241,ctls,industry.eea.europa.eu,443,https://industry.eea.europa.eu:443,https,HTTPS,text/html,GET,87.54.7.143,/,-708525686,87.54.7.143,3,False,,React,True,,,,,,,
industryportal.f4e.europa.eu,Industry and Fusion Laboratories Portal,200,23264,industryportal.f4e.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-13T08:42:09Z,2024-07-14T08:42:08Z,"CN=*.f4e.europa.eu, O=Fusion for Energy (F4E), L=Barcelona, ST=Barcelona, C=ES",*.f4e.europa.eu,Fusion for Energy (F4E),f4e.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,c9d4ccc4628f6c36afd3d0b35d83d393,4903be4f9411d22c3b31da877210d592d05b21cf732e72c132cb08365ad082d1,ctls,industryportal.f4e.europa.eu,443,https://industryportal.f4e.europa.eu:443,https,Microsoft-IIS/10.0,text/html,GET,20.111.1.0,/,485199722,20.111.1.0,435,False,,Windows Server,True,,,,,,,
infohub.enisa.europa.eu,Sign in - Matomo,200,100271,infohub.enisa.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-07T23:43:08Z,2023-09-05T23:43:07Z,CN=analytics.infohub.edw.ro,analytics.infohub.edw.ro,,analytics.infohub.edw.ro,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,35ba1bbff0ece13f7a8e08cef4c28378,e73adeecd2cb17a3d6ebf94c62faaf45cdd321d9fa541b2805f9d33013983378,ctls,infohub.enisa.europa.eu,443,https://infohub.enisa.europa.eu:443,https,nginx/1.20.1,text/html,GET,20.56.211.91,/,-1840324437,20.56.211.91,186,False,,PHP:7.2.34,,True,azure,True,,,,
inspire-geoportal.ec.europa.eu,INSPIRE Geoportal,200,17663,inspire-geoportal.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-06T09:26:53Z,2024-03-09T09:26:52Z,CN=inspire-geoportal.ec.europa.eu,inspire-geoportal.ec.europa.eu,,inspire-geoportal.ec.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,013de16c545a51794103a46d08062f45,e688658f5a68c1236f3bce37eaa2088768628269c4b95072732f88dae8102e96,ctls,inspire-geoportal.ec.europa.eu,443,https://inspire-geoportal.ec.europa.eu:443,https,,text/html,GET,139.191.221.19,/,-419132961,139.191.221.19,291,False,,HSTS,,,,,,,,
inspire.ec.europa.eu,INSPIRE | Welcome to INSPIRE,200,52056,inspire.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-30T00:00:00Z,2023-12-29T23:59:59Z,CN=inspire-legacy.ec.europa.eu,inspire-legacy.ec.europa.eu,,inspire.ec.europa.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,90211c2e560c98726b670c4a3f7c9b04,f537e42f15b4fc7eea546d3b5a535e369c64e0965c2f4c57e3c8df15cdd3044c,ctls,inspire.ec.europa.eu,443,https://inspire.ec.europa.eu:443,https,,text/html,GET,18.66.147.45,/,-1541784312,2600:9000:225e:8800:18:b14b:cf00:93a1,853,False,,PHP,,,cloudfront,True,,,,
int.een.ec.europa.eu,Enterprise Europe Network | Enterprise Europe Network,200,51597,int.een.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-05-15T23:59:59Z,CN=een.ec.europa.eu,een.ec.europa.eu,,*.een.ec.europa.eu,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6a9046be1d27ec91bb81888d57e5b90f,d7fd8532c6491bd02f0f64b0e174ac4032acff249fb9c22e11d8e0e8bf2d1e0c,ctls,int.een.ec.europa.eu,443,https://int.een.ec.europa.eu:443,https,Apache,text/html,GET,18.66.147.21,/,-780928015,2600:9000:225e:fe00:b:acbf:8580:93a1,740,False,,PHP,True,,cloudfront,True,,,,
integration-test.ema.europa.eu,Error 404--Not Found,404,1164,integration-test.ema.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-30T00:00:00Z,2024-05-07T23:59:59Z,"CN=integration-test.ema.europa.eu, O=European Medicines Agency, L=Amsterdam, ST=Noord-Holland, C=NL",integration-test.ema.europa.eu,European Medicines Agency,integration-test.ema.europa.eu,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,db223701da21364db263a843a71bafd0,53dc9f742fae6bf0b5bcf6eb45b49706891a1c74671db01ec67c42f7f24a46cf,ctls,integration-test.ema.europa.eu,443,https://integration-test.ema.europa.eu:443,https,,text/html,GET,195.144.18.110,/,-2113408924,195.144.18.110,20,False,,Oracle Dynamic Monitoring Service,,,,,,,,
internal.dev.upp.op.europa.eu,Internal Portal,200,6431,internal.dev.upp.op.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-24T00:00:00Z,2023-10-24T23:59:59Z,CN=internal.dev.upp.op.europa.eu,internal.dev.upp.op.europa.eu,,internal.dev.upp.op.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",45426e23ce0df6bdf337becf014b9db1,c5359121fb22a005db7f5f2a2d947482f0c07fe4f9c4c0d6aab1ef0968a78aa2,ctls,internal.dev.upp.op.europa.eu,443,https://internal.dev.upp.op.europa.eu:443,https,,text/html,GET,13.107.246.45,/,1578608843,2620:1ec:bdf::45,22,False,,Microsoft ASP.NET,,,,,,,,
internal.rec.upp.op.europa.eu,Internal Portal,200,6431,internal.rec.upp.op.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-17T00:00:00Z,2023-12-17T23:59:59Z,CN=internal.rec.upp.op.europa.eu,internal.rec.upp.op.europa.eu,,internal.rec.upp.op.europa.eu,"CN=GeoTrust Global TLS RSA4096 SHA256 2022 CA1, O=DigiCert\, Inc., C=US",GeoTrust Global TLS RSA4096 SHA256 2022 CA1,"DigiCert, Inc.",d7450d2d9c303f651662647af0fb1713,04d27943831a6549e5b8a300bda2891103eea33e7a817748f2a7a4d74656e2a0,ctls,internal.rec.upp.op.europa.eu,443,https://internal.rec.upp.op.europa.eu:443,https,,text/html,GET,13.107.246.45,/,-332806213,2620:1ec:46::45,22,False,,Microsoft ASP.NET,,,,,,,,
international-partnerships.ec.europa.eu,Language selection | International Partnerships,200,8536,international-partnerships.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-20T00:00:00Z,2024-04-18T23:59:59Z,CN=international-partnerships.ec.europa.eu,international-partnerships.ec.europa.eu,,*.international-partnerships.ec.europa.eu,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,713390ff1d860fa899ede3b7766e9b84,80c5dd3c2b8a483f545e485f6f29f0ab452992448712482890eb949021d37d6c,ctls,international-partnerships.ec.europa.eu,443,https://international-partnerships.ec.europa.eu:443,https,,text/html,GET,18.66.147.115,/,-780928015,2600:9000:225e:8e00:a:6e2:3b80:93a1,153,False,,PHP,True,,cloudfront,True,https://international-partnerships.ec.europa.eu/select-language?destination=/node/1,,,
interop.europass.cedefop.europa.eu,Interoperability with Europass | Europass,200,277796,europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-21T16:36:05Z,2023-07-23T16:36:04Z,"CN=europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",europa.eu,European Commission,www.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,3a71dbd0e62bc83ce09714fcbea91be3,df06fbec8715f7e3566b0de1b71a9f60fa78f0ca63c7d40df1db571c6ddbeb51,ctls,europa.eu,443,https://interop.europass.cedefop.europa.eu:443,https,Europa,text/html,GET,194.26.22.20,/,928924720,194.26.22.20,2895,False,,PHP,,,,,https://europa.eu/europass/en/stakeholders/interoperability-europass,,,
intranet.gsa.europa.eu,,200,7360,intranet.euspa.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-08T13:46:38Z,2024-07-09T13:46:37Z,CN=*.euspa.europa.eu,*.euspa.europa.eu,,euspa.europa.eu,"CN=GlobalSign GCC R3 DV TLS CA 2020, O=GlobalSign nv-sa, C=BE",GlobalSign GCC R3 DV TLS CA 2020,GlobalSign nv-sa,ba21201731c89de4eb281704101b83db,0589063048dac839b173bf8a25da6c0fa1c9a03f4c77b9c5cae8eb338fe77dc9,ctls,intranet.euspa.europa.eu,443,https://intranet.gsa.europa.eu:443,https,,text/html,GET,62.209.199.134,/,878647854,62.209.199.134,43,False,,,True,,,,https://intranet.euspa.europa.eu/my.logout.php3?errorcode=19,,,
ip-staracceptanceeceuropa.ec.europa.eu,Access Denied,403,642,ip-staracceptanceeceuropa.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-06T11:46:13Z,2024-07-07T11:46:12Z,"CN=*.acceptance.ec.europa.eu, O=European Commission, L=Brussels, ST=Brussels-Capital Region, C=BE",*.acceptance.ec.europa.eu,European Commission,acceptance.ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,6db624da53f1019fe8cdb4f298f7c0ca,d122f05c3cb5a2b95f37ba04cd1c2404cb22058e648a67c45584bc5dcebaf9b1,ctls,ip-staracceptanceeceuropa.ec.europa.eu,443,https://ip-staracceptanceeceuropa.ec.europa.eu:443,https,,text/html,GET,147.67.210.29,/,-444315832,2a01:7080:14:100::666:29,37,False,,,True,True,,,,,,
ipchem.jrc.ec.europa.eu,IPCheM Portal,200,110706,ipchem.jrc.ec.europa.eu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-19T15:48:24Z,2023-11-20T15:48:23Z,"CN=*.jrc.ec.europa.eu, O=European Commission, L=Ispra, ST=Varese, C=IT",*.jrc.ec.europa.eu,European Commission,jrc.ec.europa.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,bb23d1a8220110f5c4336b42357a643e,8dbb2adc3c65dd1126ff18477cf237459bc7cd4b35014eb1908ed702bb5ca99e,ctls,ipchem.jrc.ec.europa.eu,443,https://ipchem.jrc.ec.europa.eu:443,https,,text/html,GET,139.191.221.11,/,-780928015,139.191.221.11,1772,False,air.discomap.eea.europa.eu,HSTS,True,,,,,,,
ipcr.consilium.europa.eu,IPCR Login,200,21508,ipcr.consilium.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-28T00:00:00Z,2024-04-27T23:59:59Z,"CN=ipcr.consilium.europa.eu, O=Council of the European Union, L=Bruxelles, C=BE",ipcr.consilium.europa.eu,Council of the European Union,ipcr.consilium.europa.eu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4c9d68de5724b84dd98d7f5d5a1d5273,fe90621a8f0ed534ed32c8db7aee93c4c4d2487833539c49ca2c5a2372dea5bf,ctls,ipcr.consilium.europa.eu,443,https://ipcr.consilium.europa.eu:443,https,,text/html,GET,23.97.152.138,/,704293698,23.97.152.138,222,False,,Microsoft ASP.NET,,,azure,True,https://ipcr.consilium.europa.eu/IPCR-Login?returnurl=%2f,,,
ipcr.stg.consilium.europa.eu,Web App - Unavailable,403,2342,ipcr.stg.consilium.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-14T00:00:00Z,2024-05-14T23:59:59Z,"CN=ipcr.stg.consilium.europa.eu, O=Council of the European Union, L=Bruxelles, C=BE",ipcr.stg.consilium.europa.eu,Council of the European Union,www.ipcr.stg.consilium.europa.eu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,b02157a6e26efed43cf064774295609f,ac1bdecf93bf56d3b3d0f38e17ba0e182565743211fcc4040db933b8444a5ac0,ctls,ipcr.stg.consilium.europa.eu,443,https://ipcr.stg.consilium.europa.eu:443,https,,text/html,GET,137.117.218.101,/,-1111039167,137.117.218.101,75,False,,,,,azure,True,,,,
ipcrtest.cis.consilium.europa.eu,Web App - Unavailable,403,1892,ipcrtest.cis.consilium.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-18T08:18:09Z,2023-09-03T08:37:55Z,CN=ipcrtest.cis.consilium.europa.eu,ipcrtest.cis.consilium.europa.eu,,ipcrtest.cis.consilium.europa.eu,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",036f2ddf138436d06c36286d78d8c378,44113622a5ba7801f4894dbaf5639f517e85d04bc5d35bee9cb67c9a63a210d1,ctls,ipcrtest.cis.consilium.europa.eu,443,https://ipcrtest.cis.consilium.europa.eu:443,https,,text/html,GET,52.178.75.200,/,-237335256,52.178.75.200,74,False,,,,,azure,True,,,,
ipexl.europarl.europa.eu,IPEX | The platform for EU Interparliamentary Exchange,200,6939,secure.ipex.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-22T10:16:02Z,2023-09-23T10:16:01Z,"CN=secure.ipex.eu, O=European Parliament, L=Luxembourg, ST=Luxembourg, C=LU",secure.ipex.eu,European Parliament,www.ipex.eu,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,56aab804f434fcae65e143c4debc2a04,c3fca479a0630f36d3c0f29c3c060ba4941d47af556a01e0805b347d2419e1a5,ctls,secure.ipex.eu,443,https://ipexl.europarl.europa.eu:443,https,nginx,text/html,GET,136.173.69.97,/,-1840324437,136.173.69.97,106,False,,Nginx,,,,,https://secure.ipex.eu/IPEXL-WEB,,,
ipsn.easo.europa.eu,EUROPEAN UNION AGENCY FOR ASYLUM | EUAA tool,200,36914,ipsn.easo.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-27T11:19:24Z,2023-07-27T11:29:00Z,"CN=*.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",*.euaa.europa.eu,European Union Agency for Asylum,easo.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,3c5b908c734162f4461379593fd6aa5d,e79d0073b14601c8494d4fe568e20da2531991a6f928a10666ad21ab1b51b4a7,ctls,ipsn.easo.europa.eu,443,https://ipsn.easo.europa.eu:443,https,Microsoft-IIS/10.0,text/html,GET,20.105.25.106,/,-1489752591,20.105.25.106,595,False,,YouTube,True,True,,,,,,
ipsn.euaa.europa.eu,EUROPEAN UNION AGENCY FOR ASYLUM | EUAA tool,200,36915,ipsn.euaa.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-27T11:19:24Z,2023-07-27T11:29:00Z,"CN=*.euaa.europa.eu, O=European Union Agency for Asylum, L=Valletta, ST=Valletta, C=MT",*.euaa.europa.eu,European Union Agency for Asylum,easo.europa.eu,"CN=QuoVadis Europe SSL CA G2, O=QuoVadis Trustlink B.V., C=NL",QuoVadis Europe SSL CA G2,QuoVadis Trustlink B.V.,3c5b908c734162f4461379593fd6aa5d,e79d0073b14601c8494d4fe568e20da2531991a6f928a10666ad21ab1b51b4a7,ctls,ipsn.euaa.europa.eu,443,https://ipsn.euaa.europa.eu:443,https,Microsoft-IIS/10.0,text/html,GET,20.105.25.106,/,-1513457647,20.105.25.106,595,False,,YouTube,True,,,,,,,
iris.ema.europa.eu,"Home
		 · IRIS",200,29267,iris.ema.europa.eu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-22T00:00:00Z,2024-06-21T23:59:59Z,"CN=iris.ema.europa.eu, O=European Medicines Agency, L=Amsterdam, ST=Noord-Holland, C=NL",iris.ema.europa.eu,European Medicines Agency,iris.ema.europa.eu,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,5db8e82c10a0ee4b1416cbc30e767377,7ffffd3b5b6e7d0927899690a2a7fc57cb9bebfbed2019af4a2b5092c281c665,ctls,iris.ema.europa.eu,443,https://iris.ema.europa.eu:443,https,,text/html,GET,52.178.90.230,/,1675084768,52.178.90.230,636,False,,Microsoft ASP.NET,,,azure,True,,,,
ispconfig.cepol.europa.eu,Welcome!,200,1861,ispconfig.cepol.europa.eu,443,True,tls13,TLS_AES_256_GCM_SHA384,2018-04-24T12:54:07Z,2028-04-21T12:54:07Z,"emailAddress=webmaster@europa3301.cepol.europa.eu, CN=europa3301.cepol.europa.eu, OU=CEPOL, O=CEPOL, L=Budapest, ST=Pest, C=HU, emailAddress=webmaster@europa3301.cepol.europa.eu",europa3301.cepol.europa.eu,CEPOL,,"emailAddress=webmaster@europa3301.cepol.europa.eu, CN=europa3301.cepol.europa.eu, OU=CEPOL, O=CEPOL, L=Budapest, ST=Pest, C=HU, emailAddress=webmaster@europa3301.cepol.europa.eu",europa3301.cepol.europa.eu,CEPOL,ec9f46bff93d462371d1ef60948b54fa,55c7de4ad50b4b5a981e07445b2d91078d2c4a11dd9869debc5c09b5c7e634cf,ctls,ispconfig.cepol.europa.eu,443,https://ispconfig.cepol.europa.eu:443,https,Apache,text/html,GET,193.68.54.246,/,-725636930,193.68.54.246,61,False,,Apache,,True,,,,,True,
