new,host,a,cname,soa,status_code,mx,txt,ns,caa,aaaa,cdn,cdn-name,has_internal_ips,internal_ips
[x],658-61.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],71-7-5-3.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],71-9-3.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],74-0-3-4.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],74-1-3-0.z1.amocrm.ru,"178.248.235.194, 95.143.182.166, 23.111.119.230",z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,"ns2.amocrm.ru, ns8-cloud.nic.ru, ns8-l2.nic.ru, ns3-l2.nic.ru, ns4-l2.nic.ru, ns4-cloud.nic.ru, ns3.amocrm.ru",,,,,,
[x],757-3-5.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],757-9-80.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],7d6c.z1.amocrm.ru,,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],7wkd7.z1.amocrm.ru,,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],84-0-7-2.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],84-2-0.z1.amocrm.ru,"178.248.235.194, 95.143.182.166, 23.111.119.230",z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,"ns8-cloud.nic.ru, ns4-cloud.nic.ru, ns8-l2.nic.ru, ns3-l2.nic.ru, ns3.amocrm.ru, ns4-l2.nic.ru, ns2.amocrm.ru",,,,,,
[x],84ez.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],85-2-1.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],85-7-1-6-2.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],88vbsd2.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],92mbusiness.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],93-4-88.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],94-226-44-50.z1.amocrm.ru,"178.248.235.194, 95.143.182.166, 23.111.119.230",z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,"ns2.amocrm.ru, ns8-cloud.nic.ru, ns8-l2.nic.ru, ns3-l2.nic.ru, ns4-l2.nic.ru, ns4-cloud.nic.ru, ns3.amocrm.ru",,,,,,
[x],95-0-78.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],95-2-31.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],95-9-27.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],950-0-7.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],96-06.z1.amocrm.ru,"178.248.235.194, 95.143.182.166, 23.111.119.230",z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,"ns3.amocrm.ru, ns3-l2.nic.ru, ns8-cloud.nic.ru, ns2.amocrm.ru, ns4-cloud.nic.ru, ns4-l2.nic.ru, ns8-l2.nic.ru",,,,,,
[x],963-4-8.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],9d-p.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],a-162-150-169-52.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],a28.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],ab-sd1.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],ab24k.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],abiz.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],ablida-justicebcdashboard-hideip-usa.z1.amocrm.ru,"178.248.235.194, 95.143.182.166, 23.111.119.230",z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,"ns4-cloud.nic.ru, ns4-l2.nic.ru, ns3.amocrm.ru, ns8-l2.nic.ru, ns2.amocrm.ru, ns3-l2.nic.ru, ns8-cloud.nic.ru",,,,,,
[x],ablida-newsletter.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],absftp.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],abumediamobile.z1.amocrm.ru,,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],acc-ash2-dc10-502-1.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],accdafc.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],accept-sslvpn.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],acceptcorpapps.z1.amocrm.ru,,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,,,,,,,,
[x],acceptm.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],access-alpha-assets-auth-antiviruspre.z1.amocrm.ru,,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,
[x],access-dev-cs-crm-dns.z1.amocrm.ru,"178.248.235.194, 95.143.182.166, 23.111.119.230",z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,"ns8-cloud.nic.ru, ns3-l2.nic.ru, ns3.amocrm.ru, ns4-cloud.nic.ru, ns4-l2.nic.ru, ns2.amocrm.ru, ns8-l2.nic.ru",,,,,,
[x],access-sftp-apac.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],account-cms-customers-mx-corporate.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],accountdata-ci-helpdesk.z1.amocrm.ru,,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,
[x],accountjira-beta-origin.z1.amocrm.ru,"178.248.235.194, 95.143.182.166, 23.111.119.230",z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,"ns8-cloud.nic.ru, ns3-l2.nic.ru, ns3.amocrm.ru, ns4-cloud.nic.ru, ns4-l2.nic.ru, ns2.amocrm.ru, ns8-l2.nic.ru",,,,,,
[x],accountredirectwikiacceptatie.z1.amocrm.ru,"178.248.235.194, 95.143.182.166, 23.111.119.230",z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,"ns2.amocrm.ru, ns8-cloud.nic.ru, ns8-l2.nic.ru, ns3-l2.nic.ru, ns4-l2.nic.ru, ns4-cloud.nic.ru, ns3.amocrm.ru",,,,,,
[x],accountww01-my-external-domain.z1.amocrm.ru,,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],achievers.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],acmc.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],acs0at06.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],acura-sable-1.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],adding.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],additiv.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],admanager.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],admin-c14.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],admin-cf.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],admin-dlife-sand.z1.amocrm.ru,"178.248.235.194, 95.143.182.166, 23.111.119.230",z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,"ns3-l2.nic.ru, ns2.amocrm.ru, ns3.amocrm.ru, ns4-cloud.nic.ru, ns8-cloud.nic.ru, ns8-l2.nic.ru, ns4-l2.nic.ru",,,,,,
[x],admin-exchangecontainer-www-test.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],adsdpku.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],adw-golden-feb.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],aea11b90.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],aexgro246segmente.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,,,,,,,,
[x],af01d-or-app02.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],afc-6-41-4-52.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],affiliaten.z1.amocrm.ru,,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],agatakrochmal92021.amocrm.com,"64.58.114.237, 142.0.201.228",cfc.trunk.amocrm.com,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,,,,,,,,,
[x],agh.z1.amocrm.ru,,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],agreement-gfx.z1.amocrm.ru,"178.248.235.194, 95.143.182.166, 23.111.119.230",z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,"ns2.amocrm.ru, ns8-cloud.nic.ru, ns8-l2.nic.ru, ns3-l2.nic.ru, ns4-l2.nic.ru, ns4-cloud.nic.ru, ns3.amocrm.ru",,,,,,
[x],agreement.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],ai-mez.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],aim-beta.z1.amocrm.ru,,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],akc.amocrm.ru,"95.213.161.42, 95.213.201.60",cfa.trunk.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,
[x],alanallegro.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],alcoholomania.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],alexd.amocrm.ru,"88.212.250.100, 88.212.249.37",cfb.trunk.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,
[x],alexey3.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],alexey4.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],aloha.z1.amocrm.ru,,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,,,,,,,,,
[x],alpha-access-alphalabs-develip-git.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],alpha-deadwood.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],alphaeurope-logsauth-mirror-my-oceania.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],altvpn.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],amberly.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],americana-www.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],americaninquiry.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],amicd.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],amocrm.com,204.74.252.199,,"ns20.digicertdns.com, dns.digicertdns.com",NOERROR,"alt2.aspmx.l.google.com, alt1.aspmx.l.google.com, aspmx2.googlemail.com, aspmx.l.google.com, aspmx3.googlemail.com","acuao6ojkmsmktlg80rk853ur, v=spf1 +mx include:spf001.amocrm.ru include:_spf.google.com include:spf.mandrillapp.com include:spf.unisender.com include:_spf-ipv4.yandex.ru include:_spf-ipv6.yandex.ru include:mail.site24x7.eu ~all, spf2.0/mfrom,pra +mx include:team.amocrm.com include:spf001.amocrm.ru include:_spf.google.com include:spf.mandrillapp.com include:senderid.unisender.com include:_spf.yandex.ru include:mail.site24x7.eu  ip4:107.22.212.179 ~all, 53diqeo1r6luq9vm4vans1q7eq, facebook-domain-verification=e1tz4xh9wl1f41cla8z72009d4zxw5, google-site-verification=WYLpJwGsev77VdVeJJAVoMtRmAbTz_KaH0o39KGY570, p4eb8bj0hsgrt91pb28p75s14s","ns12.dnsmadeeasy.com, ns10.dnsmadeeasy.com, ns11.dnsmadeeasy.com, ns15.dnsmadeeasy.com, ns14.dnsmadeeasy.com, ns13.dnsmadeeasy.com",,,,,,
[x],amocrm.ru,"95.143.182.166, 23.111.119.230",,,NOERROR,,,"ns2.amocrm.ru, ns3-l2.nic.ru, ns8-l2.nic.ru, ns4-l2.nic.ru, ns4-cloud.nic.ru, ns8-cloud.nic.ru, ns3.amocrm.ru",,,,,,
[x],amswzd-01-01.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],analytics-internal-nk.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],anene.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],angeni.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],aniket.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],animangahouse.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],antispam.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],aots-vtm.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
[x],aotsoldwl-lsp.z1.amocrm.ru,178.248.235.194,z1.amocrm.ru,"ns3-l2.nic.ru, dns.nic.ru",NOERROR,mx.yandex.net,201909041703014zut8kvs50y5lq4wq47u404wjvld86iqezz3qicuz1hvxqdvkt,,,,,,,
