input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_mismatched,final_url
status.trustpilot.com,Trustpilot Status,200,209117,status.trustpilot.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-12T16:52:31Z,2023-09-10T16:52:30Z,CN=cloud-status.dimensiondata.com,cloud-status.dimensiondata.com,www.opensrsstatus.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1c63d4ebeeceb1981c22a015d5ad6fd2,356d1392d99bef8e37a776c894c060c92c88930c842ebdfcbd9f627cded0fc13,,ctls,status.trustpilot.com,,443,https://status.trustpilot.com:443,https,,text/html,GET,52.215.192.133,/,-1840324437,52.215.192.133,HSTS,2756,False,,,,
sto1-linkap-a1.business-preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://sto1-linkap-a1.business-preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.81,/,2101335851,18.66.122.107,Amazon Web Services,20,False,True,,,
tech-radar.trustpilot.com,ERROR: The request could not be satisfied,403,919,tech-radar.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,tech-radar.trustpilot.com,cloudfront,443,https://tech-radar.trustpilot.com:443,https,CloudFront,text/html,GET,18.66.97.21,/,-947304289,18.66.97.52,HTTP/3,20,False,True,,,
techradar.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://techradar.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.97.109,/,975275936,18.66.97.21,Amazon Web Services,20,False,True,,,
telekom.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://telekom.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.17,/,-1130934003,18.66.122.83,Amazon Web Services,20,False,True,,,
tw-pp-tcv-billing.business-preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://tw-pp-tcv-billing.business-preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.122,/,458324391,18.66.122.107,Amazon Web Services,20,False,True,,,
uk.legal.trustpilot.com,Trustpilot legal guidelines and policies,200,97941,uk.legal.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.legal.trustpilot.com,*.legal.trustpilot.com,legal.trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee0bead4c21c67c7ac83b65fc4eb74d8,1d051a2a0b350a24e9f27173da9a43daf507fe53dbcb8b4725883cf9fe03b1a2,True,ctls,uk.legal.trustpilot.com,cloudfront,443,https://uk.legal.trustpilot.com:443,https,,text/html,GET,13.32.121.107,/,1265483046,13.32.121.96,HSTS,511,False,True,,,
uk.trustpilot.com,Trustpilot Reviews: Experience the power of customer reviews,200,206573,uk.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,uk.trustpilot.com,cloudfront,443,https://uk.trustpilot.com:443,https,,text/html,GET,108.138.17.70,/,-1383922597,108.138.17.129,HSTS,38,False,True,,,
updateaccessnode-nanotechnet2.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://updateaccessnode-nanotechnet2.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.83,/,-1646844714,18.66.122.17,Amazon Web Services,20,False,True,,,
usnavs1doct1.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://usnavs1doct1.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.83,/,1187365939,18.66.122.119,Amazon Web Services,20,False,True,,,
v2-cache-production.business-preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://v2-cache-production.business-preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.115,/,-380243860,18.66.122.122,Amazon Web Services,20,False,True,,,
vhmuutfpdb.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://vhmuutfpdb.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.17,/,-1314176232,18.66.122.83,Amazon Web Services,20,False,True,,,
vhp-workflows-dev-camunda-service-camunda-worker.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://vhp-workflows-dev-camunda-service-camunda-worker.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.119,/,-1823350303,18.66.122.83,Amazon Web Services,20,False,True,,,
webhooks.trustpilot.com,,401,12,webhooks.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,webhooks.trustpilot.com,cloudfront,443,https://webhooks.trustpilot.com:443,https,CloudFront,,GET,18.66.147.95,/,229361783,18.66.147.46,Basic,1,False,True,,,
www-mailchimpfeed.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://www-mailchimpfeed.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.83,/,1005659556,18.66.122.119,Amazon Web Services,20,False,True,,,
za.legal.trustpilot.com,Trustpilot legal guidelines and policies,200,97950,legal.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.legal.trustpilot.com,*.legal.trustpilot.com,legal.trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ee0bead4c21c67c7ac83b65fc4eb74d8,1d051a2a0b350a24e9f27173da9a43daf507fe53dbcb8b4725883cf9fe03b1a2,True,ctls,legal.trustpilot.com,,80,http://za.legal.trustpilot.com:80,http,,text/html,GET,52.18.173.89,/,1954728566,34.255.211.190,HSTS,511,False,,,,https://legal.trustpilot.com/
zendesk4.trustpilot.com,Trustpilot Reviews: Experience the power of customer reviews,200,212757,www.trustpilot.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-02T00:00:00Z,2024-03-02T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8409d55a39986d8dda6c5166360b1d48,bbe6d8ee6e19d289f4b955e4db1ecc54c36c145e520f692b1d0af386d0126687,True,ctls,www.trustpilot.com,cloudflare,80,http://zendesk4.trustpilot.com:80,http,,text/html,GET,162.159.128.7,/,-1383922597,162.159.138.6,HSTS,36,False,True,,,https://www.trustpilot.com/
zendeskchannel.trustpilot.com,,404,,zendeskchannel.trustpilot.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-02-29T23:59:59Z,CN=*.trustpilot.com,*.trustpilot.com,trustpilot.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6bf2f6bf9857054f62406480e67d20df,44df2148195b7f7fcc795d679e33bb8eb85b7eb04e19227ca3bd0def82dcb062,True,ctls,zendeskchannel.trustpilot.com,,443,https://zendeskchannel.trustpilot.com:443,https,gunicorn/19.10.0,text/html,GET,34.243.179.175,/,-1840324437,54.154.95.249,gunicorn:19.10.0,1,False,,,,
zoomnys126mmr.preview.trustpilot.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://zoomnys126mmr.preview.trustpilot.com:80,http,CloudFront,text/html,GET,18.66.122.107,/,83311618,18.66.122.17,Amazon Web Services,20,False,True,,,
