new,host,a,soa,status_code,cname,aaaa,cdn,cdn-name,ns,txt,has_internal_ips,internal_ips,mx,caa
,atairbnb.com,,"ns-900.awsdns-48.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-1926.awsdns-48.co.uk, ns-32.awsdns-04.com, ns-900.awsdns-48.net, ns-1071.awsdns-05.org",google-site-verification=EQJ3JX8DsaJJcyg3LxuVWu81v6dfgTlDERw3-EF8DWk,,,,
,august.adapter.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,auth-5.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,auth.next.airbnb.com,"23.12.147.39, 23.12.147.12","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,autoconfig.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,autodiscover.luxuryretreats.com,"52.96.183.40, 52.96.70.248, 52.96.32.184, 52.96.35.184","ns1-ms-acdc.office.com, hostmaster.microsoft.com",NOERROR,"autodiscover.outlook.com, atod-g2.tm-4.office.com, autod.ms-acdc-autod.office.com","2603:1036:302:505b::8, 2603:1036:302:403c::8, 2603:1036:302:4050::8, 2603:1036:302:415f::8",,,,,,,,
,autodiscover.next.airbnb.com,"23.12.147.39, 23.12.147.12","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,autodiscover6.luxuryretreats.com,54.144.128.85,,NOERROR,,,,,,,,,,
,awsdashboard.next.airbnb.com,"96.16.54.161, 96.16.54.113","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,az.airbnb.com,"2.16.241.98, 2.16.241.73","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,b.next.airbnb.com,"2.23.7.42, 2.23.7.24","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,baesilri2.moodle.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,balaji.uk.next.airbnb.com,"2.16.241.73, 2.16.241.98","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,balint.p2p.next.airbnb.com,"2.16.241.98, 2.16.241.73","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,basic-nodejs-dev.next.airbnb.com,"23.0.174.120, 23.0.174.82","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,bastion.hoteltonight-test.com,52.86.0.22,"ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,bb9.pictures.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,be.mail35.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,be1.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,beach.optustvnow.next.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,beacon-2010ps-mgmt-portal-okta.airbnb.app,"76.76.21.142, 76.76.21.123","ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,beispiel.admin-lite-next.airbnb.com,34.120.23.133,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,"iap-prod.airbnb.tools, iap-generic01-global-prod-useast4.airbnb.biz",2600:1901:0:7a6a::,True,google,,,,,,
,beloved.ci.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,bessie.airbnb.com,54.88.5.64,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"cerberus.airbnb-aws.com, i-078f688cd19126337.inst.aws.us-east-1.prod.musta.ch, ec2-54-88-5-64.compute-1.amazonaws.com, i-0239ad6b9040ff4e5.inst.aws.us-east-1.prod.musta.ch, ec2-3-86-66-53.compute-1.amazonaws.com, i-03823972fd94e8446.inst.aws.us-east-1.prod.musta.ch, ec2-3-83-12-59.compute-1.amazonaws.com, i-03588c110f35240a8.inst.aws.us-east-1.prod.musta.ch, ec2-34-207-101-21.compute-1.amazonaws.com, i-040d47cbd13cf5780.inst.aws.us-east-1.prod.musta.ch, ec2-44-204-33-117.compute-1.amazonaws.com, i-0f626dba0cf0932de.inst.aws.us-east-1.prod.musta.ch, ec2-52-91-14-234.compute-1.amazonaws.com, i-081567a46e05c4a01.inst.aws.us-east-1.prod.musta.ch, ec2-54-175-123-66.compute-1.amazonaws.com",,,,,,,,,
,beta-partners.hoteltonight-test.com,151.101.246.217,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,u2.shared.global.fastly.net,,True,fastly,,,,,,
,beta.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,beyond.airbnb.com,,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,vpc-elb-thanatos-1430855175.us-east-1.elb.amazonaws.com,,,,,,,,,
,bg.airbnb.com,"2.16.241.85, 2.16.241.80","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san.airbnb.com.edgekey.net, e118243.a.akamaiedge.net",,,,,,,,,
,blast2s-next.airbnb.com,54.89.21.241,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"cerberus.airbnb-aws.com, i-017fb7a15805bd3ef.inst.aws.us-east-1.prod.musta.ch, ec2-54-89-21-241.compute-1.amazonaws.com, i-067276319f3ea80ef.inst.aws.us-east-1.prod.musta.ch, ec2-34-235-146-217.compute-1.amazonaws.com, i-07510d14cbc300be2.inst.aws.us-east-1.prod.musta.ch, ec2-52-87-174-251.compute-1.amazonaws.com, i-0f626dba0cf0932de.inst.aws.us-east-1.prod.musta.ch, ec2-52-91-14-234.compute-1.amazonaws.com, i-03588c110f35240a8.inst.aws.us-east-1.prod.musta.ch, ec2-34-207-101-21.compute-1.amazonaws.com, i-0315b121fd7f1ebf4.inst.aws.us-east-1.prod.musta.ch, ec2-54-87-43-141.compute-1.amazonaws.com, i-0ab3a44cb7366135b.inst.aws.us-east-1.prod.musta.ch, ec2-54-162-11-30.compute-1.amazonaws.com",,,,,,,,,
,blast2s.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,blog.airbnb.com,"34.195.166.128, 54.81.10.132, 3.219.98.98","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,vpc-elb-thanatos-1430855175.us-east-1.elb.amazonaws.com,,,,"ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",,,,,
,blog.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,blog2-1.luxuryretreats.com,,,NOERROR,,,,,,,,,,
,blogs.next.airbnb.com,"96.16.54.113, 96.16.54.161","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,blue.optustvnow.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,blur.merchdirect.next.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,bnx.int.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,bnx.qa.next.airbnb.com,"2.16.241.73, 2.16.241.98","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,bockhan1.moodle.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,boring.q.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,bounce.work.airbnb.com,,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,bounce.work.airbnb.com,
,bowlingadmin.evd.next.airbnb.com,"23.0.174.120, 23.0.174.82","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,bs.airbnb.com,"184.51.149.97, 184.51.149.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,bulletin.next.airbnb.com,"62.115.252.50, 80.239.137.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,bultaewoo4.uat.next.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,burlingtonvtpre.optustvnow.next.airbnb.com,"95.101.111.158, 95.101.111.163","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,buyshock.pictures.next.airbnb.com,"96.16.54.161, 96.16.54.113","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,byairbnb.com,,"ns-859.awsdns-43.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,"ns-130.awsdns-16.com, ns-1747.awsdns-26.co.uk, ns-859.awsdns-43.net, ns-1345.awsdns-40.org",c07bf95c9815433aaa24ac34723c7139,,,,
,c.next.airbnb.com,"2.16.241.98, 2.16.241.73","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ca.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cache2-1-spring-boot-security-saml-active-okta-hubli24.airbnb.app,"76.76.21.241, 76.76.21.142","ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,callbacks.airbnb.com,"23.0.174.120, 23.0.174.82","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cam.next.airbnb.com,"2.16.241.73, 2.16.241.98","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,caoliu.express.next.airbnb.com,"95.101.111.158, 95.101.111.163","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,careers.airbnb.com,"23.213.161.198, 23.213.161.204","dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,letsencrypt.org
,careers.next.airbnb.com,"95.100.104.21, 95.100.104.19","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cas02.dev.next.airbnb.com,"2.23.7.24, 2.23.7.42","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,catalog.next.airbnb.com,"173.222.106.151, 173.222.106.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ccapi.next.airbnb.com,"2.16.241.98, 2.16.241.73","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ccmt.next.airbnb.com,"96.16.54.113, 96.16.54.161",,NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cdn.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cdq-api.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cdx.muscache.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"san.airbnb.com.edgekey.net, e118243.a.akamaiedge.net",,,,,,,,,
,ceqed.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cerberus.airbnb-aws.com,54.92.195.116,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"i-0f8356adbe4c73fe7.inst.aws.us-east-1.prod.musta.ch, ec2-54-92-195-116.compute-1.amazonaws.com, i-02558a6508421721e.inst.aws.us-east-1.prod.musta.ch, ec2-54-175-45-136.compute-1.amazonaws.com",,,,"ns2.amzndns.co.uk, ns1.amzndns.org, ns1.amzndns.net, ns1.amzndns.co.uk, ns2.amzndns.com, ns2.amzndns.net, ns1.amzndns.com, ns2.amzndns.org",,,,,
,cerberus.next.airbnb.com,"2.23.7.24, 2.23.7.42","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,certificate.next.airbnb.com,"23.12.147.39, 23.12.147.12","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cgl-airbnbnow.airbnb.app,,"ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,charon-elb.airbnb.com,"18.235.161.199, 34.205.217.46, 44.206.108.119, 54.90.183.184, 34.206.126.103, 35.175.60.155, 54.86.158.66, 54.82.222.94","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,vpc-elb-charon-1316180355.us-east-1.elb.amazonaws.com,,,,,,,,,
,charon-themis.airbnb-aws.com,"34.201.220.143, 54.86.8.39, 54.166.135.199, 54.87.143.172, 34.228.195.130, 54.82.181.38, 54.92.243.48, 54.162.145.224, 3.86.158.1, 54.145.21.201, 54.196.56.138, 54.161.20.126, 54.209.64.221, 54.236.6.215, 44.207.3.225, 3.90.208.167, 3.83.221.19, 54.209.226.178, 3.93.190.42, 3.84.194.75, 18.206.195.110, 3.85.230.78, 52.23.153.207, 54.205.23.198, 54.204.220.120, 100.26.111.49, 54.198.2.92, 50.16.42.177, 54.92.211.86, 3.94.134.14, 18.207.223.215, 54.209.67.170, 18.234.218.202, 54.89.243.198, 3.91.8.224, 54.145.18.160, 52.90.40.241, 3.81.126.193, 52.91.141.72, 54.196.155.82, 54.196.119.113, 35.170.50.110, 54.89.173.231, 54.198.52.86, 54.242.239.136, 35.175.148.92, 44.212.21.51, 54.145.201.146, 44.203.182.50, 34.227.108.36, 3.84.157.42, 54.91.3.66, 34.238.51.66, 54.224.149.37, 34.207.153.20, 54.234.133.158, 54.226.62.3, 54.158.231.206, 54.175.179.142, 54.211.78.141, 3.90.13.42, 52.23.243.102, 3.91.241.252, 44.212.30.151, 54.165.7.89, 3.91.253.183, 34.239.118.221, 3.86.70.74, 54.224.113.7, 54.89.240.215, 54.175.203.157, 52.91.173.103, 54.89.227.98, 44.201.244.33, 54.198.167.55, 54.227.207.120, 23.20.51.2, 54.174.165.179, 3.90.61.207, 54.165.19.254, 184.73.72.141, 3.90.59.28, 3.93.199.31, 54.162.224.83, 54.84.248.39, 174.129.69.120, 52.91.234.217, 107.20.63.239, 54.84.71.13, 54.196.103.71","ns-754.awsdns-30.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,charon.airbnb.com,"34.206.126.103, 44.206.108.119, 35.175.60.155, 54.84.37.206, 3.228.155.12, 52.73.58.183, 54.82.222.94, 54.243.79.151","ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,"charon-elb.airbnb.com, vpc-elb-charon-1316180355.us-east-1.elb.amazonaws.com",,,,,,,,,
,check.next.airbnb.com,"23.0.174.120, 23.0.174.82","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,chef.admin-lite.airbnb.com,34.120.23.133,"ns-254.awsdns-31.com, awsdns-hostmaster.amazon.com",NOERROR,"admin-lite.airbnb.com, admin-lite-airbnb-com.airbnb.tools, iap-prod.airbnb.tools, iap-generic01-global-prod-useast4.airbnb.biz",2600:1901:0:7a6a::,True,google,,,,,,
,chef.withairbnb.com,54.82.120.239,"ns-504.awsdns-63.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,,
,chesspre.logs.next.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,chj.evd.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,ci.next.airbnb.com,"184.51.149.50, 184.51.149.97","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cim-api-dev.next.airbnb.com,"80.239.137.154, 62.115.252.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cim-api-qa.next.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cim-api-uat.next.airbnb.com,"2.16.241.73, 2.16.241.98","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cim-api.next.airbnb.com,"23.12.147.12, 23.12.147.39","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cim-data-quality-qa.next.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cim-geo-dev.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cjohnson.next.airbnb.com,"23.0.174.120, 23.0.174.82","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,client1.instwww.next.airbnb.com,"80.239.137.154, 62.115.252.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cloud.mail.luxuryretreats.com,198.245.82.44,"ns1.exacttarget.com, hostmaster.exacttarget.com",NOERROR,pub.s6.exacttarget.com,,,,,,,,,
,cloudmonitor.airbnb.com,23.206.208.5,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"cloudmonitor.airbnb.com.edgekey.net, e19.a.akamaiedge.net",,,,,,,,,
,cname.next.airbnb.com,"80.239.137.154, 62.115.252.50","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,cnr.airbnb.com,"2.16.241.98, 2.16.241.73","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,code.next.airbnb.com,"2.16.241.73, 2.16.241.98","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,codex.optustvnow.next.airbnb.com,"96.16.54.113, 96.16.54.161","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,codis-demo.airbnb.com,54.92.195.116,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"cerberus.airbnb-aws.com, i-0f8356adbe4c73fe7.inst.aws.us-east-1.prod.musta.ch, ec2-54-92-195-116.compute-1.amazonaws.com",,,,,,,,,
,codis.airbnb.com,54.92.195.116,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"cerberus.airbnb-aws.com, i-0f8356adbe4c73fe7.inst.aws.us-east-1.prod.musta.ch, ec2-54-92-195-116.compute-1.amazonaws.com, i-02558a6508421721e.inst.aws.us-east-1.prod.musta.ch, ec2-54-175-45-136.compute-1.amazonaws.com",,,,"ns2.amzndns.co.uk, ns1.amzndns.org, ns1.amzndns.net, ns1.amzndns.co.uk, ns2.amzndns.com, ns2.amzndns.net, ns1.amzndns.com, ns2.amzndns.org",,,,,
,coinbaseexchangeauth.airbnb.app,"76.76.21.22, 76.76.21.98","ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,collector1qa.optustvnow.next.airbnb.com,"23.12.147.12, 23.12.147.39","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,com.airbnb.app,"76.76.21.98, 76.76.21.123","ns1.vercel-dns.com, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,comapi.next.airbnb.com,"173.222.106.162, 173.222.106.151","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,comercio.evd.next.airbnb.com,"95.100.104.21, 95.100.104.19","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,community-staging.airbnb.com,"104.126.37.154, 104.126.37.162","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,community-staging.withairbnb.com,"13.226.153.9, 13.226.153.75, 13.226.153.50, 13.226.153.125","ns-1699.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"unqgh87863.stage.lithium.com, d23bcuijqthrdb.cloudfront.net","2600:9000:2182:ec00:b:4d4e:73c0:93a1, 2600:9000:2182:ca00:b:4d4e:73c0:93a1, 2600:9000:2182:9a00:b:4d4e:73c0:93a1, 2600:9000:2182:e400:b:4d4e:73c0:93a1, 2600:9000:2182:3000:b:4d4e:73c0:93a1, 2600:9000:2182:8600:b:4d4e:73c0:93a1, 2600:9000:2182:2800:b:4d4e:73c0:93a1, 2600:9000:2182:7a00:b:4d4e:73c0:93a1",True,cloudfront,"ns-611.awsdns-12.net, ns-1451.awsdns-53.org, ns-1699.awsdns-20.co.uk, ns-192.awsdns-24.com",,,,,
,community.airbnb.com,"95.100.104.19, 95.100.104.21","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,comp.rkai.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,compass.next.airbnb.com,,"n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,concierge.next.airbnb.com,"62.115.252.50, 80.239.137.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,connectivity-internal.hoteltonight-test.com,"10.0.102.131, 10.0.203.172, 10.0.101.33","ns-1826.awsdns-36.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,"10.0.102.131, 10.0.203.172, 10.0.101.33",,
,connectivity.hoteltonight-test.com,146.75.118.217,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,u2.shared.global.fastly.net,,True,fastly,,,,,,
,consul.next.airbnb.com,"104.126.37.154, 104.126.37.162",,NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,convex.airbnb.com,54.88.5.64,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"cerberus.airbnb-aws.com, i-078f688cd19126337.inst.aws.us-east-1.prod.musta.ch, ec2-54-88-5-64.compute-1.amazonaws.com",,,,,,,,,
,coolweb.1.next.airbnb.com,"104.126.37.162, 104.126.37.154","n0a.akamaiedge.net, hostmaster.akamai.com",NOERROR,"w.airbnb.com.edgekey.net, e74147.a.akamaiedge.net",,,,,,,,,
,corona.canary.airbnb.com,3.89.149.13,"dns-external-master.amazon.com, root.amazon.com",NOERROR,"orthrus.airbnb-aws.com, i-0b4153b0f5dd86e4b.inst.aws.us-east-1.prod.musta.ch, ec2-3-89-149-13.compute-1.amazonaws.com, i-0aca4e3a24f103a79.inst.aws.us-east-1.prod.musta.ch, ec2-18-206-40-130.compute-1.amazonaws.com, i-04f4798195832ea7e.inst.aws.us-east-1.prod.musta.ch, ec2-54-198-229-131.compute-1.amazonaws.com, i-0a95c7f51175fe8ad.inst.aws.us-east-1.prod.musta.ch, ec2-54-167-91-171.compute-1.amazonaws.com, i-02fc6d77b7a1c7fa8.inst.aws.us-east-1.prod.musta.ch, ec2-34-224-61-99.compute-1.amazonaws.com",,,,,,,,,
