input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,csp_domains_,final_url,tls_expired
mail.defencegateway.mod.uk,,200,78,mail.defencegateway.mod.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-20T00:00:00Z,2023-08-20T23:59:59Z,CN=*.defencegateway.mod.uk,*.defencegateway.mod.uk,,defencegateway.mod.uk,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0156e03c062d88a1521e4ebb344ba0c7,0bf7980ded7ecd4a6d2f84cad2193d51cfab5c635287d7076d6137fa3c71372f,True,ctls,mail.defencegateway.mod.uk,,443,https://mail.defencegateway.mod.uk:443,https,nginx,text/html,GET,18.133.210.238,/,1494302000,18.133.210.238,Nginx,2,False,,,,,
matomo.defencegateway.mod.uk,Working...,200,4286,sso.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,sso.defencegateway.mod.uk,cloudflare,443,https://matomo.defencegateway.mod.uk:443,https,cloudflare,text/html,GET,104.18.15.198,/,-1861876296,104.18.14.198,HSTS,1,False,True,,*.gov.uk,https://sso.defencegateway.mod.uk/adfs/ls/?SAMLRequest=jZJPT4MwHIa%2FCul9FMpYXDNIcDu4ZCoZ6MGLKVBGY2mxv%2BLct5cN%2F8yDi%2Be%2Bfd6%2BT7oA1sqOJr1t1Ja%2F9hys895KBfR0EKHeKKoZCKCKtRyoLWmW3G4ocT3aGW11qSVyEgBurNBqqRX0LTcZN2%2Bi5A%2FbTYQaazugGLfM6la7Fa%2B5KvmOWb5nB7fVldu%2F4KwRRaElt40LoPGxg%2BD0PsuRsxoeJRQ74n9gQ%2BgPEqtqwBIwctarCD2TaTGvKhKyaVDPrrxwVhd%2BMSd%2BzctiGgb1EAPo%2BVqBZcpGiHgkmHiziR%2FmHqFkTsPgCTnp59RroSqhdpe9FGMI6E2ep5NxxCM3cBowBFC8ONqlp2Jz5vsyln1JRvG%2FlMK30gU%2B6xvLO3o3FKxXqZaiPDiJlHq%2FNHwgRMhHOB6v%2FP4Z8Qc%3D&RelayState=cookie%3A1686796193_a69a&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=vbZcNkkDtchxrh4hnMg4p8Ie11LT%2B25L0ULV2WEV3p7pVtr8LsP2SYvLySPkRJUPj2Nv3H0M4RrQLNGVe3FITPbJfObpTKZ4bB723GhMqpu9xyQN%2BDaULqdmyqLUTQ8NR3i3VpGYi9t3D6lgsOzwDAtIwr4cjVlaIG4KESdPSkZMeD6j9IISqlzc68VlAaucm2ykkdkru%2B0b%2Btu4pR45wVcm0KdNAh8BVOZGvFVc7s56jnJD5nyMh8IQQYXMnlKrTm6NLgVastHD4K2Jyt%2Fsk7Zyy%2BRKW3uIYTJmNzk9I1LetpeXccei0x9OB8EcgoXe7YYAwSl%2Fipy%2BB9v7l%2B5%2BmyXw5WELJJy0p3FLoOyS3z8qYxLog7oSuIAckJlGuWR%2FXKK0ahYyJ6LfsNxYcjEjHk%2FiheRyfyq3P%2BEvYh10%2FDwhvXoxsupUFsRTwsmfUQ3TIVFwKnNPeUtnb1adwltxYM9WVekpXa722wRV8BWwxl56bSMbOyMGUBCQvHF%2FREjR,
mattermost.defencegateway.mod.uk,403 Forbidden,403,146,mattermost.defencegateway.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-02-16T23:59:59Z,CN=*.defencegateway.mod.uk,*.defencegateway.mod.uk,,*.defencegateway.mod.uk,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,76d0634d5c48836d108601684eaee4be,fd460d62c59f92fbbd3b798fa12c3e539de74ab30ae02878cef6e7eff863be2b,True,ctls,mattermost.defencegateway.mod.uk,,443,https://mattermost.defencegateway.mod.uk:443,https,nginx,text/html,GET,35.178.58.21,/,-1561873722,35.178.48.72,Nginx,8,False,,,,,
mod-cloud.service.mod.gov.uk,Ministry of Defence,200,17522,mod-cloud.service.mod.gov.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-20T00:00:00Z,2024-02-20T23:59:59Z,CN=*.service.mod.gov.uk,*.service.mod.gov.uk,,service.mod.gov.uk,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,52cb8dc96ba711d919572fa7d3d1e291,ead51e9390a290147361a6a7196dbe4d6f68a21542b88b302c7cba3e5ed55016,True,ctls,mod-cloud.service.mod.gov.uk,,443,https://mod-cloud.service.mod.gov.uk:443,https,nginx/1.20.1,text/html,GET,20.90.66.223,/,-1298480087,20.90.66.223,Nginx:1.20.1,394,False,,,,,
mod.defencegateway.mod.uk,Working...,200,4286,sso.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,sso.defencegateway.mod.uk,cloudflare,443,https://mod.defencegateway.mod.uk:443,https,cloudflare,text/html,GET,104.18.14.198,/,-1840324437,104.18.15.198,HSTS,1,False,True,,*.gov.uk,https://sso.defencegateway.mod.uk/adfs/ls?wa=wsignin1.0&wtrealm=https%3a%2f%2fmod.defencegateway.mod.uk%2f_trust%2f&wctx=https%3a%2f%2fmod.defencegateway.mod.uk%2f_layouts%2f15%2fAuthenticate.aspx%3fSource%3d%252F,
monitor.stars.dev.iace.mod.gov.uk,403 Forbidden,403,146,monitor.stars.dev.iace.mod.gov.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-23T17:31:43Z,2023-08-21T17:31:42Z,CN=monitor.stars.dev.iace.mod.gov.uk,monitor.stars.dev.iace.mod.gov.uk,,monitor.stars.dev.iace.mod.gov.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,5399fba9a7e597d950960637097da058,c30042d873bbce7523c81263bd5a896942b1fa66536a7dd01f4bb1c219a836bd,,ctls,monitor.stars.dev.iace.mod.gov.uk,azure,443,https://monitor.stars.dev.iace.mod.gov.uk:443,https,,text/html,GET,51.104.254.70,/,-1561873722,51.104.254.70,HSTS,8,False,True,,,,
mrep.mod.uk,403 Forbidden,403,146,jive.defencegateway.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-02-16T23:59:59Z,CN=*.defencegateway.mod.uk,*.defencegateway.mod.uk,,*.defencegateway.mod.uk,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,76d0634d5c48836d108601684eaee4be,fd460d62c59f92fbbd3b798fa12c3e539de74ab30ae02878cef6e7eff863be2b,True,ctls,jive.defencegateway.mod.uk,cloudflare,443,https://mrep.mod.uk:443,https,nginx,text/html,GET,104.18.6.106,/,,2606:4700::6812:76a,Nginx,8,False,True,,,https://jive.defencegateway.mod.uk/login.jspa?referer=%252Fgroups%252Fukmrep,
msoid.defencegateway.mod.uk,Sign in to your account,200,43719,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,azure,443,https://msoid.defencegateway.mod.uk:443,https,,text/html,GET,40.126.32.72,/,-1840324437,20.190.160.17,HSTS,94,False,True,,,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638223929981928172.MTQwY2Y2MzItOTgxZS00ZTA5LWIyNjAtYmJlOTFkMmU5MGFkMzQyMGYzZjYtZDQwYi00OWUyLTlhNTgtZGEyNDhlMzc5ZDFj&ui_locales=en-US&mkt=en-US&state=Yyjfl6IC9-Xb2g1zk7etSzrfXIlzgbqlCmtqPIHHg9svGd00LE0AI1xFLAl3w1bUMTghZtYT6Yr8UlKR4XBjEM6iBKBHMC47jxnCuvxU5hz9eS7LL2eVaavArS41Jzl7zuWkYYlZH_qkg_LnNTtOgUy_UPGvIdV7yUFnD1nJLSrVhdnNqM-oKb765HIlOMvLCW3odEuODY2H60y9XTnCimgoDEd5nOCSO9VpwEPkLvHrR_T6gppln1fS9dWMZId2uXzQwsxuhlkpBwHdIyQr1Q&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0,
mta-sts.cadetmail.mod.uk,,200,135,mta-sts.cadetmail.mod.uk,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-06-12T00:00:00Z,2023-09-10T23:59:59Z,"CN=mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",mod.uk,"Cloudflare, Inc.",mta-sts.cadetmail.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",b241a7acc9e15d4c18dade270e207010,c9d30ecf5091ca4d05b66df1cd2ccc916c876530eaf89988f9d720c4d48bd8dd,,ctls,mta-sts.cadetmail.mod.uk,cloudflare,443,https://mta-sts.cadetmail.mod.uk:443,https,cloudflare,text/plain,GET,104.18.7.106,/,-395382629,2606:4700::6812:66a,Cloudflare Bot Management,7,False,True,,,,
mta-sts.clms.mod.uk,Nothing to see,200,108,mta-sts.clms.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-10-12T23:59:59Z,"CN=mta-sts.clms.mod.uk, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",mta-sts.clms.mod.uk,Microsoft Corporation,mta-sts.clms.mod.uk,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1d0a0ca7642e0c539abf2505f98c4be3,3a1a5f72db1dd364c8215fc7ab78b15928bdd49926dc107bd990c6c112424120,,ctls,mta-sts.clms.mod.uk,,443,https://mta-sts.clms.mod.uk:443,https,,text/html,GET,13.107.246.45,/,-898338523,2620:1ec:46::45,Azure Front Door,1,False,,,,,
mta-sts.rafac.mod.gov.uk,Nothing to see,200,108,mta-sts.rafac.mod.gov.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-15T00:00:00Z,2023-10-15T23:59:59Z,"CN=mta-sts.rafac.mod.gov.uk, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",mta-sts.rafac.mod.gov.uk,Microsoft Corporation,mta-sts.rafac.mod.gov.uk,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,092f8d81cd9a62179cface02052377af,170b0d9b15de2673b526b821a5c8004ad79a69e2770356dac8413b2b56e7667a,,ctls,mta-sts.rafac.mod.gov.uk,,443,https://mta-sts.rafac.mod.gov.uk:443,https,,text/html,GET,13.107.246.45,/,-898338523,2620:1ec:46::44,Azure Front Door,1,False,,,,,
mta-sts.rafaircadets.mod.uk,Nothing to see,200,108,mta-sts.rafaircadets.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-10-12T23:59:59Z,"CN=mta-sts.rafaircadets.mod.uk, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",mta-sts.rafaircadets.mod.uk,Microsoft Corporation,mta-sts.rafaircadets.mod.uk,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,30b36042495e362f7d9414a2d9624d70,8fd5196c36f99641ce1ff7eb7e608668f5a3b08cca22b2d056e3935a6afaf3bb,,ctls,mta-sts.rafaircadets.mod.uk,,443,https://mta-sts.rafaircadets.mod.uk:443,https,,text/html,GET,13.107.246.45,/,-898338523,2620:1ec:46::45,Azure Front Door,1,False,,,,,
myadmin.defencegateway.mod.uk,MyAdmin,200,1642,myadmin.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,myadmin.defencegateway.mod.uk,cloudflare,443,https://myadmin.defencegateway.mod.uk:443,https,cloudflare,text/html,GET,104.18.14.198,/,774682316,104.18.15.198,Cloudflare Bot Management,1,False,True,,,,
mydrive.defencegateway.mod.uk,Defence Gateway,200,2724,oauth2.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,oauth2.defencegateway.mod.uk,,443,https://mydrive.defencegateway.mod.uk:443,https,cloudflare,text/html,GET,151.104.39.212,/,-366337701,151.104.39.212,Microsoft ASP.NET,55,False,,,,https://oauth2.defencegateway.mod.uk/Account/Login?ReturnUrl=%2Fconnect%2Fauthorize%2Fcallback%3Fresponse_type%3Dcode%26client_id%3DMyDrive%26scope%3Dopenid%2520openid%2520MYDRIVE%26redirect_uri%3Dhttps%253A%252F%252Fmydrive.defencegateway.mod.uk%252Fads%252Fapex_authentication.callback%26state%3DChvNHpW8MYoGYxN_4FOh5vwYp_LXpL-hv8tfPOhq0zEDrnp63pTud5IzKCT3aCTlWdsn_sXMhl3ms7seMFjQuVLaSSN5_mW-KSObG1pD9LsnNmd1F4siodaVJx1i9AKS9p-InQWKriU_gRN_mEpyWdXUx6htTdci-a_OThD3W4bHw1Y-pzPiwXttbYdEV1dY-5tUXkh_TxAxoUQ2Iehr0A,
myfitness-dev.dgw-dev.mod.uk,My Army Fitness,200,3011,myfitness-dev.dgw-dev.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-24T08:11:40Z,2024-06-24T08:11:40Z,CN=myfitness-dev.dgw-dev.mod.uk,myfitness-dev.dgw-dev.mod.uk,,www.myfitness-dev.dgw-dev.mod.uk,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",acf78efe3f5ce7674489672839d26701,e456159dfe090de8cd5fad29e0ab289745551a9d86065c1547b81acf747bd84a,,ctls,myfitness-dev.dgw-dev.mod.uk,azure,443,https://myfitness-dev.dgw-dev.mod.uk:443,https,,text/html,GET,20.49.157.82,/,684659430,20.49.157.82,React,1,False,True,,,,
myfitness-test.dgw-dev.mod.uk,502 Bad Gateway,502,183,myfitness-test.dgw-dev.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-24T08:11:40Z,2024-06-24T08:11:40Z,CN=myfitness-dev.dgw-dev.mod.uk,myfitness-dev.dgw-dev.mod.uk,,www.myfitness-dev.dgw-dev.mod.uk,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",acf78efe3f5ce7674489672839d26701,e456159dfe090de8cd5fad29e0ab289745551a9d86065c1547b81acf747bd84a,,ctls,myfitness-test.dgw-dev.mod.uk,azure,443,https://myfitness-test.dgw-dev.mod.uk:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.49.157.82,/,1689593728,20.49.157.82,,8,False,True,True,,,
myfitness.defencegateway.mod.uk,My Army Fitness,200,3011,myfitness.defencegateway.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-24T08:11:43Z,2024-06-24T08:11:43Z,CN=myfitness.defencegateway.mod.uk,myfitness.defencegateway.mod.uk,,www.myfitness.defencegateway.mod.uk,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",90f37586b2a959ddcd9c3736fe1c68fe,c3ceb99f2911be34ccf9736cb09dd3d1fd4dc899f865efd65fa5f7246048db29,,ctls,myfitness.defencegateway.mod.uk,azure,443,https://myfitness.defencegateway.mod.uk:443,https,,text/html,GET,51.11.1.97,/,488297037,51.11.1.97,React,1,False,True,,,,
mysites.defencegateway.mod.uk,,404,18,mysites.defencegateway.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-24T00:00:00Z,2023-12-24T23:59:59Z,"CN=defencegateway.mod.uk, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",defencegateway.mod.uk,"Cloudflare, Inc.",*.defencegateway.mod.uk,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",ade585c94fcace13e36abf522273e48a,cecf7c1f04442e3f058a0c140a110a4c802d18bb61336d3626bed5dda4b8711b,True,ctls,mysites.defencegateway.mod.uk,cloudflare,443,https://mysites.defencegateway.mod.uk:443,https,cloudflare,text/plain,GET,104.18.14.198,/,-1840324437,104.18.15.198,Microsoft SharePoint,1,False,True,,,,
ncb.mod.uk,United Kingdom National Codification Bureau,200,55348,ncb.mod.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-14T18:48:35Z,2024-04-14T18:48:35Z,"CN=www.ncb.mod.uk, O=CGI Information Systems and Management Consultants\, Inc., L=Ottawa, ST=Ontario, C=CA",www.ncb.mod.uk,"CGI Information Systems and Management Consultants, Inc.",www.ncb.mod.uk,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",967b0597051f5cd7720a1fe4c00a01f2,2bc8cb0f230fdce5e017fb3f7b6ab7bad19292197449e7dcbd1604c9b4bdd3ce,,ctls,ncb.mod.uk,,443,https://ncb.mod.uk:443,https,Apache/2.4.56 (Unix) OpenSSL/3.1.0 mod_jk/1.2.48,text/html,GET,217.204.64.131,/,-780928015,217.204.64.131,mod_jk:1.2.48,1033,False,,True,,https://ncb.mod.uk/ncbportal/,
nsv.mod.uk,,200,21558,nsv.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-08T00:00:00Z,2023-09-08T23:59:59Z,CN=www.nsv.mod.uk,www.nsv.mod.uk,,nsv.mod.uk,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,48348e4088b07f4fef580f0f1cc97664,cc2688616e86f55f03828324dc15032115b3fc54c4929d184d9ab5677f9b33fa,,ctls,nsv.mod.uk,,443,https://nsv.mod.uk:443,https,Apache,text/html,GET,163.164.64.59,/,-385782892,163.164.64.59,Microsoft ASP.NET,423,False,,,URL=https://www.nsv.mod.uk/error.aspx?em=ET1,https://nsv.mod.uk/Login.aspx?ReturnUrl=%2f,
oats.mod.uk,OATS - Login,200,25675,oats.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-06T22:07:01Z,2023-08-04T22:07:00Z,CN=oats.mod.uk,oats.mod.uk,,oats.mod.uk,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0f8b8ce70c0bf9e78464f1f0c81f53f5,857808c5e7314084439ee56d7ef418e4625038106f1076bb4132f76a57fc3a5f,,ctls,oats.mod.uk,,443,https://oats.mod.uk:443,https,,text/html,GET,138.2.248.63,/,-1840324437,138.2.248.63,HSTS,431,False,,,,https://oats.mod.uk:443/ords/r/cirsium/cmwelcome/oats-login,
oauth-openshift.apps.ocp1.azure.dso.digital.mod.uk,,403,233,oauth-openshift.apps.ocp1.azure.dso.digital.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,2023-11-10T23:59:59Z,CN=*.apps.ocp1.azure.dso.digital.mod.uk,*.apps.ocp1.azure.dso.digital.mod.uk,,apps.ocp1.azure.dso.digital.mod.uk,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,28944e9614a23d4c02b450f8dd5e4691,f16ca7a5d3f998509937d6ed591b6696abcb8ef644959785f6e3db49e815a35e,True,ctls,oauth-openshift.apps.ocp1.azure.dso.digital.mod.uk,,443,https://oauth-openshift.apps.ocp1.azure.dso.digital.mod.uk:443,https,,application/json,GET,20.108.108.248,/,-1888213346,20.108.108.248,HSTS,14,False,,,,,
oauth-openshift.apps.ocp2.azure.dso.digital.mod.uk,403 Forbidden,403,179,oauth-openshift.apps.ocp2.azure.dso.digital.mod.uk,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-16T00:00:00Z,2023-11-16T23:59:59Z,CN=*.apps.ocp2.azure.dso.digital.mod.uk,*.apps.ocp2.azure.dso.digital.mod.uk,,apps.ocp2.azure.dso.digital.mod.uk,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,3a107622c2a5eb8774cc2b42554fc7b9,272c8087085b8cfbee8ab6884071bef2312550ad7eca55c712f5a5b020c796fb,True,ctls,oauth-openshift.apps.ocp2.azure.dso.digital.mod.uk,,443,https://oauth-openshift.apps.ocp2.azure.dso.digital.mod.uk:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.90.66.223,/,1525958878,20.90.66.223,,8,False,,,,,
oauth-openshift.apps.ocp3.azure.dso.digital.mod.uk,403 Forbidden,403,179,oauth-openshift.apps.ocp3.azure.dso.digital.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-16T00:00:00Z,2023-11-16T23:59:59Z,CN=*.apps.ocp3.azure.dso.digital.mod.uk,*.apps.ocp3.azure.dso.digital.mod.uk,,apps.ocp3.azure.dso.digital.mod.uk,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,291f1ee6d6cc2b630b33f996a96aedda,0926e066a06cf6c9862959610b16c3e4b18fc31d1377fe4caa1a2f1016e2d63d,True,ctls,oauth-openshift.apps.ocp3.azure.dso.digital.mod.uk,,443,https://oauth-openshift.apps.ocp3.azure.dso.digital.mod.uk:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.117.219.10,/,1525958878,20.117.219.10,HSTS,8,False,,,,,
oauth-openshift.apps.ocp4.azure.dso.digital.mod.uk,403 Forbidden,403,179,oauth-openshift.apps.ocp4.azure.dso.digital.mod.uk,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-16T00:00:00Z,2023-11-16T23:59:59Z,CN=*.apps.ocp4.azure.dso.digital.mod.uk,*.apps.ocp4.azure.dso.digital.mod.uk,,apps.ocp4.azure.dso.digital.mod.uk,"CN=ZeroSSL RSA Domain Secure Site CA, O=ZeroSSL, C=AT",ZeroSSL RSA Domain Secure Site CA,ZeroSSL,6512391e88fc2c4021ea7b0b03c92dfc,d7f0939afc9cc508b66039333a6f5ba4cb5dbad26b1918014a7e06472532fa3e,True,ctls,oauth-openshift.apps.ocp4.azure.dso.digital.mod.uk,azure,443,https://oauth-openshift.apps.ocp4.azure.dso.digital.mod.uk:443,https,Microsoft-Azure-Application-Gateway/v2,text/html,GET,20.50.97.193,/,1525958878,20.50.97.193,,8,False,True,,,,
