new,host,a,cname,soa,status_code,cdn,cdn-name,aaaa,txt,mx,ns,has_internal_ips,internal_ips
,endebug-or.intel.com,198.175.98.56,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,endebug-pg.intel.com,192.198.144.29,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,endebug.eglb.intel.com,192.198.144.27,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,endebugpoc.intel.com,192.198.160.70,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,engage.intel.com,23.201.251.4,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3500:885::1ea2, 2a02:26f0:3500:89b::1ea2",,,,,
,enterpriseenrollment.corpint.intel.com,52.236.189.96,"enterpriseenrollment.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu02.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,,
,enterpriseenrollment.intel.com,20.91.147.72,"enterpriseenrollment-s.manage.microsoft.com, manage-pe.trafficmanager.net, pexsucpeu03.swedencentral.cloudapp.azure.com","ns1-07.azure-dns.com, azuredns-hostmaster.microsoft.com",NOERROR,,,,,,,,
,enterpriseregistration.corpint.intel.com,20.190.137.40,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.trafficmanager.net","tm1.dns-tm.com, hostmaster.trafficmanager.net",NOERROR,True,azure,,,,,,
,enterpriseregistration.intel.com,20.190.137.40,"enterpriseregistration.windows.net, adrs.privatelink.msidentity.com, www.tm.prd.adrs.akadns.net","internal.akadns.net, hostmaster.akamai.com",NOERROR,True,azure,,,,,,
,entitlementhub.intel.com,192.198.165.25,entitlementhub.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,entrepreneurship.intel.com,198.175.96.183,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,epp.intel.com,50.21.166.31,intel-epp.epp.rideau.com,"ns1.rideau.com, dns.rideau.com",NOERROR,,,,,,,,
,ermdownloadapp.intel.com,52.165.230.176,"downloadpackagesapp.azurewebsites.net, ssl.downloadpackagesapp.azurewebsites.net","ns1-224.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
,ermwebviewer.eglb.intel.com,10.18.171.15,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,True,10.18.171.15
,erpm.intel.com,192.198.165.113,fm1cpmng3w.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,esft-01.cps.intel.com,192.198.165.111,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,esft-01.intel.com,192.198.165.111,esft-01.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,esft-as2.cps.intel.com,192.198.165.202,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,esft-as2.intel.com,192.198.165.202,esft-as2.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,esft.cps.intel.com,192.198.165.62,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,esft.intel.com,92.122.176.18,"esft.intel.com.srip.net, a402.srip1.akasrip.net.3ea5c6c0.1.cn.akasripcn.net","n0cn.akasripcn.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,esftdr-as2.cps.intel.com,198.175.116.92,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,esftdr-as2.intel.com,198.175.116.92,esftdr-as2.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,esftdr.cps.intel.com,198.175.116.28,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,esftdr.intel.com,198.175.116.28,esftdr.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,eshqaservicelayer.eglb.intel.com,192.198.164.188,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,eshqawebui.eglb.intel.com,192.198.164.227,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,esr-prod.cps.intel.com,192.198.165.131,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,esr-prod.intel.com,192.198.165.131,esr-prod.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,esr-qa.cps.intel.com,192.198.167.110,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,esr-qa.intel.com,192.198.167.110,esr-qa.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,estimator.intel.com,174.136.150.151,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,v=spf1 include:_spf.intel.com -all,,,,
,etserviceqa.cps.intel.com,192.198.167.163,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,etserviceqa.intel.com,192.198.167.163,etserviceqa.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,eval.intel.com,198.175.96.149,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,evangelists.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,event.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,eventbuilder.intel.com,,,,NOERROR,,,,,,,,
,evtool.intel.com,192.198.160.30,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,exploreandlearn.intel.com,198.175.96.183,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,externalreporting-cons.intel.com,192.198.167.249,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,externalreporting.intel.com,192.198.164.36,prd1msbiws.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,externalreportingapp.intel.com,192.198.165.173,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,externalreportingconsapp.intel.com,192.198.172.32,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,extrep-rteprd.cps.intel.com,192.198.165.214,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,extrep-rteprd.intel.com,192.198.165.214,extrep-rteprd.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,extrep.intel.com,192.198.164.231,mstre2.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,f21ecentre01.intel.com,192.55.53.90,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,failover-test.intel.com,"23.55.110.211, 23.55.110.175","failover.intel.com.edgesuite.net, a1075.g.akamai.net","n0g.akamai.net, hostmaster.akamai.com",NOERROR,,,,,,,,
,fce-projectcontrols-test.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fce-projectcontrols-training.intel.com,20.3.91.39,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fce-projectcontrols.intel.com,20.112.96.0,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fceconnect.intel.com,52.229.13.10,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,fcehandbook.intel.com,20.50.153.39,"nice-water-0794ea11e.1.azurestaticapps.net, azurestaticapps1.trafficmanager.net, msha-slice-1-am2-0.msha-slice-1-am2-0-ase.p.azurewebsites.net, waws-prod-am2-5ecab9f3.sip.p.azurewebsites.windows.net, msha-slice-1-am2-1.msha-slice-1-am2-1-ase.p.azurewebsites.net, waws-prod-am2-8b19502a.sip.p.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
,fcelspx-test.intel.com,20.29.232.70,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fcelspx.intel.com,20.3.187.243,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,federation.cps.intel.com,192.198.164.31,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,federation.intel.com,192.198.164.31,federation.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,federationpreprod.cps.intel.com,192.198.166.148,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,federationpreprod.intel.com,192.198.166.148,federationpreprod.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ffc-dev04.laas.intel.com,20.50.153.39,"yellow-desert-09dc5841e.1.azurestaticapps.net, azurestaticapps1.trafficmanager.net, msha-slice-1-am2-0.msha-slice-1-am2-0-ase.p.azurewebsites.net, waws-prod-am2-5ecab9f3.sip.p.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
,ffc.laas.intel.com,20.50.153.39,"white-sky-05909431e.1.azurestaticapps.net, azurestaticapps1.trafficmanager.net, msha-slice-1-am2-0.msha-slice-1-am2-0-ase.p.azurewebsites.net, waws-prod-am2-5ecab9f3.sip.p.azurewebsites.windows.net, msha-slice-1-am2-1.msha-slice-1-am2-1-ase.p.azurewebsites.net, waws-prod-am2-8b19502a.sip.p.azurewebsites.windows.net","ns1-05.azure-dns.com, msnhst.microsoft.com",NOERROR,True,azure,,,,,,
,firmware.intel.com,23.201.251.4,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3500:89b::1ea2, 2a02:26f0:3500:885::1ea2",,,,,
,fm-content-sync.cps.intel.com,192.198.165.246,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fm-content-sync.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fm1crpmws.cps.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fm1w9w.cps.intel.com,192.198.165.88,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fm7gardmz3w.cps.intel.com,192.198.167.25,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmacsbc.intel.com,143.183.175.33,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmbmhub2wv.cps.intel.com,192.198.166.150,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmeglb01.eglb.intel.com,192.55.54.246,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmextdns01.intel.com,198.175.67.118,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmextweb-dp.intel.com,192.198.166.222,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmpdhub2wv.cps.intel.com,192.198.160.15,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmqa-login.cps.intel.com,192.198.166.182,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmqa-pcache-www-o.cps.intel.com,192.198.166.180,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmqahub2wv.cps.intel.com,192.198.166.135,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmr09.intel.com,192.52.57.35,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmr13.intel.com,192.55.52.67,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmr14.intel.com,192.55.52.68,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmr15.intel.com,192.55.52.69,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmr17.intel.com,134.134.136.16,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmr19.intel.com,134.134.136.18,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmr20.intel.com,134.134.136.19,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmr22.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmr23.intel.com,143.183.121.15,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmsgpp.intel.com,198.175.91.49,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmslogin.cps.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmslogindv101.cps.intel.com,10.241.72.68,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,True,10.241.72.68
,fmslogindv102.cps.intel.com,10.241.72.69,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,True,10.241.72.69
,fmspaivp.cps.intel.com,192.198.165.211,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmspwams.cps.intel.com,192.198.165.210,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmssoaeprde.cps.intel.com,192.198.164.95,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmsssopfs.cps.intel.com,192.198.166.168,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fmtpsbc.intel.com,143.183.175.32,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fnc-notification.cps.intel.com,198.175.96.36,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fnc-notification.intel.com,198.175.96.36,fnc-notification.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fonts.intel.com,198.175.96.183,rebounder.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,footprints.intel.com,192.198.164.144,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,forums.intel.com,,cipcp26785.lithium.com,,NOERROR,True,cloudfront,,,,,,
,foundryservices-tst.cps.intel.com,192.198.166.251,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,foundryservices-tst.intel.com,192.198.166.251,foundryservices-tst.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,foundryservices.intel.com,192.198.165.56,foundryservices.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,foundrystaging.cps.intel.com,192.198.166.114,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,foundrystaging.intel.com,192.198.166.114,foundrystaging.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fpga-swdepot.intel.com,13.91.95.74,cloudrebounder.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,fpgacloud.intel.com,13.91.95.74,cloudrebounder.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,fpgasupport.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,fpgauniversity.intel.com,192.198.165.191,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fpgawiki.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,freebusy.intel.com,,,,NOERROR,,,,dOVzLgCg9v8Gtk4dQy1rZp7qDtTAWSh82Apond1UKWCQm/aktkUowMKfdOjaOtjadg8b4Hfe1ZFNUxwHTSykHA==,,,,
,friendfinder-poc.cps.intel.com,192.198.167.39,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,frontend.apps.cfa.devcloud.eglb.intel.com,192.102.190.61,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,frontend.apps.sandbox.cfa.devcloud.eglb.intel.com,192.102.190.17,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,fsws.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ftp.cps.intel.com,198.175.98.65,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ftp.intel.com,192.198.164.82,ftp-ext.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ftptest.intel.com,192.198.166.11,ftptest-ext.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,futurebanaowonderful.intel.com,13.91.95.74,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,futurecontest.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,"mail2.rz.hyve.de, mail1.rz.hyve.de",,,
,galileo.intel.com,192.198.165.191,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,game.info.intel.com,"199.60.103.30, 199.60.103.226","2085555.group5.sites.hubspot.net, group5.sites.hscoscdn00.net","jerry.ns.cloudflare.com, dns.cloudflare.com",NOERROR,,,"2606:2c40::c73c:671e, 2606:2c40::c73c:67e2",,,,,
,gameplay.intel.com,104.122.35.9,"intel11.cn.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:480:290::1ea2, 2a02:26f0:480:286::1ea2",,,,,
,gameplayapi.intel.com,23.37.37.239,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3500:89b::1ea2, 2a02:26f0:3500:885::1ea2",,,,,
,gamerdays.intel.com,23.37.37.239,"intel11.edgekey.net, e7842.dsca.akamaiedge.net","n0dsca.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,"2a02:26f0:3500:89b::1ea2, 2a02:26f0:3500:885::1ea2",,,,,
,garcmcmg01.intel.com,0.0.0.0,garcmcmg01.cloudapp.net,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,True,0.0.0.0
,garicc2w01-ext.cps.intel.com,210.187.61.84,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,gather.intel.com,192.102.189.112,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,geadminapi.intel.com,,lbauto-198-175-66-226.odce.intel.net,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,gercmcmg01.intel.com,0.0.0.0,gercmcmg01.cloudapp.net,"ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,,,,True,0.0.0.0
,gia-captiveportal-int.cps.intel.com,10.110.116.195,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,True,10.110.116.195
,gia-captiveportal.eglb.intel.com,10.18.14.99,gia.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,True,10.18.14.99
,gia-captiveportal.intel.com,10.18.14.99,"gia-captiveportal.eglb.intel.com, gia.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,True,10.18.14.99
,gia.eglb.intel.com,10.18.14.99,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,True,10.18.14.99
,gitlab.hpdd.intel.com,207.108.8.223,gitlab.dc.hpdd.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,globalyzer.intel.com,198.175.66.159,lbauto-198-175-66-159.odce.intel.net,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,go-retailedge.intel.com,40.112.250.61,,"ns1.intel.com, hostmaster.intel.com",NOERROR,True,azure,,,,,,
,goprologin.intel.com,204.9.73.19,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,goto-production-direct-access.eglb.intel.com,134.191.246.63,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,goto.intel.com,134.191.246.63,goto-production-direct-access.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,graphtrial.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,groove.intel.com,198.175.96.59,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,grooverly1.intel.com,143.182.124.26,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,grooverly2.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,gta-workflow-admin-int.intel.com,,,,NOERROR,,,,,,,,
,gtsrma.eglb.intel.com,192.198.164.229,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,gtsrma.intel.com,192.198.164.229,gtsrma.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,h2o-lite01-ha-int.intel.com,192.198.166.232,preh2olite01.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,h2o-lite01.intel.com,192.198.164.193,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,h2o-lite02-ha-int.intel.com,134.191.233.165,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,h2o-lite04-test.cps.intel.com,192.198.165.26,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,h2o-lite04-test.intel.com,192.198.165.26,h2o-lite04-test.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,h2o-lite04.cps.intel.com,192.198.165.24,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,h2o-lite04.intel.com,192.198.165.24,h2o-lite04.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,h2olite-test.intel.com,192.198.164.146,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,haacsbc.intel.com,134.191.233.180,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,hackathon.intel.com,192.198.165.191,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,harpoc-vip.cps.intel.com,198.175.96.20,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,harpoc.intel.com,198.175.96.20,harpoc-vip.cps.intel.com,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,havpnl200.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,havpnl201.intel.com,134.191.232.101,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,havpnl202.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,havpnl203.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,hermes.iil.intel.com,192.198.152.99,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,hermes.jf.intel.com,134.134.136.6,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,hermes.mwb-threatintel.com,"104.21.87.245, 172.67.171.134",,"eric.ns.cloudflare.com, dns.cloudflare.com",NOERROR,True,cloudflare,"2606:4700:3032::ac43:ab86, 2606:4700:3033::6815:57f5",,,,,
,hermes.sc.intel.com,143.183.121.5,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,hfumesbc.intel.com,198.175.96.247,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,oe25p1cs0siuk6i1n6j6lgotal,,,,
,hpc.devcloud.intel.com,12.229.61.118,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,hpdd-jwi-tst.eglb.intel.com,192.198.172.20,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,hpdd.intel.com,198.175.96.6,hpdd-jwi.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,hsft-files.intel.com,192.198.160.58,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,hsft-shares.intel.com,192.198.160.57,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,hsft.intel.com,192.198.160.56,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,hutchpcn15.intel.com,,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,hybridcloud.intel.com,198.175.96.183,"rebounder.intel.com, rebounder.eglb.intel.com","egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,i02nk102-o.ids2.intel.com,147.208.31.37,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,i02nk103-o.ids2.intel.com,147.208.31.38,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,iam-pp.cps.intel.com,192.198.167.232,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,iamws.eglb.intel.com,198.175.96.173,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,iamws.intel.com,198.175.96.173,iamws.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ias.eglb.intel.com,208.39.112.145,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,iasbroker.intel.com,"34.197.223.104, 34.230.178.5",iasbroker.tsprd.adsdcsp.com,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,
,ib01.cps.intel.com,192.198.167.190,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ib02-alt.eglb.intel.com,,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ib02-fm.cps.intel.com,192.198.160.46,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ib02-ir.cps.intel.com,134.191.246.101,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ib02-or.cps.intel.com,198.175.98.43,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ib02-pg.cps.intel.com,192.198.144.101,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ib02-test.cps.intel.com,192.198.166.68,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ib02.cps.intel.com,134.191.246.101,ib02.eglb.intel.com,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ib02.eglb.intel.com,192.198.144.101,,"egeglb01.eglb.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ibconfigurator.intel.com,192.198.165.142,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,ibemtoews.intel.com,192.198.160.118,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,iboa1-fm.cps.intel.com,192.198.165.149,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,iboa1-ir.cps.intel.com,134.191.246.55,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,iboa1-or.cps.intel.com,198.175.98.151,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
,iboa1-pg.cps.intel.com,192.198.144.52,,"ns1.intel.com, hostmaster.intel.com",NOERROR,,,,,,,,
