input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,location,tls_subject_org_,tls_expired,tls_mismatched,final_url,tls_self_signed
statics-acc.ad.nl,,200,,statics-acc.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,statics-acc.ad.nl,,443,https://statics-acc.ad.nl:443,https,AmazonS3,application/octet-stream,GET,95.101.111.168,/,988636802,2a02:26f0:480:23::1726:62ab,Amazon Web Services,1,False,,,,DPG Media Services NV,,,,
statics.ad.nl,,200,,statics.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,statics.ad.nl,,443,https://statics.ad.nl:443,https,AmazonS3,application/octet-stream,GET,2.21.79.11,/,-1548605219,2a02:26f0:7100::210:149,Amazon Web Services,1,False,,,,DPG Media Services NV,,,,
stories.ad.nl,Stories Ad.nl,200,1033,stories.ad.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-13T00:00:00Z,2024-03-13T23:59:59Z,CN=stories.ad.nl,stories.ad.nl,stories.ad.nl,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8c5aaba29d8a5725c58a51e3e446389e,62b60aeff6e0f17cfa9f590e7eaa5dc4ef7d61eeace0e7f90760514c704d0ab3,,ctls,stories.ad.nl,cloudfront,443,https://stories.ad.nl:443,https,intentionally-undisclosed,text/html,GET,18.66.147.94,/,-2029875281,2600:9000:225e:8000:13:be2c:1980:93a1,Amazon Web Services,27,False,True,,,,,,,
story.ad.nl,DPG Media Branded Content -,200,16449,story.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-21T05:52:35Z,2023-07-20T05:52:34Z,CN=persgroep.be,persgroep.be,www.willy.radio,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f9bd26b35278a3af418ebe0a92fb0bf7,108375b4a4f80baa3efc7d81599ff9b2b7c321fe77dbbc38e51fce8b28dd3ebd,,ctls,story.ad.nl,,443,https://story.ad.nl:443,https,Apache,text/html,GET,95.101.111.152,/,-1118490698,2a02:26f0:480:23::1726:62a1,Yoast SEO:19.12,114,False,,,,,,,,
t.ad.nl,,400,,t.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-06T06:05:24Z,2023-07-05T06:05:23Z,CN=t.ad.nl,t.ad.nl,t.ad.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,07a86f4684c074b5498b064bd0f9ad28,43c95f795fe12a6aa7ef584e2d5c8141538c96ae72df45e087f3bb50d7da8c7b,,ctls,t.ad.nl,,443,https://t.ad.nl:443,https,,,GET,2.19.126.75,/,-1840324437,2a02:26f0:480:f::213:7ee3,,1,False,,,,,,,,
toonvandriel.ad.nl,DPG Media Privacy Gate,200,8803,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,443,https://toonvandriel.ad.nl:443,https,,text/html,GET,146.185.53.23,/,2022006080,146.185.53.23,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=V9f6VUvlHxq9wKIN&callbackUrl=https%3A%2F%2Fwww.ad.nl%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252F,
track-nieuwdemo.ad.nl,Invalid URL,400,209,track-nieuwdemo.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-05T00:00:00Z,2023-11-08T23:59:59Z,"CN=www.trouw.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",www.trouw.nl,secure.ad.nl,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,824c67ebdeea05359923d9abba23be06,ad86cc82b785b867b92ce313f382513b9c1c7b00ba0a6581be2481301ce28c46,,ctls,track-nieuwdemo.ad.nl,,443,https://track-nieuwdemo.ad.nl:443,https,AkamaiGHost,text/html,GET,23.201.254.224,/,23884109,2a02:26f0:480:ba1::2275,,8,False,,,,DPG Media Services nv,,True,,
tv.ad.nl,De pagina kon niet worden gevonden | AD.nl,404,155672,www.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,www.ad.nl,,443,https://tv.ad.nl:443,https,,text/html,GET,146.185.53.23,/,1844190812,146.185.53.23,HSTS,2447,False,,https:,,DPG Media Services NV,,,https://www.ad.nl/static/nmc/nmc/varia/philipstv/index.html,
unsubscribe.ad.nl,Weet u zeker dat u wilt gaan?,200,86183,unsubscribe.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T15:53:21Z,2023-06-19T15:53:20Z,CN=unsubscribe.ad.nl,unsubscribe.ad.nl,unsubscribe.ad.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,01ba64753d73e61f6aa3111873faecd6,a69bb8008a68a9de42047f348c890da7ff11043179d6641e4b640b2bb6213483,,ctls,unsubscribe.ad.nl,,443,https://unsubscribe.ad.nl:443,https,,text/html,GET,95.101.111.132,/,102855332,2a02:26f0:480:23::1726:6289,Vue.js,236,False,,https:,,,,,,
upload-nl.affiliate.resellerclub.com,403 Forbidden,403,553,upload-nl.affiliate.resellerclub.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2020-04-08T00:00:00Z,2020-10-15T23:59:59Z,CN=ssl903578.cloudflaressl.com,ssl903578.cloudflaressl.com,ssl903578.cloudflaressl.com,"CN=COMODO ECC Domain Validation Secure Server CA 2, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO ECC Domain Validation Secure Server CA 2,COMODO CA Limited,56db706b44102e475d736d45c9745597,de555a46ce2c6c1a745cdc81171b7621e48608417425d470b7daecfdd5d0f86a,,ctls,upload-nl.affiliate.resellerclub.com,cloudflare,443,https://upload-nl.affiliate.resellerclub.com:443,https,cloudflare,text/html,GET,104.18.90.10,/,-861110197,2606:4700::6812:590a,Cloudflare,14,False,True,,,,True,True,,
upload-nl.api.zynga.com,,200,,upload-nl.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,True,ctls,upload-nl.api.zynga.com,,443,https://upload-nl.api.zynga.com:443,https,,,GET,54.218.90.204,/,-845834622,34.215.10.7,HSTS,1,False,,,,,,,,
upload-nl.media.muslimpro.com,Error 404 (Not Found)!!1,404,1561,,,,,,,,,,,,,,,,,,,,80,http://upload-nl.media.muslimpro.com:80,http,ghs,text/html,GET,142.250.185.147,/,302920777,2a00:1450:4001:810::2013,,12,False,,,,,,,,
upload-nl.odoo.com,Typo | Odoo,200,42276,www.odoo.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T07:30:56Z,2023-07-14T07:30:55Z,CN=*.odoo.com,*.odoo.com,odoo.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c67064c2551df279623555c2339e1e44,bf8db9cb4860282a546534b8cebd2e8c228c647ee61af6c0d72a3af11f4f5384,True,ctls,www.odoo.com,,443,https://upload-nl.odoo.com:443,https,nginx,text/html,GET,141.94.74.34,/,1958846615,141.94.74.34,Python,597,False,,,,,,,https://www.odoo.com/typo?domain=upload-nl.odoo.com&autodbname=upload-nl&hosting=eu177a.odoo.com,
upload-nl.prod.sqills.com,404 Not Found,404,548,upload-nl.prod.sqills.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-15T00:00:00Z,2024-01-13T23:59:59Z,CN=*.prod.sqills.com,*.prod.sqills.com,prod.sqills.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d0eacdb8450c0484c7f21531c539481f,33a0226a5042f300c32b377c64d237b6f3492d974ffcf1187e52c63a27eaeffe,True,ctls,upload-nl.prod.sqills.com,,443,https://upload-nl.prod.sqills.com:443,https,nginx,text/html,GET,84.241.158.135,/,566218143,84.241.158.135,Nginx,14,False,,,,,,,,
upload-nl.sg-dev.seek.com,,418,31,upload-nl.sg-dev.seek.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T00:11:51Z,2023-07-11T00:54:39Z,CN=*.sg-dev.seek.com,*.sg-dev.seek.com,*.sg-dev.seek.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,62957cde799fbb44d2a6cb2f7ed2bc95,8bc3458824dc5e1c9f6b5aa5b6dcdf2affba1d6e51a06d8688a63893cfa672df,True,ctls,upload-nl.sg-dev.seek.com,cloudflare,443,https://upload-nl.sg-dev.seek.com:443,https,cloudflare,text/plain,GET,104.18.1.110,/,-2113662151,2606:4700::6812:16e,HSTS,2,False,True,,,,,,,
upload-nl.stage.twilio.com,ERROR: The request could not be satisfied,403,919,upload-nl.stage.twilio.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-13T00:00:00Z,2024-06-10T23:59:59Z,CN=*.stage.twilio.com,*.stage.twilio.com,stage.twilio.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8fd682dfc1719bab2c00428161c730f7,146bba01e6f08311eb6af4d1760c23e0ed95fd297f9b15b1b3a767a98d146144,True,ctls,upload-nl.stage.twilio.com,cloudfront,443,https://upload-nl.stage.twilio.com:443,https,CloudFront,text/html,GET,13.32.99.111,/,1506224163,13.32.99.99,Amazon Web Services,20,False,True,,,,,,,
upload-nl.test.sketch.com,,404,,upload-nl.test.sketch.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-09T23:59:59Z,CN=test.sketch.com,test.sketch.com,resources-test.sketch.cloud,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,5fb3ae8293d5a73354349ce05a13f047,ae5f654de1db8b38e20d162118bba26853b048595ce627894ffc9863e0bccec0,True,ctls,upload-nl.test.sketch.com,,443,https://upload-nl.test.sketch.com:443,https,awselb/2.0,text/plain,GET,34.199.58.92,/,-1840324437,34.225.184.154,,1,False,,,,,,,,
upload-nl.test.sqills.com,404 Not Found,404,146,upload-nl.test.sqills.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-12T00:00:00Z,2024-02-05T23:59:59Z,CN=*.test.sqills.com,*.test.sqills.com,test.sqills.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,3375b0465f4cf1bfe0b54b5284458140,91b9df573b798d8fb5cd9cb23bcda79f7145fd841a62f430e6af0429c73804dd,True,ctls,upload-nl.test.sqills.com,,443,https://upload-nl.test.sqills.com:443,https,nginx,text/html,GET,84.241.158.137,/,1494302000,84.241.158.137,Nginx,8,False,,,,,,,,
upload-nl.testing.pinterest.com,,404,,upload-nl.testing.pinterest.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-28T00:00:00Z,2023-08-08T23:59:59Z,"CN=*.pinterest.com, O=Pinterest\, Inc., L=San Francisco, ST=California, C=US",*.pinterest.com,*.testing.pinterest.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61f68a1d3e503e0803056f90024c9f30,8b54c984af414728957594d4bb0b0dc0374362de6e2005f611494f74558315f4,True,ctls,upload-nl.testing.pinterest.com,fastly,443,https://upload-nl.testing.pinterest.com:443,https,,,GET,151.101.0.84,/,-1840324437,151.101.192.84,HTTP/3,1,False,True,,,"Pinterest, Inc.",,True,,
valley.ad.nl,Graphic Valley: 404,403,1094,valley.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,valley.ad.nl,,443,https://valley.ad.nl:443,https,AmazonS3,text/html,GET,2.21.79.40,/,956842856,2a02:26f0:1700:11::b856:678c,Amazon Web Services,28,False,,,,DPG Media Services NV,,,,
verzekeringen.ad.nl,Welkom bij Independer,200,34133,verzekeringen.ad.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-10-23T23:59:59Z,CN=verzekeringen.ad.nl,verzekeringen.ad.nl,verzekeringen.ad.nl,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,1d629ce131b2d4dff70e1252f7a4707d,b007c42b8d71596f57196661850c869f18b5c22b1da8e81c47eca9f63485ba6d,,ctls,verzekeringen.ad.nl,,443,https://verzekeringen.ad.nl:443,https,Apache,text/html,GET,31.7.6.47,/,1198047028,31.7.6.47,WordPress Super Cache,28,False,,*.independer.nl,,,,,,
verzekeringssite.ad.nl,Microsoft Azure Web App - Error 404,404,2667,verzekeringssite.ad.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-10T03:05:55Z,2024-03-04T03:05:55Z,"CN=*.azurewebsites.net, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.azurewebsites.net,*.sso.azurewebsites.net,"CN=Microsoft Azure TLS Issuing CA 02, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 02,Microsoft Corporation,34e8bb57e6dfaa5c2aa7153ca66267a8,5a3902ccc4b77e83d8334c36f36b280ba75f4bad0bdd844ce57816586fd07609,True,ctls,verzekeringssite.ad.nl,azure,443,https://verzekeringssite.ad.nl:443,https,,text/html,GET,20.50.2.47,/,387302845,20.50.2.47,,87,False,True,,,Microsoft Corporation,,True,,
video.ad.nl,,404,11,video.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-19T00:02:15Z,2023-08-17T00:02:14Z,CN=video.topics.be,video.topics.be,video.volkskrant.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,01b4a8bc46f08a359545263a30d0214a,52046a552b08fd0334bfe22d2829c6b59cd611aed8b6db9c602e8beb5141419b,,ctls,video.ad.nl,,443,https://video.ad.nl:443,https,AkamaiNetStorage,,GET,95.101.111.135,/,1864250944,2a02:26f0:480:23::1726:62a8,,2,False,,,,,,,,
voordeel.ad.nl,Service Unavailable,503,269,voordeel.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-29T23:53:52Z,2023-06-27T23:53:51Z,CN=voordeel.ad.nl,voordeel.ad.nl,voordeel.ad.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,7f22a10829cf94b2286baf4c6b8b7161,6abfc0e1944d9d70476084070160a4cc99440153d50d9e4715793e51cc65bbd5,,ctls,voordeel.ad.nl,,443,https://voordeel.ad.nl:443,https,AkamaiGHost,text/html,GET,2.21.79.11,/,-626521355,2a02:26f0:7100::210:149,,9,False,,,,,,,,
web.ad.nl,"You received emails from this domain, didn't you?",200,15468,web.ad.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-17T13:31:59Z,2023-07-16T13:31:58Z,CN=web.ad.nl,web.ad.nl,web.ad.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a39ee63557c9105c417830347fe681b2,5af9417b1eee4491ff5254f9cc02aa9c8855f5539fc7554bb8a31f3c080fea99,,ctls,web.ad.nl,,443,https://web.ad.nl:443,https,nginx,text/html,GET,185.136.64.6,/,-1812417198,185.136.65.7,Webflow,344,False,,,,,,,,
webshop.ad.nl,DPG Media Privacy Gate,200,8816,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,443,https://webshop.ad.nl:443,https,,text/html,GET,2.21.79.17,/,253423401,2a02:26f0:7100::210:179,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=v9f6vuvlhxq9wkin&callbackUrl=https%3A%2F%2Fwebwinkel.ad.nl%2Fprivacygate-confirm%3FredirectUri%3D%252F,
webshopredirect.ad.nl,Invalid URL,400,208,webshopredirect.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-08T00:00:00Z,2024-02-09T23:59:59Z,"CN=*.ad.nl, O=DPG Media Services NV, L=Antwerpen, C=BE",*.ad.nl,ad.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8e330642eabb01f46083bbb83492f7e9,43bf37116106b8113fa5be9e62cc5f0396e21960dfe26cfdfa639eef841ab23c,True,ctls,webshopredirect.ad.nl,,443,https://webshopredirect.ad.nl:443,https,AkamaiGHost,text/html,GET,95.101.111.151,/,-45382087,2a02:26f0:480:23::1726:629e,,8,False,,,,DPG Media Services NV,,,,
webwinkel.ad.nl,DPG Media Privacy Gate,200,8810,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,443,https://webwinkel.ad.nl:443,https,,text/html,GET,95.101.111.168,/,1238578298,2a02:26f0:480:23::1726:62ab,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=v9f6vuvlhxq9wkin&callbackUrl=https%3A%2F%2Fwebwinkel.ad.nl%2Fprivacygate-confirm%3FredirectUri%3D%252F,
weer.ad.nl,,409,16,,,,,,,,,,,,,,,,,,,cloudflare,80,http://weer.ad.nl:80,http,cloudflare,text/plain,GET,104.18.23.132,/,1000520165,2606:4700::6812:1784,Cloudflare,1,False,True,,,,,,,
weer.www.ad.nl,,409,16,,,,,,,,,,,,,,,,,,,cloudflare,80,http://weer.www.ad.nl:80,http,cloudflare,text/plain,GET,104.18.22.132,/,1000520165,2606:4700::6812:1684,Cloudflare,1,False,True,,,,,,,
welkom.ad.nl,DPG Media Privacy Gate,200,8801,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,443,https://welkom.ad.nl:443,https,,text/html,GET,95.101.111.161,/,-780928015,2a02:26f0:480:23::1726:62ab,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=v9f6vuvlhxq9wkin&callbackUrl=https%3A%2F%2Fwelkom.ad.nl%2Fprivacygate-confirm%3FredirectUri%3D%252F,
welkom.staging.ad.nl,401 Unauthorized,401,381,welkom.staging.ad.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T07:09:39Z,2023-08-14T07:09:38Z,CN=persgroep.nl,persgroep.nl,www.wndb.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0bc6752c5100a148a2fe92f90aeb8999,85b214cf442812c6f2c7197da7069396c6b52368d3cba2f32eeceb135c00e66e,,ctls,welkom.staging.ad.nl,,80,http://welkom.staging.ad.nl:80,http,Apache,text/html,GET,95.101.111.142,/,-392200610,2a02:26f0:480:23::1726:62a2,Basic,13,False,,,,,,,https://welkom.staging.ad.nl/,
wijzigen.ad.nl,DPG Media Privacy Gate,200,8811,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,443,https://wijzigen.ad.nl:443,https,,text/html,GET,23.11.206.58,/,-318086011,2a02:26f0:7100::210:16b,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=dn139c7xlo9nablj&callbackUrl=https://wijzigen.ad.nl/,
winkel.ad.nl,DPG Media Privacy Gate,200,8816,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,443,https://winkel.ad.nl:443,https,,text/html,GET,2.21.79.17,/,1133686539,2a02:26f0:7100::210:170,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=v9f6vuvlhxq9wkin&callbackUrl=https%3A%2F%2Fwebwinkel.ad.nl%2Fprivacygate-confirm%3FredirectUri%3D%252F,
www.ad.nl,DPG Media Privacy Gate,200,8797,myprivacy.dpgmedia.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-14T00:00:00Z,2024-01-17T23:59:59Z,"CN=*.dpgmedia.nl, O=DPG Media Services nv, L=Antwerpen, C=BE",*.dpgmedia.nl,dpgmedia.nl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,0197d4b31f5f6099f81b5edc07efa2af,4250cba0eb9b77bd26684645ad7b1676896e97bda5582b89ed668255013878c5,True,ctls,myprivacy.dpgmedia.nl,,443,https://www.ad.nl:443,https,,text/html,GET,2.21.79.11,/,2022006080,2a02:26f0:7100::210:149,Google Tag Manager,278,False,,,,DPG Media Services nv,,,https://myprivacy.dpgmedia.nl/consent?siteKey=V9f6VUvlHxq9wKIN&callbackUrl=https%3A%2F%2Fwww.ad.nl%2Fprivacy-gate%2Faccept-tcf2%3FredirectUri%3D%252F,
