input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_subject_org_,tls_wildcard_certificate,tls_mismatched,cdn_name,cdn,tls_self_signed,tls_expired,csp_domains_,final_url
https://winkwaves.report-uri.com/r/d/csp/enforce,Report URI: Welcome to report-uri.com,200,30914,report-uri.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T21:09:26Z,2023-07-04T21:09:25Z,CN=*.report-uri.com,*.report-uri.com,report-uri.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,2128e997ff28af0650b7d95c3213b246,ce65156d72d6ff348f1e593736490978e80976ba3859748a2d4acb57b88b87e5,ctls,report-uri.com,443,https://winkwaves.report-uri.com:443/r/d/csp/enforce,https,cloudflare,text/html,GET,104.17.182.88,/r/d/csp/enforce,875037750,2606:4700::6811:ba58,HTTP/3,534,False,,True,,cloudflare,True,,,https://scotthelme.report-uri.com/r/d/csp/enforce,https://report-uri.com
images.bcc.nl,,400,351,images.bcc.nl,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-25T07:48:56Z,2024-03-25T07:48:56Z,CN=*.blob.core.windows.net,*.blob.core.windows.net,*.z50.blob.storage.azure.net,"CN=Microsoft RSA TLS CA 01, O=Microsoft Corporation, C=US",Microsoft RSA TLS CA 01,Microsoft Corporation,0f7ab3efc2c8ee7c2669112684b92fc8,89d72e18eb4574ce842a071b830827f678e67f87568a28bf0dd323f7d6bfb7f1,ctls,images.bcc.nl,443,https://images.bcc.nl:443,https,Microsoft-HTTPAPI/2.0,application/xml,GET,20.60.27.196,/,-1534038816,20.60.27.196,Microsoft HTTPAPI:2.0,3,False,,True,True,azure,True,,,,
info.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://info.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.9,/,1307429962,76.76.21.123,Vercel,4,False,,,,,,,,,
intdomain.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://intdomain.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.61,/,1307429962,76.76.21.98,Vercel,4,False,,,,,,,,,
internal.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://internal.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.93,/,1307429962,76.76.21.98,Vercel,4,False,,,,,,,,,
ipmac.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://ipmac.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.142,/,1307429962,76.76.21.61,Vercel,4,False,,,,,,,,,
ipv4-c108-iah001-ix.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://ipv4-c108-iah001-ix.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.98,/,1307429962,76.76.21.22,Vercel,4,False,,,,,,,,,
ir.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://ir.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.123,/,1307429962,76.76.21.164,Vercel,4,False,,,,,,,,,
isprojects-uat.bcc.nl,,403,93,isprojects-uat.bcc.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.bcc.nl, O=BCC (Elektro-Speciaalzaken) B.V., L=Duivendrecht, ST=Noord-Holland, C=NL",*.bcc.nl,bcc.nl,"CN=Trust Provider B.V. TLS RSA EV CA G2, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA EV CA G2,Trust Provider B.V.,f40ccd549354b968fecff3029c82f498,f484c0c0cd6b982a2b9cac296beb86f9abc4ca80e26832f6a37842bc2a188c29,ctls,isprojects-uat.bcc.nl,443,https://isprojects-uat.bcc.nl:443,https,,text/html,GET,185.78.251.50,/,-1060002298,185.78.251.50,,4,False,BCC (Elektro-Speciaalzaken) B.V.,True,,,,,,,
jrss-215-72-227-64.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://jrss-215-72-227-64.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.164,/,1307429962,76.76.21.123,Vercel,4,False,,,,,,,,,
keuzehulp.bcc.nl,Sign in to your account,200,206995,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://keuzehulp.bcc.nl:443,https,,text/html,GET,52.178.114.226,/,-1840324437,52.178.114.226,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=2bca78cd-a0ff-4dd4-a864-f10988ab5fec&redirect_uri=https%3A%2F%2Fkeuzehulp.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396270918892.ZjJhMTYyNjAtODJhYi00YmE3LTkyZDUtNjJjNTgzNjMzY2U1Mjc5ZTM2MjItNTk5My00MGIzLWFhZTQtYjE1ZWJlMmVmNDk5&state=CfDJ8KxAafbRyQdIv1wb4K2Qd7vAMnDZgejLd7PJ2lUGa9XT69noLUksApzMrU2H3z2qTsYnA_v2Kvm75OJGrUG04yyLVQV8BYWT90X-FJNJW7YwWh9EcRmc72o5HVivhQxkNYbGf1YVEHB_4kSXkN8NWwpHxBNqTeQBEtWaWRSvlbbpJqV7L1qa3UvSjC7c7fRUM8PioBCVrdqFDGi6FsAT047hW6fNrk0LxfVO5ZjbquF4Tr11WHw4siNjGxcSyiN6xEPXzBLA5UptOfqN-wL2k9k6erKOuFnrRuoT_9sQ16qgmif_juxPAZq6n84Aeb30MQ&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
lab.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://lab.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.93,/,1307429962,76.76.21.164,Vercel,4,False,,,,,,,,,
ldap.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://ldap.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.241,/,1307429962,76.76.21.93,Vercel,4,False,,,,,,,,,
legacy.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://legacy.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.241,/,1307429962,76.76.21.9,Vercel,4,False,,,,,,,,,
live.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://live.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.22,/,1307429962,76.76.21.9,Vercel,4,False,,,,,,,,,
log.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://log.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.61,/,1307429962,76.76.21.98,Vercel,4,False,,,,,,,,,
login.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://login.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.164,/,1307429962,76.76.21.123,Vercel,4,False,,,,,,,,,
logs.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://logs.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.241,/,1307429962,76.76.21.164,Vercel,4,False,,,,,,,,,
mail.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://mail.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.61,/,1307429962,76.76.21.98,Vercel,4,False,,,,,,,,,
mapsweb-pv50-kryptonite-k8straefik.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://mapsweb-pv50-kryptonite-k8straefik.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.61,/,1307429962,76.76.21.98,Vercel,4,False,,,,,,,,,
market.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://market.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.164,/,1307429962,76.76.21.98,Vercel,4,False,,,,,,,,,
message.bcc.nl,,403,93,message.bcc.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.bcc.nl, O=BCC (Elektro-Speciaalzaken) B.V., L=Duivendrecht, ST=Noord-Holland, C=NL",*.bcc.nl,bcc.nl,"CN=Trust Provider B.V. TLS RSA EV CA G2, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA EV CA G2,Trust Provider B.V.,f40ccd549354b968fecff3029c82f498,f484c0c0cd6b982a2b9cac296beb86f9abc4ca80e26832f6a37842bc2a188c29,ctls,message.bcc.nl,443,https://message.bcc.nl:443,https,,text/html,GET,185.78.251.50,/,-1060002298,185.78.251.50,,4,False,BCC (Elektro-Speciaalzaken) B.V.,True,,,,,,,
messageacc.bcc.nl,,403,93,messageacc.bcc.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.bcc.nl, O=BCC (Elektro-Speciaalzaken) B.V., L=Duivendrecht, ST=Noord-Holland, C=NL",*.bcc.nl,bcc.nl,"CN=Trust Provider B.V. TLS RSA EV CA G2, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA EV CA G2,Trust Provider B.V.,f40ccd549354b968fecff3029c82f498,f484c0c0cd6b982a2b9cac296beb86f9abc4ca80e26832f6a37842bc2a188c29,ctls,messageacc.bcc.nl,443,https://messageacc.bcc.nl:443,https,,text/html,GET,185.78.251.50,/,-1060002298,185.78.251.50,,4,False,BCC (Elektro-Speciaalzaken) B.V.,True,,,,,,,
mijn-acc.bcc.nl,BCC - Oeps! Er gaat iets mis...,404,4977,mijn-acc.bcc.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-01T10:15:19Z,2023-07-30T10:15:18Z,CN=www.acc-bcc.nl,www.acc-bcc.nl,www.acc-bcc.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,696cca59a0e744530b6a71e8f4c402f4,09d07213e6a9881c595b319178597d9161bb6ba7080361bd47315b8298e1346c,ctls,mijn-acc.bcc.nl,443,https://mijn-acc.bcc.nl:443,https,,text/html,GET,20.93.230.129,/,-1392865706,20.93.230.129,Google Tag Manager,2,False,,,True,,,,,,
mijn.bcc.nl,"BCC | Don't worry, buy happy",200,46445,www.bcc.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T00:00:00Z,2024-04-13T23:59:59Z,"CN=*.bcc.nl, O=BCC (Elektro-Speciaalzaken) B.V., L=Duivendrecht, ST=Noord-Holland, C=NL",*.bcc.nl,bcc.nl,"CN=Trust Provider B.V. TLS RSA EV CA G2, O=Trust Provider B.V., C=NL",Trust Provider B.V. TLS RSA EV CA G2,Trust Provider B.V.,f40ccd549354b968fecff3029c82f498,f484c0c0cd6b982a2b9cac296beb86f9abc4ca80e26832f6a37842bc2a188c29,ctls,www.bcc.nl,443,https://mijn.bcc.nl:443,https,,text/html,GET,13.69.68.71,/,1558386684,13.69.68.71,Microsoft ASP.NET,707,False,BCC (Elektro-Speciaalzaken) B.V.,True,,azure,True,,,https://widget.trustpilot.com,https://www.bcc.nl/account/inloggen?ReturnUrl=%2Fmijn%2F
mobile.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://mobile.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.241,/,1307429962,76.76.21.93,Vercel,4,False,,,,,,,,,
msoid.bcc.nl,Sign in to your account,200,206235,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-24T00:00:00Z,2024-02-24T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,5a0c035fd36e190a9a002ffd08801cce,51cfd1c52666a532589d6759379eab229c80ad93cf9e47beb8519dd205096065,ctls,login.microsoftonline.com,443,https://msoid.bcc.nl:443,https,,text/html,GET,20.190.159.71,/,-1840324437,20.190.159.68,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=638202396276538380.OTdlODcwOGUtMTYwYS00YzAwLWI4YjctOWFkNzkyYzA1ZTBkZTEzNDc4YWItZDljYi00ZmM4LWExZjQtYzg3Y2I5YjgzNjEx&ui_locales=en-US&mkt=en-US&state=DDt9px5OBNtVh9nd7P87h1U6poNezvvSinb23MwZUNdHdGBuhEr-w43RUNdEPjK0IY6Z4yIVNnDNGdPIde1fZotTlMeslLdMyXSvaIBU-_ujXvwXhXiOmUsYVFSEykZoHip8MFwqgNWIJeE1Tsyczv8xff-yLPSrnQc5RSCW2intiQInoG9K6BrqYd80PtWN1bKLCZnUFxzgaXoslgZ821zw56oQmYIoba4bN6LN90G2DRg-KKzbBZa9oj-V0ftiwTX6ROB3jPQ2LblDT48muw&x-client-SKU=ID_NET6_0&x-client-ver=6.26.1.0
mssql.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://mssql.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.9,/,1307429962,76.76.21.142,Vercel,4,False,,,,,,,,,
mta-sts.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://mta-sts.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.22,/,1307429962,76.76.21.93,Vercel,4,False,,,,,,,,,
multimedia-acc.bcc.nl,Sign in to your account,200,206795,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://multimedia-acc.bcc.nl:443,https,,text/html,GET,52.166.119.99,/,-1840324437,52.166.119.99,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=052f2f70-e83c-40ab-bc10-098bfb138903&redirect_uri=https%3A%2F%2Fmultimedia-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396272973444.Y2UwNmU3NTUtMjg0YS00MTE4LWJjOTgtMTEzMGI2NWU0NGEyMDhhMmEwMjEtNDEzMy00ZDJmLTliODAtNzFjMTNmNjY4NmZh&state=CfDJ8MJDxUe5gnNBrUcKpOgJcU2_-0bxuWgflTg3htb_GZ9HCXKVqb2WZeadPYDtIGSH5pP8T_Qp-eNetf1TmX-0Tk0SFkIjyAXlmddmfQbyQzWSAUVDZgB83YQqK8kbNGxFmsO3rFhXrV0_b-TYQVKsAVsH-gPNy84kh5VqsaI5VcK-28MrYr77wJjBl3Lf5m9Xkab7RYRsMcTFyik-gA66qpqIbTv3qjSN1sMZOupXS-_JQYfYhx4jALlHtigzP4LJd4GERhr6EcWuJU0hBEf0vdd-LHK-FfZ4Rix5w8BIktBj_lO0LAY7ktJ9DmNIe1CEnw&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
multimedia-test.bcc.nl,Sign in to your account,200,206822,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://multimedia-test.bcc.nl:443,https,,text/html,GET,40.118.100.127,/,-1840324437,40.118.100.127,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=c7d270d1-406a-4905-b170-96d33b260bcb&redirect_uri=https%3A%2F%2Fmultimedia-test.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396272528495.NjNiYTE2ZjktYTNmMS00ZWU0LWFkMzQtNmI3ODFlN2EzNmEzMTQ3MjBhMTYtYmNkNC00NDAwLWExODctNzA2YzczMWJmYTUw&state=CfDJ8HKlOz3RI8ZHm6gntd_Q1871dY2AJetFS1k9iWpFZ7F6p6FHGHb77qQJ1elgH3uKFj_bWBBXYS7go4K2QL5cllMltCDsktzDBC-Jk5gyioQ5ZsKUMJZJpuNGNAs4B1TAApmkCJkqShnS800iIrhkBDsigleP5tAEa4UskqJYj6zGF8R6SSyIXNlY4-v7cTUzFxyax5_HpJWowBKHateOzPnM5WBJenVzUFh7gGwVPCIaCjdf1mduULbfeAlJXLsYvJ9Znk63zARXRA3QCB21O3EAURyBmY5F7Bo0P6fczpUxXbhzXkW1I71jas-RaNLTNQ&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
multimedia.bcc.nl,Sign in to your account,200,204989,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://multimedia.bcc.nl:443,https,,text/html,GET,52.178.114.226,/,-1840324437,52.178.114.226,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=33ca0d71-13ef-4ac3-8be9-b70cca38b452&redirect_uri=https%3A%2F%2Fmultimedia.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396272844570.NDFjNTViZTAtZmI5MS00YzY2LThmYTAtYmNjNjk0MWU5NjhiMjYxNGZlYzEtZmMzNC00Y2UyLWIzNzItZjVlNmZiZGQ5NTgx&state=CfDJ8PXaXzFflRxKqZEDGgRsVtairYzJEEhv2hoB7mD3yMYI1kM-43XNbod2hsq1VutUjIOvdz6vPUuApgV6tjq129IIVs0LJoMRHwY1uvUDuQYnAiWaRGwaHqk-EzPsnSVin6ZLLLMJin-gbDHmxMFH_FC2BNNIgsh-hQ9xSUmjyh6yIzaFFHNCDfdJzoGlo4uqkDra737-VEmsT5fjun_pBAlroM0jL70k9yRlBM-Neu3c5dcRnJKtBTf6a96jmDiBcG_iU3lFR61ajJK7iCNIR3W6D-IQNPMs6qU_SsWelgmXB4K2sTtwrqkYYVzwkvY2bw&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
multimedia.cdn.bcc.nl,,400,351,multimedia.cdn.bcc.nl,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-19T06:35:59Z,2023-08-17T06:35:58Z,CN=cert00057-azurecdn.akamaized.net,cert00057-azurecdn.akamaized.net,www.xaviernews.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2e68f0eca3409618a0a54f421c061790,38c3a845b092ea38283232b6edf0f733f636c4aa9448adf713d63f174328e181,ctls,multimedia.cdn.bcc.nl,443,https://multimedia.cdn.bcc.nl:443,https,Microsoft-HTTPAPI/2.0,application/xml,GET,2.16.202.65,/,76759635,2a02:26f0:1700:d::1737:6ea4,Microsoft HTTPAPI:2.0,3,False,,,,,,,,,
mw.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://mw.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.22,/,1307429962,76.76.21.61,Vercel,4,False,,,,,,,,,
my.bcc.nl,Home - BCC,200,5796,my.bcc.nl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T05:38:43Z,2023-07-04T05:38:42Z,CN=my.bcc.nl,my.bcc.nl,my.bcc.nl,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,323668acea204f4dd3a577dafe521895,29278a5e22cb79b83a2cbdb07c0a056241112f9f0c6d2afca378708d9bf0958c,ctls,my.bcc.nl,443,https://my.bcc.nl:443,https,Apache,text/html,GET,89.149.208.5,/,-286245013,2001:1af8:4f0b:b001:1::5,Stimulus,112,False,,,,,,,,https://winkwaves.report-uri.com/r/d/csp/enforce,https://my.bcc.nl/welcome/homepage
netlify.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://netlify.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.123,/,1307429962,76.76.21.142,Vercel,4,False,,,,,,,,,
newsslvpnmy.techsupport.bcc.nl,,404,67,,,,,,,,,,,,,,,,,,80,http://newsslvpnmy.techsupport.bcc.nl:80,http,Vercel,text/plain,GET,76.76.21.98,/,1307429962,76.76.21.164,Vercel,4,False,,,,,,,,,
nhg-acc.bcc.nl,Sign in to your account,200,206799,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://nhg-acc.bcc.nl:443,https,,text/html,GET,52.166.119.99,/,-1840324437,52.166.119.99,HSTS,174,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=ba2dca5e-890f-4375-845e-3495886db3df&redirect_uri=https%3A%2F%2Fnhg-acc.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396272872771.ZmQzNWIxYTEtMmExYi00MmUxLWJkNjYtZGM4MDhlY2JjOTk4NDMyODBlNmMtMzZjNi00YmYxLTk3ODctODEwMjg2NmZmZGZi&state=CfDJ8HDl89Ht5GFLnNA4HFvZpd4BN_UaKKrrzO-cTDjJqwOVKB88_sjzvfLHnhydBxaBrcJOARS-SZWwuTVYNKzaJCXVwA2IngxXbnySv_3e3ulo3kFrJm3tHBo68dz9405i_z5aMD_ibzHLehGUMrc1QU21Bo3FdeenxPkzJDMJzkxFu7UhwUksXJafqcZqpWUJOVW1EOXOOBiDhGuIAJuOlY4pudFpRVcfPxo_dmaYBHImMYPbMt5C0FAb0ibvJHu6glucZ6s3Ig3dF5VpguZ5dPhzbQTF-SNnwbYlVlCPLnd3&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
nhg-test.bcc.nl,Sign in to your account,200,208787,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://nhg-test.bcc.nl:443,https,,text/html,GET,40.118.100.127,/,-1840324437,40.118.100.127,HSTS,173,False,Microsoft Corporation,,,azure,True,,,,https://login.microsoftonline.com/0394648b-f742-4dbf-9f6b-7e3d2befcc90/oauth2/authorize?client_id=eeadddca-0d98-4737-b7cb-d69cc4639cd7&redirect_uri=https%3A%2F%2Fnhg-test.bcc.nl%2Fsignin-oidc&response_type=id_token&scope=openid%20profile&response_mode=form_post&nonce=638202396272421606.NjZlZmFjYzYtYjlmNC00OTAwLWJmODQtOGI0ZDJmZTU1NWZkZWIwMDEwOWQtYzcxZS00MmU5LThhNDctMzFhZDJkNmNjMGVj&state=CfDJ8HjGmcDUyllHkhWpunM5iL7Oow7okgi_xN43gBZVfbShon7g_qHmVO9wrEZGVtH5Ci36GVFfxWHwz17VI3Zq6Y86OUJCTPSgIjjwoVGlPG85WsI94NFwzknaX-WJocbBrv0TjtHAt7SzHakmu6wgFfeDeAhEwAfhwO6zls75hzD32UqQ9rTLj-PA6RhMZiydlPBGZ9yItX8PtRsxFp8kxtN51ZBuq0TvIjJtWU8X3urZnT0S2IljCFCjjarzliQX8zDZDbtMhfssdbRV68EDzZQkSADPoOC7sbB4CWgWW_WMt6QTbtgI9UQJkz1ZHVZpUw&x-client-SKU=ID_NETSTANDARD2_0&x-client-ver=6.10.0.0
