input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_wildcard_certificate,tls_expired,tls_self_signed,content_type,tls_mismatched,csp_domains_,final_url,location
assapprd.merck.com,usctcg7-ras.merck.com (connect2.merck.com),400,3139,assapprd.merck.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-02-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=connect.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",connect.merck.com,www.connect.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,c2870b6a0ca7a272b872c37322d64557,f1a36570a9200b6541c293a37ec3f193a274845f8685cf11ab30d4b095a30cd6,ctls,assapprd.merck.com,,443,https://assapprd.merck.com:443,https,,GET,155.91.59.131,/,824731305,155.91.59.131,HSTS,101,False,,Merck Sharp & Dohme LLC,,,,text/html,True,,,
assaptst.merck.com,,400,3065,assaptst.merck.com,443,True,tls12,TLS_RSA_WITH_AES_128_CBC_SHA,2023-02-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=connect-test.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",connect-test.merck.com,www.connect-test.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,cfada8f624e0efebda9eb4db4d537f9d,4fa62accb7cbaaa87cbb242fff495b93b1539ccf6bbe3e7d0044e82efd8e0459,ctls,assaptst.merck.com,,443,https://assaptst.merck.com:443,https,,GET,155.91.27.73,/,-1759141584,155.91.27.73,HSTS,101,False,,Merck Sharp & Dohme LLC,,,,text/html,True,,,
avedge.merck.com,,200,38235,avedge.merck.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-31T00:00:00Z,2024-05-30T23:59:59Z,"CN=ise.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",ise.merck.com,usktcm5-ise.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ed2b03e271710138c724d09c12f4b708,e58829153091f520abacfc66eda2fce6f48f27582b85c8fd545c5f135b3d24d9,ctls,avedge.merck.com,,443,https://avedge.merck.com:443,https,,GET,155.91.38.31,/,-2091263198,155.91.38.31,HSTS,836,False,,Merck Sharp & Dohme LLC,,,,text/html,True,*.walkme.com,https://avedge.merck.com:443/admin/login.jsp,
axonify.msd.com,Sign On Error,200,2362,pingfed.msd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,2024-04-14T23:59:59Z,"CN=pingfed.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",pingfed.merck.com,www.pingfed.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ac402a968211649093b8e52da657ff94,642d75a967c92be4a5e4c2283872baed25ccd4f9cee8b63a531e9bcbfdd87b5b,ctls,pingfed.msd.com,,443,https://axonify.msd.com:443,https,,GET,75.2.16.51,/,-1864275281,99.83.236.178,,68,False,,Merck Sharp & Dohme LLC,,,,text/html,,http://*.merck.com,https://pingfed.msd.com/idp/startSSO.ping?PartnerSpId=https://learning.axonify.com/axonify/saml2/sp/0e243531-0014-4298-87b7-59054fcf31c2,
azurefed.merck.com,,400,3065,azurefed.merck.com,443,True,tls12,TLS_RSA_WITH_AES_256_CBC_SHA,2023-03-14T00:00:00Z,2024-03-13T23:59:59Z,"CN=egate.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",egate.merck.com,www.egate.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,6b593bedf89059a3fd3ca626a256100a,504d18667d9e455dd791e60c600786a184763123d6c6cb2eeb0570f2cfd18ab3,ctls,azurefed.merck.com,,443,https://azurefed.merck.com:443,https,,GET,155.91.34.173,/,-1485271861,155.91.34.173,HSTS,101,False,,Merck Sharp & Dohme LLC,,,,text/html,True,,,
b2baa-npdev.merck.com,,403,,b2baa-npdev.merck.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-24T00:00:00Z,2024-04-21T23:59:59Z,CN=b2baa-npdev.merck.com,b2baa-npdev.merck.com,b2baa-npdev.merck.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,da60e46a1c0e605baac1c68771546ae8,1c55062d0fe00d4f7251af84a8ef6583b7b78ac7fc72053f2749311f58959a80,ctls,b2baa-npdev.merck.com,cloudfront,443,https://b2baa-npdev.merck.com:443,https,CloudFront,GET,65.9.66.91,/,-1840324437,65.9.66.95,Amazon Web Services,1,False,True,,,,,,,,,
backoffice.commerce-hh-d1.merck.com,,500,13501,backoffice.commerce-hh-d1.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-08T00:00:00Z,2024-07-07T23:59:59Z,"CN=swiss.commerce-hh-d1.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",swiss.commerce-hh-d1.merck.com,germany.commerce-hh-d1.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b2255cdad60a88a670b1416b3a143e3a,4935e6a84cd6356cb3cea4fabee4570abbbc079aaa39f3ae2cd0942f77bf55de,ctls,backoffice.commerce-hh-d1.merck.com,azure,443,https://backoffice.commerce-hh-d1.merck.com:443,https,*,GET,40.117.123.185,/,-1720551043,40.117.123.185,Java,431,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,,
backoffice.commerce-hh-d2.merck.com,,500,13501,backoffice.commerce-hh-d2.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-08T00:00:00Z,2024-07-07T23:59:59Z,"CN=swiss.commerce-hh-d2.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",swiss.commerce-hh-d2.merck.com,germany.commerce-hh-d2.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8cdf39a2d1dc17aa1076c5f50f717529,d04e0904dbd2e87d82a0e31532824e5b338036c733953c640db5355667b9ad75,ctls,backoffice.commerce-hh-d2.merck.com,azure,443,https://backoffice.commerce-hh-d2.merck.com:443,https,*,GET,40.76.6.109,/,-1720551043,40.76.6.109,Java,431,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,,
backoffice.commerce-hh-d3.merck.com,,500,13501,backoffice.commerce-hh-d3.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-08T00:00:00Z,2024-07-07T23:59:59Z,"CN=swiss.commerce-hh-d3.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",swiss.commerce-hh-d3.merck.com,germany.commerce-hh-d3.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fcba4d4678278f4ba342ca362ac79ad5,1fe97c796bdc93d83cca6b3e994ad5ae83739e90c13e494423ac1b2ded044716,ctls,backoffice.commerce-hh-d3.merck.com,azure,443,https://backoffice.commerce-hh-d3.merck.com:443,https,*,GET,40.71.88.131,/,-1720551043,40.71.88.131,Java,431,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,,
brp.merck.com,Merck BRP,200,816,cce-brp.zsservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-04T00:00:00Z,2024-07-02T23:59:59Z,CN=cce-brp.zsservices.com,cce-brp.zsservices.com,cce-brp.zsservices.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7d812660778d2be707fefe748ee9c1aa,d8c8e9688303c23877095951c18e3b45ee348da875d98df144954b8373c24436,ctls,cce-brp.zsservices.com,,443,https://brp.merck.com:443,https,CloudFront,GET,76.223.76.171,/,-875453807,13.248.206.15,HSTS,17,False,,,,,,text/html,,*.amazonaws.com/,https://cce-brp.zsservices.com,
canada.commerce-hh-d1.merck.com,Login | Merck Orders,200,40273,canada.commerce-hh-d1.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-08T00:00:00Z,2024-07-07T23:59:59Z,"CN=swiss.commerce-hh-d1.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",swiss.commerce-hh-d1.merck.com,germany.commerce-hh-d1.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b2255cdad60a88a670b1416b3a143e3a,4935e6a84cd6356cb3cea4fabee4570abbbc079aaa39f3ae2cd0942f77bf55de,ctls,canada.commerce-hh-d1.merck.com,azure,443,https://canada.commerce-hh-d1.merck.com:443,https,*,GET,40.117.123.185,/,1249956236,40.117.123.185,SAP Commerce Cloud,931,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,https://canada.commerce-hh-d1.merck.com/login,
canada.commerce-hh-d2.merck.com,Login | Merck Orders,200,51015,canada.commerce-hh-d2.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-08T00:00:00Z,2024-07-07T23:59:59Z,"CN=swiss.commerce-hh-d2.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",swiss.commerce-hh-d2.merck.com,germany.commerce-hh-d2.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8cdf39a2d1dc17aa1076c5f50f717529,d04e0904dbd2e87d82a0e31532824e5b338036c733953c640db5355667b9ad75,ctls,canada.commerce-hh-d2.merck.com,azure,443,https://canada.commerce-hh-d2.merck.com:443,https,*,GET,40.76.6.109,/,-749697257,40.76.6.109,SAP Commerce Cloud,1039,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,https://canada.commerce-hh-d2.merck.com/login,
canada.commerce-hh-d3.merck.com,Login | Merck Orders,200,50290,canada.commerce-hh-d3.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-08T00:00:00Z,2024-07-07T23:59:59Z,"CN=swiss.commerce-hh-d3.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",swiss.commerce-hh-d3.merck.com,germany.commerce-hh-d3.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fcba4d4678278f4ba342ca362ac79ad5,1fe97c796bdc93d83cca6b3e994ad5ae83739e90c13e494423ac1b2ded044716,ctls,canada.commerce-hh-d3.merck.com,azure,443,https://canada.commerce-hh-d3.merck.com:443,https,*,GET,40.71.88.131,/,1933055352,40.71.88.131,SAP Commerce Cloud,1038,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,https://canada.commerce-hh-d3.merck.com/login,
catalysissymposium.merck.com,The Page Cannot be found,200,4492,eventsmsd.webex.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-10T17:22:20Z,2023-10-10T17:21:20Z,"C=US, ST=California, L=San Jose, O=Cisco Systems Inc., CN=*.webex.com",*.webex.com,www.webex.com,"CN=HydrantID Server CA O1, OU=HydrantID Trusted Certificate Service, O=IdenTrust, C=US",HydrantID Server CA O1,IdenTrust,ca298c781792d96b05b447b627b017ba,03894e53b5c0acc2b6e1e52be9a9847ba14c73a3576ca72dec671961dffcb53c,ctls,eventsmsd.webex.com,,443,https://catalysissymposium.merck.com:443,https,WebEx,GET,99.83.236.178,/,1929627647,75.2.16.51,PayPal,191,False,,Cisco Systems Inc.,True,,,text/html,,*.verisign.com,https://eventsmsd.webex.com/eventsmsd/j.php?RGID=r3f05624ae25ed722b9b9cf4fbcc6a866,
cce.merck.com,,200,737,web.merck.zsservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-06T00:00:00Z,2024-07-04T23:59:59Z,CN=web.merck.zsservices.com,web.merck.zsservices.com,web.merck-collab.zsservices.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,8b6e3997d6112ccda885ff6d983993c7,6d73d0d3fd14c1affd1ff1d7e2fc2e6b96434d842028242d9695646d6cf089d4,ctls,web.merck.zsservices.com,,443,https://cce.merck.com:443,https,CloudFront,GET,13.248.206.15,/,-1529967713,76.223.76.171,HSTS,16,False,,,,,,text/html,,http:,https://web.merck.zsservices.com/mstrmerckwebcce/html/mstrmerckcce.html,
ccp-dev.msd.com,,200,711,merck-dev.ccp-test-sap.cfapps.us10.hana.ondemand.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-04-16T23:59:59Z,"CN=ccp-test-sap.cfapps.us10.hana.ondemand.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",ccp-test-sap.cfapps.us10.hana.ondemand.com,*.ccp-test-sap.cfapps.us10.hana.ondemand.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f440c8ce6ff8210801fab8381de854ca,7a201eaeaebfa611028d354fca4a7843414f94f5b46988955020dc3d3cb8cb83,ctls,merck-dev.ccp-test-sap.cfapps.us10.hana.ondemand.com,,443,https://ccp-dev.msd.com:443,https,,GET,13.248.198.0,/,233396322,76.223.68.176,HSTS,1,False,,SAP SE,True,,,text/html,,,https://merck-dev.ccp-test-sap.cfapps.us10.hana.ondemand.com/cp.portal/site?sap-theme=MSD_Theme&sap_idp=CCP_Internal#Shell-home,
ccp-qa.msd.com,,200,709,merck-qa.ccp-test-sap.cfapps.us10.hana.ondemand.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-04-16T23:59:59Z,"CN=ccp-test-sap.cfapps.us10.hana.ondemand.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",ccp-test-sap.cfapps.us10.hana.ondemand.com,*.ccp-test-sap.cfapps.us10.hana.ondemand.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f440c8ce6ff8210801fab8381de854ca,7a201eaeaebfa611028d354fca4a7843414f94f5b46988955020dc3d3cb8cb83,ctls,merck-qa.ccp-test-sap.cfapps.us10.hana.ondemand.com,,443,https://ccp-qa.msd.com:443,https,,GET,76.223.68.176,/,-802548667,13.248.198.0,HSTS,1,False,,SAP SE,True,,,text/html,,,https://merck-qa.ccp-test-sap.cfapps.us10.hana.ondemand.com/cp.portal/site?sap-theme=MSD_Theme&sap_idp=CCP_Internal#Shell-home,
ccp-sbx.msd.com,,200,711,merck-sbx.ccp-test-sap.cfapps.us10.hana.ondemand.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-04-16T23:59:59Z,"CN=ccp-test-sap.cfapps.us10.hana.ondemand.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",ccp-test-sap.cfapps.us10.hana.ondemand.com,*.ccp-test-sap.cfapps.us10.hana.ondemand.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f440c8ce6ff8210801fab8381de854ca,7a201eaeaebfa611028d354fca4a7843414f94f5b46988955020dc3d3cb8cb83,ctls,merck-sbx.ccp-test-sap.cfapps.us10.hana.ondemand.com,,443,https://ccp-sbx.msd.com:443,https,,GET,13.248.198.0,/,131158600,76.223.68.176,HSTS,1,False,,SAP SE,True,,,text/html,,,https://merck-sbx.ccp-test-sap.cfapps.us10.hana.ondemand.com/cp.portal/site?sap-theme=MSD_Theme&sap_idp=CCP_Internal#Shell-home,
ccp.msd.com,,200,704,myaccount.ccp-sap.cfapps.us10.hana.ondemand.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T00:00:00Z,2024-04-16T23:59:59Z,"CN=ccp-sap.cfapps.us10.hana.ondemand.com, O=SAP SE, L=Walldorf, ST=Baden-Württemberg, C=DE",ccp-sap.cfapps.us10.hana.ondemand.com,*.ccp-sap.cfapps.us10.hana.ondemand.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b416b8600ca38635865a535ec3b9c3cb,a58e1cfb65f5516124b08eefd4ae351d44e83e1d901ad8fe17a6deb9590f899f,ctls,myaccount.ccp-sap.cfapps.us10.hana.ondemand.com,,443,https://ccp.msd.com:443,https,,GET,76.223.68.176,/,-1079954364,13.248.198.0,HSTS,1,False,,SAP SE,True,,,text/html,,,https://myaccount.ccp-sap.cfapps.us10.hana.ondemand.com/cp.portal/site?sap-theme=MSD_Theme&sap_idp=CCP_Internal#Shell-home,
cea.merck.com,MSD CEA,200,1258,cea.merck.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-12-23T23:59:59Z,CN=cea.merck.com,cea.merck.com,cea.merck.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e67df55920cf43d500da7bde801c35aa,5bda3f08096a5abad08b80673b6dddde6f0bb8c7735f2c190d072dfcde880adf,ctls,cea.merck.com,cloudfront,443,https://cea.merck.com:443,https,nginx/1.18.0,GET,18.66.122.13,/,-1001434094,18.66.122.78,Nginx:1.18.0,26,False,True,,,,,text/html,,https://www.google-analytics.com,,
chile.commerce-hh-d1.merck.com,Login | Chile CustomerLink,200,38978,chile.commerce-hh-d1.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-08T00:00:00Z,2024-07-07T23:59:59Z,"CN=swiss.commerce-hh-d1.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",swiss.commerce-hh-d1.merck.com,germany.commerce-hh-d1.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b2255cdad60a88a670b1416b3a143e3a,4935e6a84cd6356cb3cea4fabee4570abbbc079aaa39f3ae2cd0942f77bf55de,ctls,chile.commerce-hh-d1.merck.com,azure,443,https://chile.commerce-hh-d1.merck.com:443,https,*,GET,40.117.123.185,/,798694580,40.117.123.185,SAP Commerce Cloud,911,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,https://chile.commerce-hh-d1.merck.com/login,
chile.commerce-hh-d2.merck.com,Login | Chile CustomerLink,200,51117,chile.commerce-hh-d2.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-08T00:00:00Z,2024-07-07T23:59:59Z,"CN=swiss.commerce-hh-d2.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",swiss.commerce-hh-d2.merck.com,germany.commerce-hh-d2.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,8cdf39a2d1dc17aa1076c5f50f717529,d04e0904dbd2e87d82a0e31532824e5b338036c733953c640db5355667b9ad75,ctls,chile.commerce-hh-d2.merck.com,azure,443,https://chile.commerce-hh-d2.merck.com:443,https,*,GET,40.76.6.109,/,-1923672107,40.76.6.109,SAP Commerce Cloud,1034,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,https://chile.commerce-hh-d2.merck.com/login,
chile.commerce-hh-d3.merck.com,Login | Chile CustomerLink,200,51040,chile.commerce-hh-d3.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-08T00:00:00Z,2024-07-07T23:59:59Z,"CN=swiss.commerce-hh-d3.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",swiss.commerce-hh-d3.merck.com,germany.commerce-hh-d3.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fcba4d4678278f4ba342ca362ac79ad5,1fe97c796bdc93d83cca6b3e994ad5ae83739e90c13e494423ac1b2ded044716,ctls,chile.commerce-hh-d3.merck.com,azure,443,https://chile.commerce-hh-d3.merck.com:443,https,*,GET,40.71.88.131,/,1501791915,40.71.88.131,SAP Commerce Cloud,1033,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,https://chile.commerce-hh-d3.merck.com/login,
chile.commerce-hh-s1.merck.com,Login | Chile CustomerLink,200,23559,chile.commerce-hh-s1.merck.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-06T00:00:00Z,2023-09-06T23:59:59Z,"CN=swiss.commerce-hh-s1.merck.com, O=Merck Sharp & Dohme LLC, ST=New Jersey, C=US",swiss.commerce-hh-s1.merck.com,germany.commerce-hh-s1.merck.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,26c84c38ebc34e4ed0e983cbe8571cab,744ab89a06694d8b972b97ad5c13cb565d0e5e526834491a3f3d254307ddabe7,ctls,chile.commerce-hh-s1.merck.com,azure,443,https://chile.commerce-hh-s1.merck.com:443,https,*,GET,23.96.41.198,/,-1350943771,23.96.41.198,SAP Commerce Cloud,595,False,True,Merck Sharp & Dohme LLC,,,,text/html,,,https://chile.commerce-hh-s1.merck.com/login,
click.dmc.msd.com,403 - Forbidden: Access is denied.,403,1233,click.dmc.msd.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,ctls,click.dmc.msd.com,,443,https://click.dmc.msd.com:443,https,,GET,23.53.40.227,/,1631801191,23.53.40.233,HSTS,30,False,,"Akamai Technologies, Inc.",True,,,text/html,True,,,
click.mail.cs.msd.com,403 - Forbidden: Access is denied.,403,1233,click.mail.cs.msd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-13T00:00:00Z,2024-04-12T23:59:59Z,"CN=click.mail.cs.msd.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",click.mail.cs.msd.com,click.mail.cs.msd.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,546f428f95d2157578512f28e11b6112,3e93e41f7572321033afb50c2feb773a8aacf3d15813eac744477b013e0d8171,ctls,click.mail.cs.msd.com,,443,https://click.mail.cs.msd.com:443,https,,GET,128.17.226.75,/,1631801191,128.17.226.75,HSTS,30,False,,"Salesforce.com, Inc.",,,,text/html,,,,
click.msd.com,403 - Forbidden: Access is denied.,403,1233,click.msd.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-16T00:00:00Z,2024-05-15T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,*.akamaihd-staging.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,1698995d9038e8e48e56122247ea04c1,22723fe90c8cb62a43cc528408564613075e76acf7ff45e9542c7ce77c6db372,ctls,click.msd.com,,443,https://click.msd.com:443,https,,GET,23.53.40.227,/,1631801191,23.53.40.233,HSTS,30,False,,"Akamai Technologies, Inc.",True,,,text/html,True,,,
clinicaldevelopmentsuppliers.msd.com,MSD Global Clinical Suppliers Vendor Portal,200,5123,clinicaldevelopmentsuppliers.msd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2024-05-26T23:59:59Z,CN=clinicaldevelopmentsuppliers.msd.com,clinicaldevelopmentsuppliers.msd.com,clinicaldevelopmentsuppliers.msd.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,846979c6e682829d43ea11f8c580b8d3,a731ded6655a24aff8077966dafe52efd19be0c2c1805b30a263e81349e24e3b,ctls,clinicaldevelopmentsuppliers.msd.com,,443,https://clinicaldevelopmentsuppliers.msd.com:443,https,,GET,44.229.161.101,/,-297069493,52.10.16.86,Material Design Lite,107,False,,,,,,text/html,,,https://clinicaldevelopmentsuppliers.msd.com:443/gcdsrm/,
cloud.dmc.msd.com,404 - File or directory not found.,404,1245,cloud.dmc.msd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-01T00:00:00Z,2024-03-31T23:59:59Z,"CN=pub.s7.exacttarget.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",pub.s7.exacttarget.com,pub.s7.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,20842c6252c2eb071c46ce80114f2aec,316eb5676448730a883c79f2c332df5bb4009bc7650000f70159fc81f37df134,ctls,cloud.dmc.msd.com,,443,https://cloud.dmc.msd.com:443,https,,GET,136.147.129.35,/,1631801191,136.147.129.35,,30,False,,"Salesforce.com, Inc.",,,,text/html,True,,,
