input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,tls_mismatched,cdn_name,cdn,final_url,tls_expired,tls_self_signed,csp_domains_,location
adx-vn.ads.heytapmobile.com,,404,31,adx-vn.ads.heytapmobile.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-11-09T23:59:59Z,"CN=www.heytapmobile.com, O=BRAVO UNICORN PTE. LTD., L=Singapore, C=SG",www.heytapmobile.com,BRAVO UNICORN PTE. LTD.,*.cubefs.io,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,5101a12f593d62db3e7d2f6346642fbe,0fd1d51c82529941f4496031c8799262f74ab82a6baf641f7ad57a1fb9d4068b,True,ctls,adx-vn.ads.heytapmobile.com,443,https://adx-vn.ads.heytapmobile.com:443,https,nginx,,GET,18.136.229.152,/,1401299030,18.141.252.248,Nginx,1,False,True,,,,,,,
adx.ads.heytapmobi.com,,404,31,,,,,,,,,,,,,,,,,,,,80,http://adx.ads.heytapmobi.com:80,http,nginx,,GET,106.3.18.124,/,1401299030,106.3.18.124,Nginx,1,False,,,,,,,,
adx.ads.oppomobile.com,,404,31,adx.ads.oppomobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-21T00:00:00Z,2023-07-14T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,*.ocs-cn-south2.oppoer.me,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,742cf952add371979db0d2d94e89dfd7,344bbfbdd55cd1c8e1a47ed0bf24e99765ed312e10637d40aa1fe8f6bf5f0228,True,ctls,adx.ads.oppomobile.com,443,https://adx.ads.oppomobile.com:443,https,nginx,,GET,106.3.18.105,/,1401299030,106.3.18.105,Nginx,1,False,True,,,,,,,
aem.heytap.com,,404,24,aem.heytap.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-25T00:00:00Z,2024-02-25T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",247f8ef779207f6decfd644d45f7fed5,8e5bc896a64a96ef3ab3ae8e4db4eb89f879815fb19ad71f11299e0aa9051a79,,ctls,aem.heytap.com,443,https://aem.heytap.com:443,https,cloudflare,,GET,104.18.22.175,/,-1392886021,2606:4700::6812:17af,Cloudflare,1,False,,cloudflare,True,,,,,
aes.myoppo.com,,200,7452,aes.myoppo.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-21T00:00:00Z,2023-12-22T23:59:59Z,"CN=*.myoas.com, O=东莞市永盛通信科技有限公司, L=东莞市, ST=广东省, C=CN",*.myoas.com,东莞市永盛通信科技有限公司,myoas.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,56b44e601f977f48333553163dd2f650,ed31eaad6cd83b1df8d03cede160ca9d0a2cb7186bbc06b464b74f1284bfd9e4,True,ctls,aes.myoppo.com,443,https://aes.myoppo.com:443,https,Server,text/html,GET,125.93.80.51,/,-366337701,125.93.80.51,,262,False,True,,,,,,,
afs.heytap.com,OPPO 商城售后服务,200,2760,afs.heytap.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,afs.heytap.com,443,https://afs.heytap.com:443,https,nginx,text/html,GET,106.38.236.5,/,-2071003260,106.38.236.5,Nginx,76,False,True,,,,,,,
afs.opposhop.cn,OPPO 商城售后服务,200,7241,afs.opposhop.cn,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-06-13T00:00:00Z,2023-07-14T23:59:59Z,"CN=nearme.com.cn, O=深圳市欢太科技有限公司, L=ShenZhen, ST=GuangDong Province, C=CN",nearme.com.cn,深圳市欢太科技有限公司,*.finshell.co.in,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,632048cb8591a88b8c43c50f3334f439,3a1fead44d899339dbce8f702e9c747d198d8ff15dcecb447c5fef4ff9ce7cbd,True,ctls,afs.opposhop.cn,443,https://afs.opposhop.cn:443,https,nginx,text/html,GET,106.3.18.245,/,-2071003260,106.3.18.245,Nginx,145,False,True,,,,,,,
after-sales.address.oppo.com,,403,243,,,,,,,,,,,,,,,,,,,,80,http://after-sales.address.oppo.com:80,http,nginx,application/xml,GET,15.237.172.60,/,934421895,15.188.37.147,Nginx,2,False,,,,,,,,
aiocloud.oppomobile.com,,404,31,aiocloud.oppomobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,aiocloud.oppomobile.com,443,https://aiocloud.oppomobile.com:443,https,nginx,,GET,106.3.18.100,/,1401299030,106.3.18.100,Nginx,1,False,,,,,,,,
album-cn01a.ocloud.heytapmobi.com,,404,31,album-cn01a.ocloud.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,album-cn01a.ocloud.heytapmobi.com,443,https://album-cn01a.ocloud.heytapmobi.com:443,https,nginx,,GET,106.3.16.19,/,1401299030,106.3.16.19,Nginx,1,False,True,,,,,,,
album-cn01a.ocloud.oppomobile.com,,404,31,album-cn01a.ocloud.oppomobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,album-cn01a.ocloud.oppomobile.com,443,https://album-cn01a.ocloud.oppomobile.com:443,https,nginx,,GET,106.3.18.100,/,1401299030,106.3.18.100,Nginx,1,False,True,,,,,,,
album-idcard.heytapmobi.com,,404,102,album-idcard.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,album-idcard.heytapmobi.com,443,https://album-idcard.heytapmobi.com:443,https,nginx,application/json,GET,106.3.18.238,/,-1953807192,106.3.18.238,Nginx,1,False,True,,,,,,,
album-in01a-ocloud.heytapmobile.com,,404,31,album-in01a-ocloud.heytapmobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-12T00:00:00Z,2023-11-09T23:59:59Z,"CN=www.heytapmobile.com, O=BRAVO UNICORN PTE. LTD., L=Singapore, C=SG",www.heytapmobile.com,BRAVO UNICORN PTE. LTD.,*.cubefs.io,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,5101a12f593d62db3e7d2f6346642fbe,0fd1d51c82529941f4496031c8799262f74ab82a6baf641f7ad57a1fb9d4068b,True,ctls,album-in01a-ocloud.heytapmobile.com,443,https://album-in01a-ocloud.heytapmobile.com:443,https,nginx,,GET,129.227.195.13,/,1401299030,129.227.195.13,Nginx,1,False,True,,,,,,,
album-sg01a.ocloud.oppomobile.com,,404,31,album-sg01a.ocloud.oppomobile.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,album-sg01a.ocloud.oppomobile.com,443,https://album-sg01a.ocloud.oppomobile.com:443,https,nginx,,GET,34.160.98.58,/,1401299030,34.160.98.58,Nginx,1,False,True,google,True,,,,,
aocloud.oppomobile.com,,404,31,aocloud.oppomobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,aocloud.oppomobile.com,443,https://aocloud.oppomobile.com:443,https,nginx,,GET,106.3.18.175,/,1401299030,106.3.18.175,Nginx,1,False,,,,,,,,
api-app.realme.com,,400,12,api-app.realme.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-13T00:00:00Z,2023-05-31T23:59:59Z,CN=*.realme.com,*.realme.com,,realme.com,"CN=RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1, O=DigiCert Inc, C=US",RapidSSL TLS DV RSA Mixed SHA256 2020 CA-1,DigiCert Inc,37bc9152b8cc5c149d7524c03e72b11e,4c191f67e76f1ce5ec50b4dacac028a715c6b489eb46e122c26988cea5e98198,True,ctls,api-app.realme.com,443,https://api-app.realme.com:443,https,nginx,,GET,13.37.197.3,/,-1984860705,13.39.12.93,Nginx,1,False,,,,,,,,
api-cn.instant.heytapmobi.com,,200,,api-cn.instant.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,api-cn.instant.heytapmobi.com,443,https://api-cn.instant.heytapmobi.com:443,https,nginx,,GET,106.3.18.121,/,-1840324437,106.3.18.121,Nginx,1,False,True,,,,,,,
api-cn.open.heytapmobi.com,,403,,api-cn.open.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,api-cn.open.heytapmobi.com,443,https://api-cn.open.heytapmobi.com:443,https,nginx,text/html,GET,106.3.18.7,/,-1840324437,106.3.18.7,Nginx,1,False,True,,,,,,,
api-cn.store.heytapmobi.com,,403,11,api-cn.store.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,api-cn.store.heytapmobi.com,443,https://api-cn.store.heytapmobi.com:443,https,nginx,,GET,106.3.18.126,/,-1867309133,106.3.18.126,Nginx,1,False,True,,,,,,,
api-gl.cdo.heytapmobi.com,,403,11,api-gl.cdo.heytapmobi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,api-gl.cdo.heytapmobi.com,443,https://api-gl.cdo.heytapmobi.com:443,https,nginx,,GET,54.254.211.247,/,-1867309133,13.228.135.245,Nginx,1,False,True,,,,,,,
api-gl.cdo.heytapmobile.com,,403,11,api-gl.cdo.heytapmobile.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-11-09T23:59:59Z,"CN=www.heytapmobile.com, O=BRAVO UNICORN PTE. LTD., L=Singapore, C=SG",www.heytapmobile.com,BRAVO UNICORN PTE. LTD.,*.cubefs.io,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,5101a12f593d62db3e7d2f6346642fbe,0fd1d51c82529941f4496031c8799262f74ab82a6baf641f7ad57a1fb9d4068b,True,ctls,api-gl.cdo.heytapmobile.com,443,https://api-gl.cdo.heytapmobile.com:443,https,nginx,,GET,18.139.88.12,/,-1867309133,13.215.113.52,Nginx,1,False,True,,,,,,,
api-gl.store.heytapmobi.com,,403,11,api-gl.store.heytapmobi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,api-gl.store.heytapmobi.com,443,https://api-gl.store.heytapmobi.com:443,https,nginx,,GET,52.76.145.41,/,-1867309133,52.76.6.150,Nginx,1,False,True,,,,,,,
api-id.cdo.heytapmobile.com,,403,11,api-id.cdo.heytapmobile.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-11-09T23:59:59Z,"CN=www.heytapmobile.com, O=BRAVO UNICORN PTE. LTD., L=Singapore, C=SG",www.heytapmobile.com,BRAVO UNICORN PTE. LTD.,*.cubefs.io,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,5101a12f593d62db3e7d2f6346642fbe,0fd1d51c82529941f4496031c8799262f74ab82a6baf641f7ad57a1fb9d4068b,True,ctls,api-id.cdo.heytapmobile.com,443,https://api-id.cdo.heytapmobile.com:443,https,nginx,,GET,18.140.90.207,/,-1867309133,3.0.247.238,Nginx,1,False,True,,,,,,,
api-id.game.heytapmobi.com,,403,11,api-id.game.heytapmobi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,api-id.game.heytapmobi.com,443,https://api-id.game.heytapmobi.com:443,https,nginx,,GET,13.229.4.72,/,-1867309133,52.74.189.100,Nginx,1,False,True,,,,,,,
api-id.store.heytapmobi.com,,403,11,api-id.store.heytapmobi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,api-id.store.heytapmobi.com,443,https://api-id.store.heytapmobi.com:443,https,nginx,,GET,13.251.39.106,/,-1867309133,18.138.115.64,Nginx,1,False,True,,,,,,,
api-id.theme.heytapmobile.com,,204,,api-id.theme.heytapmobile.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-12T00:00:00Z,2023-11-09T23:59:59Z,"CN=www.heytapmobile.com, O=BRAVO UNICORN PTE. LTD., L=Singapore, C=SG",www.heytapmobile.com,BRAVO UNICORN PTE. LTD.,*.cubefs.io,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,5101a12f593d62db3e7d2f6346642fbe,0fd1d51c82529941f4496031c8799262f74ab82a6baf641f7ad57a1fb9d4068b,True,ctls,api-id.theme.heytapmobile.com,443,https://api-id.theme.heytapmobile.com:443,https,nginx,,GET,52.77.183.25,/,-1867309133,13.228.161.186,Nginx,1,False,True,,,,,,,
api-in.cdo.heytapmobile.com,,403,11,api-in.cdo.heytapmobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-12T00:00:00Z,2023-11-09T23:59:59Z,"CN=www.heytapmobile.com, O=BRAVO UNICORN PTE. LTD., L=Singapore, C=SG",www.heytapmobile.com,BRAVO UNICORN PTE. LTD.,*.cubefs.io,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,5101a12f593d62db3e7d2f6346642fbe,0fd1d51c82529941f4496031c8799262f74ab82a6baf641f7ad57a1fb9d4068b,True,ctls,api-in.cdo.heytapmobile.com,443,https://api-in.cdo.heytapmobile.com:443,https,nginx,,GET,129.227.195.44,/,-1867309133,129.227.195.44,Nginx,1,False,True,,,,,,,
api-in.game.heytapmobi.com,,403,11,api-in.game.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,api-in.game.heytapmobi.com,443,https://api-in.game.heytapmobi.com:443,https,nginx,,GET,129.227.195.37,/,-1867309133,129.227.195.37,Nginx,1,False,True,,,,,,,
api-in.game.heytapmobile.com,,403,11,api-in.game.heytapmobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-12T00:00:00Z,2023-11-09T23:59:59Z,"CN=www.heytapmobile.com, O=BRAVO UNICORN PTE. LTD., L=Singapore, C=SG",www.heytapmobile.com,BRAVO UNICORN PTE. LTD.,*.cubefs.io,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,5101a12f593d62db3e7d2f6346642fbe,0fd1d51c82529941f4496031c8799262f74ab82a6baf641f7ad57a1fb9d4068b,True,ctls,api-in.game.heytapmobile.com,443,https://api-in.game.heytapmobile.com:443,https,nginx,,GET,129.227.195.36,/,-1867309133,129.227.195.36,Nginx,1,False,True,,,,,,,
api-in.play.heytapmobile.com,,204,,api-in.play.heytapmobile.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-12T00:00:00Z,2023-11-09T23:59:59Z,"CN=www.heytapmobile.com, O=BRAVO UNICORN PTE. LTD., L=Singapore, C=SG",www.heytapmobile.com,BRAVO UNICORN PTE. LTD.,*.cubefs.io,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,5101a12f593d62db3e7d2f6346642fbe,0fd1d51c82529941f4496031c8799262f74ab82a6baf641f7ad57a1fb9d4068b,True,ctls,api-in.play.heytapmobile.com,443,https://api-in.play.heytapmobile.com:443,https,nginx,,GET,129.227.195.4,/,1401299030,129.227.195.4,Nginx,1,False,True,,,,,,,
api-in.store.heytapmobi.com,,403,11,api-in.store.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,api-in.store.heytapmobi.com,443,https://api-in.store.heytapmobi.com:443,https,nginx,,GET,129.227.195.34,/,-1867309133,129.227.195.34,Nginx,1,False,True,,,,,,,
api-in.theme.heytapmobi.com,,403,11,api-in.theme.heytapmobi.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,api-in.theme.heytapmobi.com,443,https://api-in.theme.heytapmobi.com:443,https,nginx,,GET,129.227.195.42,/,-1867309133,129.227.195.42,Nginx,1,False,True,,,,,,,
api-intl.push.oppomobile.com,,404,31,api-intl.push.oppomobile.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-05-11T00:00:00Z,2023-06-11T23:59:59Z,"CN=www.oppomobile.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.oppomobile.com,广东欢太科技有限公司,oppomobile.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,0668e3aa7d94eaabb0d1041532440a86,3017b8ccbf3e9bfe432a31f2caad01beeb72eb01ea5b6875948de14e741dc00f,True,ctls,api-intl.push.oppomobile.com,443,https://api-intl.push.oppomobile.com:443,https,nginx,,GET,54.254.113.206,/,1401299030,52.220.141.27,Nginx,1,False,True,,,,,,,
api-my.store.heytapmobi.com,,403,11,api-my.store.heytapmobi.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-25T00:00:00Z,2023-08-25T23:59:59Z,"CN=www.heytap.com, O=广东欢太科技有限公司, L=东莞市, ST=广东省, C=CN",www.heytap.com,广东欢太科技有限公司,*.ocs-south3-cn.heytapcs.com,"CN=GeoTrust CN RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust CN RSA CA G1,DigiCert Inc,250ba0eff51c3bb2e95a7ca655958414,4f73f632504333fbf8f5aa837b852d79d51ebe63f47b6ff52422d9bd7dd56309,True,ctls,api-my.store.heytapmobi.com,443,https://api-my.store.heytapmobi.com:443,https,nginx,,GET,54.251.140.215,/,-1867309133,52.77.141.105,Nginx,1,False,True,,,,,,,
