new,host,a,cname,soa,status_code,aaaa,cdn,cdn-name,mx,txt,ns,has_internal_ips,internal_ips,caa
,api-41-5-1-41-6-5.twitter.com,,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,api-41-5-1-41-6-7.twitter.com,209.237.214.141,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,api-41-5-2-41-0-0.twitter.com,,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,api-41-5-2-41-6-1.twitter.com,209.237.215.135,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,api-41-5-2-41-6-7.twitter.com,,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,api-41-6-0-41-0-0.twitter.com,,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,api-41-6-0-41-4-1.twitter.com,209.237.213.132,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,api-41-6-0-41-4-3.twitter.com,209.237.213.134,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,api-41-6-0-41-6-5.twitter.com,209.237.213.139,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,api-41-9-0.twitter.com,69.195.171.250,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,api-42-0-0.twitter.com,69.195.162.128,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,api-44-0-0.twitter.com,69.195.165.128,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,api-46-0-0.twitter.com,69.195.169.128,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,api-c.twitter.com,,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,api-o.twitter.com,"104.244.42.206, 104.244.42.78, 104.244.42.142, 104.244.42.14",,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,api-settings.twitter.com,"104.244.42.67, 104.244.42.3, 104.244.42.195, 104.244.42.131","probe.twitter.com, probe-t.twitter.com","a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,api-stream.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.195, 104.244.42.131","probe.twitter.com, probe-t.twitter.com","a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,api-test.twitter.com,199.59.148.76,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,api-ws.pscp.tv,"52.42.221.138, 35.165.115.29, 52.88.255.4",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,api.mopub.com,,,"ns.mydomain.com.mopub.com, hostmaster.mydomain.com",NOERROR,::1,,,,,,True,::1,
,api.periscope.tv,"54.184.122.44, 52.42.127.231, 44.226.118.59",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,api.pscp.tv,"35.82.210.37, 35.167.24.130, 54.186.202.197",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,api.twitter.com,"104.244.42.130, 104.244.42.66, 104.244.42.194, 104.244.42.2",tpop-api.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,api1-backup.twitter.com,199.59.149.237,,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,api2.twitter.com,199.59.149.200,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,api3-backup.twitter.com,199.59.149.205,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,api4.twitter.com,199.59.149.232,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,apistatus.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,app.mopub.com,34.111.170.5,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,True,google,,,,,,
,app4englandpic.twitter.com,,,,NOERROR,,,,,,,,,
,apple.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,apps.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.195, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,archive-vine-co.aol.in,212.82.100.150,"rc.yahoo.com, src.g03.yahoodns.net","yf1.a1.b.yahoo.net, hostmaster.yahoo-inc.com",NOERROR,,,,,,,,,
,armorblitz.twitter.com,,,,NOERROR,,,,,,,,,
,arsenal.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,arthouse-dev.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,arthouse-staging.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,askobama.twitter.com,"104.244.42.3, 104.244.42.195, 104.244.42.131, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,assets.pscp.tv,"143.204.89.14, 143.204.89.86, 143.204.89.33, 143.204.89.34",prod-assets.pscp.tv,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,
,assets0.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195","static.twitter.com, s.twitter.com","a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,assets1-backup.twitter.com,199.59.149.236,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,assets1.twitter.com,104.244.42.195,"static.twitter.com, s.twitter.com","a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,assets2.twitter.com,104.244.42.67,"static.twitter.com, s.twitter.com","a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,assets3.twitter.com,"104.244.42.3, 104.244.42.131, 104.244.42.67, 104.244.42.195","static.twitter.com, s.twitter.com","a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,assets4.twitter.com,104.244.42.67,"static.twitter.com, s.twitter.com","a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,atl-api.twitter.com,104.244.45.247,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,atla-partnerstream1.twitter.com,199.16.156.22,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,atla-stream-data-api.twitter.com,"199.16.156.125, 199.16.156.22",,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,au.pscp.tv,"13.237.86.109, 3.106.107.159",vidman-ap-southeast-2.pscp.tv,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,audit-trail.periscope.tv,"52.41.94.103, 35.165.197.244, 54.187.127.175",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,audit-trail.pscp.tv,"52.34.38.119, 54.187.229.109, 52.88.63.254",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,aws-s-o.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.3, 104.244.42.67",,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,b.r10.mopub.com,205.251.193.181,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,badgleymischka.twitter.com,"104.244.42.195, 104.244.42.3, 104.244.42.131, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,"a.r06.twtrdns.net, a.u06.twtrdns.net, b.r06.twtrdns.net, b.u06.twtrdns.net, c.r06.twtrdns.net, c.u06.twtrdns.net, d.r06.twtrdns.net, d.u06.twtrdns.net",,,
,bastion.gnip.com,"205.251.192.171, 205.251.194.150, 205.251.197.164, 205.251.198.186",,"ns-1722.awsdns-23.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,"ns-1444.awsdns-52.org, ns-662.awsdns-18.net, ns-171.awsdns-21.com, ns-1722.awsdns-23.co.uk",,,
,bbcelection.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,bbmaredcarpet.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.3, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,bbmas.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,beatshazam.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,bestoftweets-dev.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.195, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,bestoftweets.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,bet.twitter.com,"104.244.42.3, 104.244.42.131, 104.244.42.195, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,bibhumohapatra.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.195, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,billboard.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.195, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,billboardgrammys.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,bilmewpic.twitter.com,,,,NOERROR,,,,,,,,,
,birdcast.twitter.com,"104.244.42.67, 104.244.42.3, 104.244.42.195, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,birdseye-beta.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,birdseye.twitter.com,"104.244.42.67, 104.244.42.131, 104.244.42.3, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,birdwatch.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,blog-dev.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,blog-staging.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,blog.de.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,blog.kr.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,blog.pt.twitter.com,"104.244.42.3, 104.244.42.131, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,blog.ru.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.195, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,blog.twitter.com,"104.244.42.195, 104.244.42.3, 104.244.42.131, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,bloombergdaybreak.twitter.com,"104.244.42.195, 104.244.42.131, 104.244.42.3, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,bloombergmarkets.twitter.com,"104.244.42.67, 104.244.42.195, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,bloombergtechnology.twitter.com,"104.244.42.3, 104.244.42.195, 104.244.42.67, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,bnpparibas.twitterflightschool.com,"3.219.255.224, 3.210.179.40, 3.210.133.202","www.twitterflightschool.com, exceed-primary-production-lb.intellum.com","ns-327.awsdns-40.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,bonappetitpic.twitter.com,,,,NOERROR,,,,,,,,,
,botspic.twitter.com,,,,NOERROR,,,,,,,,,
,bounce.pscp.tv,,,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,feedback-smtp.us-west-2.amazonses.com,v=spf1 include:amazonses.com ~all,,,,
,bounce.twitter.com,,,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,v=spf1 ip4:199.16.156.128/26 ip4:199.59.150.64/26 ip4:199.59.148.224/27 -all,,,,
,boxing.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,branch.twitter.com,104.244.42.3,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,brand-dev.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,brand.twitter.com,104.244.42.3,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,brandhub.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,bravo.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,bravotv.twitter.com,"104.244.42.67, 104.244.42.3, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,breaking2.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,btsportscore.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,bullriding.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,burberry.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,business-dev.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.3, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,c.r10.mopub.com,205.251.199.114,,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,ca.pscp.tv,"34.212.56.96, 35.81.153.116, 54.186.217.91",vidman-us-west-2.pscp.tv,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,calendar.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,camp.bastion.gnip.com,"54.241.233.104, 13.56.199.75",web-bastion-721756383.us-west-1.elb.amazonaws.com,"ns-699.awsdns-23.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary-api.periscope.tv,"34.215.56.38, 44.237.192.254, 34.213.124.129",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary-channels.periscope.tv,"34.209.164.148, 35.165.58.45, 52.88.222.145",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary-chatman-ancillary-us-west-2.pscp.tv,"54.187.47.229, 52.40.242.64, 35.161.76.10",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary-exp-video-us-east-1.pscp.tv,"151.101.2.164, 151.101.66.164, 151.101.130.164, 151.101.194.164",pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,canary-fleets-us-west-2.pscp.tv,"52.38.235.203, 35.164.113.31, 54.203.183.119, 52.35.94.31",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary-guest.pscp.tv,,,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary-notification-service.pscp.tv,35.82.153.146,,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary-payman.pscp.tv,,,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary-safety.periscope.tv,"35.82.14.36, 44.228.47.154",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary-text-classification.pscp.tv,"52.33.30.241, 54.148.253.21",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary-transcode-proxy-us-east-1.periscope.tv,"35.172.63.232, 44.197.31.207, 54.237.231.75",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary-transcode-proxy-us-east-1.pscp.tv,"44.195.240.242, 44.207.44.36, 54.208.118.127",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary-transcode-us-east-1.periscope.tv,"3.216.14.113, 44.207.62.42, 54.209.227.162",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary-transcode-us-east-1.pscp.tv,"54.86.163.133, 54.227.15.205, 34.224.189.239",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary-video-us-east-1.pscp.tv,"151.101.2.164, 151.101.66.164, 151.101.130.164, 151.101.194.164",pscp.tv.map.fastly.net,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,,True,fastly,,,,,,
,canary-web.periscope.tv,"54.187.168.38, 52.39.40.33, 35.163.133.29",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary-web.pscp.tv,"54.69.206.237, 35.167.114.40, 52.89.204.218",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,canary.twitter.com,104.244.45.148,,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,capgeminipic.twitter.com,54.144.128.85,,,NOERROR,,,,,,,,,
,capitalstb.twitter.com,"104.244.42.131, 104.244.42.67, 104.244.42.3, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,cards-beta.twitter.com,104.244.42.195,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,cards-dev.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,cards-frame.twitter.com,"104.244.42.3, 104.244.42.195, 104.244.42.67, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,cards-staging.twitter.com,"104.244.42.67, 104.244.42.195, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,cards.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.195, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,careers-dev.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,careers-staging.twitter.com,"104.244.42.131, 104.244.42.3, 104.244.42.195, 104.244.42.67",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,careers.twitter.com,,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,carelboshpic.twitter.com,,,,NOERROR,,,,,,,,,
,carpoolkaraoke.twitter.com,"104.244.42.3, 104.244.42.195, 104.244.42.67, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com",NOERROR,,,,,,,,,
,catspic.twitter.com,54.144.128.85,,,NOERROR,,,,,,,,,
,cb.mopub.com,"192.48.236.1, 192.48.236.4, 192.48.236.3, 192.48.236.2",s.mopub.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,cdn-cms.mopub.com,"192.48.236.4, 192.48.236.2, 192.48.236.3, 192.48.236.1",s.mopub.com,"ns-cloud-d1.googledomains.com, cloud-dns-hostmaster.google.com",NOERROR,,,,,,,,,
,cdn.syndication.twimg.com,93.184.220.70,"cs196.wac.edgecastcdn.net, cs2-wac.apr-8315.edgecastdns.net, cs2-wac-eu.8315.ecdns.net, cs45.wac.edgecastcdn.net, cs672.wac.edgecastcdn.net, twimg.twitter.map.fastly.net","ns1.edgecastcdn.net, noc.edgecast.com, ns1.fastly.net, hostmaster.fastly.com",NOERROR,2606:2800:134:1a0d:1429:742:782:b6,,,,,,,,
,cdn.syndication.twitter.com,"104.244.42.200, 104.244.42.136, 104.244.42.72, 104.244.42.8",syndication.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,cdn.twitter.com,,,,NOERROR,,,,,,,,,
,cdn3.mopub.com,,d3rpwoopa1721q.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,,,
,cdn5.mopub.com,,d3rpwoopa1721q.cloudfront.net,"ns-418.awsdns-52.com, hostmaster.cloudfront.net",NOERROR,,,,,,,,,
,ces.twitter.com,"104.244.42.67, 104.244.42.195, 104.244.42.3, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,cf.twimg.com,"104.244.42.3, 104.244.42.67, 104.244.42.195, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,cfl.twitter.com,"104.244.42.3, 104.244.42.131, 104.244.42.67, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,challengerbankpic.twitter.com,,,,NOERROR,,,,,,,,,
,channel-thumbnails-live.pscp.tv,"52.222.236.94, 52.222.236.14, 52.222.236.22, 52.222.236.65",prod-channels-thumbnails.pscp.tv,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,True,cloudfront,,,,,,
,chatman-replay-ap-northeast-1.periscope.tv,"52.199.101.164, 18.177.222.245",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,chatman-replay-ap-northeast-1.pscp.tv,"35.76.192.137, 54.238.128.243",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,chatman-replay-eu-central-1.periscope.tv,"3.124.77.51, 35.156.229.251",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,chatman-replay-eu-central-1.pscp.tv,"18.195.31.104, 52.57.89.233, 3.126.26.190, 3.125.164.55, 18.193.250.11, 35.157.120.82, 3.74.111.186, 52.58.12.202",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,chatman-replay-us-east-1.periscope.tv,"54.80.74.160, 54.146.124.198, 18.232.228.254",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,chatman-replay-us-west-2.periscope.tv,"44.240.142.168, 35.80.222.142, 52.24.3.191",,"ns-599.awsdns-10.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,chatman-replay-us-west-2.pscp.tv,"52.40.216.201, 54.189.9.246, 35.80.171.112",,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cheddar.twitter.com,"104.244.42.67, 104.244.42.3, 104.244.42.195, 104.244.42.131",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,cheferator1.ops.gnip.com,10.32.154.186,,"ns-340.awsdns-42.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,True,10.32.154.186,
,chirp.twitter.com,"104.244.42.195, 104.244.42.67, 104.244.42.131, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
,circuitbreaker.twitter.com,"104.244.42.131, 104.244.42.195, 104.244.42.67, 104.244.42.3",s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,citiespic.twitter.com,,,,NOERROR,,,,,,,,,
,cl2-west1a-vpc.ops.gnip.com,,,"edns101.ultradns.com, hostmaster.gnipcentral.com",NOERROR,,,,,,"edns101.ultradns.biz, edns101.ultradns.com, edns101.ultradns.net, edns101.ultradns.org",,,
,cl2-west1c-vpc.ops.gnip.com,,,"edns101.ultradns.com, hostmaster.gnipcentral.com",NOERROR,,,,,,"edns101.ultradns.com, edns101.ultradns.biz, edns101.ultradns.net, edns101.ultradns.org",,,
,claws.twitter.com,104.244.42.131,s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,coachella.twitter.com,104.244.42.67,s.twitter.com,"a.u06.twtrdns.net, noc\@twitter.com, noc.twitter.com",NOERROR,,,,,,,,,
,collector-ops.twitter.com,199.59.148.210,,"a.u06.twtrdns.net, noc.twitter.com, noc\@twitter.com",NOERROR,,,,,,,,,
,comiccon.twitter.com,"104.244.42.3, 104.244.42.67, 104.244.42.131, 104.244.42.195",s.twitter.com,"a.u06.twtrdns.net, noc.twitter.com",NOERROR,,,,,,,,,
