input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,webserver,cdn,tls_mismatched,tls_wildcard_certificate,final_url,csp_domains_,location,tls_expired,tls_self_signed
apps.chase.com,"Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",200,98224,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://apps.chase.com:443,https,text/html,GET,159.53.60.93,/,-926531577,159.53.60.93,Java,1773,False,,,,,,https://www.chase.com,,,,
ar.jpmorganchase.com,JPMorgan Chase & Co.,200,119460,www.jpmorganchase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-09T20:29:02Z,2024-01-09T20:29:02Z,"CN=www.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.jpmorganchase.com,JPMorgan Chase and Co.,jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",3e40c22b2aec4ee12d2e50a6f19f8e7d,b535986a6f94f54c20eec77282a5eddadcb5f85dbfbb8b9d6530aaae2381cf56,ctls,www.jpmorganchase.com,80,http://ar.jpmorganchase.com:80,http,text/html,GET,170.148.240.183,/,93748724,170.148.240.183,Java,4402,False,,,,,,https://www.jpmorganchase.com,,,,
authe-ent-uat.chase.com,Request Denied,403,14195,authe-ent-uat.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:15:37Z,2024-04-12T00:15:37Z,"CN=authe-ent-uat.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",authe-ent-uat.jpmorgan.com,JPMorgan Chase and Co.,authe-ent-uat.gslbjpmchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",4bd3ffb9529652679b2f078f421067bc,03a7f4a78481ce65ac0e4a0e59312deffec913d72966349454fb4e62fd8eb45d,ctls,authe-ent-uat.chase.com,443,https://authe-ent-uat.chase.com:443,https,text/html,GET,159.53.76.9,/,2066412882,159.53.76.9,,145,False,,,,,,,,,,
authe-ent-uat.jpmorganchase.com,Request Denied,403,14195,authe-ent-uat.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:15:37Z,2024-04-12T00:15:37Z,"CN=authe-ent-uat.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",authe-ent-uat.jpmorgan.com,JPMorgan Chase and Co.,authe-ent-uat.gslbjpmchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",4bd3ffb9529652679b2f078f421067bc,03a7f4a78481ce65ac0e4a0e59312deffec913d72966349454fb4e62fd8eb45d,ctls,authe-ent-uat.jpmorganchase.com,443,https://authe-ent-uat.jpmorganchase.com:443,https,text/html,GET,159.53.76.9,/,2066412882,159.53.76.9,,145,False,,,,,,,,,,
authe-test.chase.com,Request Denied,403,14196,authe-test.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-07T00:22:55Z,2024-03-06T00:22:55Z,"CN=authe-test.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",authe-test.jpmorgan.com,JPMorgan Chase and Co.,authe-test.gslbjpmchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",1452f998f6cebf50c1efd995be4c651f,da26bc4949a73d0901a95de4a6b1c064129c02877ec1a47611c643943c3108d5,ctls,authe-test.chase.com,443,https://authe-test.chase.com:443,https,text/html,GET,159.53.34.202,/,2066412882,159.53.34.202,,145,False,,,,,,,,,,
authe.chase.com,Error,403,1432,authe.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T01:17:09Z,2024-02-25T01:17:09Z,"CN=authe.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",authe.jpmorgan.com,JPMorgan Chase and Co.,authe.gslbjpmchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",8f1b19bccdec80dc4918d089d27a734f,b17da458b5b416fa5883a87f28f9d679036da342d1389d5031287bc5ced74265,ctls,authe.chase.com,443,https://authe.chase.com:443,https,text/html,GET,159.53.77.125,/,2066412882,159.53.77.125,HSTS,49,False,,,,,,,https://*.jpmorgan.com,,,
authe.jpmorganchase.com,Error,403,1432,authe.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-25T01:17:13Z,2024-02-25T01:17:13Z,"CN=authe.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",authe.jpmorgan.com,JPMorgan Chase and Co.,authe.gslbjpmchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",fd0bddaa0440c7916c4c06c63a56945c,3ccd132918306d482b55ba308e324dc861e16b78a365f4c3d87d3c926ef39dff,ctls,authe.jpmorganchase.com,443,https://authe.jpmorganchase.com:443,https,text/html,GET,159.53.98.107,/,2066412882,159.53.98.107,HSTS,49,False,,,,,,,https://*.jpmchase.net,,,
autofinance.chase.com,Shop Cars & Explore Auto Financing Options | Chase,200,92435,autofinance.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-14T03:43:47Z,2024-04-13T03:43:47Z,"CN=autofinance.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",autofinance.chase.com,JPMorgan Chase and Co.,autofinance.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",706fd5a0a5b9cad16a17746158a177f3,6a6028cd8eabe8fd04b899ac5a1b2101a35eb5d6d5924094a8fb14ff14edd334,ctls,autofinance.chase.com,443,https://autofinance.chase.com:443,https,text/html,GET,159.53.34.187,/,-1596641190,159.53.34.187,HSTS,1227,False,,,,,,,https://smetrics.marriott.com,,,
autopreferred.chase.com,Chase Auto car buying service | Chase.com,200,3522,autopreferred.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:01:32Z,2024-04-10T00:01:32Z,"CN=autopreferred.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",autopreferred.chase.com,JPMorgan Chase and Co.,autopreferred.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",dcce5220400a3ef0360907e575d7cc60,cab8606c5cdfefb7f33d60d4f1fd7b75bb0c4993368e2197189bcaf4c2d209dc,ctls,autopreferred.chase.com,443,https://autopreferred.chase.com:443,https,text/html,GET,159.53.117.217,/,-1596641190,159.53.117.217,HSTS,8,False,,,,,,,,,,
awm-mi-services-uat.jpmorganchase.com,Apache website ws1,200,143,awm-mi-services-uat.jpmorganchase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-18T10:27:23Z,2024-01-18T10:27:22Z,"CN=awm-mi-services-uat.jpmorganchase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",awm-mi-services-uat.jpmorganchase.com,JPMorgan Chase and Co.,awm-mi-services-uat.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",80e28150d1bcfbe9f60d466de3bed956,b765bae5f23adf57b9f665139cea39d1e0e6397256229697daaf50f55415e312,ctls,awm-mi-services-uat.jpmorganchase.com,443,https://awm-mi-services-uat.jpmorganchase.com:443,https,text/html,GET,159.53.109.217,/,-780928015,159.53.109.217,HSTS,9,False,,,,,,,,,,
backtoenglish.chase.com,"Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",200,98224,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://backtoenglish.chase.com:443,https,text/html,GET,159.53.64.61,/,-926531577,159.53.64.61,Java,1773,False,,,,,,https://www.chase.com,,,,
banking.chase.com,"Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",200,98224,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://banking.chase.com:443,https,text/html,GET,159.53.85.76,/,-926531577,159.53.85.76,Java,1773,False,,,,,,https://www.chase.com,,,,
beta.chase.com,"Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",200,102841,beta.chase.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-27T19:17:39Z,2024-04-26T19:17:38Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,beta.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",35a770b4ff225fd3dede557a21c6d656,273e88e1fc187e9d52b8bbde3bfa11e93b5c953d4a16a458c97620faf453875d,ctls,beta.chase.com,443,https://beta.chase.com:443,https,text/html,GET,23.50.55.42,/,-52039555,23.50.55.48,Java,1775,False,,,,,,,,,,
business.chase.com,Business Banking: Business Loans & Lending | Chase for Business | Chase.com,200,300088,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://business.chase.com:443,https,text/html,GET,159.53.34.9,/,1422739136,159.53.117.68,HSTS,498,False,,,,,,https://www.chase.com/business,,,,
capdocservice.chase.com,CAP Doc Ingestion,200,1318,capdocservice.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-03T05:56:46Z,2024-03-02T05:56:46Z,"CN=capdocservice.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",capdocservice.chase.com,JPMorgan Chase and Co.,capdocservice.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",dc94e534f32e01041ad33aa9f191926e,bcfe91572905fa92c69dce21d8f2638c0fc366734f0f688fda96b64b01f37e2f,ctls,capdocservice.chase.com,443,https://capdocservice.chase.com:443,https,text/html,GET,50.112.35.59,/,-1596641190,52.40.53.207,Java,1,False,,,,,,,,,,
capture.chase.com,J.P. Morgan,200,8824,capture.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-04T01:41:32Z,2024-04-03T01:41:32Z,"CN=capture.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",capture.chase.com,JPMorgan Chase and Co.,capture.chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",5db9d833c0acb5c9fe446e6c8efdbced,e4807cf49221fe403f8724ef9d71af970f77b98a312f37faffc59147c6b21d17,ctls,capture.chase.com,443,https://capture.chase.com:443,https,text/html,GET,159.53.53.59,/,-2031579620,159.53.53.59,HSTS,41,False,,,,,,,,https://capture.chase.com,,
cardbenefits.chase.com,"Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",200,98224,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://cardbenefits.chase.com:443,https,text/html,GET,104.18.113.52,/,-1910277539,2606:4700::6812:7334,Java,1773,False,cloudflare,,True,,,https://www.chase.com,,,,
cards.chase.com,"Credit Card, Mortgage, Banking, Auto | Chase Online | Chase.com",200,98223,www.chase.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-19T04:02:46Z,2024-01-19T04:02:44Z,"CN=www.chase.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",www.chase.com,JPMorgan Chase and Co.,chase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",a40167850bf28872452eeedf874097b6,fdb5affdb0fb32dbbb1453709ed9645075a08cf3eaf200760466dec0152019b7,ctls,www.chase.com,443,https://cards.chase.com:443,https,text/html,GET,159.53.96.200,/,-926531577,159.53.96.200,Java,1773,False,,,,,,https://www.chase.com,,,,
careers.chase.com,Chase Careers | Find your career at Chase,200,38486,careers.jpmorgan.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-17T14:17:33Z,2023-10-17T14:17:33Z,"CN=cws-other.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",cws-other.jpmorgan.com,JPMorgan Chase and Co.,identity.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",d62ea1ec11dacf8cf385aa37f532ef9d,8b1d8f6e15e8ad3e026849818b7aff0df2a0ff7456f1759b7a9d15949b97f410,ctls,careers.jpmorgan.com,80,http://careers.chase.com:80,http,text/html,GET,170.148.209.216,/,-2124646351,170.148.209.216,Java,1312,False,,,,,,https://careers.jpmorgan.com/us/en/chase,,,,
careers.jpmorganchase.com,Careers Home | JPMorgan Chase & Co.,200,53488,careers.jpmorgan.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-17T14:17:33Z,2023-10-17T14:17:33Z,"CN=cws-other.jpmorgan.com, serialNumber=691011, businessCategory=Private Organization, O=JPMorgan Chase and Co., jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, L=New York, ST=New York, C=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",cws-other.jpmorgan.com,JPMorgan Chase and Co.,identity.jpmorganchase.com,"CN=Entrust Certification Authority - L1M, OU=(c) 2014 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1M,"Entrust, Inc.",d62ea1ec11dacf8cf385aa37f532ef9d,8b1d8f6e15e8ad3e026849818b7aff0df2a0ff7456f1759b7a9d15949b97f410,ctls,careers.jpmorgan.com,443,https://careers.jpmorganchase.com:443,https,text/html,GET,170.148.209.233,/,-465643361,170.148.209.233,Java,2369,False,,,,,,https://careers.jpmorgan.com/global/en/home,,,,
