input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,tls_mismatched,csp_domains_,location
*.google.com.vc,Google,200,37404,,,,,,,,,,,,,,,,,,,,,80,http://google.com.vc:80,http,gws,text/html,GET,172.217.18.3,/,,2a00:1450:4001:803::2003,Google Web Server,17,False,,http://www.google.com.vc/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.com.vn,Google,200,1878,,,,,,,,,,,,,,,,,,,,,80,http://google.com.vn:80,http,gws,application/xhtml+xml,GET,142.250.186.131,/,,2a00:1450:4001:82a::2003,Google Web Server,1,False,,http://www.google.com.vn/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.dj,Google,200,244689,,,,,,,,,,,,,,,,,,,,,80,http://google.dj:80,http,gws,text/html,GET,172.217.18.99,/,708578229,2a00:1450:4001:809::2003,Google Web Server,555,False,,http://www.google.dj/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.ee,Google,200,210567,www.google.ee,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:44Z,2023-07-17T12:02:43Z,CN=*.google.ee,*.google.ee,,google.ee,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,4c491a704456111b396b3e8af267600e,eddbd3347df80846617a9fd4a60d0b22ea0bc4ae1bb2c2231450af31d7c5cb55,True,ctls,www.google.ee,,443,https://google.ee:443,https,gws,text/html,GET,142.250.184.195,/,708578229,2a00:1450:4001:811::2003,HTTP/3,140,False,,https://www.google.ee/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.fm,Google,200,257290,www.google.fm,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:45Z,2023-07-17T12:02:44Z,CN=*.google.fm,*.google.fm,,google.fm,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,abfb08cccd4443639851c61c93626409,333bdc6a3ea1e191146be3bc38ddc950e929ce69adf53e8dd269f2ddeb1de058,True,ctls,www.google.fm,,443,https://google.fm:443,https,gws,text/html,GET,142.250.184.195,/,708578229,2a00:1450:4001:830::2003,HTTP/3,571,False,,https://www.google.fm/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.fr,Google,200,1852,,,,,,,,,,,,,,,,,,,,,80,http://google.fr:80,http,gws,application/xhtml+xml,GET,172.217.16.131,/,708578229,2a00:1450:4001:808::2003,Google Web Server,1,False,,http://www.google.fr/,,https:,
*.google.ge,Google,200,202379,www.google.ge,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:26Z,2023-07-17T12:02:25Z,CN=*.google.com.ge,*.google.com.ge,,google.ge,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,311c8dce8712deda9d00e1e0bc5e832b,2dcb382aa34a1944104d8e627b2ea5104cfa3d6e0b9f90b4387512cfdf4164e8,True,ctls,www.google.ge,,443,https://google.ge:443,https,gws,text/html,GET,172.217.16.196,/,708578229,2a00:1450:4001:812::2004,HTTP/3,133,False,,https://www.google.ge/,,https:,
*.google.gm,Google,200,51655,,,,,,,,,,,,,,,,,,,,,80,http://google.gm:80,http,gws,text/html,GET,216.58.212.163,/,708578229,2a00:1450:4001:802::2003,Google Web Server,64,False,,http://www.google.gm/,,https:,
*.google.gp,Google,200,201869,www.google.gp,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:48Z,2023-07-17T12:02:47Z,CN=*.google.gp,*.google.gp,,google.com.gp,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,29e8c25b25a42a4d4af8152413e531df,9b896696b46e56a4ac7cc3871dd7ec068549639277ba08b07bc9d7430bc70368,True,ctls,www.google.gp,,80,http://google.gp:80,http,gws,text/html,GET,172.217.16.195,/,708578229,2a00:1450:4001:806::2003,HTTP/3,133,False,,https://www.google.gp/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.gr,Google,200,51652,,,,,,,,,,,,,,,,,,,,,80,http://google.gr:80,http,gws,text/html,GET,172.217.16.195,/,708578229,2a00:1450:4001:806::2003,Google Web Server,64,False,,http://www.google.gr/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.hn,Google,200,17580,,,,,,,,,,,,,,,,,,,,,80,http://google.hn:80,http,gws,text/html,GET,216.58.212.163,/,708578229,2a00:1450:4001:802::2003,Google Web Server,18,False,,http://www.google.hn/,,http:,
*.google.hr,Google,200,17567,,,,,,,,,,,,,,,,,,,,,80,http://google.hr:80,http,gws,text/html,GET,142.250.186.131,/,,2a00:1450:4001:812::2003,Google Web Server,18,False,,http://www.google.hr/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.ie,Google,200,244666,www.google.ie,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:50Z,2023-07-17T12:02:49Z,CN=*.google.ie,*.google.ie,,google.ie,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,2cede938c5ed95225df4960fab3d6925,1a3e1e30461187f5837a19123ec8393b0915e3862d0d8c4855e1c9b6ff023ffa,True,ctls,www.google.ie,,443,https://google.ie:443,https,gws,text/html,GET,142.250.186.163,/,708578229,2a00:1450:4001:82b::2003,HTTP/3,555,False,,https://www.google.ie/,,http:,
*.google.im,Google,200,210580,www.google.im,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:09Z,2023-07-17T12:02:08Z,CN=*.google.co.im,*.google.co.im,,google.im,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,39aa7ec473f5ab24363e4f5c1e4afdc3,6231d249a7e0d07f7354c8d3bcb997417b6a1212f079a2ef1c44c842341cefab,True,ctls,www.google.im,,443,https://google.im:443,https,gws,text/html,GET,142.250.185.196,/,708578229,2a00:1450:4001:812::2004,HTTP/3,140,False,,https://www.google.im/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.io,Error 404 (Not Found)!!1,404,1561,google.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:51Z,2023-07-17T12:02:50Z,CN=*.google.io,*.google.io,,google.io,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,9f0358f1ddc4fa381c1db3329d4aa8bc,939e2249982437ab1919d813930621f0abcdb97a3bf0b9270cf4f18ce336b35c,True,ctls,google.io,,443,https://google.io:443,https,,text/html,GET,172.217.16.196,/,302920777,2a00:1450:4001:831::2004,HTTP/3,12,False,,,,,
*.google.iq,Google,200,257298,www.google.iq,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:30Z,2023-07-17T12:02:29Z,CN=*.google.com.iq,*.google.com.iq,,google.iq,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,24c8d0926ed3ff34d7f7ffdedc69d6f2,33ef1734f9cdeb6ce73ea89b6aef3edf5494e37fa797bcb00a1c73a62568e600,True,ctls,www.google.iq,,443,https://google.iq:443,https,gws,text/html,GET,142.250.184.195,/,708578229,2a00:1450:4001:830::2003,HTTP/3,571,False,,https://www.google.iq/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.is,Google,200,260696,,,,,,,,,,,,,,,,,,,,,80,http://google.is:80,http,gws,text/html,GET,142.250.184.195,/,708578229,2a00:1450:4001:80b::2003,Google Web Server,571,False,,http://www.google.is/,,https:,
*.google.it,Google,200,17580,,,,,,,,,,,,,,,,,,,,,80,http://google.it:80,http,gws,text/html,GET,142.250.185.67,/,708578229,2a00:1450:4001:80e::2003,Google Web Server,18,False,,http://www.google.it/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.je,Google,200,1870,,,,,,,,,,,,,,,,,,,,,80,http://google.je:80,http,gws,application/xhtml+xml,GET,142.250.186.68,/,,2a00:1450:4001:828::2004,Google Web Server,1,False,,http://www.google.je/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.jo,Google,200,210603,www.google.jo,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:30Z,2023-07-17T12:02:29Z,CN=*.google.com.jo,*.google.com.jo,,google.jo,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7837b6f9eb865bb003a1820e2843945c,21e5f3c7f42b31b637916a1627600bf81d13f33426c5e1b17c79a4f39367ae6e,True,ctls,www.google.jo,,443,https://google.jo:443,https,gws,text/html,GET,142.250.186.131,/,708578229,2a00:1450:4001:808::2003,HTTP/3,140,False,,https://www.google.jo/,,http:,
*.google.ki,Google,200,4945,www.google.ki,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:53Z,2023-07-17T12:02:52Z,CN=*.google.ki,*.google.ki,,google.ki,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,2c30c42c7b34f6318c2c51340d742bd9,585d96bd0fb2bf7fbdcaeef3e438335dff93b92b3ebc96953ba76adbd3f51485,True,ctls,www.google.ki,,443,https://google.ki:443,https,gws,text/html,GET,142.250.185.196,/,708578229,2a00:1450:4001:82b::2004,HTTP/3,2,False,,https://www.google.ki/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.kz,Google,200,257241,,,,,,,,,,,,,,,,,,,,,80,http://google.kz:80,http,gws,text/html,GET,142.250.186.164,/,708578229,2a00:1450:4001:810::2004,Google Web Server,571,False,,http://www.google.kz/,,http:,
*.google.li,Google,200,212294,www.google.li,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:53Z,2023-07-17T12:02:52Z,CN=*.google.li,*.google.li,,google.li,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,b138641a6289adfe31a5bc79dc5e41d7,fc4c7ae1c20deaeac3e02f9d01fa992be39e78875821ca58412c85d6a4e19dff,True,ctls,www.google.li,,443,https://google.li:443,https,gws,text/html,GET,142.250.184.195,/,708578229,2a00:1450:4001:831::2003,HTTP/3,140,False,,https://www.google.li/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.lk,Google,200,202435,www.google.lk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:54Z,2023-07-17T12:02:53Z,CN=*.google.lk,*.google.lk,,google.lk,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,1b4c26461c7c576c3d990ed1553f7f12,325dac32e18a6656acc2749b1a3b37d687364649bbb5f6fcf7b7e82b52b78ea0,True,ctls,www.google.lk,,443,https://google.lk:443,https,gws,text/html,GET,142.250.186.99,/,708578229,2a00:1450:4001:829::2003,HTTP/3,133,False,,https://www.google.lk/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.lt,Google,200,257234,www.google.lt,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:54Z,2023-07-17T12:02:53Z,CN=*.google.lt,*.google.lt,,google.lt,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,3172040a70bd8c905c5aa2d71f8d9eff,373263cc593b70a92ca5b3cdee8eade22c8d52a463c65ad3b69720710e963380,True,ctls,www.google.lt,,443,https://google.lt:443,https,gws,text/html,GET,142.250.184.227,/,708578229,2a00:1450:4001:831::2003,HTTP/3,571,False,,https://www.google.lt/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.lv,Google,200,17633,,,,,,,,,,,,,,,,,,,,,80,http://google.lv:80,http,gws,text/html,GET,172.217.16.195,/,,2a00:1450:4001:806::2003,Google Web Server,18,False,,http://www.google.lv/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.md,Google,200,257250,www.google.md,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:55Z,2023-07-17T12:02:54Z,CN=*.google.md,*.google.md,,google.md,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,a055d8bc91a1b314ee980aa28ed75933,14c157bbeb73c96563d3f9a2537775a48029d3a6f91de04cc3f95931dbb375ea,True,ctls,www.google.md,,443,https://google.md:443,https,gws,text/html,GET,142.250.184.196,/,708578229,2a00:1450:4001:827::2004,HTTP/3,571,False,,https://www.google.md/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.me,Google,200,17523,,,,,,,,,,,,,,,,,,,,,80,http://google.me:80,http,gws,text/html,GET,142.250.185.100,/,,2a00:1450:4001:806::2004,Google Web Server,18,False,,http://www.google.me/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.ml,Google,200,39154,,,,,,,,,,,,,,,,,,,,,80,http://google.ml:80,http,gws,text/html,GET,142.250.186.35,/,708578229,2a00:1450:4001:828::2003,Google Web Server,48,False,,http://www.google.ml/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.mn,Google,200,1926,www.google.mn,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:56Z,2023-07-17T12:02:55Z,CN=*.google.mn,*.google.mn,,google.mn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,15dd914c11b00447f77344fc6e5160c9,e3197f1d9cb1bf646cc195a1ffbb7c23a6011751c221780113af4456047caf11,True,ctls,www.google.mn,,443,https://google.mn:443,https,gws,application/xhtml+xml,GET,142.250.186.35,/,708578229,2a00:1450:4001:813::2003,HTTP/3,1,False,,https://www.google.mn/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.mv,Google,200,253989,,,,,,,,,,,,,,,,,,,,,80,http://google.mv:80,http,gws,text/html,GET,142.250.186.99,/,708578229,2a00:1450:4001:829::2003,Google Web Server,571,False,,http://www.google.mv/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.pl,Google,200,214092,www.google.pl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:03:00Z,2023-07-17T12:02:59Z,CN=*.google.pl,*.google.pl,,google.pl,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,0297b8925ceed7a6b2a813d840742da0,2560e93a4f29580d83cc088fe7c685771a13da16d39ff5a85e5230971e968412,True,ctls,www.google.pl,,443,https://google.pl:443,https,gws,text/html,GET,142.250.186.99,/,708578229,2a00:1450:4001:82f::2003,HTTP/3,143,False,,https://www.google.pl/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.pn,Google,200,1545,,,,,,,,,,,,,,,,,,,,,80,http://google.pn:80,http,gws,application/xhtml+xml,GET,216.58.212.164,/,,2a00:1450:4001:802::2004,Google Web Server,1,False,,http://www.google.pn/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.ps,Google,200,10813,,,,,,,,,,,,,,,,,,,,,80,http://google.ps:80,http,gws,text/html,GET,172.217.16.196,/,,2a00:1450:4001:80b::2004,Google Web Server,6,False,,http://www.google.ps/,,http:,
*.google.rs,Google,200,270324,,,,,,,,,,,,,,,,,,,,,80,http://google.rs:80,http,gws,text/html,GET,142.250.186.163,/,708578229,2a00:1450:4001:82b::2003,Google Web Server,582,False,,http://www.google.rs/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.ru,Google,200,203861,www.google.ru,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:02:38Z,2023-07-17T12:02:37Z,CN=*.google.com.ru,*.google.com.ru,,google.ru,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,ee4b1f1c202b4242ba93945dcbef7df2,a332fe760e58370364b8a5e24cf95f01adce70ddfa0843bbbd57c40407d12d97,True,ctls,www.google.ru,,443,https://google.ru:443,https,gws,text/html,GET,142.250.186.99,/,708578229,2a00:1450:4001:813::2003,HTTP/3,135,False,,https://www.google.ru/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.rw,Google,200,4963,www.google.rw,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:03:02Z,2023-07-17T12:03:01Z,CN=*.google.rw,*.google.rw,,google.rw,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,e93c5264c42616e4a39a84af7c489830,156d9377fa3eede73c899d018d5836bde44e5e1b8a76d609d26e65d33e79ad1f,True,ctls,www.google.rw,,443,https://google.rw:443,https,gws,text/html,GET,142.250.186.67,/,708578229,2a00:1450:4001:828::2003,HTTP/3,2,False,,https://www.google.rw/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.sc,Google,200,214021,www.google.sc,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:03:02Z,2023-07-17T12:03:01Z,CN=*.google.sc,*.google.sc,,google.sc,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,3aa19cbc929e715031aa8fe7a1ff6d51,36c7053a6630f09a23c897f05fd2bfac7f853c4f090ec42c21573a0f01ad5fea,True,ctls,www.google.sc,,443,https://google.sc:443,https,gws,text/html,GET,142.250.184.195,/,708578229,2a00:1450:4001:806::2003,HTTP/3,143,False,,https://www.google.sc/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.se,Google,200,210511,www.google.se,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:03:02Z,2023-07-17T12:03:01Z,CN=*.google.se,*.google.se,,google.se,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,fc3c058fefda7bf73ec07fdf05ec51b9,e81c69866a60287561eed19a80b0d982e01a363bd4fbdaf06a6a0164db0f9d6e,True,ctls,www.google.se,,443,https://google.se:443,https,gws,text/html,GET,172.217.18.99,/,708578229,2a00:1450:4001:809::2003,HTTP/3,140,False,,https://www.google.se/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.sh,Google,200,204827,www.google.sh,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:03:02Z,2023-07-17T12:03:01Z,CN=*.google.sh,*.google.sh,,google.sh,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,8256673530b63ba901ec31467fff163f,1652bddb3b4750666274ee90d1d2039f878c3756a066b78bb3eb7ce8df8aa470,True,ctls,www.google.sh,,443,https://google.sh:443,https,gws,text/html,GET,142.250.186.99,/,708578229,2a00:1450:4001:829::2003,HTTP/3,134,False,,https://www.google.sh/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.sk,Google,200,4969,,,,,,,,,,,,,,,,,,,,,80,http://google.sk:80,http,gws,text/html,GET,172.217.16.195,/,708578229,2a00:1450:4001:80b::2003,Google Web Server,2,False,,http://www.google.sk/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.sm,Google,200,257281,www.google.sm,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:03:03Z,2023-07-17T12:03:02Z,CN=*.google.sm,*.google.sm,,google.sm,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,3581e2fbf1a61d5fbeb4b95aab6afbec,f09531c8aed8ae88ec9241d2d07784005ded4d271d0e3350b3d358a15520dbc0,True,ctls,www.google.sm,,443,https://google.sm:443,https,gws,text/html,GET,142.250.186.164,/,708578229,2a00:1450:4001:82b::2004,HTTP/3,571,False,,https://www.google.sm/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.so,Google,200,17545,www.google.so,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:03:04Z,2023-07-17T12:03:03Z,CN=*.google.so,*.google.so,,google.so,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,4b820951158b523b0b30b9f10c46dff8,59eff8d56a1bc6b96a71daa864dede8a5128d2a58e50a787181e1607d26c580d,True,ctls,www.google.so,,443,https://google.so:443,https,gws,text/html,GET,142.250.186.131,/,708578229,2a00:1450:4001:82a::2003,HTTP/3,18,False,,https://www.google.so/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.sr,Google,200,1877,www.google.sr,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:03:05Z,2023-07-17T12:03:04Z,CN=*.google.sr,*.google.sr,,google.sr,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,028a250a01dd4480bf3635aa448eab5a,ab610a1f58a70011a9cb51c6c963507350cc2c0a161928fbece128265e98e1cc,True,ctls,www.google.sr,,443,https://google.sr:443,https,gws,application/xhtml+xml,GET,142.250.186.68,/,708578229,2a00:1450:4001:828::2004,HTTP/3,1,False,,https://www.google.sr/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.td,Google,200,254409,,,,,,,,,,,,,,,,,,,,,80,http://google.td:80,http,gws,text/html,GET,142.250.186.67,/,708578229,2a00:1450:4001:828::2003,Google Web Server,571,False,,http://www.google.td/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.tg,Google,200,248095,www.google.tg,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:03:06Z,2023-07-17T12:03:05Z,CN=*.google.tg,*.google.tg,,google.tg,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,b646400f9c586495c95308bf4b311f4d,63a7c99b1943fcf9c6eb2ee02c32c9e7819792c704a452a405c086137114d0c3,True,ctls,www.google.tg,,443,https://google.tg:443,https,gws,text/html,GET,142.250.186.163,/,708578229,2a00:1450:4001:802::2003,HTTP/3,555,False,,https://www.google.tg/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.tk,Google,200,204761,www.google.tk,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:03:06Z,2023-07-17T12:03:05Z,CN=*.google.tk,*.google.tk,,google.tk,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,8e3dc6b525e1e84f98ca8962444ed293,e5da92aa41ac9f70db559f230138ebc34e7a4fc9a13bb37d163df54365e42f68,True,ctls,www.google.tk,,80,http://google.tk:80,http,gws,text/html,GET,142.250.185.196,/,708578229,2a00:1450:4001:812::2004,HTTP/3,135,False,,https://www.google.tk/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.tl,Google,200,210464,www.google.tl,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:03:06Z,2023-07-17T12:03:05Z,CN=*.google.tl,*.google.tl,,google.tl,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,02df0e11bb96e69b01de40d94b4cb722,626386528eada87c207343d4052fadcf12ee8dd60f92948ebdcb585dea330e62,True,ctls,www.google.tl,,443,https://google.tl:443,https,gws,text/html,GET,142.250.186.36,/,708578229,2a00:1450:4001:827::2004,HTTP/3,140,False,,https://www.google.tl/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.google.vg,Google,200,198048,www.google.vg,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:03:08Z,2023-07-17T12:03:07Z,CN=*.google.vg,*.google.vg,,google.vg,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,b64821e8c6085df7e1e3f194e3d83e2d,512f96f52c1000cee5f010bead5ac326ed143c547c6b66c7b5a37ea6b96af68f,True,ctls,www.google.vg,,443,https://google.vg:443,https,gws,text/html,GET,216.58.212.164,/,708578229,2a00:1450:4001:802::2004,HTTP/3,140,False,,https://www.google.vg/,,http:,
*.google.ws,Google,200,37372,www.google.ws,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T12:03:08Z,2023-07-17T12:03:07Z,CN=*.google.ws,*.google.ws,,google.ws,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,6c2924e804135f8a814bc015292a7845,e6ce0ce5c43fa5dce00a8e8644926ffc6278d68bc01f0f8dca2f8077c95929d5,True,ctls,www.google.ws,,443,https://google.ws:443,https,gws,text/html,GET,142.250.186.35,/,,2a00:1450:4001:828::2003,HTTP/3,17,False,,https://www.google.ws/,,https://csp.withgoogle.com/csp/gws/other-hp,
*.googleadservices.com,Error 404 (Not Found)!!1,404,1561,googleadservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-24T11:59:59Z,2023-07-17T11:59:58Z,CN=*.googleadservices.com,*.googleadservices.com,,googleadservices.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,5cd131737674e9399dc250bce3982d2d,15c55d227474ae0ae7c87fe613f6b8eab17533a89d3a0a6a0eb7a5b73e55b61f,True,ctls,googleadservices.com,,443,https://googleadservices.com:443,https,sffe,text/html,GET,172.217.16.194,/,302920777,172.217.16.194,HTTP/3,12,False,,,,,
