input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_wildcard_certificate,csp_domains_,tls_self_signed,final_url,tls_expired
mysupport-sp.razer.com,Asistencia de Razer - MI PORTAL DE ASISTENCIA,200,161266,mysupport-sp.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,CN=mysupport.razer.com,mysupport.razer.com,,mysupport-sp.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ec24751f0e809f84bce1a0a390bde8ce,41852376fef1f4f40fa37ab726c89eb3ad9553e3f714b4f8a23566c336aeab59,ctls,mysupport-sp.razer.com,oracle,443,https://mysupport-sp.razer.com:443,https,,text/html,GET,130.35.229.11,/,225515476,130.35.229.11,HSTS,1930,False,True,,,,,,
mysupport.razer.com,Warranty Support,200,78119,mysupport.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-11-11T23:59:59Z,CN=mysupport.razer.com,mysupport.razer.com,,mysupport-sp.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ec24751f0e809f84bce1a0a390bde8ce,41852376fef1f4f40fa37ab726c89eb3ad9553e3f714b4f8a23566c336aeab59,ctls,mysupport.razer.com,oracle,443,https://mysupport.razer.com:443,https,,text/html,GET,130.35.229.11,/,225515476,130.35.229.11,HSTS,1369,False,True,,,,,https://mysupport.razer.com/app/warranty-support,
newprod.layout.razer.com,,502,12,newprod.layout.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-20T00:00:00Z,2023-11-18T23:59:59Z,CN=layout.razer.com,layout.razer.com,,*.layout.razer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f5e732ebecc24f2415c097fa6cd14ed6,7a4a166fb1f51016d8d2715678a1b8fb0b38501cc8230f45923f67e3825ce54c,ctls,newprod.layout.razer.com,,443,https://newprod.layout.razer.com:443,https,Skipper,text/plain,GET,52.54.19.23,/,1937561348,3.225.167.165,,1,False,,,True,,,,
newprod.mobile.razer.com,,502,12,newprod.mobile.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-13T00:00:00Z,2023-08-30T23:59:59Z,"CN=www.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",www.razer.com,Razer (Asia-Pacific) Pte. Ltd.,www2.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b91c77f9384c5ed8bd624e642706c7dc,a2314316b52c5b3e214b4857bed6412785ff81ab7afe7df9d32ff03c6684f472,ctls,newprod.mobile.razer.com,,443,https://newprod.mobile.razer.com:443,https,Skipper,text/plain,GET,95.101.111.138,/,1937561348,2a02:26f0:480:23::1726:6284,HSTS,1,False,,,,,,,
nexus-dev.layout.razer.com,,502,12,nexus-dev.layout.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-20T00:00:00Z,2023-11-18T23:59:59Z,CN=layout.razer.com,layout.razer.com,,*.layout.razer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f5e732ebecc24f2415c097fa6cd14ed6,7a4a166fb1f51016d8d2715678a1b8fb0b38501cc8230f45923f67e3825ce54c,ctls,nexus-dev.layout.razer.com,,443,https://nexus-dev.layout.razer.com:443,https,Skipper,text/plain,GET,52.54.19.23,/,1937561348,52.72.99.182,,1,False,,,True,,,,
nexus-dev.mobile.razer.com,,404,10,nexus-dev.mobile.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-30T23:59:59Z,CN=mobile.razer.com,mobile.razer.com,,prerc.mobile.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3f39993624f48108029f05274a302a21,958ab4ab8d411044f65284bebc7fc9a91a06ced552c931b2bb3a2a872bde5227,ctls,nexus-dev.mobile.razer.com,,443,https://nexus-dev.mobile.razer.com:443,https,Skipper,text/plain,GET,52.54.19.23,/,-573464491,3.225.167.165,,2,False,,,True,,,,
nexus.phoenix.razer.com,403 Forbidden,403,146,nexus.phoenix.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-08T00:00:00Z,2024-06-22T23:59:59Z,CN=*.phoenix.razer.com,*.phoenix.razer.com,,phoenix.razer.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,b4cfe37a965a9f23cfaa4460d169318c,4511b2313160cb8cbc2c489e725dab6072b584e46f28be0fb661a5874005bf13,ctls,nexus.phoenix.razer.com,,443,https://nexus.phoenix.razer.com:443,https,,text/html,GET,20.7.158.129,/,-1561873722,20.7.158.129,HSTS,8,False,,,True,,,,
oauth2-staging.razer.com,,200,,oauth2-staging.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,CN=*.razer.com,*.razer.com,,*.razerzone.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65ee08530694d09e07df5e0c99131615,ed5cdb1358bb1acbb714e6bc537e3160c6adc2f8caa3c7418725280596e3b293,ctls,oauth2-staging.razer.com,,443,https://oauth2-staging.razer.com:443,https,nginx,text/html,GET,54.163.21.45,/,-1840324437,23.22.178.129,Nginx,1,False,,,True,,,,
oauth2.razer.com,,200,,oauth2.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-15T00:00:00Z,2024-04-13T23:59:59Z,CN=*.razer.com,*.razer.com,,*.razerzone.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65ee08530694d09e07df5e0c99131615,ed5cdb1358bb1acbb714e6bc537e3160c6adc2f8caa3c7418725280596e3b293,ctls,oauth2.razer.com,,443,https://oauth2.razer.com:443,https,nginx,text/html,GET,3.210.10.254,/,-1840324437,54.163.21.45,Nginx,1,False,,,True,,,,
parcel.merchant.razer.com,Track-A-Parcel,200,10413,parcel.merchant.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T00:00:00Z,2024-03-30T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",parcel.merchant.razer.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",2d13afac29b5575bc79eeeb860b70bd9,147c2bab8cb344a7a005f40e46f35767ee7317f7e6fdbc68c9ce0fa3abb45ac5,ctls,parcel.merchant.razer.com,cloudflare,443,https://parcel.merchant.razer.com:443,https,cloudflare,text/html,GET,104.22.67.239,/,-686038727,2606:4700:10::ac43:621,Node.js,206,False,True,,,https://unpkg.com/,,https://parcel.merchant.razer.com/v1/public/tracking?option=awb,
pay.gold-sandbox.razer.com,The New Razer Gold & Silver,200,51999,pay.gold-sandbox.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-10-18T23:59:59Z,CN=gold-sandbox.razer.com,gold-sandbox.razer.com,,*.silver-sandbox.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,237f424aa7bd7d623ace21cde8785af3,5b5e81dc253f9dc0984fe3e5b8800ff42de82cd7eaad21fe53d8d1cd99812a50,ctls,pay.gold-sandbox.razer.com,,443,https://pay.gold-sandbox.razer.com:443,https,Microsoft-IIS/10.0,text/html,GET,44.196.236.225,/,1772087922,52.73.222.58,Windows Server,705,False,,,True,,,https://pay.gold-sandbox.razer.com/Error,
pay.gold.razer.com,The New Razer Gold & Silver,200,51887,pay.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-06-13T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f9d2190633a090a506628c3a39101b1c,0a5ec07b5efc4b2579b792f0204df60afe17ede0b1e8130bae6f0b212d81dec9,ctls,pay.gold.razer.com,,443,https://pay.gold.razer.com:443,https,,text/html,GET,95.101.111.165,/,1772087922,2a02:26f0:480:23::1726:62b8,HSTS,705,False,,,,*.gameforge.com,,https://pay.gold.razer.com/Error,
pay.merchant.razer.com,,200,,pay.merchant.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-01T00:00:00Z,2024-02-01T23:59:59Z,"CN=*.merchant.razer.com, O=Razer Merchant Services SDN. BHD., ST=Selangor, C=MY",*.merchant.razer.com,Razer Merchant Services SDN. BHD.,merchant.razer.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ad76e87c2331bc901c2e713ff92d30b8,2766bc6e3ab1cc8b54d69204e40cd6a8157bab660d4ca42585ce6827e2b798d4,ctls,pay.merchant.razer.com,cloudflare,443,https://pay.merchant.razer.com:443,https,cloudflare,text/html,GET,104.22.66.239,/,-506348301,2606:4700:10::ac43:621,HSTS,1,False,True,,True,,,,
pay.razer.com,404 Not Found | Razer United States,404,103130,www.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-13T00:00:00Z,2024-05-12T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",www.razer.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",489be1d31a575a836f6f1ebabbb5e25e,2c1dfd0838964c35201a12de26b28f4b7554d55d49c129914e0e454f5b40104a,ctls,www.razer.com,,443,https://pay.razer.com:443,https,cloudflare,text/html,GET,3.208.249.24,/,-1867215797,34.206.241.121,SAP Commerce Cloud,36,False,,,,https://*.phoenix.razer.com,,https://www.razer.com:443/razer-pay,
pay.zgold-qa.razer.com,The New Razer Gold & Silver,200,52086,pay.zgold-qa.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-08-14T23:59:59Z,CN=zgold-qa.razer.com,zgold-qa.razer.com,,*.zgold-qa.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7f502855ec5fee08e3035ac7e8cec952,ce3595afde3af3b9db06dc679841731626d74aa6ad8a914405da6b13db6f4bdb,ctls,pay.zgold-qa.razer.com,,443,https://pay.zgold-qa.razer.com:443,https,,text/html,GET,3.212.195.120,/,1772087922,52.54.247.232,Microsoft ASP.NET,705,False,,,True,,,https://pay.zgold-qa.razer.com/Error,
pay.zvault.razer.com,,404,,pay.zvault.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-02T00:00:00Z,2024-07-30T23:59:59Z,CN=zvault.razer.com,zvault.razer.com,,*.zvault.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8f9de944c6fa325620678a6f93649013,464ad370d91621189b544885f66515fe2ff36fb1c2ebf47db9764e207023951f,ctls,pay.zvault.razer.com,,443,https://pay.zvault.razer.com:443,https,awselb/2.0,text/plain,GET,3.216.165.241,/,-1840324437,3.93.203.79,,1,False,,True,True,,,,
paychannel-7connect.gold.razer.com,,404,,paychannel-7connect.gold.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-30T00:00:00Z,2024-07-28T23:59:59Z,CN=gold.razer.com,gold.razer.com,,silver.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,88f6d9b8ea0f780511bbdf3b9581bb86,e6b16b78985c0061fb6028b9b03f1cc46b63a6e3578e9f756bc85214f7590ea2,ctls,paychannel-7connect.gold.razer.com,,443,https://paychannel-7connect.gold.razer.com:443,https,awselb/2.0,text/plain,GET,35.153.44.136,/,-1840324437,3.81.241.212,,1,False,,True,True,,,,
paychannel-ovo.gold.razer.com,,404,,paychannel-ovo.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-06-13T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f9d2190633a090a506628c3a39101b1c,0a5ec07b5efc4b2579b792f0204df60afe17ede0b1e8130bae6f0b212d81dec9,ctls,paychannel-ovo.gold.razer.com,,443,https://paychannel-ovo.gold.razer.com:443,https,awselb/2.0,text/plain,GET,95.101.111.165,/,-1840324437,2a02:26f0:ab00::5c7a:d722,,1,False,,,,,,,
paychannel.gold.razer.com,,404,,paychannel.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-06-13T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f9d2190633a090a506628c3a39101b1c,0a5ec07b5efc4b2579b792f0204df60afe17ede0b1e8130bae6f0b212d81dec9,ctls,paychannel.gold.razer.com,,443,https://paychannel.gold.razer.com:443,https,awselb/2.0,text/plain,GET,95.101.111.151,/,-1840324437,2a02:26f0:ab00::5c7a:d722,,1,False,,,,,,,
paychannel.zgold-qa.razer.com,,404,,paychannel.zgold-qa.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-08-14T23:59:59Z,CN=zgold-qa.razer.com,zgold-qa.razer.com,,*.zgold-qa.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7f502855ec5fee08e3035ac7e8cec952,ce3595afde3af3b9db06dc679841731626d74aa6ad8a914405da6b13db6f4bdb,ctls,paychannel.zgold-qa.razer.com,,443,https://paychannel.zgold-qa.razer.com:443,https,awselb/2.0,text/plain,GET,52.54.247.232,/,-1840324437,3.212.195.120,,1,False,,,True,,,,
paychannel.zvault.razer.com,,404,,paychannel.zvault.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-02T00:00:00Z,2024-07-30T23:59:59Z,CN=zvault.razer.com,zvault.razer.com,,*.zvault.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8f9de944c6fa325620678a6f93649013,464ad370d91621189b544885f66515fe2ff36fb1c2ebf47db9764e207023951f,ctls,paychannel.zvault.razer.com,,443,https://paychannel.zvault.razer.com:443,https,awselb/2.0,text/plain,GET,3.93.203.79,/,-1840324437,3.216.165.241,,1,False,,True,True,,,,
paychn.gold.razer.com,,404,,paychn.gold.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-06-13T23:59:59Z,"CN=gold.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",gold.razer.com,Razer (Asia-Pacific) Pte. Ltd.,zmerchant.gold.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f9d2190633a090a506628c3a39101b1c,0a5ec07b5efc4b2579b792f0204df60afe17ede0b1e8130bae6f0b212d81dec9,ctls,paychn.gold.razer.com,,443,https://paychn.gold.razer.com:443,https,envoy,,GET,95.101.111.151,/,-1840324437,2a02:26f0:480:23::1726:629a,Envoy,1,False,,,,,,,
paychn.zgold-qa.razer.com,,404,,paychn.zgold-qa.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-08-14T23:59:59Z,CN=zgold-qa.razer.com,zgold-qa.razer.com,,*.zgold-qa.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7f502855ec5fee08e3035ac7e8cec952,ce3595afde3af3b9db06dc679841731626d74aa6ad8a914405da6b13db6f4bdb,ctls,paychn.zgold-qa.razer.com,,443,https://paychn.zgold-qa.razer.com:443,https,awselb/2.0,text/plain,GET,3.223.225.82,/,-1840324437,3.212.195.120,,1,False,,,True,,,,
picpay-proxy.gold-sandbox.razer.com,503 Service Temporarily Unavailable,503,162,picpay-proxy.gold-sandbox.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-10-18T23:59:59Z,CN=gold-sandbox.razer.com,gold-sandbox.razer.com,,*.silver-sandbox.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,237f424aa7bd7d623ace21cde8785af3,5b5e81dc253f9dc0984fe3e5b8800ff42de82cd7eaad21fe53d8d1cd99812a50,ctls,picpay-proxy.gold-sandbox.razer.com,,443,https://picpay-proxy.gold-sandbox.razer.com:443,https,awselb/2.0,text/html,GET,44.196.236.225,/,1862162275,52.204.200.249,,7,False,,,True,,,,
picpay-proxy.gold.razer.com,,404,,picpay-proxy.gold.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-30T00:00:00Z,2024-07-28T23:59:59Z,CN=gold.razer.com,gold.razer.com,,silver.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,88f6d9b8ea0f780511bbdf3b9581bb86,e6b16b78985c0061fb6028b9b03f1cc46b63a6e3578e9f756bc85214f7590ea2,ctls,picpay-proxy.gold.razer.com,,443,https://picpay-proxy.gold.razer.com:443,https,awselb/2.0,text/plain,GET,3.93.203.79,/,-1840324437,54.208.9.139,,1,False,,True,True,,,,
picpay-proxy.zgold-qa.razer.com,,404,,picpay-proxy.zgold-qa.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-17T00:00:00Z,2024-08-14T23:59:59Z,CN=zgold-qa.razer.com,zgold-qa.razer.com,,*.zgold-qa.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7f502855ec5fee08e3035ac7e8cec952,ce3595afde3af3b9db06dc679841731626d74aa6ad8a914405da6b13db6f4bdb,ctls,picpay-proxy.zgold-qa.razer.com,,443,https://picpay-proxy.zgold-qa.razer.com:443,https,Kestrel,,GET,3.212.195.120,/,-1840324437,3.223.225.82,Microsoft ASP.NET,1,False,,,True,,,,
portal.merchant.razer.com,,200,481,portal.merchant.razer.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",e5f0e72c130c5231e492fb31e5d31ac1,65bdc8c19913972a32a02f820174c7d52ed41bf088180ce209ab7daaab091c1f,ctls,portal.merchant.razer.com,cloudflare,443,https://portal.merchant.razer.com:443,https,cloudflare,text/html,GET,104.22.66.239,/,-506348301,2606:4700:10::ac43:621,HSTS,2,False,True,,,https://merchant.razer.com/,,,
predev.layout.razer.com,,404,10,predev.layout.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-21T00:00:00Z,2024-06-18T23:59:59Z,CN=*.layout.razer.com,*.layout.razer.com,,*.prod.layout.razer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b50c3fcaf9b484f571ce39d8d8745f10,6b0342215cdf31f078812dee62203a9534b0cc4abe006dc04a10034dd8b30127,ctls,predev.layout.razer.com,,443,https://predev.layout.razer.com:443,https,Skipper,text/plain,GET,54.184.125.42,/,-573464491,54.212.169.120,,2,False,,,True,,,,
predev.mobile.razer.com,,404,10,predev.mobile.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2024-01-22T23:59:59Z,CN=*.mobile.razer.com,*.mobile.razer.com,,*.mobileservices.razerzone.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e0f94b840c1321bed5f3f062a6d06891,5c9b1d12b9e822d6cbac82fd2aa9f733c8e934fd718f6cc3d5a444c990e85184,ctls,predev.mobile.razer.com,,443,https://predev.mobile.razer.com:443,https,Skipper,text/plain,GET,35.160.160.214,/,-573464491,54.212.169.120,,2,False,,,True,,,,
preprod-lb.layout.razer.com,,404,10,preprod-lb.layout.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-20T00:00:00Z,2023-11-18T23:59:59Z,CN=layout.razer.com,layout.razer.com,,*.layout.razer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f5e732ebecc24f2415c097fa6cd14ed6,7a4a166fb1f51016d8d2715678a1b8fb0b38501cc8230f45923f67e3825ce54c,ctls,preprod-lb.layout.razer.com,,443,https://preprod-lb.layout.razer.com:443,https,Skipper,text/plain,GET,52.54.19.23,/,-573464491,3.225.167.165,,2,False,,,True,,,,
preprod-lb.mobile.razer.com,,404,10,preprod-lb.mobile.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-09-30T23:59:59Z,CN=mobile.razer.com,mobile.razer.com,,prerc.mobile.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3f39993624f48108029f05274a302a21,958ab4ab8d411044f65284bebc7fc9a91a06ced552c931b2bb3a2a872bde5227,ctls,preprod-lb.mobile.razer.com,,443,https://preprod-lb.mobile.razer.com:443,https,Skipper,text/plain,GET,52.72.99.182,/,-573464491,3.225.167.165,,2,False,,,True,,,,
preprod.layout.razer.com,,404,10,preprod.layout.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T00:00:00Z,2024-02-07T23:59:59Z,"CN=razerapi.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",razerapi.com,Razer (Asia-Pacific) Pte. Ltd.,www.razerzone.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7101d44d0c34eb338a9eb76a60f2e974,238626cf8fc9b233bdf70dbcdd8c55575097b30b99af452b0200c63ebe094550,ctls,preprod.layout.razer.com,,443,https://preprod.layout.razer.com:443,https,Skipper,text/plain,GET,23.213.161.25,/,-573464491,23.213.161.19,,2,False,,,,,,,
preprod.mobile.razer.com,,404,10,preprod.mobile.razer.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-12T00:00:00Z,2024-07-12T23:59:59Z,"CN=sandbox.razer.com, O=Razer (Asia-Pacific) Pte. Ltd., L=Singapore, C=SG",sandbox.razer.com,Razer (Asia-Pacific) Pte. Ltd.,thumbor-nonprod.phoenix.razer.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7c2f5316d0a13f0edfbb0bf34e1da306,a8ca604b67e9ac9ed1c0404b0c506f22e7cd5dbfef924f140aeb95397998dd5b,ctls,preprod.mobile.razer.com,,443,https://preprod.mobile.razer.com:443,https,Skipper,text/plain,GET,95.101.111.171,/,-573464491,2a02:26f0:480:23::1726:62a7,HSTS,2,False,,,,,,,
prerc-lb.layout.razer.com,,502,12,prerc-lb.layout.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-21T00:00:00Z,2024-06-18T23:59:59Z,CN=*.layout.razer.com,*.layout.razer.com,,*.prod.layout.razer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b50c3fcaf9b484f571ce39d8d8745f10,6b0342215cdf31f078812dee62203a9534b0cc4abe006dc04a10034dd8b30127,ctls,prerc-lb.layout.razer.com,,443,https://prerc-lb.layout.razer.com:443,https,Skipper,text/plain,GET,54.184.125.42,/,1937561348,54.212.169.120,,1,False,,,True,,,,
prerc.layout.razer.com,,502,12,prerc.layout.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-13T00:00:00Z,2024-06-10T23:59:59Z,CN=layout.razer.com,layout.razer.com,,preprod.layout.razer.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,62b58e6f0c9d3e61cc7e6303d9b67c82,a0bd1eb6495f395a9f6c54a2a3af16196937dfe099512edb58e2f3e6f4f0cdd2,ctls,prerc.layout.razer.com,,443,https://prerc.layout.razer.com:443,https,Skipper,text/plain,GET,35.160.160.214,/,1937561348,54.184.125.42,,1,False,,,True,,,,
prerc.mobile.razer.com,,502,12,prerc.mobile.razer.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-12-08T23:59:59Z,CN=mobile.razer.com,mobile.razer.com,,*.preprod.mobile.razer.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4baba4199c58f6cb57a3fdab1a63f59a,64571499601fdf41c250bb3411c0bdc0274ad66f6d2b384c12a3f46199f7e6f3,ctls,prerc.mobile.razer.com,,443,https://prerc.mobile.razer.com:443,https,Skipper,text/plain,GET,54.184.125.42,/,1937561348,54.212.169.120,,1,False,,,True,,,,
