new,host,a,cname,soa,ns,status_code,aaaa,cdn,cdn-name,mx,txt,has_internal_ips,internal_ips,caa
[x],17-121-113-33.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-113-33.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],17-121-113-76.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-113-76.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],17-121-113-95.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-113-97.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-113-97.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],17-121-114-40.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-114-40.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],17-121-117-84.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-117-89.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-117-89.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],17-121-118-36.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-118-89.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-119-89.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-120-74.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-120-76.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-121-11.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net","dns1.cscdns.net, dns2.cscdns.net",NOERROR,,,,,,,,
[x],17-121-121-83.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-122-78.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-122-9.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-122-9.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net","dns1.cscdns.net, dns2.cscdns.net",NOERROR,,,,,,,,
[x],17-121-122-93.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-123-96.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-125-59.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],17-121-125-94.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-121-127-48.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-58-100-94.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-58-102-34.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-58-102-79.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-58-106-71.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-58-106-71.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],17-58-96-94.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-58-98-14.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-58-98-14.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],17-77.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],17-77.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],178-116-66-27.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],178-119-111-90.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net, ns-1270.awsdns-30.org, ns-1565.awsdns-03.co.uk, ns-300.awsdns-37.com, ns-550.awsdns-04.net",NOERROR,,,,,,,,
[x],178-119-55-7.gcsonp.cbre.com,,kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1270.awsdns-30.org, ns-1565.awsdns-03.co.uk, ns-300.awsdns-37.com, ns-550.awsdns-04.net",NOERROR,,,,,,,,
[x],180-4.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],192-86-32-test.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],19f3.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],19f3.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],1fwww.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],1vbp.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],1ww.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],1xport-old.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],1ypfk.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],2-07-8.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],2-24.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],2-5.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],2-9-43.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],20-86.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],20.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],205-185-200-39.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],205-185-200-84.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],205-185-202-36.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],205-185-202-36.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net","dns1.cscdns.net, dns2.cscdns.net",NOERROR,,,,,,,,
[x],205-185-203-16.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],205-185-203-43.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],205-185-203-97.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],207-171-168-23.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],21-1-02.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],214-4.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],215-72.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],218d.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],231-88.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
[x],231-88.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],24-02-1.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],24-75-1.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],240affiliate.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],26-0-27.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],263-4-8.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],263-4-8.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],29-31.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],29-courier.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],292-8.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],292-8.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],294-6.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],2cdabbc.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
[x],2fevernote54.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net","dns1.cscdns.net, dns2.cscdns.net",NOERROR,,,,,,,,
[x],2g91.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
[x],2gh-signin.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],2hanjp.gcsonp.cbre.com,"54.243.37.69, 34.198.134.57, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],2jpl.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],2jpl.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],2wvlun5h.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],3-70-3.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],31-2-09.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],31-7-27.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],31-7-8-5.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com","ns-1119.awsdns-11.org, ns-1793.awsdns-32.co.uk, ns-235.awsdns-29.com, ns-934.awsdns-52.net",NOERROR,,,,,,,,
[x],31-72-3.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],31-72-3.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],32-courier2.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],32-courier2.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],33-10-7.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],33-2.gcsonp.cbre.com,"34.198.134.57, 54.243.37.69, 44.213.12.200",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],33-7-4.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],34-4-7-6.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],35-70-44.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],35-70-44.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],35-718-7.gcsonp.cbre.com,,kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],35-73-8-7.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],35-9-2-6.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],357-16.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],357-16.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],358-8-5.gcsonp.cbre.com,"44.213.12.200, 54.243.37.69, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],36-0-70.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],36-0-84.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],37-courier2.gcsonp.cbre.com,"44.213.12.200, 34.198.134.57, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],371-6.gcsonp.cbre.com,"54.243.37.69, 44.213.12.200, 34.198.134.57",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],38-courier2.journal.cbre.com,"165.160.13.20, 165.160.15.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],389f.gcsonp.cbre.com,"34.198.134.57, 44.213.12.200, 54.243.37.69",kitten-cert-alb-pub-59113694.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
[x],3aeb74dd.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
[x],3brs2.journal.cbre.com,"165.160.15.20, 165.160.13.20",,"dns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
