input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_expired,tls_mismatched,tls_self_signed,tls_subject_org_
br1046.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1046.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1046.hostgator.com.br,,443,https://br1046.hostgator.com.br:443,https,Apache,text/html,GET,108.167.151.37,/,-1783708853,108.167.151.37,Bootstrap,44,False,,,,,,,
br1048.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1048.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1048.hostgator.com.br,,443,https://br1048.hostgator.com.br:443,https,Apache,text/html,GET,108.167.151.55,/,-1783708853,108.167.151.55,Bootstrap,44,False,,,,,,,
br1050.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1050.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1050.hostgator.com.br,,443,https://br1050.hostgator.com.br:443,https,Apache,text/html,GET,108.167.151.47,/,-1783708853,108.167.151.47,Bootstrap,44,False,,,,,,,
br1052.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1052.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1052.hostgator.com.br,,443,https://br1052.hostgator.com.br:443,https,Apache,text/html,GET,108.167.151.80,/,-1783708853,108.167.151.80,Bootstrap,44,False,,,,,,,
br1054.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1054.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1054.hostgator.com.br,,443,https://br1054.hostgator.com.br:443,https,Apache,text/html,GET,108.167.151.85,/,-1783708853,108.167.151.85,Bootstrap,44,False,,,,,,,
br1056.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1056.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1056.hostgator.com.br,,443,https://br1056.hostgator.com.br:443,https,Apache,text/html,GET,108.167.151.90,/,-1783708853,108.167.151.90,Bootstrap,44,False,,,,,,,
br1058.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1058.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1058.hostgator.com.br,,443,https://br1058.hostgator.com.br:443,https,Apache,text/html,GET,108.167.151.95,/,-1783708853,108.167.151.95,Bootstrap,44,False,,,,,,,
br106.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br106.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br106.hostgator.com.br,,443,https://br106.hostgator.com.br:443,https,Apache,text/html,GET,192.185.176.149,/,-1783708853,192.185.176.149,Bootstrap,44,False,,,,,,,
br1060.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1060.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1060.hostgator.com.br,,443,https://br1060.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.11,/,-1783708853,69.49.241.11,Bootstrap,44,False,,,,,,,
br1062.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1062.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1062.hostgator.com.br,,443,https://br1062.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.16,/,-1783708853,69.49.241.16,Bootstrap,44,False,,,,,,,
br1064.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1064.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1064.hostgator.com.br,,443,https://br1064.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.21,/,-1783708853,69.49.241.21,Bootstrap,44,False,,,,,,,
br1066.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1066.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1066.hostgator.com.br,,443,https://br1066.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.26,/,-1783708853,69.49.241.26,Bootstrap,44,False,,,,,,,
br1068.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1068.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1068.hostgator.com.br,,443,https://br1068.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.31,/,-1783708853,69.49.241.31,Bootstrap,44,False,,,,,,,
br1070.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1070.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1070.hostgator.com.br,,443,https://br1070.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.36,/,-1783708853,69.49.241.36,Bootstrap,44,False,,,,,,,
br1072.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1072.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1072.hostgator.com.br,,443,https://br1072.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.41,/,-1783708853,69.49.241.41,Bootstrap,44,False,,,,,,,
br1074.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1074.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1074.hostgator.com.br,,443,https://br1074.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.46,/,-1783708853,69.49.241.46,Bootstrap,44,False,,,,,,,
br1076.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1076.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1076.hostgator.com.br,,443,https://br1076.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.71,/,-1783708853,69.49.241.71,Bootstrap,44,False,,,,,,,
br1080.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1080.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1080.hostgator.com.br,,443,https://br1080.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.81,/,-1783708853,69.49.241.81,Bootstrap,44,False,,,,,,,
br1082.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1082.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1082.hostgator.com.br,,443,https://br1082.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.86,/,-1783708853,69.49.241.86,Bootstrap,44,False,,,,,,,
br1088.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1088.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1088.hostgator.com.br,,443,https://br1088.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.111,/,-1783708853,69.49.241.111,Bootstrap,44,False,,,,,,,
br1090.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1090.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1090.hostgator.com.br,,443,https://br1090.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.116,/,-1783708853,69.49.241.116,Bootstrap,44,False,,,,,,,
br1092.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1092.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1092.hostgator.com.br,,443,https://br1092.hostgator.com.br:443,https,Apache,text/html,GET,69.49.241.126,/,-1783708853,69.49.241.126,Bootstrap,44,False,,,,,,,
br1094.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1094.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1094.hostgator.com.br,,443,https://br1094.hostgator.com.br:443,https,Apache,text/html,GET,162.241.203.122,/,-1783708853,162.241.203.122,Bootstrap,44,False,,,,,,,
br1096.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1096.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1096.hostgator.com.br,,443,https://br1096.hostgator.com.br:443,https,Apache,text/html,GET,162.241.63.53,/,-1783708853,162.241.63.53,Bootstrap,44,False,,,,,,,
br1098.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1098.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1098.hostgator.com.br,,443,https://br1098.hostgator.com.br:443,https,Apache,text/html,GET,162.241.63.58,/,-1783708853,162.241.63.58,Bootstrap,44,False,,,,,,,
br1104.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1104.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1104.hostgator.com.br,,443,https://br1104.hostgator.com.br:443,https,Apache,text/html,GET,162.241.63.73,/,-1783708853,162.241.63.73,Bootstrap,44,False,,,,,,,
br1106.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1106.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1106.hostgator.com.br,,443,https://br1106.hostgator.com.br:443,https,Apache,text/html,GET,162.241.63.78,/,-1783708853,162.241.63.78,Bootstrap,44,False,,,,,,,
br1108.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1108.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1108.hostgator.com.br,,443,https://br1108.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.31,/,-1783708853,50.6.138.31,Bootstrap,44,False,,,,,,,
br1114.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1114.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1114.hostgator.com.br,,443,https://br1114.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.46,/,-1783708853,50.6.138.46,Bootstrap,44,False,,,,,,,
br1116.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1116.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1116.hostgator.com.br,,443,https://br1116.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.71,/,-1783708853,50.6.138.71,Bootstrap,44,False,,,,,,,
br1118.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1118.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1118.hostgator.com.br,,443,https://br1118.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.76,/,-1783708853,50.6.138.76,Bootstrap,44,False,,,,,,,
br1120.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br1120.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br1120.hostgator.com.br,,443,https://br1120.hostgator.com.br:443,https,Apache,text/html,GET,50.6.138.81,/,-1783708853,50.6.138.81,Bootstrap,44,False,,,,,,,
