input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,tls_mismatched,csp_domains_,final_url,tls_self_signed,tls_expired
contents.internet.apps.samsung.com,起始页,200,685,contents.internet.apps.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-31T00:00:00Z,2023-11-29T23:59:59Z,"CN=*.internet.apps.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi, C=KR",*.internet.apps.samsung.com,"Samsung Electronics Co., Ltd.",internet.apps.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,6d63438190e8b03625fd7ff2a0a4bf6e,0758161addf4690b5d0838604e4c1523ac966eac18d74109e65daf67ebcc8b73,True,ctls,contents.internet.apps.samsung.com,cloudfront,443,https://contents.internet.apps.samsung.com:443,https,text/html,GET,118.193.97.155,/,255429482,118.193.97.149,Fourthwall:multicp_1_4_10,19,False,True,AmazonS3,,,,,
csr.samsung.com,,200,86,csr.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-04-03T23:59:59Z,CN=csr.samsung.com,csr.samsung.com,,csr.samsung.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,3d243dc19d05c72deeb33494a08ff19e,b910e89ebcf841868eca7ec13380780a89988bb26eb102339f038e6c626e8ae0,,ctls,csr.samsung.com,cloudfront,443,https://csr.samsung.com:443,https,text/html,GET,65.9.66.36,/,-1832408688,2600:9000:206f:fa00:d:6ff9:8980:93a1,Apache,5,False,True,Apache,,url=/main.do,,,
dc.di.runestone.samsung.com,,400,13,dc.di.runestone.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-01T00:00:00Z,2023-09-30T23:59:59Z,"CN=*.di.runestone.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.di.runestone.samsung.com,"Samsung Electronics Co., Ltd.",di.runestone.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a427aac0af887e73ea908268fb982c5a,450b16fbeb8144a416f4453db8f5091957af46d2a030a34c597152ce145c2fb8,True,ctls,dc.di.runestone.samsung.com,,443,https://dc.di.runestone.samsung.com:443,https,application/json,GET,3.38.78.40,/,1422617921,15.165.170.55,,1,False,,,,,,,
dc.dqa.samsung.com,,404,74,dc.dqa.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-06T00:00:00Z,2024-08-05T23:59:59Z,"CN=*.dqa.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.dqa.samsung.com,"Samsung Electronics Co., Ltd.",dqa.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3e85de1b337cd627af0d9d49df5602ed,bb429920eab9688d62ccbc5d47308b8a4f973ad972bcea0b1eca9c4c6b32cf64,True,ctls,dc.dqa.samsung.com,google,443,https://dc.dqa.samsung.com:443,https,text/plain,GET,34.102.182.62,/,-1446740353,34.102.182.62,HTTP/3,2,False,True,,,,,,
dev-account.samsung.com,Samsung Account,200,1112,dev-account.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-11T00:00:00Z,2023-09-09T23:59:59Z,"CN=*.samsung.com, O=Samsung Electronics Co.\,Ltd., L=Suwon-si, ST=Gyeonggi-do, C=KR",*.samsung.com,"Samsung Electronics Co.,Ltd.",samsung.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,7d60991646ea5aebc5d506ad1a5f00f0,23586e8e7712a9813f7727eb8a64d0d3222cc5046c32a760715d708dd1370a89,True,ctls,dev-account.samsung.com,cloudfront,443,https://dev-account.samsung.com:443,https,text/html,GET,18.66.112.53,/,1374457300,18.66.112.119,HSTS,25,False,True,Apache,,https://stgwwwus.samsung.com,https://dev-account.samsung.com/membership,,
dev-hdeu.sec.samsung.com,,200,1088,,,,,,,,,,,,,,,,,,,,,80,http://dev-hdeu.sec.samsung.com:80,http,text/html,GET,203.254.253.139,/,495036449,203.254.253.139,Windows Server,33,False,,Microsoft-IIS/10.0,,,,,
dev-spea.sec.samsung.com,,200,1088,dev-spea.sec.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-13T00:00:00Z,2024-07-19T23:59:59Z,"CN=dev-spea.sec.samsung.com, O=Samsung SDS Asia Pacific Pte. Ltd., L=Singapore, C=SG",dev-spea.sec.samsung.com,Samsung SDS Asia Pacific Pte. Ltd.,www.dev-spea.sec.samsung.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ec0505b1c1781427930c5b458f01d422,255d3d728c37dd699064c338b367a7c051e537baa2dccc09c49219f1ff7b5ea3,,ctls,dev-spea.sec.samsung.com,,443,https://dev-spea.sec.samsung.com:443,https,text/html,GET,203.126.64.132,/,1063934476,203.126.64.132,Apache,33,False,,Apache,,,,,
dev-spla.sec.samsung.com,,200,1088,dev-spla.sec.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-27T00:00:00Z,2023-08-27T23:59:59Z,"CN=*.sec.samsung.com, O=SAMSUNG SDS LATIN AMERICA TECNOLOGIA E LOGISTICA LTDA, L=Sao Paulo, ST=Sao Paulo, C=BR",*.sec.samsung.com,SAMSUNG SDS LATIN AMERICA TECNOLOGIA E LOGISTICA LTDA,sec.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,f4faaefa227133e53d27067b2be16df4,49308233f7b891347cae226ca8c3959ea6470807556a0f03850c6290f4c3a948,True,ctls,dev-spla.sec.samsung.com,,443,https://dev-spla.sec.samsung.com:443,https,text/html,GET,189.2.134.94,/,1592510628,189.2.134.94,HSTS,33,False,,,,,,,
dev-spwa.sec.samsung.com,SAMSUNG Sales Portal,200,11414,dev-spwa.sec.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-05-30T00:00:00Z,2023-06-03T23:59:59Z,"CN=dev-spwa.sec.samsung.com, O=SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED, L=Gurgaon, ST=Haryana, C=IN",dev-spwa.sec.samsung.com,SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED,dev-spwa.sec.samsung.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,06dbf841f5c6803b6b76d288b860bc68,fbd5b4fc468a317cf8f1296fc00e0980ae6d7b2fc3c5a60badfc3a980792caf9,,ctls,dev-spwa.sec.samsung.com,,443,https://dev-spwa.sec.samsung.com:443,https,text/html,GET,103.58.233.31,/,497697137,103.58.233.31,Java,292,False,,,,,https://dev-spwa.sec.samsung.com/login.do,,True
dev.ecom-stg.samsung.com,403 Forbidden,403,146,dev.ecom-stg.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,2023-11-10T23:59:59Z,CN=*.ecom-stg.samsung.com,*.ecom-stg.samsung.com,,ecom-stg.samsung.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,18861acb97059a648877d87910163d97,3903114f5a416ab36254c7439030e018dc92c7749353f5ac0d334548f635f94b,True,ctls,dev.ecom-stg.samsung.com,azure,443,https://dev.ecom-stg.samsung.com:443,https,text/html,GET,51.105.202.154,/,-1561873722,51.105.202.154,HSTS,8,False,True,,,*.seasam.org,,,
dev.sca.samsung.com,,503,,dev.sca.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2021-07-23T00:00:00Z,2022-07-30T23:59:59Z,"CN=*.sca.samsung.com, O=Samsung Electronics Co.\, Ltd., L=Suwon-si, ST=Gyeonggi-do, C=KR",*.sca.samsung.com,"Samsung Electronics Co., Ltd.",sca.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,06f4156fd39e9f645932ce29a511138a,8b3b75fcecf5f87170faf07fb9f87bb3028bdc48718e551bd7b0714c644c5053,True,ctls,dev.sca.samsung.com,,443,https://dev.sca.samsung.com:443,https,,GET,52.199.112.114,/,-1840324437,2400:6700:ff00::34c7:7072,,1,False,,,,,,,True
developer.account.samsung.com,Samsung Account Developer Console,403,541299,developer.account.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-05T00:00:00Z,2023-10-04T23:59:59Z,"CN=*.account.samsung.com, O=Samsung Electronics Co.\,Ltd., L=Suwon-si, ST=Gyeonggi-do, C=KR",*.account.samsung.com,"Samsung Electronics Co.,Ltd.",*.account.samsung.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,a7d1c31aa5e5428f81c7c90f86f09d83,e8017ba99e24fa0e0dd5fe58dcc603d445df31feed672a05f563d3bc49cfffbb,True,ctls,developer.account.samsung.com,cloudfront,443,https://developer.account.samsung.com:443,https,text/html,GET,65.9.66.57,/,-328672283,65.9.66.65,Amazon Web Services,235,False,True,AmazonS3,,,,,
devworkspace.developer.samsung.com,,404,,devworkspace.developer.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-08T00:00:00Z,2023-07-30T23:59:59Z,"CN=*.developer.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.developer.samsung.com,"Samsung Electronics Co., Ltd.",developer.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e0eb460c8538047fa1a133f446563f0c,2a44fe8e3511088ee9993ce1f426a8838f4f85a3b864bb08f19e404188331dae,True,ctls,devworkspace.developer.samsung.com,,443,https://devworkspace.developer.samsung.com:443,https,,GET,54.88.236.233,/,-1840324437,54.226.50.233,,1,False,,istio-envoy,,,,,
displaysolutions.samsung.com,Signage Display kaufen - Alle Modelle im Vergleich | Samsung Business DE,200,355869,www.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,www.samsung.com,,443,https://displaysolutions.samsung.com:443,https,text/html,GET,3.114.122.42,/,1678031875,35.75.45.242,Java,7829,False,,,,,https://www.samsung.com/de/business/displays/,,
dividend.samsung.com,삼성전자 배당조회 Web Service,200,13795,dividend.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-26T00:00:00Z,2024-06-25T23:59:59Z,"CN=*.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.samsung.com,"Samsung Electronics Co., Ltd.",samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,e1c5bf6bb7dc78f1d326bbdfbdde271b,d1c9cb4384ddab1a8724c7b7f01d04d376b06f728d2edeeb82635a449ff3638c,True,ctls,dividend.samsung.com,incapsula,443,https://dividend.samsung.com:443,https,text/html,GET,45.223.19.142,/,-136528391,45.223.19.142,Java,489,False,True,,,,,,
dls-udc.dqa.samsung.com,,404,74,dls-udc.dqa.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-06T00:00:00Z,2024-08-05T23:59:59Z,"CN=*.dqa.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.dqa.samsung.com,"Samsung Electronics Co., Ltd.",dqa.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,3e85de1b337cd627af0d9d49df5602ed,bb429920eab9688d62ccbc5d47308b8a4f973ad972bcea0b1eca9c4c6b32cf64,True,ctls,dls-udc.dqa.samsung.com,google,443,https://dls-udc.dqa.samsung.com:443,https,text/plain,GET,34.120.88.80,/,-1446740353,34.120.88.80,HTTP/3,2,False,True,,,,,,
dls.di.atlas.samsung.com,,404,,dls.di.atlas.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-03T00:00:00Z,2024-03-30T23:59:59Z,"CN=*.di.atlas.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.di.atlas.samsung.com,"Samsung Electronics Co., Ltd.",di.atlas.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,680cc5fcdb241c8e6441f085e1ecfab2,9310c80d5401e6ca26259b3b726dbc55cb3e8d99ca58ad5b4b22a54545a22140,True,ctls,dls.di.atlas.samsung.com,google,443,https://dls.di.atlas.samsung.com:443,https,text/html,GET,34.107.165.5,/,-917894962,34.107.165.5,HTTP/3,1,False,True,Google Frontend,,,,,
document.account.samsung.com,404 Not Found,404,350,document.account.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-05T00:00:00Z,2023-10-04T23:59:59Z,"CN=*.account.samsung.com, O=Samsung Electronics Co.\,Ltd., L=Suwon-si, ST=Gyeonggi-do, C=KR",*.account.samsung.com,"Samsung Electronics Co.,Ltd.",*.account.samsung.com,"CN=Thawte RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte RSA CA 2018,DigiCert Inc,a7d1c31aa5e5428f81c7c90f86f09d83,e8017ba99e24fa0e0dd5fe58dcc603d445df31feed672a05f563d3bc49cfffbb,True,ctls,document.account.samsung.com,cloudfront,443,https://document.account.samsung.com:443,https,text/html,GET,143.204.98.92,/,2079233721,143.204.98.93,Amazon Web Services,15,False,True,AmazonS3,,,,,
download.semiconductor.samsung.com,,404,10,download.semiconductor.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-30T00:00:00Z,2024-05-21T23:59:59Z,"CN=www.samsung.com, O=Samsung SDS Co.\, Ltd., L=Songpa-gu, ST=Seoul, C=KR",www.samsung.com,"Samsung SDS Co., Ltd.",www.semiconductor.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,5064d821b12b4ce3fee410304f161c11,6268966a4ea9a2d735f6e284439280cbce4952c629a89f1e5a7cff04cbbcf1b7,,ctls,download.semiconductor.samsung.com,,443,https://download.semiconductor.samsung.com:443,https,,GET,23.3.108.66,/,1864250944,23.3.108.66,,2,False,,AkamaiNetStorage,,,,,
dqa.bigdata.samsung.com,403,403,134,dqa.bigdata.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-04-14T23:59:59Z,"CN=*.bigdata.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.bigdata.samsung.com,"Samsung Electronics Co., Ltd.",bigdata.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ccac69a7651e66037b039eaa62f0eea,f0653da9198451fd76cd9d73965666818585e73210432c46cd8ddba18451454a,True,ctls,dqa.bigdata.samsung.com,google,443,https://dqa.bigdata.samsung.com:443,https,text/html,GET,34.120.108.95,/,1723221432,34.120.108.95,HTTP/3,1,False,True,,,,,,
dvmpro.mkt.samsung.com,,200,213,dvmpro.mkt.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-04T00:00:00Z,2023-07-31T23:59:59Z,"CN=dvmpro.mkt.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",dvmpro.mkt.samsung.com,"Samsung Electronics Co., Ltd.",www.dvmpro.mkt.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,7de87686fd4dd3984bf23863c1840660,a77d362e3bee6f3d7e8a6a9a9dc78397b8e74d5733e75a7730f3e69a4c9df5cb,,ctls,dvmpro.mkt.samsung.com,,443,https://dvmpro.mkt.samsung.com:443,https,text/html,GET,112.106.157.37,/,1595685348,112.106.157.37,,12,False,,,,,,,
ecom-stage.in.samsung.com,,404,60,ecom-stage.in.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T00:00:00Z,2023-11-10T23:59:59Z,CN=*.ecom-stg.samsung.com,*.ecom-stg.samsung.com,,ecom-stg.samsung.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,18861acb97059a648877d87910163d97,3903114f5a416ab36254c7439030e018dc92c7749353f5ac0d334548f635f94b,True,ctls,ecom-stage.in.samsung.com,,443,https://ecom-stage.in.samsung.com:443,https,application/json,GET,18.214.201.81,/,1390603384,18.211.169.16,,1,False,,,True,,,,
ecom.in.samsung.com,,404,60,ecom.in.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-06-30T00:00:00Z,2024-07-30T23:59:59Z,"CN=ecom.in.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",ecom.in.samsung.com,"Samsung Electronics Co., Ltd.",www.ecom.in.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,fc69f4f704422a57106aa1e4ace706d5,7177fb21ab0dbbc6ab8e587a8610cf1c81c43325857026b20161f50f78788dfc,,ctls,ecom.in.samsung.com,,443,https://ecom.in.samsung.com:443,https,application/json,GET,52.66.111.221,/,1390603384,13.232.176.14,,1,False,,,,,,,
ecom1.us.samsung.com,503 Service Temporarily Unavailable,503,162,ecom1.us.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2018-03-05T00:00:00Z,2020-06-07T00:00:00Z,"CN=ecom1.us.samsung.com, OU=ecommerce, O=Samsung Electronics America\, Inc., L=Ridgefield Park, ST=New Jersey, C=US",ecom1.us.samsung.com,"Samsung Electronics America, Inc.",ecom1.us.samsung.com,"CN=GeoTrust RSA CA 2018, OU=www.digicert.com, O=DigiCert Inc, C=US",GeoTrust RSA CA 2018,DigiCert Inc,037406d714b545e93a1a7f908ff7c558,a53b249471208aac070f1225406611abd31152693e450a3626ad55c1db826ecd,,ctls,ecom1.us.samsung.com,,443,https://ecom1.us.samsung.com:443,https,text/html,GET,3.222.170.192,/,1862162275,3.222.170.192,,7,False,,awselb/2.0,,,,,True
electronics.samsung.com,Method Not Allowed,405,147,,,,,,,,,,,,,,,,,,,,,80,http://electronics.samsung.com:80,http,text/html,GET,211.45.27.213,/,-601188306,211.45.27.213,,4,False,,Oracle-iPlanet-Web-Server/7.0,,,,,
email.webform.samsung.com,Email us | Samsung Support UK,200,6363,email.webform.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-10-02T23:59:59Z,CN=ceoemail.webform.samsung.com,ceoemail.webform.samsung.com,,email.webform.samsung.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,087f246b3cf8cf4eb36655ea1150e022,30cb84c79a756eb8a81c5ee0484fe36bf04f491e81e440aec0c9773a5e8d0060,,ctls,email.webform.samsung.com,,443,https://email.webform.samsung.com:443,https,text/html,GET,3.211.219.88,/,-2062187054,2600:1f18:af:af00:d7ed:624d:e457:173b,Node.js,4,False,,,,,,,
ets.support.samsung.com,,200,1341,ets.support.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-06-06T23:59:59Z,"CN=*.support.samsung.com, O=Samsung Electronics Co.\,Ltd., L=Suwon-si, ST=Gyeonggi-do, C=KR",*.support.samsung.com,"Samsung Electronics Co.,Ltd.",*.support.samsung.com,"CN=Thawte TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte TLS RSA CA G1,DigiCert Inc,94920ed1fb47cc81f7397970703ae4e1,5276192a63cfe6d4467c804d9e9ddd78dd5f29bf271b58ef2ae4ed031a697562,True,ctls,ets.support.samsung.com,,443,https://ets.support.samsung.com:443,https,text/html,GET,85.222.140.6,/,1433417005,85.222.140.13,HSTS,47,False,,sfdcedge,,,https://ets.support.samsung.com/s/,,
eu-api.mobilecare.svc.samsung.com,HTTP Status 404 – Not Found,404,431,eu-api.mobilecare.svc.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-13T00:00:00Z,2024-07-11T23:59:59Z,"CN=*.mobilecare.svc.samsung.com, O=Samsung Electronics Co.\,Ltd., L=Suwon-si, ST=Gyeonggi-do, C=KR",*.mobilecare.svc.samsung.com,"Samsung Electronics Co.,Ltd.",*.mobilecare.svc.samsung.com,"CN=Thawte TLS RSA CA G1, OU=www.digicert.com, O=DigiCert Inc, C=US",Thawte TLS RSA CA G1,DigiCert Inc,cf3b1992c8711386fe49de75bd8252d5,2ca877cff68ddc2f019933520ec49420947568075cfae10039e6fbe7b35890f1,True,ctls,eu-api.mobilecare.svc.samsung.com,,443,https://eu-api.mobilecare.svc.samsung.com:443,https,text/html,GET,3.76.13.76,/,-230353730,3.124.36.212,,1,False,,,,,,,
eu-api.shop.samsung.com,SAP Commerce Cloud - Forbidden,403,25708,eu-api.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-25T01:30:44Z,2024-07-24T01:30:44Z,"CN=SAP Commerce Cloud, O=SAP CX",SAP Commerce Cloud,SAP CX,ingress.local,"CN=SAP Commerce Cloud, O=SAP CX",SAP Commerce Cloud,SAP CX,b60c1014888b5c082cbf5e9e65e33afc,deb3feaf6ebc0eb8262984438806d31fdae4a994e7e5e794a519b6ff36d1bb7d,,ctls,eu-api.shop.samsung.com,azure,443,https://eu-api.shop.samsung.com:443,https,text/html,GET,40.113.100.30,/,-110664978,40.113.100.30,HSTS,113,False,True,*,True,,,True,
eu-images.shop.samsung.com,SAP Commerce Cloud - Forbidden,403,25708,org-eu-v2.shop.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-01T00:00:00Z,2023-11-27T23:59:59Z,"CN=*.shop.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.shop.samsung.com,"Samsung Electronics Co., Ltd.",shop.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ab51504ab7c0a322ef700b99d94b8d3d,227949b5bf1c098b0f52604ca2e98dde52fcabfdeddddcd1995ddc99fe5782b6,True,ctls,org-eu-v2.shop.samsung.com,,443,https://eu-images.shop.samsung.com:443,https,text/html,GET,184.30.20.55,/,676954042,184.30.20.55,HSTS,113,False,,*,,,https://org-eu-v2.shop.samsung.com/it,,
eu.community.samsung.com,Samsung Community UK,200,176289,eu.community.samsung.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-22T00:00:00Z,2024-06-06T23:59:59Z,"CN=secure01.lithium.com, O=Khoros\, LLC, L=Austin, ST=Texas, C=US",secure01.lithium.com,"Khoros, LLC",community.duckcreek.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,f8875ddba31547fbd02d448770982ab3,14773d36f9adb5bb292251c4f77dda60eedb8384e4b20df70f4a4ea8d57b2b6d,True,ctls,eu.community.samsung.com,cloudfront,443,https://eu.community.samsung.com:443,https,text/html,GET,18.66.122.121,/,-1840324437,2600:9000:2250:2200:8:9a78:d900:93a1,PHP,3967,False,True,Apache,,,https://eu.community.samsung.com/t5/english/ct-p/uk,,
eu.ecom-qa.samsung.com,403 Forbidden,403,152,eu.ecom-qa.samsung.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-08T00:00:00Z,2023-11-08T23:59:59Z,CN=*.ecom-qa.samsung.com,*.ecom-qa.samsung.com,,ecom-qa.samsung.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,1c530eb92b1a528c4185522802d86fc2,be2c8e278498989713552cef9707bfa69c4add3d13d0bb9a8730a32d4e003089,True,ctls,eu.ecom-qa.samsung.com,,443,https://eu.ecom-qa.samsung.com:443,https,text/html,GET,54.86.159.84,/,-1382495323,54.86.159.84,HSTS,8,False,,,,*.seasam.org,,,
eu.yourservice.samsung.com,,500,75,eu.yourservice.samsung.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-07-06T00:00:00Z,2023-07-30T23:59:59Z,"CN=*.yourservice.samsung.com, O=Samsung Electronics Co.\, Ltd., ST=Gyeonggi-do, C=KR",*.yourservice.samsung.com,"Samsung Electronics Co., Ltd.",yourservice.samsung.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,89e978c7d764e95d63f4c20f46d8ff6e,eec29fa3f92d5b8c31131360488454579ad44eca56b46fa0c347bec048e9340c,True,ctls,eu.yourservice.samsung.com,,443,https://eu.yourservice.samsung.com:443,https,text/html,GET,210.118.78.185,/,1825611437,210.118.78.185,,1,False,,,,,,,
