input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,cdn_name,webserver,tech_,cdn,tls_subject_org_,final_url,tls_expired,tls_self_signed,tls_emails_,location
appbeheer-vlaamsetoetsen-app.onderwijs-stage.vlaanderen.be,Applicatie beheer,200,1910,appbeheer-vlaamsetoetsen-app.onderwijs-stage.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-05T00:00:00Z,2024-05-04T23:59:59Z,CN=appbeheer-vlaamsetoetsen-app.onderwijs-stage.vlaanderen.be,appbeheer-vlaamsetoetsen-app.onderwijs-stage.vlaanderen.be,appbeheer-vlaamsetoetsen-app.onderwijs-stage.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,17e2d73ebe09a9009da3d03b00abadf5,718fd76eec2e6cecfaec5ed7e50dae696d1cc6f21919863f329245f447870cdc,,ctls,appbeheer-vlaamsetoetsen-app.onderwijs-stage.vlaanderen.be,443,https://appbeheer-vlaamsetoetsen-app.onderwijs-stage.vlaanderen.be:443,https,text/html,GET,108.138.7.123,/,-1910796134,108.138.7.30,59,False,https://*.gstatic.com,cloudfront,AmazonS3,HSTS,True,,,,,,
applicatiebeheer-cresco-app.onderwijs-dev.vlaanderen.be,Applicatie beheer,200,1737,applicatiebeheer-cresco-app.onderwijs-dev.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-06-12T00:00:00Z,2024-07-10T23:59:59Z,CN=applicatiebeheer-cresco-app.onderwijs-dev.vlaanderen.be,applicatiebeheer-cresco-app.onderwijs-dev.vlaanderen.be,www.applicatiebeheer-cresco-app.onderwijs-dev.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,de4ec3746c26c31d769915bea2c96c43,7815909fd29f7511d5e2c7f9000ee81235fa8fa2623263b3b00bb9d605d0ade8,,ctls,applicatiebeheer-cresco-app.onderwijs-dev.vlaanderen.be,443,https://applicatiebeheer-cresco-app.onderwijs-dev.vlaanderen.be:443,https,text/html,GET,99.86.4.116,/,-1357146596,99.86.4.64,27,False,https://*.google-analytics.com,cloudfront,AmazonS3,HSTS,True,,,,,,
applicatiebeheer-domus-app.onderwijs-dev.vlaanderen.be,Applicatie beheer,200,1737,applicatiebeheer-domus-app.onderwijs-dev.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-19T00:00:00Z,2024-04-16T23:59:59Z,CN=*.applicatiebeheer-domus-app.onderwijs-dev.vlaanderen.be,*.applicatiebeheer-domus-app.onderwijs-dev.vlaanderen.be,applicatiebeheer-domus-app.onderwijs-dev.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8f543e4e3a603c08bd185e72f6c57425,eb5f5d9b6591b13455782d4c8b63e8779ff11324fa1ecd7d9c99dccc4579daad,True,ctls,applicatiebeheer-domus-app.onderwijs-dev.vlaanderen.be,443,https://applicatiebeheer-domus-app.onderwijs-dev.vlaanderen.be:443,https,text/html,GET,108.138.7.4,/,401912191,108.138.7.7,27,False,https://www.google-analytics.com,cloudfront,AmazonS3,HSTS,True,,,,,,
applicatiebeheer-domus-app.onderwijs-stage.vlaanderen.be,Applicatie beheer,200,1910,applicatiebeheer-domus-app.onderwijs-stage.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-27T00:00:00Z,2024-04-24T23:59:59Z,CN=*.applicatiebeheer-domus-app.onderwijs-stage.vlaanderen.be,*.applicatiebeheer-domus-app.onderwijs-stage.vlaanderen.be,applicatiebeheer-domus-app.onderwijs-stage.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,43518eee7bbc989a6f1eb36bb8ac38b9,2de8ba1fbf77cdeedb43b8e29c8420e2aeb804340a065230829231145c2bab7a,True,ctls,applicatiebeheer-domus-app.onderwijs-stage.vlaanderen.be,443,https://applicatiebeheer-domus-app.onderwijs-stage.vlaanderen.be:443,https,text/html,GET,108.138.17.54,/,-1147718579,108.138.17.111,59,False,https://*.gstatic.com,cloudfront,AmazonS3,HSTS,True,,,,,,
applicatiebeheer-domus-app.vlaanderen.be,Applicatie beheer,200,1910,applicatiebeheer-domus-app.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-01T00:00:00Z,2024-04-29T23:59:59Z,CN=*.applicatiebeheer-domus-app.vlaanderen.be,*.applicatiebeheer-domus-app.vlaanderen.be,applicatiebeheer-domus-app.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6614762bb57f6b22bd994a1f6428c924,acead2642558b5352260113cbe9efb7b7132f63754b7d9e2c1ff84b19770cbb2,True,ctls,applicatiebeheer-domus-app.vlaanderen.be,443,https://applicatiebeheer-domus-app.vlaanderen.be:443,https,text/html,GET,13.224.189.56,/,-1147718579,2600:9000:20eb:8000:8:3ddc:e4c0:93a1,59,False,https://*.gstatic.com,cloudfront,AmazonS3,HSTS,True,,,,,,
applicatiebeheer-naric-app.onderwijs-dev.vlaanderen.be,Applicatie beheer,200,1737,applicatiebeheer-naric-app.onderwijs-dev.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-01T00:00:00Z,2024-02-14T23:59:59Z,CN=applicatiebeheer-naric-app.onderwijs-dev.vlaanderen.be,applicatiebeheer-naric-app.onderwijs-dev.vlaanderen.be,*.applicatiebeheer-naric-app.onderwijs-dev.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cd98309c6c9257e645c41738c9398871,c7253aeddd97299d57b5f9ee243921c73672a87f7537b17bf412f8412e0b22de,True,ctls,applicatiebeheer-naric-app.onderwijs-dev.vlaanderen.be,443,https://applicatiebeheer-naric-app.onderwijs-dev.vlaanderen.be:443,https,text/html,GET,99.86.4.40,/,-1475860960,99.86.4.102,27,False,https://*.vlaanderen.be,cloudfront,AmazonS3,HSTS,True,,,,,,
applicatiebeheer-naric-app.onderwijs-stage.vlaanderen.be,Applicatie beheer,200,1713,applicatiebeheer-naric-app.onderwijs-stage.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-02-23T00:00:00Z,2024-01-06T23:59:59Z,CN=applicatiebeheer-naric-app.onderwijs-stage.vlaanderen.be,applicatiebeheer-naric-app.onderwijs-stage.vlaanderen.be,www.applicatiebeheer-naric-app.onderwijs-stage.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f289fe093e8aa3718dfe5ca8ed3e77ec,594f3673f92bd7205e68c6db7428227b51ce2eec2a8a055791f321331a8a7e29,,ctls,applicatiebeheer-naric-app.onderwijs-stage.vlaanderen.be,443,https://applicatiebeheer-naric-app.onderwijs-stage.vlaanderen.be:443,https,text/html,GET,18.66.97.87,/,148113267,18.66.97.104,27,False,https://*.google-analytics.com,cloudfront,AmazonS3,HSTS,True,,,,,,
applicatiebeheer-stlbo-app.onderwijs-stage.vlaanderen.be,Applicatie beheer,200,1713,applicatiebeheer-stlbo-app.onderwijs-stage.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=applicatiebeheer-stlbo-app.onderwijs-stage.vlaanderen.be,applicatiebeheer-stlbo-app.onderwijs-stage.vlaanderen.be,www.applicatiebeheer-stlbo-app.onderwijs-stage.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,aa90b4def7863f369b4cd55f2f53a13c,3a996544f958b8b2eda5a8a59fe310ef2ace5728179dad8971664cc2ae977163,,ctls,applicatiebeheer-stlbo-app.onderwijs-stage.vlaanderen.be,443,https://applicatiebeheer-stlbo-app.onderwijs-stage.vlaanderen.be:443,https,text/html,GET,13.32.121.33,/,606109619,13.32.121.74,27,False,https://*.google-analytics.com,cloudfront,AmazonS3,HSTS,True,,,,,,
applicatiebeheer-toelatingen-beheer-stl-app.onderwijs-stage.vlaanderen.be,Applicatie beheer,200,1713,applicatiebeheer-toelatingen-beheer-stl-app.onderwijs-stage.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-12T00:00:00Z,2024-04-09T23:59:59Z,CN=*.onderwijs-stage.vlaanderen.be,*.onderwijs-stage.vlaanderen.be,www.applicatiebeheer-toelatingen-beheer-stl-app.onderwijs-stage.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b723ac5656ac467caad78e54f3b853a6,8ea0b8741252add31b1fd19af257757fa4aa87b1a57ffe973f147de576838414,True,ctls,applicatiebeheer-toelatingen-beheer-stl-app.onderwijs-stage.vlaanderen.be,443,https://applicatiebeheer-toelatingen-beheer-stl-app.onderwijs-stage.vlaanderen.be:443,https,text/html,GET,143.204.98.35,/,-865841417,143.204.98.119,27,False,https://*.vlaanderen.be,cloudfront,AmazonS3,HSTS,True,,,,,,
apps-dev.mow.vlaanderen.be,Wegbeheerder van Vlaamse gewest- en snelwegen - Agentschap Wegen en Verkeer,200,45655,www.wegenenverkeer.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-05T01:03:02Z,2023-09-03T01:03:01Z,CN=*.wegenenverkeer.be,*.wegenenverkeer.be,wegenenverkeer.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,91c351fbc65487f04c02c28da7563a25,f96460e710557188507446bb3d5d9c9e59390f71d8e55ca1580db67e21c52706,True,ctls,www.wegenenverkeer.be,443,https://apps-dev.mow.vlaanderen.be:443,https,text/html,GET,34.248.173.34,/,1916569140,34.248.173.34,838,False,,,awv,YouTube,,,https://www.wegenenverkeer.be/,,,,
apps.mow.vlaanderen.be,Wegbeheerder van Vlaamse gewest- en snelwegen - Agentschap Wegen en Verkeer,200,45655,www.wegenenverkeer.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-06-05T01:03:02Z,2023-09-03T01:03:01Z,CN=*.wegenenverkeer.be,*.wegenenverkeer.be,wegenenverkeer.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,91c351fbc65487f04c02c28da7563a25,f96460e710557188507446bb3d5d9c9e59390f71d8e55ca1580db67e21c52706,True,ctls,www.wegenenverkeer.be,443,https://apps.mow.vlaanderen.be:443,https,text/html,GET,34.248.173.34,/,1916569140,34.248.173.34,838,False,,,awv,YouTube,,,https://www.wegenenverkeer.be/,,,,
archief-ti.vlaanderen.be,Archiefoverdracht,200,4040,archief-ti.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2023-09-23T23:59:59Z,CN=dav-ti.digihaven.be,dav-ti.digihaven.be,serieregister-ti.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cd7d6f3ac2d28373fa6bd54b9d205d30,572f73cfc6e4052ad8408864673d3b6adf9d103502440a12f85fb7bbc10a788e,,ctls,archief-ti.vlaanderen.be,443,https://archief-ti.vlaanderen.be:443,https,text/html,GET,54.228.97.90,/,-152163544,52.30.151.175,32,False,,,nginx/1.23.4,Nginx:1.23.4,,,,,,,
argus.wse.vlaanderen.be,Kaseware,200,29834,argus.wse.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-15T00:00:00Z,2024-06-12T23:59:59Z,CN=argus.wse.vlaanderen.be,argus.wse.vlaanderen.be,argus.wse.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f0b0d7327abff9ef05a391fe09e3204b,77cafe1e19276ba18f8bb8840bce5574a8e2af85608df8599eb52bf27512a459,,ctls,argus.wse.vlaanderen.be,443,https://argus.wse.vlaanderen.be:443,https,text/html,GET,52.209.49.144,/,1672260926,34.241.214.232,116,False,,,Microsoft IIS/10.0,HSTS,,,,,,,
armoede.vlaanderen.be,Armoede - DWVG |,200,34967,armoede.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-01T02:12:19Z,2023-09-29T02:12:18Z,CN=armoede.vlaanderen.be,armoede.vlaanderen.be,www.armoede.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2fcafaf82687027f3118d380b30dfb58,a8349e71aacb89658de026d6e0543ffb412ddc774068cc2b3ef317e29bc9eb39,,ctls,armoede.vlaanderen.be,443,https://armoede.vlaanderen.be:443,https,text/html,GET,194.32.153.24,/,-1280846966,194.32.153.24,441,False,,,,PHP,,,,,,,
assets.vlaanderen.be,Vlaanderen.be | De officiële website van Vlaanderen,200,73742,www.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-24T07:22:58Z,2023-08-22T07:22:57Z,CN=www.vlaanderen.be,www.vlaanderen.be,www.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cf901e83137fb17e897d49b8cc0c3008,865558ead2b333d4bfffa438ede7a493ca07cc7dcaff88de943400ba9efed612,,ctls,www.vlaanderen.be,443,https://assets.vlaanderen.be:443,https,text/html,GET,2.19.126.87,/,-624805968,2a02:26f0:780::210:a440,22,False,,,,Vue.js,,,https://www.vlaanderen.be,,,,
auth.modular2.vlaanderen.be,404 Not Found,404,146,auth.modular2.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-06-15T00:00:00Z,2024-06-14T23:59:59Z,"CN=modular2.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, ST=Brussels Hoofdstedelijk Gewest, C=BE",modular2.vlaanderen.be,wwwforms.modular2.vlaanderen.be,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,342a4be51d4a1c56b96c9dc2968906d3,201759012c0baae3e9c0e9aeea18a45bd6cf23493f457a18d91e059d8423b741,,ctls,auth.modular2.vlaanderen.be,443,https://auth.modular2.vlaanderen.be:443,https,text/html,GET,193.191.242.72,/,1494302000,193.191.242.72,8,False,,,nginx,Nginx,,Ministeries van de Vlaamse Gemeenschap,,,,,
auth.vlaanderen.be,Aanmelden voor Profielbeheer *,200,23026,auth.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-22T00:00:00Z,2024-06-21T23:59:59Z,CN=*.auth.vlaanderen.be,*.auth.vlaanderen.be,auth.vlaanderen.be,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,719d8e7be54fdc025748d7c8e0bb70d9,2369179e6304e2d62c017e15ad239c59bc8a05a64344a71d2e757dc205b7cd82,True,ctls,auth.vlaanderen.be,443,https://auth.vlaanderen.be:443,https,text/html,GET,52.174.3.26,/,1928495318,52.174.3.26,310,False,https://fb85a2d9e9187b9e1c9a66d48efae7ad.report-uri.com/r/d/csp/enforce,azure,,HSTS,True,,https://auth.vlaanderen.be/sts/?wa=wsignin1.0&wtrealm=urn%3ainformatievlaanderen.be%2fprofile&wctx=rm%3d0%26id%3dpassive%26ru%3d%252fprofiles%252f&wct=2023-07-19T03%3a17%3a20Z&wreply=https%3a%2f%2fauth.vlaanderen.be%2fprofiles%2f,,,,
authenticatie.vlaanderen.be,Toegangsbeheer,200,44409,authenticatie.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,authenticatie.vlaanderen.be,443,https://authenticatie.vlaanderen.be:443,https,text/html,GET,34.241.153.22,/,1720527922,54.155.58.64,1495,False,,,nginx,Nginx,,Ministeries van de Vlaamse Gemeenschap,https://authenticatie.vlaanderen.be/docs/,,,,
autodiscover.burgerprofiel.vlaanderen.be,,401,,autodiscover-service.mail.eu-west-1.awsapps.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-07-17T00:00:00Z,2024-08-13T23:59:59Z,CN=autodiscover-service.mail.eu-west-1.awsapps.com,autodiscover-service.mail.eu-west-1.awsapps.com,autodiscover-service.mail.eu-west-1.awsapps.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ba9fdc94924287d66ed03e4cb29e9e05,27662fcff9df20d88d9ea848820f7f34af76a5f2ba1bbd15bd39c3f4e939d0d2,,ctls,autodiscover-service.mail.eu-west-1.awsapps.com,80,http://autodiscover.burgerprofiel.vlaanderen.be:80,http,,GET,54.171.7.95,/,-1840324437,34.240.243.59,1,False,,,,Basic,,,https://autodiscover-service.mail.eu-west-1.awsapps.com:443/,,,,
autodiscover.ilvo.vlaanderen.be,Sign in to Outlook,200,38774,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,,ctls,login.microsoftonline.com,80,http://autodiscover.ilvo.vlaanderen.be:80,http,text/html,GET,52.98.171.248,/,-1249852061,2603:1026:c0d:73::8,95,False,,,,HSTS,,Microsoft Corporation,https://login.microsoftonline.com/common/oauth2/authorize?client_id=00000002-0000-0ff1-ce00-000000000000&redirect_uri=https%3a%2f%2foutlook.office365.com%2fowa%2f&resource=00000002-0000-0ff1-ce00-000000000000&response_mode=form_post&response_type=code+id_token&scope=openid&msafed=1&msaredir=1&client-request-id=ac7388d4-922d-a224-0441-1b1369917e4a&protectedtoken=true&claims=%7b%22id_token%22%3a%7b%22xms_cc%22%3a%7b%22values%22%3a%5b%22CP1%22%5d%7d%7d%7d&domain_hint=ilvo.vlaanderen.be&nonce=638253334446125634.6ccc93e6-6596-4998-b5ca-584c79c9bef6&state=DctBDsIgEEBR0Lu4g2oHpsyi8SzDMCZNakmo4vVl8f7uW2PMdbgM9j5iFoQ0RwAIIeBjjgjBo4gQKDqMhC4QJZejsIspyEJCWV9ox-un-uPp2ZT397rtvfq-Mx9Fmx4-662Xlb-fWrZTatf2Bw,,,,
autodiscover.lv.vlaanderen.be,,503,798,autodiscover.lv.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-03T00:00:00Z,2024-07-02T23:59:59Z,"CN=lv.vlaanderen.be, O=Departement Landbouw en Visserij - hoofdzetel, ST=Brussels Hoofdstedelijk Gewest, C=BE",lv.vlaanderen.be,www.lv.vlaanderen.be,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,4935a4bfe4ef9a706084377b5802f6a5,29f43ee579b9d85594267c652eb20d7ded93c5055569c9f35866e214aaedade5,,ctls,autodiscover.lv.vlaanderen.be,443,https://autodiscover.lv.vlaanderen.be:443,https,text/html,GET,193.190.131.9,/,-1895070927,193.190.131.9,2,False,,,,,,Departement Landbouw en Visserij - hoofdzetel,,,,,
autodiscover.mow.vlaanderen.be,Vlaanderen,200,14887,authenticatie.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,authenticatie.vlaanderen.be,80,http://autodiscover.mow.vlaanderen.be:80,http,text/html,GET,52.97.181.72,/,-1249852061,2603:1026:c0d:82a::8,268,False,,,nginx,Nginx,,Ministeries van de Vlaamse Gemeenschap,https://authenticatie.vlaanderen.be/stb/html/pages?TAM_OP=login&ERROR_CODE=0x00000000&ERROR_TEXT=HPDBA0521I%20%20%20Successful%20completion&URL=%2Fsps%2Fvidp%2Fsaml20%2Flogin%3FSAMLRequest%3DfZFBS8QwFIT%252fSsi9Tdus1g3dwrKLUFARFQ%252fe0vTVDaRJzUtX%252ffem7UmFvQ4zb%252bbjVSgHM4r9FE72CT4mwECa447qLinzNms3fZFwnqlk03GZbK%252byMoG23%252fKrrr25zhQlr%252bBRO7ujRZpR0iBO0FgM0oYoZQVPYiLfvmRc5KXgPOW8fKPkGHu0lWFJnkIYUTAm4wiwQauoQ3o2UtoOPNi0BYYjsrPuRjbvLTJm3Lu2lBycRZirJm%252bFk6hRWDkAiqDE8%252f7%252bTsRVQq0mMVkcQeleQ0fJ12AsioX%252bcnr0LjjlDK2rhc6v0cshiQh%252bpqP1TBfhMOAfJNn1yKLtrBUgC37CULG1oq7WtzzEw83x0Rmtvsmt84O8gJqn%252baLE1%252fWL9Tfw3hj3efAgA%252bxobANKWF2x%252f%252f%252bvfwA%253d%26RelayState%3D2beee75a-de32-4261-84d9-d714cd2ed610%26Signature%3DGSuuo%252fgIQZAQPBTbDgBoPiH9H6zfJ8JlSeISaFF6PYBKdB8r58XYfymnRmNWBdG6ULTJ4EWXgXs4oos%252fJLbY93F9w2cGLlDs7Z%252fnxIZBzomr9sfDXPGI8%252ffciwqTKPfg8ZRTzMuGTf1ntASVaesdaGewC%252bIYQmrfdkjeKEYppiEWr%252blQmEG1hRhlPqHlj0TKYB1Mi0ckLms%252b76fdujO0G%252bwUhpekYVWdVJb2oT77KbJCvtVE74XhDkBZ4CV8%252bTSe1cVb7w2cEqS8%252bNb7OEuKIfDYrfu%252foex7pP8boz%252bKU9Katq0p475%252fxrDpAfOW7rpO1u96JY3QG5CNSndtPaq%252fAV2vV8F0Aik1Tb0k08Lh%252fMbrTyTEQhsPg%252fQF%252b0Nhtm3b0uONEljV%252fGxr5npFctK2isrHUwhROYfeXl3UsdzLFT3Wy6woqpBqmW8EIAIVksLoIezd2OSfA34UMxP%252f8LKOu%252fHMh%252bUSZFpvCJ1Rc5TuSPUemPvl3wqzOJKS%252fmlzp6HEGukuQxVbAnHkcDtbapm2gE4AiQhtLJ7PhqjM06AMcR8tFTf%252fa7588gLcDM%252bogp7pbDJqZkm22Qpx1fKsllXEZ7H35C8aIb4vA2b6NTM1dOvZ21jhgpJNXbfkDLHVsUi6iNxssjBPhvJJfalq2hWYKMnQ2pb2Z2YKfkpq2A3BqQk%253d%26SigAlg%3Dhttp%253a%252f%252fwww.w3.org%252f2001%252f04%252fxmldsig-more%2523rsa-sha256%26client-request-id%3D966a5831-63ba-66bf-2f65-43c6dff3b818&HOSTNAME=authenticatie.vlaanderen.be&AUTHNLEVEL=&PROTOCOL=https,,,,
