new,host,a,cname,soa,caa,status_code,cdn,cdn-name,mx,ns,txt,aaaa,has_internal_ips,internal_ips
,production-eu03.underarmour.co.uk,,"commcloud.production-eu03-underarmour-co-uk.cc-ecdn.net, commcloud.production-eu03-underarmour-co-uk.cc-ecdn.net.cdn.cloudflare.net","ns1.cloudflare.net, dns.cloudflare.com",,NOERROR,True,cloudflare,,,,,,
,prototype.underarmour.com,104.130.47.83,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,pt.mapmyfitness.com,"13.224.189.31, 13.224.189.49, 13.224.189.41, 13.224.189.52",mapmyfitness.com,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"mx1.ua.iphmx.com, mx2.ua.iphmx.com","ns-1108.awsdns-10.org, ns-1855.awsdns-39.co.uk, ns-408.awsdns-51.com, ns-654.awsdns-17.net","MS=ms37790606, facebook-domain-verification=c3gbdfdjok9dh5lqbj38d3rz5irepr, google-site-verification=Q2epMmOxfdLgt5cIquPR7VyixmA7p_92IsLurJX21FU, include:_spf.google.com ip4:208.73.5.15 ip4:198.101.229.105 ?all, o3dRlQD190cP20HQ1wEDj22KvS55eknscjOSL5bIa7s4tbGBnAn8fd6koJFZA7wy96iNYThgeqNWX2od53JMmw==, v=spf1 a mx include:sendgrid.net include:mailseat.com include:mail.zendesk.com include:spf.protection.outlook.com  ~all",,,
,pt.mapmyride.com,"13.224.189.41, 13.224.189.49, 13.224.189.52, 13.224.189.31",mapmyride.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,"mx1.emailsrvr.com, mx2.emailsrvr.com","ns-1291.awsdns-33.org, ns-193.awsdns-24.com, ns-2002.awsdns-58.co.uk, ns-616.awsdns-13.net",facebook-domain-verification=eohyqzox3bbhdq3palr74wbo38xt0m,,,
,pt.mapmyrun.com,,mapmyrun.com,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,pth.underarmour.com,74.121.50.47,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,"mail4546.fit.underarmour.com, mail5383.pth.underarmour.com, mail5382.cf.underarmour.com, reply.pth.underarmour.com",,v=spf1 ip4:208.73.5.15 ip4:74.112.71.44 ip4:74.112.71.47 -all,,,
,pub.emails.underarmour.com,136.147.129.35,pub.s7.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,
,pub.mapmyfitness.underarmour.com,136.147.129.35,pub.s7.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,
,pub.mfp.underarmour.com,136.147.129.35,pub.s7.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,
,pub.uarecord.underarmour.com,136.147.129.35,pub.s7.exacttarget.com,"ns1.exacttarget.com, hostmaster.exacttarget.com",,NOERROR,,,,,,,,
,publish.adobe.underarmour.com,,under-armour-brand-prod.adobecqms.net,"ns-1643.awsdns-13.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,puppet.mapmyfitness.com,10.183.248.104,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,10.183.248.104
,puppet02.mapmyfitness.com,67.192.161.203,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,pypi.mapmyfitness.com,10.208.172.24,repo.mapmyfitness.com,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,10.208.172.24
,qa1.ua.com,172.24.96.111,,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,True,172.24.96.111
,qa2.ua.com,172.24.96.112,,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,True,172.24.96.112
,qualcomm-bci.cisco.com,173.36.109.240,bci-alln-cpc5-lb-1.cisco.com,"ns1.cisco.com, postmaster.cisco.com",,NOERROR,,,,,,,,
,qualcomm-cust.opera-mini.net,82.145.209.253,server4.operamini.com,,,NOERROR,,,,"n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, h14-04-06.opera-mini.net",,,,
,qualcomm65-test.odoo.com,,,"ns0.odoo.com, admin.odoo.com",,NOERROR,,,,,,,,
,raijin44.underarmour.co.uk,204.74.99.103,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,ratke.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, sectigo.com, letsencrypt.org",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,record.underarmour.com,35.245.59.153,,"ns-830.awsdns-39.net, awsdns-hostmaster.amazon.com",,NOERROR,True,google,"mail4546.fit.underarmour.com, mail4547.record.underarmour.com, mail5382.cf.underarmour.com, mail5383.pth.underarmour.com, reply.record.underarmour.com","ns-1737.awsdns-25.co.uk, ns-405.awsdns-50.com, ns-830.awsdns-39.net, ns-1070.awsdns-05.org",v=spf1 ip4:208.73.5.15 ip4:208.73.5.16 ip4:74.112.71.44 ip4:74.112.71.47 -all,,,
,redirector-vaccinetemperature.underarmour.co.uk,204.74.99.103,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,reply.cf.underarmour.com,74.121.50.42,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,reply.cf.underarmour.com,,v=spf1 a ip4:208.73.5.15 ip4:74.112.71.44 ip4:74.112.71.47 -all,,,
,reply.fit.underarmour.com,74.121.50.42,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,reply.fit.underarmour.com,,v=spf1 a ip4:208.73.5.15 ip4:74.112.71.44 ip4:74.112.71.47 -all,,,
,reply.mail.mapmyfitness.com,74.121.50.42,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,reply.mail.mapmyfitness.com,"ns-1108.awsdns-10.org, ns-1855.awsdns-39.co.uk, ns-408.awsdns-51.com, ns-654.awsdns-17.net",v=spf1 a ip4:208.73.5.15 ip4:208.73.5.16 -all,,,
,reply.pth.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,reply.record.underarmour.com,74.121.50.42,,"ns-830.awsdns-39.net, awsdns-hostmaster.amazon.com",,NOERROR,,,reply.record.underarmour.com,,v=spf1 a ip4:208.73.5.15 ip4:208.73.5.16 ip4:74.112.71.44 ip4:74.112.71.47 -all,,,
,repo.mapmyfitness.com,10.208.172.24,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,10.208.172.24
,reporting.mapmyfitness.com,,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,returns.underarmour.com,"96.45.83.103, 96.45.83.195, 96.45.82.74, 96.45.82.161",,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,review.mapmyfitness.com,172.30.8.93,review.uacf.io,"ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,172.30.8.93
,reviews.underarmour.com,"108.138.85.29, 108.138.85.112, 108.138.85.7, 108.138.85.45, 205.251.192.149, 205.251.194.181, 205.251.197.188, 205.251.198.219","underarmour.ugc.bazaarvoice.com, dpybua5gyk3t0.cloudfront.net","ns-149.awsdns-18.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-693.awsdns-22.net, ns-1755.awsdns-27.co.uk, ns-149.awsdns-18.com, ns-1468.awsdns-55.org",,"2600:9000:2509:cc00:7:44f0:9100:93a1, 2600:9000:2509:9e00:7:44f0:9100:93a1, 2600:9000:2509:de00:7:44f0:9100:93a1, 2600:9000:2509:6600:7:44f0:9100:93a1, 2600:9000:2509:1600:7:44f0:9100:93a1, 2600:9000:2509:1e00:7:44f0:9100:93a1, 2600:9000:2509:b400:7:44f0:9100:93a1, 2600:9000:2509:d000:7:44f0:9100:93a1",,
,rich.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,
,rivalry.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","letsencrypt.org, sectigo.com, digicert.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,roadtoglory.ua.com,72.3.143.102,,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,roadtoglory.underarmour.com,104.130.47.83,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,rogachev.underarmour.co.uk,204.74.99.103,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,rollouts.api.ua.com,"54.85.19.3, 35.172.152.119, 54.80.69.143",us-green-external.uacf.io,"ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,rs01.mapmyfitness.com,209.114.37.211,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,run.underarmour.com,104.130.47.83,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,salt.mapmyfitness.com,10.209.35.170,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,10.209.35.170
,sb-dev01.ecm.underarmour.com,"76.76.21.93, 76.76.21.123",cname.vercel-dns.com,"dns1.p07.nsone.net, hostmaster.nsone.net","globalsign.com, sectigo.com, letsencrypt.org",NOERROR,,,,,,,,
,sb-dev02.ecm.underarmour.com,"76.76.21.164, 76.76.21.22",cname.vercel-dns.com,"dns1.p07.nsone.net, hostmaster.nsone.net","letsencrypt.org, globalsign.com, sectigo.com",NOERROR,,,,,,,,
,sb-devmain.ecm.underarmour.com,,cname.vercel-dns.com,,,NOERROR,,,,,,,,
,sb473.ecm.underarmour.com,"76.76.21.123, 76.76.21.98",cname.vercel-dns.com,"dns1.p07.nsone.net, hostmaster.nsone.net",,NOERROR,,,,,,,,
,scbnapigateway.underarmour.co.uk,204.74.99.103,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,secure.mapmyfitness.com,72.3.205.135,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,secure.vivaelagua.com.mx,54.209.86.38,,"dns04.unilever.com, postmaster.dns04.unilever.com",,NOERROR,,,,,,,,
,securelab.underarmour.com,204.29.197.15,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,selfcareirl.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,selfie.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,
,sendgrid.mapmyfitness.com,,u3449924.wl175.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,mx.sendgrid.net,,,,,
,sendgrid.underarmour.com,,u1828302.wl053.sendgrid.net,"aisha.ns.cloudflare.com, dns.cloudflare.com",,NOERROR,,,mx.sendgrid.net,,v=spf1 ip4:167.89.0.16 ip4:167.89.0.160 ip4:167.89.100.144 ip4:167.89.56.247 ip4:167.89.64.7 ip4:167.89.64.70 ip4:167.89.64.72 ip4:167.89.71.63 -all,,,
,sentry.mapmyfitness.com,"172.28.174.25, 172.28.195.40, 172.28.133.178","sentry.uacf.io, us-green-internal.uacf.io","ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,"ns-1155.awsdns-16.org, ns-1946.awsdns-51.co.uk, ns-383.awsdns-47.com, ns-562.awsdns-06.net",,,True,"172.28.174.25, 172.28.195.40, 172.28.133.178"
,sh.guest.underarmour.com,10.56.84.64,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,True,10.56.84.64
,shar.ua.com,54.144.128.85,,,,NOERROR,,,,,,,,
,sharepoint.underarmour.com,204.29.196.115,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,shaucvcse01.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,shaucvcse02.underarmour.com,202.65.196.171,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,shop-api-staging.underarmour.com,23.2.209.151,"san.underarmour.com.edgekey.net, e5142.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,shop-content.underarmour.com,,d318u54sem78if.cloudfront.net,"ns-1432.awsdns-51.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,shop.ua.com,,,"ns-286.awsdns-35.com, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,shop.underarmour.com,"205.251.193.42, 205.251.195.95, 205.251.197.212, 205.251.198.54",,"ns-298.awsdns-37.com, awsdns-hostmaster.amazon.com",letsencrypt.org,NOERROR,,,,"ns-1492.awsdns-58.org, ns-863.awsdns-43.net, ns-298.awsdns-37.com, ns-1590.awsdns-06.co.uk",,,,
,siies.underarmour.co.uk,204.74.99.103,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,sitetools.underarmour.com,173.203.167.160,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,sjc-expressway-edge-01.underarmour.com,204.29.196.91,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,smetrics.underarmour.co.uk,,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,snc.gslb.underarmour.com,,,,,NOERROR,,,,,,,,
,snc.underarmour.com,27.111.195.8,snc.gslb.underarmour.com,,,NOERROR,,,,,,,,
,snctest-c.underarmour.com,204.29.196.140,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,spam.underarmour.com,68.232.128.201,"dh737-euq1.iphmx.com, f4-proxy.iphmx.com","ns1-93.akam.net, stbu-hostmaster\@cisco.com",,NOERROR,,,,,,,,
,sparks.myfitnesspal.com,"104.18.27.189, 104.18.26.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,
,split.myfitnesspal.com,"172.25.252.99, 172.25.237.139, 172.25.242.225",split-synchronizer-prod.internal.us.mfp.dev,"ns-1849.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,"172.25.252.99, 172.25.237.139, 172.25.242.225"
,stage-about.underarmour.com,"151.101.3.10, 151.101.67.10, 151.101.131.10, 151.101.195.10","cdn.adobeaemcloud.com, adobe-aem.map.fastly.net","ns1.fastly.net, hostmaster.fastly.com",,NOERROR,True,fastly,,,,,,
,staging-na04.ecm.underarmour.com,"76.76.21.9, 76.76.21.61",cname.vercel-dns.com,"dns1.p07.nsone.net, hostmaster.nsone.net","globalsign.com, sectigo.com, letsencrypt.org",NOERROR,,,,,,,,
,staging-team.underarmour.com,104.130.106.163,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,staging.mapmyfitness.com,"35.172.152.119, 54.85.19.3, 54.80.69.143",us-green-external.uacf.io,"ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,staging.underarmour.co.uk,151.106.151.11,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,staging.underarmour.com,,"san.underarmour.com.edgekey.net, e5142.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,static.mapmyfitness.com,"143.204.231.88, 143.204.231.85, 143.204.231.56, 143.204.231.126",d3r2hbt87loi6e.cloudfront.net,"ns-1077.awsdns-06.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-1077.awsdns-06.org, ns-152.awsdns-19.com, ns-1866.awsdns-41.co.uk, ns-682.awsdns-21.net, ns-1108.awsdns-10.org, ns-1855.awsdns-39.co.uk, ns-408.awsdns-51.com, ns-654.awsdns-17.net",,"2600:9000:23d4:6000:17:66b8:c180:93a1, 2600:9000:23d4:bc00:17:66b8:c180:93a1, 2600:9000:23d4:d400:17:66b8:c180:93a1, 2600:9000:23d4:f200:17:66b8:c180:93a1, 2600:9000:23d4:6200:17:66b8:c180:93a1, 2600:9000:23d4:dc00:17:66b8:c180:93a1, 2600:9000:23d4:2000:17:66b8:c180:93a1, 2600:9000:23d4:be00:17:66b8:c180:93a1",,
,status.myfitnesspal.com,52.215.192.133,ptdhqjqb40nf.stspg-customer.com,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com","globalsign.com;, letsencrypt.org",NOERROR,,,,,,,,
,status.underarmour.com,,"17607713.hostedstatus.com, dvcgben0s2ou0.cloudfront.net","ns-690.awsdns-22.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-1906.awsdns-46.co.uk, ns-690.awsdns-22.net, ns-1496.awsdns-59.org, ns-273.awsdns-34.com",,"2600:9000:2117:de00:6:eb1d:8e00:93a1, 2600:9000:2117:a800:6:eb1d:8e00:93a1, 2600:9000:2117:9000:6:eb1d:8e00:93a1, 2600:9000:2117:4200:6:eb1d:8e00:93a1, 2600:9000:2117:c400:6:eb1d:8e00:93a1, 2600:9000:2117:8800:6:eb1d:8e00:93a1, 2600:9000:2117:600:6:eb1d:8e00:93a1, 2600:9000:2117:aa00:6:eb1d:8e00:93a1",,
,store-locations.underarmour.com,35.192.67.27,underarmour.where2getit.com,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,True,google,,,,,,
,store.underarmour.com,35.192.67.27,hosted.where2getit.com,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,True,google,,,,,,
,stories.underarmour.com,"18.155.129.85, 18.155.129.22, 18.155.129.51, 18.155.129.52","underarmour.stories.bazaarvoice.com, dpybua5gyk3t0.cloudfront.net","ns-149.awsdns-18.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-1755.awsdns-27.co.uk, ns-1468.awsdns-55.org, ns-693.awsdns-22.net, ns-149.awsdns-18.com",,"2600:9000:225d:9400:7:44f0:9100:93a1, 2600:9000:225d:e800:7:44f0:9100:93a1, 2600:9000:225d:2600:7:44f0:9100:93a1, 2600:9000:225d:3600:7:44f0:9100:93a1, 2600:9000:225d:fe00:7:44f0:9100:93a1, 2600:9000:225d:8e00:7:44f0:9100:93a1, 2600:9000:225d:de00:7:44f0:9100:93a1, 2600:9000:225d:e000:7:44f0:9100:93a1",,
,strivetofit.myfitnesspal.com,,secure.pageserve.co,,"letsencrypt.org, sectigo.com, digicert.com",NOERROR,True,cloudflare,,,,,,
,summer-of-you.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,supplier.gslb.underarmour.com,204.29.196.126,,,,NOERROR,,,,,,,,
,supplier.underarmour.com,204.29.196.126,supplier.gslb.underarmour.com,,,NOERROR,,,,,,,,
,support.mapmyfitness.com,"34.196.15.232, 3.213.165.124, 50.16.90.51",underarmourhelp.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudflare,mail-pod-19.int.zendesk.com,"ns-1213.awsdns-23.org, ns-1858.awsdns-40.co.uk, ns-444.awsdns-55.com, ns-754.awsdns-30.net",,,,
,support.mapmyrun.com,"18.214.9.228, 52.55.53.168, 44.206.152.228",,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,support.myfitnesspal.com,"104.16.51.111, 104.16.53.111",myfitnesspal.zendesk.com,"ns-1213.awsdns-23.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudflare,mail-pod-13.int.zendesk.com,,"pod=13, v=spf1 include:mail.zendesk.com ~all",,,
,supporttest.mapmyfitness.com,10.178.96.173,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,10.178.96.173
,svc01.mapmyfitness.com,,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,svc02.mapmyfitness.com,172.16.16.160,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,172.16.16.160
,sweat-myfitnesspal-2021.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,sync300066.underarmour.co.uk,204.74.99.103,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,tableauonline.underarmour.com,"18.67.76.34, 18.67.76.128, 18.67.76.3, 18.67.76.30, 205.251.192.204, 205.251.195.228, 205.251.197.75, 205.251.199.210",d1d5j45r7luwzd.cloudfront.net,"ns-1355.awsdns-41.org, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-1355.awsdns-41.org, ns-204.awsdns-25.com, ns-996.awsdns-60.net, ns-2002.awsdns-58.co.uk",,"2600:9000:2305:ac00:14:ca28:de40:93a1, 2600:9000:2305:d400:14:ca28:de40:93a1, 2600:9000:2305:c00:14:ca28:de40:93a1, 2600:9000:2305:1000:14:ca28:de40:93a1, 2600:9000:2305:1600:14:ca28:de40:93a1, 2600:9000:2305:7600:14:ca28:de40:93a1, 2600:9000:2305:4e00:14:ca28:de40:93a1, 2600:9000:2305:ba00:14:ca28:de40:93a1",,
,talentenschool.underarmour.co.uk,204.74.99.103,,"udns1.cscdns.net, hostmaster.cscdns.net",,NOERROR,,,,,,,,
,taylor.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1abd, 2606:4700::6812:1bbd",,
,taylorhall.ua.com,,,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,tc-signup.underarmour.com,64.106.245.231,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,tc02.mapmyfitness.com,162.242.149.235,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,tdfaa-api.mapmyfitness.com,,"tdfaa-api.mapmyfitness.com.edgesuite.net, a1128.b.akamai.net","n0b.akamai.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,team.ua.com,"96.45.83.195, 96.45.83.103, 96.45.82.74, 96.45.82.161",,"ns20.digicertdns.com, dns.digicertdns.com",,NOERROR,,,,,,,,
,team.underarmour.com,,gclb.gcp.ua-ecm.com,"ns-cloud-e1.googledomains.com, cloud-dns-hostmaster.google.com",,NOERROR,True,google,,,google-site-verification=POQQ_UuZC53idhyGS64Tw5l_m7QMB8dYEr8l4KAmmTQ,,,
,teammatecomms.underarmour.com,,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,teenmom.myfitnesspal.com,"188.114.98.229, 188.114.99.229",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","sectigo.com, digicert.com, letsencrypt.org",NOERROR,True,cloudflare,,,,"2a06:98c1:3122:e000::5, 2a06:98c1:3123:e000::5",,
,test-jenkins.mapmyfitness.com,10.208.200.248,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,True,10.208.200.248
,test.mapmyfitness.com,72.3.205.135,,"ns-1855.awsdns-39.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,test.mapmyride.com,"13.224.189.41, 13.224.189.49, 13.224.189.52, 13.224.189.31",www.mapmyride.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,,,
,test.mapmyrun.com,"13.249.9.40, 13.249.9.109, 13.249.9.71, 13.249.9.24",www.mapmyrun.com,"ns-1621.awsdns-10.co.uk, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,"ns-1360.awsdns-42.org, ns-1621.awsdns-10.co.uk, ns-440.awsdns-55.com, ns-748.awsdns-29.net",,,,
,thick.myfitnesspal.com,"104.18.26.189, 104.18.27.189",secure.pageserve.co,"burt.ns.cloudflare.com, dns.cloudflare.com","digicert.com, letsencrypt.org, sectigo.com",NOERROR,True,cloudflare,,,,"2606:4700::6812:1bbd, 2606:4700::6812:1abd",,
,tickers.myfitnesspal.com,"13.225.78.70, 13.225.78.18, 13.225.78.28, 13.225.78.8","api.myfitnesspal.com, frontend.myfitnesspal.com","ns-120.awsdns-15.com, awsdns-hostmaster.amazon.com",,NOERROR,True,cloudfront,,,,"2600:9000:21f3:e000:1e:f4a8:3140:93a1, 2600:9000:21f3:4e00:1e:f4a8:3140:93a1, 2600:9000:21f3:1000:1e:f4a8:3140:93a1, 2600:9000:21f3:d600:1e:f4a8:3140:93a1, 2600:9000:21f3:1200:1e:f4a8:3140:93a1, 2600:9000:21f3:1c00:1e:f4a8:3140:93a1, 2600:9000:21f3:2200:1e:f4a8:3140:93a1, 2600:9000:21f3:4c00:1e:f4a8:3140:93a1",,
,tmp-na04-vercel.ecm.underarmour.com,"76.76.21.123, 76.76.21.98",cname.vercel-dns.com,"dns1.p07.nsone.net, hostmaster.nsone.net","letsencrypt.org, globalsign.com, sectigo.com",NOERROR,,,,,,,,
,tns.api.ua.com,"35.172.152.119, 54.80.69.143, 54.85.19.3",us-green-external.uacf.io,"ns-1155.awsdns-16.org, awsdns-hostmaster.amazon.com",,NOERROR,,,,,,,,
,tokens-staging.underarmour.com,104.105.47.73,"san.underarmour.com.edgekey.net, e5142.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,tokens.underarmour.com,23.206.89.32,"san.underarmour.com.edgekey.net, e5142.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",,NOERROR,,,,,,,,
,tp-mra-edge.underarmour.com,"204.29.196.154, 204.29.196.155",,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
,tp-uaconnect.underarmour.com,204.29.196.120,,"ns10.dnsmadeeasy.com, dns.dnsmadeeasy.com",,NOERROR,,,,,,,,
