input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,csp_domains_,tls_mismatched,final_url,tls_expired,tls_self_signed,location
bnb.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,80,http://bnb.epam.com:80,http,cloudflare,text/html,GET,104.18.12.91,/,-2051058211,2606:4700::6812:d5b,HTTP/3,355,False,True,True,*.google-analytics.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=24zZ9jKMob1fZwNUoQiYQmG8aNe2AI0sszujyh_g3LI&client_id=oauth-client.epm-eag.ztna.prod&tab_id=-8F-FHTPI_s,,,
booking.lab.epam.com,Booking,200,543,booking.lab.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-01-29T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",booking.lab.epam.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",00763d386d0b16ca53a1848eb3dea121,4779d826a311d2f119011a3fb1b4357e3199542e4468743b81e91abd707d0312,ctls,booking.lab.epam.com,cloudflare,80,http://booking.lab.epam.com:80,http,cloudflare,text/html,GET,104.18.12.91,/,971129465,2606:4700::6812:d5b,HTTP/3,1,False,True,,https://www.google-analytics.com,,https://booking.lab.epam.com/,,,
business.anywhere.epam.com,,404,56730,business.anywhere.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-04T02:07:39Z,2023-09-02T02:07:38Z,CN=business.anywhere.epam.com,business.anywhere.epam.com,,business.anywhere.epam.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,13191117c1a954d9eb262f8f1210c2ab,b403a191b9f195a2b4a72c3f46184c2b72b7b72aa310ff4dfefc5289bb66f1cf,ctls,business.anywhere.epam.com,,80,http://business.anywhere.epam.com:80,http,cloudflare,text/html,GET,199.60.103.28,/,-385240906,2606:2c40::c73c:67e4,HubSpot CMS Hub,630,False,,,,,https://business.anywhere.epam.com/,,,
cactus.epam.com,Attention Required! | Cloudflare,403,4517,cactus.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-17T00:00:00Z,2024-05-15T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",cactus.epam.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0ace068dc191060d19cb04984c7b6c81,24891fd9f61fddcadae7059820093d928f80388234accbfd571276b3c5abb3c2,ctls,cactus.epam.com,cloudflare,443,https://cactus.epam.com:443,https,cloudflare,text/html,GET,104.18.26.165,/,321183361,2606:4700::6812:1ba5,HTTP/3,94,False,True,,,,,,,
calendar.time.epam.com,Error,400,16363,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://calendar.time.epam.com:443,https,cloudflare,text/html,GET,104.18.10.86,/,876866226,2606:4700::6812:b56,HTTP/3,355,False,True,True,https://*.epam.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=get4HfKbeAgIDooC_eGkrLZE5UV_Yvb2KyE644CFKlE&client_id=oauth-client.calendar&tab_id=ESX4sfVEMyE,,,
calorieburning.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://calorieburning.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,-707581111,2606:4700::6812:d5b,HTTP/3,355,False,True,True,*.googletagmanager.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=xrx0VALaDaPjUvixotvSLwVYGzJpkb2Be34tSuGTP04&client_id=oauth-client.epm-eag.ztna.prod&tab_id=1p1-ORbfxy4,,,
carbon.epam.com,Carbon Footprint Calculator,200,30663,carbon.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,2024-01-26T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",9d5b86c3696dfc0af3bd7920eef3c4cf,ceb73836276902860e5f65f5777ce7007b821d0e3cf002c928bd2f96264b01dc,ctls,carbon.epam.com,cloudflare,443,https://carbon.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,1496555540,2606:4700::6812:d5b,HTTP/3,66,False,True,,https://stackpath.bootstrapcdn.com,,,,,
cards.hungary.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://cards.hungary.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,1613988629,2606:4700::6812:d5b,HTTP/3,355,False,True,True,cdnjs.cloudflare.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=xzKGdEbfNtaB0rJ17QTOwYwKR906XRH_3aO_jicQZyE&client_id=oauth-client.epm-eag.ztna.prod&tab_id=LciBrK_3cO4,,,
careerslink.epam.com,404 Not Found,404,162,careerslink.epam.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-14T18:12:57Z,2024-01-15T17:57:31Z,CN=*.sendgrid.net,*.sendgrid.net,,sendgrid.net,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",5b6add9e6e69e62589480ba3bd94b267,53aadc5910a6619d5102afbe44af32ecae87d4ef77fea8317be1ddc34b349e10,ctls,careerslink.epam.com,,443,https://careerslink.epam.com:443,https,nginx,text/html,GET,167.89.123.124,/,190856733,167.89.123.54,Nginx,8,False,,True,,True,,,,
certificates.epam.com,Certificates,200,2763,certificates.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-03-05T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4352ccd8cf08df911b38c2e1b1542e73,6c5cda5286cdd695843cfb64d85503271a6e24e806b87ec9bfe47be73be4ac9c,ctls,certificates.epam.com,cloudflare,443,https://certificates.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,1440484623,2606:4700::6812:d5b,HTTP/3,24,False,True,,https://cdn.jsdelivr.net,,,,,
chemul.els-rjed.projects.epam.com,,200,4728,chemul.els-rjed.projects.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-15T00:00:00Z,2024-05-13T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",0e70d7cf6f013374b01ba82cd1611e65,b2bcbb2a3db56cb91ca8d84754c7e39a63f090ad667696561e73ea88c4688dd1,ctls,chemul.els-rjed.projects.epam.com,cloudflare,443,https://chemul.els-rjed.projects.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,116323821,2606:4700::6812:d5b,Java,26,False,True,,,,,,,
clearml-mgmt-vodc.lab.epam.com,,403,16,clearml-mgmt-vodc.lab.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-07T00:00:00Z,2024-03-05T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",clearml-mgmt-vodc.lab.epam.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",fca76a420f076f247de6419bbdeb15d1,8ec2fef31771d0d6b3fe0030d6d64f6bf425efb1e804cbb137a9ea93b7e1e56c,ctls,clearml-mgmt-vodc.lab.epam.com,cloudflare,443,https://clearml-mgmt-vodc.lab.epam.com:443,https,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
cloud.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://cloud.epam.com:443,https,cloudflare,text/html,GET,104.18.14.81,/,1613988629,2606:4700::6812:f51,HTTP/3,355,False,True,True,https://*.opswat.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=vuca6nfLn38vSSN9KdVVpBpjgNDRAsw9xSLdDVpmcw8&client_id=oauth-client.epm-eag.ztna.prod&tab_id=uMrZV7uzNMo,,,
cloudapp.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://cloudapp.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,-128164526,2606:4700::6812:d5b,HTTP/3,355,False,True,True,*.googleapis.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=gYI5cIBmcvuO9q1Gd9Nib1Q8V0ZDK1TSzAd6GKsQWz8&client_id=oauth-client.epm-eag.ztna.prod&tab_id=uvG91v099aE,,,
cloudflare.epm-osm.projects.epam.com,,403,16,cloudflare.epm-osm.projects.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-17T00:00:00Z,2024-04-16T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",99522a21ec14afc7f97d15549ee60b19,6d1accd4b2e981e9fe442f8e003bf6ee6c036bc1a2bad323e108a8b04ea4ce95,ctls,cloudflare.epm-osm.projects.epam.com,cloudflare,443,https://cloudflare.epm-osm.projects.epam.com:443,https,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
collaborator.epm-soc.projects.epam.com,,200,1190,,,,,,,,,,,,,,,,,,,,80,http://collaborator.epm-soc.projects.epam.com:80,http,Burp Collaborator https://burpcollaborator.net/,text/html,GET,18.159.64.109,/,920335584,18.159.64.109,,22,False,,,,,,,,
community.epam.com,Community Platform,200,170373,wearecommunity.io,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-30T00:00:00Z,2024-06-27T23:59:59Z,CN=wearecommunity.io,wearecommunity.io,,*.wearecommunity.io,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0b39883eef0a480a872eb8814ea8757d,964983571deef3639003e4c3740c05601bec96804b4ae891382e54ab3e075b7e,ctls,wearecommunity.io,,443,https://community.epam.com:443,https,,text/html,GET,35.181.133.27,/,-1705637573,35.181.133.27,Ruby on Rails,258,False,,True,*.maps.gstatic.com,,https://wearecommunity.io,,,
competency.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://competency.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,12583339,2606:4700::6812:d5b,HTTP/3,355,False,True,True,fonts.googleapis.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=Td9eZhpLVRAjGPD6am73u5yGx8XrHyyzuYijVW8bUKQ&client_id=oauth-client.epm-eag.ztna.prod&tab_id=GjYKDuWRp2s,,,
concur.epam.com,Error,400,16387,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://concur.epam.com:443,https,cloudflare,text/html,GET,104.18.2.133,/,253670342,2606:4700::6812:385,HTTP/3,355,False,True,True,*.google-analytics.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=O5781LVHiRa5JLRz4krm5ujL-G0253vgHy-iJlVo-Ig&client_id=oauth-client.epm-expm.concur.prod&tab_id=TAeQawDOwwA,,,
connect.epam.com,EPAM Connect - Everything you need in one app,200,17768,connect.epam.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-07-08T00:00:00Z,2024-07-08T23:59:59Z,"CN=connect.epam.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",connect.epam.com,Microsoft Corporation,connect.epam.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,6cb951ae1fc7da4ea6f723f4448a99e3,2ee6f4a85252b29607fa729fbd2ed2f38fff1cd6cf83a6d2f9c13cd281001909,ctls,connect.epam.com,,443,https://connect.epam.com:443,https,,text/html,GET,13.107.246.44,/,-496050611,2620:1ec:46::45,HSTS,383,False,,,,,,,,
console-preprod.cloudapp.epam.com,,403,16,console-preprod.cloudapp.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-01-29T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",console-preprod.cloudapp.epam.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d42aae550709d09c3a08fc745dc9fbd1,48b0e74e184b3d8d7cc09fe12e7a3b9f9a538a18ef86806bdc340fe86658939b,ctls,console-preprod.cloudapp.epam.com,cloudflare,443,https://console-preprod.cloudapp.epam.com:443,https,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
console.api.datahub.epam.com,,200,1314,console.api.datahub.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-03T00:00:00Z,2024-07-02T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",5a26007b54e3d724b45e4b71843c9908,e7a9c65167597357c5eca3bdc6f36f4fb3d922e53759fe07eea20c5939486e8d,ctls,console.api.datahub.epam.com,cloudflare,80,http://console.api.datahub.epam.com:80,http,cloudflare,text/html,GET,104.18.12.91,/,1593207841,2606:4700::6812:d5b,Node.js,55,False,True,,,,https://console.api.datahub.epam.com/,,,
console.cloudapp.epam.com,PaaS Admin Console,200,884,console.cloudapp.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-06T00:00:00Z,2024-02-05T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",95a555483b84a26fcc4c3d3ace3d84cc,1b7e417b1490fb3b2e8cf828b543668f7b06aa2bd4e07b60d32d72e6a9d0a21f,ctls,console.cloudapp.epam.com,cloudflare,80,http://console.cloudapp.epam.com:80,http,cloudflare,text/html,GET,104.18.12.91,/,-128164526,2606:4700::6812:d5b,React,1,False,True,,https://fonts.googleapis.com,,https://console.cloudapp.epam.com/,,,
continuity.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://continuity.epam.com:443,https,cloudflare,text/html,GET,104.18.12.91,/,-2009722838,2606:4700::6812:d5b,HTTP/3,355,False,True,True,*.google-analytics.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=cvjv7Q29k3_O7z-r7kCJAHKmqugdNmN2JoyKFHMDabY&client_id=oauth-client.epm-eag.ztna.prod&tab_id=_k_z4394wf8,,,
crm.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,80,http://crm.epam.com:80,http,cloudflare,text/html,GET,104.18.6.36,/,-1414475558,2606:4700::6812:724,HTTP/3,355,False,True,True,https://*.opswat.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=DbakFbwN5BJosaJFpPIjelE_EwSr65Ahbwl3sy2mT9c&client_id=oauth-client.epm-eag.ztna.prod&tab_id=CpkvERoN3_A,,,
crowd.epam.com,,403,16,,,,,,,,,,,,,,,,,,,cloudflare,80,http://crowd.epam.com:80,http,cloudflare,text/plain,GET,104.18.12.91,/,1253481126,2606:4700::6812:d5b,HTTP/3,1,False,True,,,,,,,
ctc.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://ctc.epam.com:443,https,cloudflare,text/html,GET,104.18.24.125,/,1613988629,2606:4700::6812:197d,HTTP/3,355,False,True,True,https://*.mtcaptcha.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=WK1n2XGqOJttOVwtPE4r7te4_iY3ODsA3u4b0qCuggE&client_id=oauth-client.epm-eag.ztna.prod&tab_id=zAcmEYMd22g,,,
customersupport.epam.com,Sign in to your account,200,38371,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-25T00:00:00Z,2024-05-25T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,7c7414a61d2496accd312122c5241231,2c204118a10394b7abd4cd1f9d1a885acb273a1ebe0091f82e567b1137495fb7,ctls,login.microsoftonline.com,,443,https://customersupport.epam.com:443,https,,text/html,GET,91.120.43.202,/,638390621,91.120.43.202,HSTS,95,False,,,,,https://login.microsoftonline.com/b41b72d0-4e9f-4c26-8a69-f949f367c91d/saml2?SAMLRequest=fZLda9swFMX%2FFaN325LrxpFIAiamEOhKSbc99GWoyvUq0Nd05X7895Md1nUPCwgEV%2Bdwz%2B%2BgDUprguin9OyO8GsCTMWbNQ7F8rAlU3TCS9QonLSAIinx0H%2B5FU1FRYg%2BeeUN%2BWS57JCIEJP2jhSHYUt%2B8LbnbNhT2q7boadD3%2FX9NeVD13J2M7A9Kb5DxKzfkmzPJsQJDg6TdCmPaHNV0nVJ2VfWiXyu6SMphsygnUyL6zmlgKKujf%2BpXWW1ih79mLwz2kGlvK2fWvbUNSdatsDHslXNqlzLFS9H3vLxatUpzk71TNaQYu8dwrz5EqM6i4SaYsx3qW0wWulEihsfFSxVb8koDcIMdJ870S%2FwMen%2FVDQvmyzEB4gvWsG34%2B1fHJxC8DFVEKRdKCwY410dPKYjYJgjkN1mji2WzuLuf9ZN%2FVm1Of%2BHu0x1GO59Dv4%2Bx7byAjSr2DLRp3JcpGJyGEDpUcMpA%2BVkr%2FsIMmXIFCcg9e689N9%2Ft%2FsN&RelayState=https%3A%2F%2Fcustomersupport.epam.com%2Fesp%2Fess.do&SigAlg=http%3A%2F%2Fwww.w3.org%2F2001%2F04%2Fxmldsig-more%23rsa-sha256&Signature=QmLXrpPy8rGtybk8qj4wpjpNnob2xll9lMZHuRlBRXM9Jxs9LW0xuElFrp1xiaQDXpeCkrYquvjlOC31JIc7hcc3xWqWiQgdJ%2BzKkgAybaHGZv37WCv3TkS3j3AvZ94I24rjHitzK18gKsS2S%2BVtW4Z%2BuKnLMemSRXce7VBtDZrCsAOlN5ZKfd2HjRbZC62KJIZGhVTDh5wqCmJahfqavRNx9iACuM7J4o4io%2FtIarWq8EEOMUfCrmJDQmXT7P4%2BhOnSTPU472K5aqlNLq5jSscFD9npehxamvuI6XGxPuJ%2BcRxEEZCtUf11WU27%2Fdp6U6zwGfljo9hav8ntw5jBYA%3D%3D,,,
dashboard.connect.epm-plx.projects.epam.com,403 Forbidden,403,146,dashboard.connect.epm-plx.projects.epam.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-11T09:13:17Z,2023-10-09T09:13:16Z,CN=dashboard.connect.epm-plx.projects.epam.com,dashboard.connect.epm-plx.projects.epam.com,,dashboard.connect.epm-plx.projects.epam.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,fb71a7bf187777acaea780248a559b68,1c1e2082318c8d3deed83980e647e8c34c1d9b4a3438b1b15a5a759f659b7b1b,ctls,dashboard.connect.epm-plx.projects.epam.com,azure,443,https://dashboard.connect.epm-plx.projects.epam.com:443,https,,text/html,GET,20.54.193.40,/,-1561873722,20.54.193.40,HSTS,8,False,True,,,,,,,
data-service-api.connect.epm-plx.projects.epam.com,,418,,data-service-api.connect.epm-plx.projects.epam.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-30T01:05:21Z,2023-10-28T01:05:20Z,CN=forbidden.connect.epm-plx.projects.epam.com,forbidden.connect.epm-plx.projects.epam.com,,forbidden.connect.epm-plx.projects.epam.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3a23eb0cb2de77dada286b8b08a7a7c1,8eac871f12cda23a5e83b29f6069999e0c81837574e6dbbff89778a093b70f12,ctls,data-service-api.connect.epm-plx.projects.epam.com,azure,443,https://data-service-api.connect.epm-plx.projects.epam.com:443,https,,,GET,20.54.193.40,/,-1840324437,20.54.193.40,HSTS,1,False,True,,,True,,,,
delivery.epam.com,Error,400,16492,access.epam.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T07:26:42Z,2023-09-15T07:26:41Z,CN=access.epam.com,access.epam.com,,access.epam.com,"CN=E1, O=Let's Encrypt, C=US",E1,Let's Encrypt,ffaf61f780c64ded4d3062e8bb6b4f4e,b405f5e06bbf5dc375348bce1add75eb81b61a44512147faa6c4b0c4f3675689,ctls,access.epam.com,cloudflare,443,https://delivery.epam.com:443,https,cloudflare,text/html,GET,104.18.10.75,/,1613988629,2606:4700::6812:b4b,HTTP/3,355,False,True,True,*.googleapis.com,,https://access.epam.com/auth/realms/plusx/broker/epam-microsoft/login?session_code=67ynHY-SrwynzlHKZMWfBl0OujyciGTyzFAfMfPtHUM&client_id=oauth-client.epm-eag.ztna.prod&tab_id=z5_WdGr3ETw,,,
